,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,commit_count,npm_url,npm_monthly_downloads,updated_github_id,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,go_id,cran_id,pypi,gem_id,hex_id,bitbucket_id
10,Jupyter,True,Jupyter Interactive Notebook.,https://github.com/jupyter/notebook,,notebook-environments,27,jupyter/notebook,notebook,conda-forge/jupyter,https://github.com/jupyter/notebook,,2015-04-09 06:58:03.000,2022-08-30 19:03:25.000000,2022-08-30 06:53:21,3766.0,1984.0,2469.0,10272.0,2022-06-15 01:21:43,6.4.12,8862.0,10605209.0,39.0,10.0,10.0,614.0,https://pypi.org/project/notebook,10263774.0,https://anaconda.org/conda-forge/jupyter,2021-11-18 11:10:17.899,2298414.0,1.0,,,,,,jupyter/datascience-notebook,https://hub.docker.com/r/jupyter/datascience-notebook,2022-08-29 04:59:11.147344,939.0,27368175.0,,,,,,,
11,Jupytext,True,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,27,mwouts/jupytext,jupytext,conda-forge/jupytext,https://github.com/mwouts/jupytext,MIT,2018-06-15 05:25:36.000,2022-08-14 23:11:31.000000,2022-07-29 10:20:53,351.0,67.0,463.0,5550.0,2022-07-29 10:56:48,1.14.1,,266883.0,100.0,3234.0,3234.0,72.0,https://pypi.org/project/jupytext,252187.0,https://anaconda.org/conda-forge/jupytext,2022-07-03 18:12:05.254,382861.0,1.0,jupyterlab-jupytext,,https://www.npmjs.com/package/jupyterlab-jupytext,6373.0,,,,,,,,,,,,,
12,D-Tale,True,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,27,man-group/dtale,dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2022-08-14 19:16:00.000000,2022-08-07 17:10:54,294.0,45.0,431.0,3608.0,2022-08-07 19:29:08,2.7.1,,103580.0,112.0,471.0,471.0,27.0,https://pypi.org/project/dtale,98830.0,https://anaconda.org/conda-forge/dtale,2022-08-07 22:53:15.855,147262.0,1.0,,618.0,,,,,,,,,,,,,,,
13,bqplot,True,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,27,bqplot/bqplot,bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2022-08-22 19:17:03.000000,2022-08-22 18:51:06,438.0,211.0,360.0,3342.0,2022-08-22 14:47:27,0.12.34,,103672.0,57.0,34.0,34.0,59.0,https://pypi.org/project/bqplot,80516.0,https://anaconda.org/conda-forge/bqplot,2022-08-22 19:02:03.194,1026964.0,1.0,bqplot,3532.0,https://www.npmjs.com/package/bqplot,9644.0,,,,,,,,,,,,,
14,ipyvolume,True,3d plotting for Python in the Jupyter notebook based on IPython..,https://github.com/widgetti/ipyvolume,,widgets,27,maartenbreddels/ipyvolume,ipyvolume,conda-forge/ipyvolume,https://github.com/widgetti/ipyvolume,MIT,2016-12-21 15:30:13.000,2022-08-19 08:14:48.000000,2022-07-26 13:21:25,223.0,169.0,128.0,1780.0,2018-06-11 13:56:17,0.4.5,,62009.0,16.0,846.0,846.0,41.0,https://pypi.org/project/ipyvolume,54324.0,https://anaconda.org/conda-forge/ipyvolume,2021-04-20 13:21:49.451,376760.0,1.0,ipyvolume,974.0,https://www.npmjs.com/package/ipyvolume,2062.0,widgetti/ipyvolume,,,,,,,,,,,,
15,ipython-sql,True,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,27,catherinedevlin/ipython-sql,ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,MIT,2013-03-20 16:41:10.000,2022-07-28 00:45:28.000000,2022-06-12 04:14:20,249.0,100.0,40.0,1557.0,,,,111982.0,3.0,3391.0,3391.0,53.0,https://pypi.org/project/ipython-sql,109709.0,https://anaconda.org/conda-forge/ipython-sql,2021-11-13 15:23:35.182,165963.0,1.0,,285.0,,,,,,,,,,,,,,,
16,jupyter-matplotlib,True,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,27,matplotlib/ipympl,ipympl,,https://github.com/matplotlib/ipympl,BSD-3-Clause,2016-07-21 14:38:56.000,2022-08-22 09:58:02.000000,2022-08-22 09:53:38,190.0,115.0,143.0,1336.0,2022-08-22 09:55:02,0.9.2,,189319.0,27.0,3766.0,3766.0,28.0,https://pypi.org/project/ipympl,160562.0,,,,1.0,jupyter-matplotlib,,https://www.npmjs.com/package/jupyter-matplotlib,28757.0,,,,,,,,,,,,,
17,JupyterLab Git,True,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,27,jupyterlab/jupyterlab-git,jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,BSD-3-Clause,2017-06-20 17:31:00.000,2022-09-01 07:16:41.000000,2022-08-29 07:03:07,232.0,81.0,449.0,1137.0,2022-08-29 07:03:58,0.39.1,,157964.0,44.0,15.0,15.0,76.0,https://pypi.org/project/jupyterlab-git,152566.0,https://anaconda.org/conda-forge/jupyterlab-git,2022-08-29 10:43:53.255,242929.0,1.0,,1792.0,,,,,,,,,,,,,,,
18,papermill,True,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,26,nteract/papermill,papermill,conda-forge/papermill,https://github.com/nteract/papermill,BSD-3-Clause,2017-07-06 17:17:53.000,2022-08-26 19:17:52.000000,2022-08-15 07:33:10,358.0,105.0,239.0,4857.0,,,,849774.0,17.0,2391.0,2391.0,104.0,https://pypi.org/project/papermill,843660.0,https://anaconda.org/conda-forge/papermill,2022-01-23 14:55:30.846,299615.0,2.0,,,,,,,,,,,,,,,,,
19,Voila,True,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,26,voila-dashboards/voila,voila,conda-forge/voila,https://github.com/voila-dashboards/voila,,2018-08-21 14:21:42.000,2022-08-31 13:00:06.000000,2022-08-31 13:00:06,420.0,243.0,366.0,4290.0,2022-07-18 20:31:49,0.3.6,296.0,69554.0,59.0,7264.0,7264.0,61.0,https://pypi.org/project/voila,62432.0,https://anaconda.org/conda-forge/voila,2022-07-18 23:28:25.603,204881.0,2.0,@jupyter-voila/jupyterlab-preview,,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,2739.0,,,,,,,,,,,,,
20,sparkmagic,True,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,26,jupyter-incubator/sparkmagic,sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,,2015-09-21 15:35:25.000,2022-07-19 16:53:06.000000,2022-05-02 22:12:52,381.0,129.0,271.0,1158.0,2022-05-02 22:17:21,0.20.0,,33722.0,17.0,248.0,248.0,57.0,https://pypi.org/project/sparkmagic,32874.0,https://anaconda.org/conda-forge/sparkmagic,2022-05-09 18:27:42.421,51768.0,1.0,,1212.0,,,,,,,,,,,,,,,
21,jupyter-dash,True,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,26,plotly/jupyter-dash,jupyter-dash,,https://github.com/plotly/jupyter-dash,MIT,2020-04-26 18:43:59.000,2022-06-28 17:24:24.000000,2022-06-28 17:24:21,208.0,39.0,23.0,804.0,2022-04-01 20:13:44,0.4.2,77.0,356004.0,11.0,1822.0,1822.0,10.0,https://pypi.org/project/jupyter-dash,356002.0,,,,2.0,,156.0,,,,,,,,,-1.0,,,,,,
22,nbclient,True,A client library for executing notebooks. Formally nbconvert's..,https://github.com/jupyter/nbclient,,notebook-tools,26,jupyter/nbclient,nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,,2020-01-13 17:29:49.000,2022-08-23 12:55:44.217000,2022-08-23 08:20:01,45.0,30.0,62.0,102.0,2022-08-23 08:20:44,0.6.7,88.0,9124113.0,26.0,67284.0,67284.0,33.0,https://pypi.org/project/nbclient,8955369.0,https://anaconda.org/conda-forge/nbclient,2022-08-23 12:55:44.217,5230897.0,1.0,,,,,,,,,,,,,,,,,
23,JupyterHub,True,Multi-user server for Jupyter notebooks.,https://github.com/jupyterhub/jupyterhub,,notebook-environments,25,jupyterhub/jupyterhub,jupyterhub,conda-forge/jupyterhub,https://github.com/jupyterhub/jupyterhub,,2014-06-12 23:22:10.000,2022-08-25 12:37:11.000000,2022-08-24 18:01:20,1679.0,119.0,2016.0,7091.0,,,,162020.0,32.0,1861.0,1861.0,280.0,https://pypi.org/project/jupyterhub,126148.0,https://anaconda.org/conda-forge/jupyterhub,2022-06-06 18:07:49.815,667144.0,1.0,,,,,,jupyterhub/jupyterhub,https://hub.docker.com/r/jupyterhub/jupyterhub,2022-08-19 16:02:48.631566,312.0,2682369.0,,,,,,,
24,facets-overview,True,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,25,pair-code/facets,facets-overview,,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2021-11-29 10:48:23.000000,2021-05-06 12:01:05,854.0,76.0,76.0,6999.0,2019-07-01 16:35:20,1.0.0,,320638.0,4.0,130.0,130.0,28.0,https://pypi.org/project/facets-overview,320638.0,,,,2.0,,264.0,,,,,,,,,,,,,,,
25,nteract,True,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,25,nteract/nteract,nteract_on_jupyter,,https://github.com/nteract/nteract,BSD-3-Clause,2015-06-15 23:21:49.000,2022-08-30 17:06:02.000000,2022-08-30 17:00:25,529.0,159.0,1520.0,5876.0,2021-01-26 05:18:38,0.28.0,1365941.0,20313.0,66.0,,,176.0,https://pypi.org/project/nteract_on_jupyter,2341.0,,,,1.0,,10501.0,,,,,,,,,,,,,,,
26,PixieDust,True,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,25,pixiedust/pixiedust,pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,Apache-2.0,2016-07-01 17:34:14.000,2021-02-16 04:46:42.000000,2021-02-16 04:46:41,159.0,164.0,260.0,1024.0,2019-12-04 15:06:08,1.1.18,,11879.0,19.0,240.0,240.0,33.0,https://pypi.org/project/pixiedust,10735.0,https://anaconda.org/conda-forge/pixiedust,2021-02-06 13:20:07.331,38915.0,1.0,,2157.0,,,,,,,,,,,,,,,
27,ipycanvas,True,Interactive Canvas in Jupyter.,https://github.com/martinRenou/ipycanvas,,widgets,25,martinRenou/ipycanvas,ipycanvas,conda-forge/ipycanvas,https://github.com/martinRenou/ipycanvas,BSD-3-Clause,2019-07-06 12:55:29.000,2022-08-29 09:30:23.393000,2022-08-29 08:21:04,52.0,42.0,71.0,630.0,2022-08-26 07:30:59,0.13.0,,33530.0,33.0,790.0,790.0,21.0,https://pypi.org/project/ipycanvas,31253.0,https://anaconda.org/conda-forge/ipycanvas,2022-08-29 09:30:23.393,81977.0,2.0,,462.0,,,,,,,,,1.0,,,,,,
28,nbdev,True,Create delightful python projects using Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,24,fastai/nbdev,nbdev,,https://github.com/fastai/nbdev,Apache-2.0,2019-11-18 17:37:35.000,2022-09-01 08:48:36.000000,2022-09-01 08:09:42,362.0,39.0,543.0,3680.0,2022-08-26 01:44:44,2.2.7,,108477.0,13.0,,,20.0,https://pypi.org/project/nbdev,108477.0,,,,1.0,,1192.0,,,,,,,,,,,,,,,
29,RISE,True,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,24,damianavila/RISE,RISE,conda-forge/rise,https://github.com/damianavila/RISE,,2013-08-26 18:55:36.000,2022-08-05 09:22:34.000000,2022-03-28 15:25:07,382.0,142.0,285.0,3341.0,,,,10186.0,9.0,1959.0,1959.0,41.0,https://pypi.org/project/RISE,6161.0,https://anaconda.org/conda-forge/rise,2021-11-16 18:12:02.058,221402.0,2.0,,751.0,,,,,,,,,,,,,,,
30,Jupyter Book,True,"Build interactive, publication-quality documents from Jupyter..",https://github.com/executablebooks/jupyter-book,,notebook-sharing,24,executablebooks/jupyter-book,jupyter-book,,https://github.com/executablebooks/jupyter-book,BSD-3-Clause,2018-06-14 01:55:51.000,2022-08-30 22:15:12.000000,2022-08-21 05:08:47,502.0,467.0,665.0,3023.0,2022-08-16 07:13:52,0.13.1,,54823.0,38.0,,,111.0,https://pypi.org/project/jupyter-book,54823.0,,,,2.0,,1379.0,,,,,,,,,,,,,,,
31,nbdime,True,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,24,jupyter/nbdime,nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,,2015-11-16 09:25:53.000,2022-07-05 16:29:00.000000,2022-07-05 16:29:00,132.0,64.0,221.0,2281.0,,,,447737.0,21.0,79.0,79.0,40.0,https://pypi.org/project/nbdime,256009.0,https://anaconda.org/conda-forge/nbdime,2021-10-26 17:29:52.628,620633.0,2.0,nbdime-jupyterlab,1965.0,https://www.npmjs.com/package/nbdime-jupyterlab,182734.0,,,,,,,1.0,,,,,,
32,pythreejs,True,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,24,jupyter-widgets/pythreejs,pythreejs,conda-forge/pythreejs,https://github.com/jupyter-widgets/pythreejs,,2013-12-23 17:02:11.000,2022-08-25 13:38:05.000000,2022-08-25 13:37:51,172.0,50.0,166.0,829.0,2022-08-31 09:02:38,2.4.1,,75995.0,16.0,21.0,21.0,30.0,https://pypi.org/project/pythreejs,65516.0,https://anaconda.org/conda-forge/pythreejs,2022-08-25 09:57:28.021,410506.0,2.0,jupyter-threejs,1715.0,https://www.npmjs.com/package/jupyter-threejs,5078.0,,,,,,,,,,,,,
33,qgrid,True,"An interactive grid for sorting, filtering, and editing DataFrames..",https://github.com/quantopian/qgrid,,widgets,23,quantopian/qgrid,qgrid,conda-forge/qgrid,https://github.com/quantopian/qgrid,Apache-2.0,2014-09-30 04:33:20.000,2022-08-21 08:28:24.000000,2020-04-07 18:56:49,389.0,149.0,125.0,2885.0,2020-04-07 16:34:17,1.3.1,,80951.0,21.0,,,30.0,https://pypi.org/project/qgrid,73462.0,https://anaconda.org/conda-forge/qgrid,2021-03-04 10:14:48.336,358615.0,2.0,qgrid,405.0,https://www.npmjs.com/package/qgrid,969.0,,,,,,,,,,,,,
34,watermark,True,"An IPython magic extension for printing date and time stamps, version..",https://github.com/rasbt/watermark,,magic,23,rasbt/watermark,watermark,conda-forge/watermark,https://github.com/rasbt/watermark,BSD-3-Clause,2014-07-30 03:46:33.000,2022-05-30 23:29:14.790000,2022-05-27 13:53:40,81.0,16.0,28.0,718.0,2022-05-27 13:54:28,2.3.1,,38096.0,16.0,1570.0,1570.0,19.0,https://pypi.org/project/watermark,35018.0,https://anaconda.org/conda-forge/watermark,2022-05-30 23:29:14.790,218591.0,2.0,,97.0,,,,,,,,,,,,,,,
35,Stencila,True,Living documents for reproducible research.,https://github.com/stencila/stencila,,notebook-sharing,23,stencila/stencila,,,https://github.com/stencila/stencila,Apache-2.0,2012-05-31 02:43:31.000,2022-09-01 11:52:52.000000,2022-08-30 07:13:35,34.0,65.0,497.0,646.0,2022-07-29 06:53:21,1.16.0,3136.0,630.0,100.0,17.0,17.0,34.0,,,,,,2.0,stencila,9821.0,https://www.npmjs.com/package/stencila,274.0,,stencila/cloud,https://hub.docker.com/r/stencila/cloud,2019-04-08 04:14:51.284193,,16465.0,,,,,,,
36,nbval,True,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,23,computationalmodelling/nbval,nbval,conda-forge/nbval,https://github.com/computationalmodelling/nbval,,2015-04-09 09:40:33.000,2022-08-20 18:11:25.000000,2022-01-05 15:51:17,42.0,36.0,62.0,387.0,,,,114562.0,8.0,1670.0,1670.0,29.0,https://pypi.org/project/nbval,111000.0,https://anaconda.org/conda-forge/nbval,2020-07-31 11:51:06.985,231575.0,2.0,,446.0,,,,,,,,,,,,,,,
37,Jupyter Client,True,Jupyter protocol client APIs.,https://github.com/jupyter/jupyter_client,,notebook-tools,23,jupyter/jupyter_client,jupyter-client,,https://github.com/jupyter/jupyter_client,BSD-3-Clause,2015-04-09 06:57:29.000,2022-08-29 22:40:24.000000,2022-08-29 22:40:23,230.0,141.0,182.0,285.0,2022-08-25 16:33:26,7.3.5,329.0,11611564.0,20.0,,,119.0,https://pypi.org/project/jupyter-client,11611539.0,,,,2.0,,,,,,,,,,,,,,,,,
38,Docker Stacks,True,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,22,jupyter/docker-stacks,,,https://github.com/jupyter/docker-stacks,BSD-3-Clause,2015-07-15 15:30:00.000,2022-08-29 05:09:06.467910,2022-08-23 20:03:24,2606.0,39.0,731.0,7198.0,,,,1001433.0,,,,222.0,,,,,,2.0,,,,,,jupyter/scipy-notebook,https://hub.docker.com/r/jupyter/scipy-notebook,2022-08-29 05:09:06.467910,360.0,86123322.0,,,,,,,
39,gophernotes,True,The Go kernel for Jupyter notebooks and nteract.,https://github.com/gopherdata/gophernotes,,kernels,22,gopherdata/gophernotes,,,https://github.com/gopherdata/gophernotes,MIT,2016-01-22 19:22:16.000,2022-07-08 21:14:08.000000,2022-07-08 21:12:48,223.0,49.0,125.0,3353.0,2022-05-31 17:34:28,0.7.5,40.0,1071.0,17.0,8.0,8.0,29.0,,,,,,1.0,,400.0,,,,gopherdata/gophernotes,https://hub.docker.com/r/gopherdata/gophernotes,2018-12-22 19:00:35.934804,7.0,85745.0,,github.com/gopherdata/gophernotes,,,,,
40,BeakerX,True,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,22,twosigma/beakerx,beakerx,conda-forge/beakerx,https://github.com/twosigma/beakerx,Apache-2.0,2013-12-03 14:16:36.000,2021-11-18 19:15:17.218000,2021-01-21 14:02:57,372.0,349.0,4174.0,2681.0,2018-12-04 18:27:21,1.3.0,31.0,16665.0,39.0,,,43.0,https://pypi.org/project/beakerx,4893.0,https://anaconda.org/conda-forge/beakerx,2021-11-18 19:15:17.218,534261.0,2.0,beakerx,1689.0,https://www.npmjs.com/package/beakerx,499.0,,beakerx/beakerx,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,23.0,248830.0,,,,,,,
41,elyra,True,Elyra extends JupyterLab Notebooks with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,22,elyra-ai/elyra,elyra,conda-forge/elyra,https://github.com/elyra-ai/elyra,Apache-2.0,2019-10-22 21:37:58.000,2022-09-01 01:22:32.000000,2022-08-31 19:51:46,258.0,219.0,1267.0,1428.0,2022-08-23 17:15:42,3.11.0,,4354.0,22.0,33.0,33.0,54.0,https://pypi.org/project/elyra,3665.0,https://anaconda.org/conda-forge/elyra,2022-08-24 07:08:57.109,17228.0,1.0,,,,,,,,,,,,,,,,,
42,DataLab,True,Interactive tools and developer experiences for Big Data on..,https://github.com/googledatalab/datalab,,notebook-environments,22,googledatalab/datalab,datalab,,https://github.com/googledatalab/datalab,Apache-2.0,2014-08-06 18:37:34.000,2022-03-18 08:36:18.000000,2021-08-16 17:52:48,246.0,224.0,667.0,978.0,2021-08-16 19:04:35,1.2.20210816,,64416.0,19.0,,,52.0,https://pypi.org/project/datalab,64416.0,,,,2.0,,2054.0,,,,,,,,,1.0,,,,,,
43,Mapbox GL,True,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,https://github.com/mapbox/mapboxgl-jupyter,,widgets,22,mapbox/mapboxgl-jupyter,mapboxgl,,https://github.com/mapbox/mapboxgl-jupyter,MIT,2017-08-08 15:10:51.000,2022-01-11 05:18:07.000000,2021-04-19 05:00:36,129.0,32.0,67.0,616.0,2019-06-03 21:24:10,0.10.2,,11619.0,14.0,142.0,142.0,21.0,https://pypi.org/project/mapboxgl,11619.0,,,,2.0,,221.0,,,,,,,,,,,,,,,
44,IPython Kernel,True,IPython Kernel for Jupyter.,https://github.com/ipython/ipykernel,,kernels,22,ipython/ipykernel,ipykernel,ipykernel,https://github.com/ipython/ipykernel,,2015-04-09 07:44:14.000,2022-08-29 22:22:14.000000,2022-08-29 22:22:13,303.0,214.0,203.0,504.0,2022-08-29 16:46:48,6.15.2,536.0,10109319.0,36.0,,,155.0,https://pypi.org/project/ipykernel,10104490.0,https://anaconda.org/anaconda/ipykernel,2022-05-02 20:19:38.840,393284.0,1.0,,,,,,,,,,,,,,,,,
