,name,show,description,homepage,resource,category,projectrank,pypi_id,github_id,conda_id,dockerhub_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,license,npm_id,npm_url,npm_monthly_downloads,pypi_monthly_downloads,trending,updated_github_id,go_id,cran_id,pypi,gem_id,hex_id,bitbucket_id
186,Jupyter Spark,True,Jupyter Notebook extension for Apache Spark integration.,https://github.com/mozilla/jupyter-spark,,jupyter-extensions,13,jupyter-spark,mozilla/jupyter-spark,,,https://github.com/mozilla/jupyter-spark,2016-01-27 15:38:50.000,2020-12-01 19:43:11.000000,2020-12-01 19:43:11,30.0,13.0,14.0,190.0,106.0,,,,,,16.0,16.0,12.0,https://pypi.org/project/jupyter-spark,,,,,,,,3.0,MPL-2.0,,,,,,,,,,,,
187,nbgallery,True,Enterprise Jupyter notebook sharing and collaboration app.,https://github.com/nbgallery/nbgallery,,notebook-sharing,13,,nbgallery/nbgallery,,nbgallery/nbgallery,https://github.com/nbgallery/nbgallery,2017-01-10 19:18:40.000,2022-02-03 13:31:58.000000,2022-02-03 13:31:52,22.0,86.0,269.0,141.0,,,,,2150.0,,,,18.0,,,,,https://hub.docker.com/r/nbgallery/nbgallery,2021-11-12 15:25:19.912128,3.0,131157.0,3.0,MIT,,,,,,,,,,,,
188,JupyterLab HDF5,True,Open and explore HDF5 files in JupyterLab. Can handle very..,https://github.com/jupyterlab/jupyterlab-hdf5,,lab-extensions,13,jupyterlab_hdf,jupyterlab/jupyterlab-hdf5,,,https://github.com/jupyterlab/jupyterlab-hdf5,2018-10-02 18:20:20.000,2022-01-22 06:55:45.000000,2021-10-22 09:21:12,17.0,9.0,33.0,82.0,329.0,,,,888.0,,,,6.0,https://pypi.org/project/jupyterlab_hdf,,,,,,,,3.0,BSD-3-Clause,@jupyterlab/hdf5,https://www.npmjs.com/package/@jupyterlab/hdf5,445.0,443.0,,,,,,,,
189,ipymaterialui,True,Jupyter Widgets based on React Material UI components.,https://github.com/maartenbreddels/ipymaterialui,,widgets,13,ipymaterialui,maartenbreddels/ipymaterialui,,,https://github.com/maartenbreddels/ipymaterialui,2018-11-23 18:33:20.000,2022-01-22 03:12:12.000000,2019-10-29 13:53:37,15.0,7.0,3.0,77.0,74.0,2019-08-09 15:57:25,0.1.1,,107.0,1.0,4.0,4.0,3.0,https://pypi.org/project/ipymaterialui,,,,,,,,3.0,MIT,jupyter-materialui,https://www.npmjs.com/package/jupyter-materialui,107.0,,,,,,,,,
190,Content Management,True,Jupyter Content Management Extensions.,https://github.com/jupyter-incubator/contentmanagement,,jupyter-extensions,13,jupyter_cms,jupyter-incubator/contentmanagement,conda-forge/jupyter_cms,,https://github.com/jupyter-incubator/contentmanagement,2015-09-21 15:41:02.000,2021-11-17 19:16:08.958000,2018-06-11 01:51:34,25.0,7.0,20.0,76.0,136.0,,,,1088.0,3.0,,,8.0,https://pypi.org/project/jupyter_cms,https://anaconda.org/conda-forge/jupyter_cms,2021-11-17 19:16:08.958,70776.0,,,,,3.0,BSD-3-Clause,,,,,,,,,,,,
191,SystemdSpawner,True,Spawn JupyterHub single-user notebook servers with systemd.,https://github.com/jupyterhub/systemdspawner,,hub-spawners,13,jupyterhub-systemdspawner,jupyterhub/systemdspawner,,,https://github.com/jupyterhub/systemdspawner,2016-09-06 07:20:44.000,2022-01-26 17:24:06.000000,2021-08-06 12:10:14,37.0,26.0,30.0,75.0,146.0,,,,,,20.0,20.0,17.0,https://pypi.org/project/jupyterhub-systemdspawner,,,,,,,,3.0,BSD-3-Clause,,,,,,,,,,,,
192,nbzip,True,Zips and downloads all the contents of a jupyter notebook.,https://github.com/data-8/nbzip,,jupyter-extensions,13,nbzip,data-8/nbzip,,,https://github.com/data-8/nbzip,2017-09-30 17:32:31.000,2019-11-22 08:47:26.000000,2019-11-22 08:47:25,15.0,9.0,5.0,74.0,43.0,,,,,,253.0,253.0,6.0,https://pypi.org/project/nbzip,,,,,,,,3.0,Apache-2.0,,,,,,,,,,,,
193,nbcelltests,True,Cell-by-cell testing for production Jupyter notebooks in..,https://github.com/jpmorganchase/nbcelltests,,lab-extensions,13,nbcelltests,jpmorganchase/nbcelltests,,,https://github.com/jpmorganchase/nbcelltests,2018-08-23 23:51:41.000,2022-01-22 08:16:46.000000,2022-01-22 08:16:45,16.0,30.0,83.0,61.0,,2020-10-05 14:23:28,0.2.3,,241.0,11.0,,,7.0,https://pypi.org/project/nbcelltests,,,,,,,,3.0,Apache-2.0,jupyterlab_celltests,https://www.npmjs.com/package/jupyterlab_celltests,241.0,,,,,,,,,
194,Altair Viewer,True,Viewer for Altair and Vega-Lite visualizations.,https://github.com/altair-viz/altair_viewer,,widgets,13,altair_viewer,altair-viz/altair_viewer,,,https://github.com/altair-viz/altair_viewer,2019-12-20 14:32:14.000,2022-01-14 00:49:57.000000,2022-01-14 00:49:56,8.0,2.0,4.0,49.0,117.0,2021-11-06 14:18:45,0.4.0,,,3.0,,,3.0,https://pypi.org/project/altair_viewer,,,,,,,,3.0,BSD-3-Clause,,,,,,,,,,,,
195,WrapSpawner,True,Mechanism for runtime configuration of spawners for JupyterHub.,https://github.com/jupyterhub/wrapspawner,,hub-spawners,13,,jupyterhub/wrapspawner,,,https://github.com/jupyterhub/wrapspawner,2016-09-21 21:48:31.000,2022-01-06 19:30:52.000000,2021-07-07 15:51:44,44.0,15.0,13.0,48.0,31.0,2021-04-13 20:56:56,1.0.0,,,1.0,5.0,5.0,16.0,,,,,,,,,3.0,BSD-3-Clause,,,,,,,,,,,,
196,heat,True,IPython magic command to profile and view your python code as a heat map.,https://github.com/csurfer/pyheatmagic,,magic,12,py-heat-magic,csurfer/pyheatmagic,,,https://github.com/csurfer/pyheatmagic,2017-08-18 20:35:01.000,2021-09-10 21:27:13.000000,2021-09-10 21:27:13,20.0,2.0,3.0,973.0,34.0,,,,,,24.0,24.0,3.0,https://pypi.org/project/py-heat-magic,,,,,,,,3.0,MIT,,,,,,,,,,,,
197,jupyter-tensorboard,True,Start Tensorboard in Jupyter Notebook.,https://github.com/lspvic/jupyter_tensorboard,,jupyter-extensions,12,jupyter-tensorboard,lspvic/jupyter_tensorboard,,,https://github.com/lspvic/jupyter_tensorboard,2017-08-22 08:05:13.000,2022-01-29 11:18:07.000000,2020-02-16 06:42:48,69.0,39.0,29.0,450.0,69.0,,,,,,,,4.0,https://pypi.org/project/jupyter-tensorboard,,,,,,,,3.0,MIT,,,,,,,,,,,,
198,blackcellmagic,True,IPython magic command to format python code in cell using..,https://github.com/csurfer/blackcellmagic,,magic,12,blackcellmagic,csurfer/blackcellmagic,,,https://github.com/csurfer/blackcellmagic,2018-04-25 14:27:26.000,2021-09-18 19:09:47.000000,2021-09-18 19:09:46,9.0,3.0,5.0,285.0,18.0,,,,,,133.0,133.0,3.0,https://pypi.org/project/blackcellmagic,,,,,,,,3.0,MIT,,,,,,,,,,,,
199,JupyterLab Voyager,True,JupyterLab extension visualize data with Voyager.,https://github.com/altair-viz/jupyterlab_voyager,,lab-renderer,12,,altair-viz/jupyterlab_voyager,,,https://github.com/altair-viz/jupyterlab_voyager,2017-08-26 15:50:13.000,2021-08-10 22:48:31.000000,2019-08-14 17:21:34,31.0,40.0,20.0,267.0,87.0,,,,60.0,,,,6.0,,,,,,,,,3.0,BSD-3-Clause,jupyterlab_voyager,https://www.npmjs.com/package/jupyterlab_voyager,60.0,,,,,,,,,
200,nbinteract,True,Create interactive webpages from Jupyter Notebooks.,https://github.com/SamLau95/nbinteract,,notebook-sharing,12,nbinteract,SamLau95/nbinteract,,,https://github.com/SamLau95/nbinteract,2017-08-31 00:16:20.000,2022-01-13 08:54:26.000000,2021-04-15 20:39:36,20.0,29.0,41.0,209.0,590.0,,,,,,1.0,1.0,8.0,https://pypi.org/project/nbinteract,,,,,,,,3.0,BSD-3-Clause,,,,,,,,,,,,
201,jupyter-console,True,Jupyter Terminal Console.,https://github.com/jupyter/jupyter_console,,others,12,jupyter-console,jupyter/jupyter_console,,,https://github.com/jupyter/jupyter_console,2015-04-09 06:58:55.000,2022-01-02 03:12:21.000000,2021-11-14 19:51:55,123.0,57.0,82.0,189.0,568.0,,,,,,,,57.0,https://pypi.org/project/jupyter-console,,,,,,,,3.0,,,,,,-7.0,,,,,,,
202,jupyter-manim,True,manim cell magic for IPython/Jupyter to show the output video.,https://github.com/krassowski/jupyter-manim,,magic,12,,krassowski/jupyter-manim,,,https://github.com/krassowski/jupyter-manim,2019-05-22 14:18:39.000,2022-01-02 21:32:22.000000,2022-01-02 21:32:22,11.0,5.0,19.0,170.0,42.0,2020-04-12 11:15:09,1.3,,,6.0,,,5.0,,,,,,,,,3.0,MIT,,,,,,,,,,,,
203,nbmake-action,True,GitHub Action for testing notebooks.,https://github.com/treebeardtech/nbmake-action,,notebook-tools,12,,treebeardtech/nbmake-action,,,https://github.com/treebeardtech/nbmake-action,2020-02-06 15:49:32.000,2021-09-21 08:52:43.000000,2021-09-21 08:52:40,6.0,,24.0,154.0,731.0,2020-12-11 15:26:11,0.2.1,,,5.0,,,2.0,,,,,,,,,3.0,Apache-2.0,,,,,,,,,,,,
204,Material Darker Theme,True,The Material Darker theme for JupyterLab.,https://github.com/oriolmirosa/jupyterlab_materialdarker,,lab-themes,12,,oriolmirosa/jupyterlab_materialdarker,,,https://github.com/oriolmirosa/jupyterlab_materialdarker,2018-03-07 23:24:13.000,2022-01-22 06:22:22.000000,2021-08-31 15:09:09,14.0,2.0,14.0,128.0,49.0,,,,544.0,,4.0,4.0,2.0,,,,,,,,,2.0,BSD-3-Clause,@oriolmirosa/jupyterlab_materialdarker,https://www.npmjs.com/package/@oriolmirosa/jupyterlab_materialdarker,544.0,,,,,,,,,
205,JupyterLab Commenting,True,Commenting and annotation for JupyterLab.,https://github.com/jupyterlab/jupyterlab-commenting,,lab-extensions,12,,jupyterlab/jupyterlab-commenting,,,https://github.com/jupyterlab/jupyterlab-commenting,2019-01-03 21:55:33.000,2021-02-10 20:06:33.000000,2020-05-01 11:42:37,22.0,24.0,10.0,87.0,332.0,,,,143.0,,,,10.0,,,,,,,,,3.0,BSD-3-Clause,@jupyterlab/commenting-extension,https://www.npmjs.com/package/@jupyterlab/commenting-extension,143.0,,,,,,,,,
206,jupyterlab-sparkmonitor,True,JupyterLab extension that enables monitoring launched..,https://github.com/itsjafer/jupyterlab-sparkmonitor,,lab-extensions,12,jupyterlab-sparkmonitor,itsjafer/jupyterlab-sparkmonitor,,itsjafer/sparkmonitor,https://github.com/itsjafer/jupyterlab-sparkmonitor,2020-03-12 20:59:01.000,2021-11-15 17:51:03.000000,2021-08-04 16:49:43,16.0,7.0,8.0,70.0,269.0,,,,403.0,,,,9.0,https://pypi.org/project/jupyterlab-sparkmonitor,,,,https://hub.docker.com/r/itsjafer/sparkmonitor,2021-06-02 17:02:44.488613,,246.0,3.0,Apache-2.0,jupyterlab_sparkmonitor,https://www.npmjs.com/package/jupyterlab_sparkmonitor,393.0,,,,,,,,,
207,JupyterLab Autoversion,True,Automatically version jupyter notebooks in JupyterLab.,https://github.com/timkpaine/jupyterlab_autoversion,,lab-extensions,12,jupyterlab_autoversion,timkpaine/jupyterlab_autoversion,,,https://github.com/timkpaine/jupyterlab_autoversion,2018-08-23 23:49:52.000,2022-01-22 08:14:21.000000,2022-01-22 08:14:20,6.0,5.0,24.0,54.0,,2021-01-01 04:15:38,0.3.0,,54.0,7.0,,,4.0,https://pypi.org/project/jupyterlab_autoversion,,,,,,,,3.0,Apache-2.0,jupyterlab_autoversion,https://www.npmjs.com/package/jupyterlab_autoversion,54.0,,,,,,,,,
208,JupyterLab Python Files,True,JupyterLab extension to create Python files.,https://github.com/jtpio/jupyterlab-python-file,,lab-extensions,12,,jtpio/jupyterlab-python-file,,,https://github.com/jtpio/jupyterlab-python-file,2018-10-17 22:21:21.000,2021-08-27 11:18:53.000000,2021-08-27 11:18:51,9.0,1.0,8.0,49.0,,2021-06-23 21:13:28,0.5.5,76.0,967.0,5.0,,,4.0,,,,,,,,,3.0,BSD-3-Clause,jupyterlab-python-file,https://www.npmjs.com/package/jupyterlab-python-file,962.0,,,,,,,,,
209,SudoSpawner,True,Spawn JupyterHub single-user servers with sudo.,https://github.com/jupyterhub/sudospawner,,hub-spawners,12,sudospawner,jupyterhub/sudospawner,,,https://github.com/jupyterhub/sudospawner,2014-11-24 23:21:36.000,2021-09-10 08:58:36.000000,2021-09-10 08:58:36,36.0,17.0,20.0,41.0,115.0,,,,,,36.0,36.0,14.0,https://pypi.org/project/sudospawner,,,,,,,,3.0,BSD-3-Clause,,,,,,,,,,,,
210,First Use Authenticator,True,JupyterHub Authenticator that lets users set..,https://github.com/jupyterhub/firstuseauthenticator,,hub-auth,12,jupyterhub-firstuseauthenticator,jupyterhub/firstuseauthenticator,,,https://github.com/jupyterhub/firstuseauthenticator,2016-10-25 03:09:14.000,2021-10-28 11:34:33.000000,2021-10-28 11:33:41,20.0,5.0,17.0,39.0,,2019-01-24 17:18:45,0.12,,,2.0,57.0,57.0,12.0,https://pypi.org/project/jupyterhub-firstuseauthenticator,,,,,,,,2.0,BSD-3-Clause,,,,,,,,,,,,
211,jupyterlab_commands,True,Add arbitrary python commands to the jupyterlab command palette.,https://github.com/timkpaine/jupyterlab_commands,,lab-extensions,12,,timkpaine/jupyterlab_commands,,,https://github.com/timkpaine/jupyterlab_commands,2018-08-01 15:55:08.000,2021-11-30 12:58:55.000000,2021-11-30 12:58:55,6.0,1.0,22.0,36.0,,2021-11-30 04:16:09,0.3.2,,,11.0,3.0,3.0,,,,,,,,,,3.0,Apache-2.0,,,,,,,,,,,,
212,jupyter-nbrequirements,True,Dependency management and optimization in Jupyter..,https://github.com/thoth-station/jupyter-nbrequirements,,jupyter-extensions,12,,thoth-station/jupyter-nbrequirements,,,https://github.com/thoth-station/jupyter-nbrequirements,2019-06-25 06:48:06.000,2022-01-24 14:26:50.000000,2021-10-21 06:25:29,4.0,,32.0,14.0,348.0,2019-12-09 18:41:20,0.5.0,,,3.0,,,12.0,,,,,,,,,3.0,MIT,,,,,,,,,,,,
213,NBextensions Configurator,True,A jupyter notebook serverextension providing config interfaces for nbextensions.,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,jupyter-extensions,11,jupyter_nbextensions_configurator,jupyter-contrib/jupyter_nbextensions_configurator,,,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,2016-06-24 22:29:05.000,2021-01-11 10:02:27.000000,2020-03-01 13:46:17,101.0,47.0,32.0,871.0,488.0,2018-12-29 10:52:13,0.4.1,,,1.0,,,17.0,https://pypi.org/project/jupyter_nbextensions_configurator,,,,,,,,3.0,,,,,,,,,,,,,
214,jupyter2slides,True,Cloud Native Presentation Slides with Jupyter Notebook +..,https://github.com/datitran/jupyter2slides,,notebook-tools,11,,datitran/jupyter2slides,,,https://github.com/datitran/jupyter2slides,2016-07-26 12:38:17.000,2019-09-03 14:54:44.000000,2018-12-28 18:34:22,164.0,11.0,4.0,769.0,11.0,,,,,,,,,,,,,,,,,3.0,MIT,,,,,,,,,,,,
215,Matlab Kernel,True,Jupyter Kernel for Matlab.,https://github.com/Calysto/matlab_kernel,,kernels,11,matlab_kernel,calysto/matlab_kernel,,,https://github.com/Calysto/matlab_kernel,2015-01-31 12:51:06.000,2021-09-14 19:55:27.000000,2020-11-09 20:41:43,72.0,25.0,102.0,414.0,210.0,2017-10-17 21:39:32,0.15.0,,,1.0,,,17.0,https://pypi.org/project/matlab_kernel,,,,,,,,3.0,,,,,,,,,,,,,
216,JupyterLab SQL,True,SQL GUI for JupyterLab.,https://github.com/pbugnion/jupyterlab-sql,,lab-extensions,11,jupyterlab_sql,pbugnion/jupyterlab-sql,,,https://github.com/pbugnion/jupyterlab-sql,2019-02-01 09:37:05.000,2021-10-06 09:31:32.000000,2020-01-04 12:02:35,43.0,37.0,37.0,363.0,634.0,,,,,,,,2.0,https://pypi.org/project/jupyterlab_sql,,,,,,,,3.0,MIT,,,,,,,,,,,,
217,nbopen,True,Open a Jupyter notebook in the best available server.,https://github.com/takluyver/nbopen,,notebook-tools,11,nbopen,takluyver/nbopen,,,https://github.com/takluyver/nbopen,2014-07-09 03:24:47.000,2018-04-25 07:37:01.000000,2018-04-25 07:36:18,50.0,36.0,26.0,265.0,57.0,,,,,,,,10.0,https://pypi.org/project/nbopen,,,,,,,,3.0,BSD-3-Clause,,,,,,,,,,,,
218,ICSharp,True,C# kernel for Jupyter.,https://github.com/zabirauf/icsharp,,kernels,11,,zabirauf/icsharp,,,https://github.com/zabirauf/icsharp,2014-09-22 07:57:50.000,2018-09-23 04:19:46.000000,2018-09-23 04:19:45,59.0,33.0,13.0,262.0,45.0,,,,,,,,10.0,,,,,,,,,3.0,Apache-2.0,,,,,,,,,,,,
219,jupyter-flex,True,Build dashboards using Jupyter Notebooks.,https://github.com/danielfrg/jupyter-flex,,notebook-sharing,11,,danielfrg/jupyter-flex,,,https://github.com/danielfrg/jupyter-flex,2019-12-13 20:19:40.000,2021-12-31 20:28:51.000000,2021-12-31 20:28:45,39.0,5.0,42.0,232.0,,,,,,,1.0,1.0,3.0,,,,,,,,,3.0,Apache-2.0,,,,,,,,,,,,
220,HTTP-over-WebSocket,True,Jupyter support for HTTP-over-ws.,https://github.com/googlecolab/jupyter_http_over_ws,,jupyter-extensions,11,jupyter_http_over_ws,googlecolab/jupyter_http_over_ws,,,https://github.com/googlecolab/jupyter_http_over_ws,2018-03-26 22:52:45.000,2021-08-30 21:48:26.000000,2021-08-30 21:48:24,35.0,19.0,7.0,209.0,29.0,,,,,,,,3.0,https://pypi.org/project/jupyter_http_over_ws,,,,,,,,3.0,Apache-2.0,,,,,,,,,,,,
221,SQLCell,True,"SQLCell is a magic function for the Jupyter Notebook that executes raw,..",https://github.com/tmthyjames/SQLCell,,magic,11,sqlcell,tmthyjames/SQLCell,,,https://github.com/tmthyjames/SQLCell,2016-08-15 01:54:46.000,2021-08-23 20:09:58.000000,2020-10-06 02:14:24,9.0,60.0,24.0,144.0,310.0,,,,49.0,,1.0,1.0,14.0,https://pypi.org/project/sqlcell,,,,,,,,3.0,MIT,,,,49.0,,,,,,,,
222,xeus-sqlite,True,Jupyter kernel for SQLite.,https://github.com/jupyter-xeus/xeus-sqlite,,kernels,11,,jupyter-xeus/xeus-sqlite,,,https://github.com/jupyter-xeus/xeus-sqlite,2020-03-11 11:24:36.000,2022-02-03 12:14:35.000000,2021-10-06 10:03:19,20.0,12.0,28.0,127.0,266.0,,,,,,,,12.0,,,,,,,,,3.0,BSD-3-Clause,,,,,,,,,,,,
223,jupyterlab-celltags,True,A JupyterLab extension for notebook cell tags.,https://github.com/jupyterlab/jupyterlab-celltags,,lab-extensions,11,,jupyterlab/jupyterlab-celltags,,,https://github.com/jupyterlab/jupyterlab-celltags,2018-06-18 22:02:23.000,2020-04-29 18:27:31.000000,2020-04-29 18:26:29,25.0,11.0,7.0,112.0,441.0,,,,,,,,10.0,,,,,,,,,3.0,BSD-3-Clause,,,,,,,,,,,,
224,Neon Theme,True,"A flat, 80's neon inspired theme for JupyterLab.",https://github.com/yeebc/jupyterlab-neon-theme,,lab-themes,11,,yeebc/jupyterlab-neon-theme,,,https://github.com/yeebc/jupyterlab-neon-theme,2019-09-27 14:29:10.000,2021-03-07 04:41:08.000000,2021-03-07 04:40:47,5.0,2.0,10.0,110.0,43.0,,,,801.0,,1.0,1.0,3.0,,,,,,,,,3.0,BSD-3-Clause,@yeebc/jupyterlab_neon_theme,https://www.npmjs.com/package/@yeebc/jupyterlab_neon_theme,801.0,,,,,,,,,
225,JupyterLab Flake8,True,A jupyterlab extension to email notebooks directly from..,https://github.com/timkpaine/jupyterlab_email,,lab-extensions,11,,timkpaine/jupyterlab_email,,,https://github.com/timkpaine/jupyterlab_email,2018-08-07 14:14:40.000,2021-11-29 04:37:03.000000,2021-11-29 04:37:02,2.0,6.0,30.0,50.0,,2020-06-25 16:29:14,0.2.3,,271.0,12.0,,,,,,,,,,,,3.0,Apache-2.0,jupyterlab-flake8,https://www.npmjs.com/package/jupyterlab-flake8,271.0,,,,,,,,,
226,SSH Kernel,True,SSH Kernel for Jupyter.,https://github.com/NII-cloud-operation/sshkernel,,kernels,11,sshkernel,NII-cloud-operation/sshkernel,,,https://github.com/NII-cloud-operation/sshkernel,2019-02-12 02:46:14.000,2021-11-04 09:33:50.000000,2021-11-04 09:33:21,10.0,2.0,6.0,47.0,398.0,,,,,,6.0,6.0,4.0,https://pypi.org/project/sshkernel,,,,,,,,3.0,BSD-3-Clause,,,,,,,,,,,,
227,Horizon Theme,True,VSCode Horizon Theme port for JupyterLab.,https://github.com/mohirio/jupyterlab-horizon-theme,,lab-themes,11,,mohirio/jupyterlab-horizon-theme,,,https://github.com/mohirio/jupyterlab-horizon-theme,2019-06-07 08:46:59.000,2021-06-20 08:20:16.000000,2021-04-11 16:55:54,1.0,1.0,4.0,46.0,25.0,,,,2756.0,,,,,,,,,,,,,3.0,BSD-3-Clause,@mohirio/jupyterlab-horizon-theme,https://www.npmjs.com/package/@mohirio/jupyterlab-horizon-theme,2756.0,,,,,,,,,
228,KnowledgeLab,True,KnowledgeRepo + JupyterLab.,https://github.com/timkpaine/knowledgelab,,lab-extensions,11,knowledgelab,timkpaine/knowledgelab,,,https://github.com/timkpaine/knowledgelab,2017-10-18 01:10:58.000,2022-02-02 18:58:15.000000,2022-02-02 18:58:14,6.0,3.0,24.0,43.0,119.0,,,,28.0,1.0,2.0,2.0,3.0,https://pypi.org/project/knowledgelab,,,,,,,,3.0,Apache-2.0,knowledgelab,https://www.npmjs.com/package/knowledgelab,19.0,9.0,,,,,,,,
229,JWT Authenticator,True,A Token Authenticator for JupyterHub.,https://github.com/mogthesprog/jwtauthenticator,,hub-auth,11,jupyterhub-jwtauthenticator,mogthesprog/jwtauthenticator,,,https://github.com/mogthesprog/jwtauthenticator,2017-06-21 20:09:58.000,2021-04-15 07:40:37.000000,2019-02-13 10:57:15,36.0,9.0,8.0,38.0,24.0,,,,,,8.0,8.0,7.0,https://pypi.org/project/jupyterhub-jwtauthenticator,,,,,,,,2.0,Apache-2.0,,,,,,,,,,,,
230,SAML Authenticator,True,jupyterhub-samlauthenticator.,https://github.com/HewlettPackard/jupyterhub-samlauthenticator,,hub-auth,11,jupyterhub-samlauthenticator,HewlettPackard/jupyterhub-samlauthenticator,,,https://github.com/HewlettPackard/jupyterhub-samlauthenticator,2019-04-17 21:34:09.000,2022-01-29 10:43:57.000000,2021-08-25 15:02:59,17.0,14.0,14.0,31.0,112.0,2020-07-13 15:56:30,samlauthenticator-0.0.9,13.0,0.0,3.0,,,6.0,https://pypi.org/project/jupyterhub-samlauthenticator,,,,,,,,2.0,MIT,,,,,,,,,,,,
231,dummyauthenticator,True,A Dummy JupyterHub Authenticator to make testing easy.,https://github.com/jupyterhub/dummyauthenticator,,hub-auth,11,jupyterhub-dummyauthenticator,jupyterhub/dummyauthenticator,,,https://github.com/jupyterhub/dummyauthenticator,2016-02-14 21:57:32.000,2021-02-12 08:19:02.000000,2021-02-12 08:19:00,14.0,5.0,2.0,28.0,7.0,,,,,,93.0,93.0,,https://pypi.org/project/jupyterhub-dummyauthenticator,,,,,,,,2.0,BSD-3-Clause,,,,,,,,,,,,
232,Kernel Management,True,Experimental new kernel management framework for Jupyter.,https://github.com/takluyver/jupyter_kernel_mgmt,,notebook-tools,11,jupyter-kernel-mgmt,takluyver/jupyter_kernel_mgmt,,,https://github.com/takluyver/jupyter_kernel_mgmt,2018-04-01 20:06:08.000,2020-08-27 01:11:14.000000,2020-01-29 22:31:34,7.0,10.0,14.0,13.0,1783.0,2020-01-15 19:12:57,0.5.1,17.0,0.0,3.0,,,74.0,https://pypi.org/project/jupyter-kernel-mgmt,,,,,,,,3.0,,,,,,,,,,,,,
233,JupyterLab Top Bar,True,JupyterLab Top Bar extension.,https://github.com/jtpio/jupyterlab-topbar,,lab-extensions,11,,jtpio/jupyterlab-topbar,,,https://github.com/jtpio/jupyterlab-topbar,2021-05-31 16:53:55.000,2021-12-10 13:46:30.000000,2021-12-07 08:56:36,1.0,,,3.0,,,,,9405.0,,,,4.0,,,,,,,,,3.0,BSD-3-Clause,jupyterlab-topbar-extension,https://www.npmjs.com/package/jupyterlab-topbar-extension,9405.0,,,,,,,,,
234,naas,True,"Schedule notebooks, run them like APIs, expose securely your assets:..",https://github.com/jupyter-naas/naas,,notebook-tools,10,naas,jupyter-naas/naas,,,https://github.com/jupyter-naas/naas,2020-09-20 17:09:00.000,2022-02-01 18:15:03.000000,2022-02-01 18:14:07,12.0,81.0,38.0,160.0,,,,,,,3.0,3.0,13.0,https://pypi.org/project/naas,,,,,,,,3.0,AGPL-3.0,,,,,,,,,,,,
235,ipyexperiments,True,jupyter/ipython experiment containers for GPU and general..,https://github.com/stas00/ipyexperiments,,notebook-tools,10,ipyexperiments,stas00/ipyexperiments,,,https://github.com/stas00/ipyexperiments,2018-11-15 01:19:40.000,2021-12-07 18:50:39.000000,2021-12-07 18:50:38,10.0,,5.0,143.0,203.0,,,,,,5.0,5.0,3.0,https://pypi.org/project/ipyexperiments,,,,,,,,3.0,,,,,,,,,,,,,
236,jupyter-fs,True,A filesystem-like contents manager for multiple backends in Jupyter.,https://github.com/jpmorganchase/jupyter-fs,,lab-extensions,10,jupyter-fs,jpmorganchase/jupyter-fs,,,https://github.com/jpmorganchase/jupyter-fs,2019-09-24 17:44:10.000,2022-01-22 04:22:03.000000,2021-11-29 04:50:28,23.0,13.0,36.0,106.0,,,,,,,,,8.0,https://pypi.org/project/jupyter-fs,,,,,,,,3.0,Apache-2.0,,,,,,,,,,,,
237,jupyterlab-flake8,True,Jupyterlab python linter for notebooks and text files..,https://github.com/mlshapiro/jupyterlab-flake8,,lab-extensions,10,,mlshapiro/jupyterlab-flake8,,,https://github.com/mlshapiro/jupyterlab-flake8,2018-04-11 16:16:59.000,2021-09-16 16:01:09.000000,2021-09-16 16:01:07,9.0,5.0,33.0,104.0,,,,,271.0,,,,5.0,,,,,,,,,3.0,BSD-3-Clause,jupyterlab-flake8,https://www.npmjs.com/package/jupyterlab-flake8,271.0,,,,,,,,,
238,jnotebook-reader,True,An awesome viewer to browse and render Jupyter..,https://github.com/line/jnotebook_reader,,notebook-sharing,10,,line/jnotebook_reader,,,https://github.com/line/jnotebook_reader,2020-10-30 02:50:59.000,2021-09-08 19:36:55.000000,2021-02-10 02:29:57,14.0,1.0,1.0,94.0,12.0,2021-02-10 02:34:21,1.0.2,,,3.0,,,5.0,,,,,,,,,3.0,Apache-2.0,,,,,,,,,,,,
239,JupyterLab Email,True,A jupyterlab extension to email notebooks directly from..,https://github.com/timkpaine/jupyterlab_email,,lab-extensions,10,jupyterlab_email,timkpaine/jupyterlab_email,,,https://github.com/timkpaine/jupyterlab_email,2018-08-07 14:14:40.000,2021-11-29 04:37:03.000000,2021-11-29 04:37:02,2.0,6.0,30.0,50.0,,2020-06-25 16:29:14,0.2.3,,141.0,12.0,,,,https://pypi.org/project/jupyterlab_email,,,,,,,,3.0,Apache-2.0,jupyterlab_email,https://www.npmjs.com/package/jupyterlab_email,141.0,,,,,,,,,
