,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,license,npm_id,npm_url,npm_monthly_downloads,trending,updated_github_id,go_id,cran_id,gem_id,pypi,hex_id,bitbucket_id
46,BeakerX,True,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,22,twosigma/beakerx,beakerx,conda-forge/beakerx,https://github.com/twosigma/beakerx,2013-12-03 14:16:36.000000,2021-07-20 12:14:16.709000,2021-01-21 14:02:57.000000,367.0,342.0,4173.0,2603.0,1689.0,2018-12-04 18:27:21.000000,1.3.0,31.0,21309.0,39.0,,,43.0,https://pypi.org/project/beakerx,8132.0,https://anaconda.org/conda-forge/beakerx,2021-07-20 12:14:16.709000,460509.0,2.0,beakerx/beakerx,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,22.0,244138.0,Apache-2.0,beakerx,https://www.npmjs.com/package/beakerx,1182.0,,,,,,,,
47,ipyparallel,True,Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,22,ipython/ipyparallel,ipyparallel,conda-forge/ipyparallel,https://github.com/ipython/ipyparallel,2015-04-09 07:43:55.000000,2021-10-12 07:39:57.000000,2021-10-12 07:32:49.000000,795.0,49.0,249.0,2075.0,,,,,54884.0,17.0,1698.0,1698.0,102.0,https://pypi.org/project/ipyparallel,47091.0,https://anaconda.org/conda-forge/ipyparallel,2021-09-30 13:21:42.250000,514360.0,2.0,,,,,,,,,,,,,,,,,
48,nbviewer,True,nbconvert as a web service: Render Jupyter Notebooks as static web..,https://github.com/jupyter/nbviewer,,notebook-sharing,22,jupyter/nbviewer,,,https://github.com/jupyter/nbviewer,2012-08-05 11:42:33.000000,2021-09-10 14:27:09.000000,2021-09-10 14:27:08.000000,470.0,152.0,400.0,1952.0,1391.0,,,,17878.0,,6.0,6.0,86.0,,,,,,2.0,jupyter/nbviewer,https://hub.docker.com/r/jupyter/nbviewer,2020-12-02 09:25:43.416709,26.0,1966668.0,BSD-3-Clause,,,,,,,,,,,
49,IRkernel,True,R kernel for Jupyter.,https://github.com/IRkernel/IRkernel,,kernels,22,IRkernel/IRkernel,,r/r-irkernel,https://github.com/IRkernel/IRkernel,2014-02-26 02:57:07.000000,2021-10-11 05:14:19.056800,2021-08-02 11:47:04.000000,283.0,50.0,500.0,1470.0,583.0,2021-05-11 11:36:15.000000,1.2,,11688.0,16.0,,,40.0,,,https://anaconda.org/r/r-irkernel,2020-03-10 23:18:20.173000,47751.0,1.0,jupyter/r-notebook,https://hub.docker.com/r/jupyter/r-notebook,2021-10-11 05:14:19.056800,39.0,1019031.0,MIT,,,,,,,IRkernel,,,,
50,repo2docker,True,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,22,jupyterhub/repo2docker,jupyter-repo2docker,,https://github.com/jupyterhub/repo2docker,2017-05-09 08:36:30.000000,2021-10-12 08:29:16.000000,2021-10-06 08:22:59.000000,269.0,138.0,303.0,1267.0,,2021-08-24 17:28:11.000000,2021.08.0,,5411.0,10.0,133.0,133.0,101.0,https://pypi.org/project/jupyter-repo2docker,5411.0,,,,2.0,,,,,,BSD-3-Clause,,,,,,,,,,,
51,elyra,True,Elyra extends JupyterLab Notebooks with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,22,elyra-ai/elyra,elyra,conda-forge/elyra,https://github.com/elyra-ai/elyra,2019-10-22 21:37:58.000000,2021-10-12 22:51:12.000000,2021-10-12 19:07:49.000000,177.0,239.0,975.0,1096.0,1319.0,,,,2000.0,12.0,25.0,25.0,32.0,https://pypi.org/project/elyra,1445.0,https://anaconda.org/conda-forge/elyra,2021-04-27 19:22:26.105000,7780.0,1.0,,,,,,Apache-2.0,,,,,,,,,,,
52,nbgrader,True,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,22,jupyter/nbgrader,nbgrader,conda-forge/nbgrader,https://github.com/jupyter/nbgrader,2014-09-13 03:27:36.000000,2021-10-11 05:11:23.000000,2021-10-03 10:13:29.000000,255.0,197.0,578.0,1042.0,3017.0,2021-05-08 15:44:14.000000,0.6.2,,5961.0,19.0,,,84.0,https://pypi.org/project/nbgrader,4210.0,https://anaconda.org/conda-forge/nbgrader,2021-09-25 00:23:03.383000,99849.0,1.0,,,,,,BSD-3-Clause,,,,,,,,,,,
53,JupyterLab TOC,True,Table of Contents extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-toc,,lab-extensions,22,jupyterlab/jupyterlab-toc,,,https://github.com/jupyterlab/jupyterlab-toc,2018-03-12 15:55:19.000000,2021-08-10 23:33:27.000000,2021-08-10 23:33:21.000000,99.0,65.0,49.0,698.0,523.0,2018-04-16 17:16:10.000000,0.2.0,,100688.0,1.0,115.0,115.0,13.0,,,,,,1.0,,,,,,BSD-3-Clause,@jupyterlab/toc,https://www.npmjs.com/package/@jupyterlab/toc,100688.0,,,,,,,,
54,Stencila,True,Living documents for reproducible research.,https://github.com/stencila/stencila,,notebook-sharing,22,stencila/stencila,,,https://github.com/stencila/stencila,2012-05-31 02:43:31.000000,2021-10-13 05:55:08.000000,2021-10-13 05:45:42.000000,32.0,38.0,464.0,604.0,4647.0,2021-10-13 05:45:46.000000,0.121.0,1043.0,491.0,100.0,16.0,16.0,22.0,,,,,,2.0,stencila/cloud,https://hub.docker.com/r/stencila/cloud,2019-04-08 04:14:51.284193,,16459.0,Apache-2.0,stencila,https://www.npmjs.com/package/stencila,138.0,,,,,,,,
55,watermark,True,"An IPython magic extension for printing date and time stamps, version..",https://github.com/rasbt/watermark,,magic,22,rasbt/watermark,watermark,conda-forge/watermark,https://github.com/rasbt/watermark,2014-07-30 03:46:33.000000,2021-02-18 18:12:02.241000,2021-02-18 16:55:13.000000,68.0,15.0,26.0,559.0,81.0,2021-02-18 17:08:16.000000,2.2.0,,15894.0,14.0,1197.0,1197.0,15.0,https://pypi.org/project/watermark,12822.0,https://anaconda.org/conda-forge/watermark,2021-02-18 18:12:02.241000,184338.0,2.0,,,,,,BSD-3-Clause,,,,,,,,,,,
56,KubeSpawner,True,Kubernetes spawner for JupyterHub.,https://github.com/jupyterhub/kubespawner,,hub-spawners,22,jupyterhub/kubespawner,jupyterhub-kubespawner,,https://github.com/jupyterhub/kubespawner,2015-11-21 07:02:52.000000,2021-10-11 22:13:02.000000,2021-10-11 22:13:01.000000,221.0,48.0,209.0,381.0,969.0,,,,9615.0,,95.0,95.0,65.0,https://pypi.org/project/jupyterhub-kubespawner,9615.0,,,,1.0,,,,,,BSD-3-Clause,,,,,,,,,,,
57,Metakernel,True,Jupyter/IPython Kernel Tools.,https://github.com/Calysto/metakernel,,kernels,22,Calysto/metakernel,metakernel,conda-forge/metakernel,https://github.com/Calysto/metakernel,2014-08-24 20:53:45.000000,2021-05-10 22:22:23.000000,2021-05-10 22:22:23.000000,71.0,24.0,113.0,261.0,1071.0,,,,36885.0,46.0,493.0,493.0,28.0,https://pypi.org/project/metakernel,29159.0,https://anaconda.org/conda-forge/metakernel,2020-11-11 18:56:46.728000,509938.0,1.0,,,,,,BSD-3-Clause,,,,,,,,,,,
58,Resource Usage,True,Jupyter Notebook Extension for monitoring your own Resource..,https://github.com/jupyter-server/jupyter-resource-usage,,jupyter-extensions,22,jupyter-server/jupyter-resource-usage,jupyter-resource-usage,conda-forge/nbresuse,https://github.com/jupyter-server/jupyter-resource-usage,2016-04-22 07:01:34.000000,2021-09-06 06:37:48.000000,2021-09-06 06:37:39.000000,62.0,28.0,25.0,259.0,170.0,2021-04-29 13:47:38.000000,0.6.0,,36085.0,4.0,76.0,76.0,16.0,https://pypi.org/project/jupyter-resource-usage,14901.0,https://anaconda.org/conda-forge/nbresuse,2020-11-23 11:22:25.946000,402504.0,1.0,,,,,,BSD-2-Clause,,,,,,,,,,,
59,sos,True,SoS workflow system for daily data analysis.,https://github.com/vatlab/sos,,notebook-environments,22,vatlab/SOS,,,https://github.com/vatlab/sos,2016-02-13 00:46:46.000000,2021-08-02 17:37:33.000000,2021-05-24 03:32:18.000000,27.0,55.0,1352.0,206.0,7499.0,2019-05-21 01:06:30.000000,0.9.11,,,51.0,1201.0,1201.0,33.0,,,,,,3.0,,,,,,BSD-3-Clause,,,,,,,,,,,
60,LDAP Authenticator,True,LDAP Authenticator Plugin for Jupyter.,https://github.com/jupyterhub/ldapauthenticator,,hub-auth,22,jupyterhub/ldapauthenticator,jupyterhub-ldapauthenticator,conda-forge/jupyterhub-ldapauthenticator,https://github.com/jupyterhub/ldapauthenticator,2016-01-17 05:11:49.000000,2021-06-27 18:55:19.000000,2021-06-27 18:55:19.000000,144.0,52.0,76.0,164.0,167.0,2018-06-14 12:02:35.000000,1.2.2,,11897.0,3.0,78.0,78.0,30.0,https://pypi.org/project/jupyterhub-ldapauthenticator,11355.0,https://anaconda.org/conda-forge/jupyterhub-ldapauthenticator,2020-08-28 14:10:52.507000,21698.0,1.0,,,,,,BSD-3-Clause,,,,,,,,,,,
61,facets-overview,True,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,21,pair-code/facets,facets-overview,,https://github.com/PAIR-code/facets,2017-07-07 14:03:03.000000,2021-08-16 22:05:29.000000,2021-05-06 12:01:05.000000,814.0,76.0,76.0,6703.0,264.0,2019-07-01 16:35:20.000000,1.0.0,,,4.0,70.0,70.0,28.0,https://pypi.org/project/facets-overview,,,,,2.0,,,,,,Apache-2.0,,,,-5.0,,,,,,,
62,qgrid,True,"An interactive grid for sorting, filtering, and editing DataFrames..",https://github.com/quantopian/qgrid,,widgets,21,quantopian/qgrid,qgrid,conda-forge/qgrid,https://github.com/quantopian/qgrid,2014-09-30 04:33:20.000000,2021-06-25 03:13:35.000000,2020-04-07 18:56:49.000000,361.0,143.0,124.0,2762.0,405.0,2020-04-07 16:34:17.000000,1.3.1,,9566.0,21.0,1.0,1.0,30.0,https://pypi.org/project/qgrid,,https://anaconda.org/conda-forge/qgrid,2021-03-04 10:14:48.336000,321396.0,2.0,,,,,,Apache-2.0,qgrid,https://www.npmjs.com/package/qgrid,2262.0,,,,,,,,
63,pythreejs,True,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,21,jupyter-widgets/pythreejs,pythreejs,conda-forge/pythreejs,https://github.com/jupyter-widgets/pythreejs,2013-12-23 17:02:11.000000,2021-09-28 14:44:01.000000,2021-02-26 14:01:59.000000,158.0,64.0,143.0,762.0,1659.0,,,,51620.0,15.0,18.0,18.0,27.0,https://pypi.org/project/pythreejs,39330.0,https://anaconda.org/conda-forge/pythreejs,2021-03-02 13:32:39.505000,339799.0,2.0,,,,,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,7063.0,,,,,,,,
64,DockerSpawner,True,Spawns JupyterHub single user servers in Docker containers.,https://github.com/jupyterhub/dockerspawner,,hub-spawners,21,jupyterhub/dockerspawner,dockerspawner,conda-forge/dockerspawner,https://github.com/jupyterhub/dockerspawner,2014-09-26 20:08:26.000000,2021-09-13 12:21:44.000000,2021-07-22 10:14:46.000000,264.0,16.0,231.0,397.0,,,,,8338.0,4.0,106.0,106.0,62.0,https://pypi.org/project/dockerspawner,8072.0,https://anaconda.org/conda-forge/dockerspawner,2021-08-17 09:21:01.475000,9310.0,2.0,,,,,,BSD-3-Clause,,,,,,,,,,,
65,ipyvuetify,True,Jupyter widgets based on vuetify UI components.,https://github.com/mariobuikhuizen/ipyvuetify,,widgets,21,mariobuikhuizen/ipyvuetify,ipyvuetify,conda-forge/ipyvuetify,https://github.com/mariobuikhuizen/ipyvuetify,2019-05-14 17:35:51.000000,2021-10-09 16:37:12.000000,2021-08-26 11:23:10.000000,38.0,32.0,105.0,225.0,201.0,2021-06-15 13:48:33.000000,1.7.0,,47598.0,27.0,4.0,4.0,10.0,https://pypi.org/project/ipyvuetify,45354.0,https://anaconda.org/conda-forge/ipyvuetify,2021-08-06 15:11:56.646000,60604.0,2.0,,,,,,MIT,,,,,,,,,,,
66,ipywebrtc,True,WebRTC for Jupyter notebook/lab.,https://github.com/maartenbreddels/ipywebrtc,,widgets,21,maartenbreddels/ipywebrtc,ipywebrtc,conda-forge/ipywebrtc,https://github.com/maartenbreddels/ipywebrtc,2017-08-10 18:07:51.000000,2021-03-29 11:48:21.469000,2021-03-29 11:25:59.000000,30.0,27.0,20.0,191.0,209.0,,,,37214.0,8.0,362.0,362.0,9.0,https://pypi.org/project/ipywebrtc,32452.0,https://anaconda.org/conda-forge/ipywebrtc,2021-03-29 11:48:21.469000,215750.0,2.0,,,,,,MIT,jupyter-webrtc,https://www.npmjs.com/package/jupyter-webrtc,447.0,,,,,,,,
67,jupyter-server-proxy,True,Jupyter notebook server extension to proxy web services.,https://github.com/jupyterhub/jupyter-server-proxy,,jupyter-extensions,21,jupyterhub/jupyter-server-proxy,jupyter-server-proxy,conda-forge/jupyter-server-proxy,https://github.com/jupyterhub/jupyter-server-proxy,2016-10-18 22:02:06.000000,2021-10-12 15:38:33.000000,2021-09-19 19:10:36.000000,95.0,56.0,82.0,188.0,698.0,2018-12-10 14:39:58.000000,0.8.8,,66708.0,13.0,1.0,1.0,57.0,https://pypi.org/project/jupyter-server-proxy,51210.0,https://anaconda.org/conda-forge/jupyter-server-proxy,2021-07-04 06:56:46.142000,495966.0,1.0,,,,,,BSD-3-Clause,,,,,,,,,,,
68,ML Workspace,True,All-in-one web-based IDE specialized for machine learning and..,https://github.com/ml-tooling/ml-workspace,,notebook-environments,20,ml-tooling/ml-workspace,,,https://github.com/ml-tooling/ml-workspace,2019-05-27 16:55:15.000000,2021-10-11 02:14:16.000000,2021-07-13 22:08:40.000000,276.0,5.0,67.0,2251.0,,2021-07-13 22:12:59.000000,0.13.2,,17096.0,4.0,,,10.0,,,,,,3.0,mltooling/ml-workspace,https://hub.docker.com/r/mltooling/ml-workspace,2021-07-13 16:32:15.225256,19.0,495798.0,Apache-2.0,,,,,,,,,,,
69,Variable Inspector,True,Variable Inspector extension for Jupyterlab.,https://github.com/lckr/jupyterlab-variableInspector,,lab-extensions,20,lckr/jupyterlab-variableInspector,,,https://github.com/lckr/jupyterlab-variableInspector,2018-06-13 18:16:02.000000,2021-08-31 21:53:05.000000,2021-04-10 13:03:02.000000,74.0,33.0,112.0,837.0,163.0,2021-04-10 11:39:23.000000,3.0.7,,13617.0,6.0,3.0,3.0,16.0,,,,,,2.0,,,,,,BSD-3-Clause,@lckr/jupyterlab_variableinspector,https://www.npmjs.com/package/@lckr/jupyterlab_variableinspector,13617.0,,,,,,,,
70,What-If Tool,True,Source code/webpage/demos for the What-If Tool.,https://github.com/PAIR-code/what-if-tool,,widgets,20,PAIR-code/what-if-tool,witwidget,,https://github.com/PAIR-code/what-if-tool,2018-09-07 20:26:10.000000,2021-10-12 17:36:35.000000,2021-10-12 17:32:29.000000,114.0,46.0,44.0,582.0,322.0,2021-10-12 17:36:36.000000,1.8.1,,11079.0,3.0,,,19.0,https://pypi.org/project/witwidget,8228.0,,,,2.0,,,,,,Apache-2.0,wit-widget,https://www.npmjs.com/package/wit-widget,2851.0,,,,,,,,
71,Appmode,True,A Jupyter extensions that turns notebooks into web applications.,https://github.com/oschuett/appmode,,jupyter-extensions,20,oschuett/appmode,appmode,conda-forge/appmode,https://github.com/oschuett/appmode,2017-03-17 13:33:53.000000,2021-04-26 19:20:13.000000,2021-04-26 19:20:06.000000,63.0,3.0,49.0,378.0,96.0,2020-06-09 08:17:47.000000,0.8.0,,6280.0,8.0,286.0,286.0,8.0,https://pypi.org/project/appmode,3443.0,https://anaconda.org/conda-forge/appmode,2021-01-24 17:12:41.412000,133357.0,2.0,,,,,,MIT,,,,,,,,,,,
72,bookstore,True,Notebook storage and publishing workflows for the masses.,https://github.com/nteract/bookstore,,notebook-sharing,20,nteract/bookstore,bookstore,,https://github.com/nteract/bookstore,2018-10-16 18:54:00.000000,2021-08-26 18:26:16.000000,2019-12-09 16:52:07.000000,18.0,34.0,39.0,177.0,619.0,2019-12-03 17:50:40.000000,2.5.0,,75114.0,6.0,4.0,4.0,7.0,https://pypi.org/project/bookstore,75114.0,,,,3.0,,,,,,BSD-3-Clause,,,,3.0,,,,,,,
73,Jupyter Sphinx,True,Sphinx extension for rendering of Jupyter interactive widgets.,https://github.com/jupyter/jupyter-sphinx,,notebook-tools,20,jupyter/jupyter-sphinx,jupyter_sphinx,,https://github.com/jupyter/jupyter-sphinx,2016-11-15 18:36:37.000000,2021-09-10 20:37:28.000000,2021-09-10 20:37:28.000000,45.0,33.0,75.0,130.0,351.0,2020-09-21 17:37:11.000000,0.3.2,,64273.0,3.0,,,24.0,https://pypi.org/project/jupyter_sphinx,64273.0,,,,2.0,,,,,,BSD-3-Clause,,,,,,,,,,,
74,Hydrogen,True,"Run code interactively, inspect data, and plot. All the power of Jupyter..",https://github.com/nteract/hydrogen,,notebook-environments,19,nteract/hydrogen,,,https://github.com/nteract/hydrogen,2015-05-11 01:16:55.000000,2021-07-28 19:09:56.000000,2021-06-02 09:43:47.000000,303.0,148.0,1092.0,3739.0,2357.0,2021-06-02 09:44:54.000000,2.16.3,,,90.0,,,87.0,,,,,,3.0,,,,,,MIT,,,,,,,,,,,
75,xeus-cling,True,Jupyter kernel for the C++ programming language.,https://github.com/jupyter-xeus/xeus-cling,,kernels,19,jupyter-xeus/xeus-cling,,conda-forge/xeus-cling,https://github.com/jupyter-xeus/xeus-cling,2017-04-20 15:35:44.000000,2021-09-28 11:28:01.000000,2021-09-27 15:05:53.000000,211.0,119.0,111.0,1971.0,470.0,,,,3619.0,15.0,,,20.0,,,https://anaconda.org/conda-forge/xeus-cling,2021-09-24 15:58:38.450000,123068.0,2.0,,,,,,BSD-3-Clause,,,,,,,,,,,
76,docker-python,True,Kaggle Python docker image.,https://github.com/Kaggle/docker-python,,notebook-environments,19,kaggle/docker-python,,,https://github.com/Kaggle/docker-python,2015-04-14 01:45:38.000000,2021-10-12 23:33:04.686993,2021-10-12 17:45:42.000000,756.0,9.0,265.0,1942.0,,2021-10-12 23:32:42.000000,b549b6b318bd5a5c493490e28be83345877a8bed8034d06bc717570ca937be02,,2452.0,51.0,,,143.0,,,,,,3.0,kaggle/python,https://hub.docker.com/r/kaggle/python,2021-10-12 23:33:04.686993,155.0,191291.0,Apache-2.0,,,,,,,,,,,
77,IJavascript,True,IJavascript is a javascript kernel for the Jupyter notebook.,https://github.com/n-riesco/ijavascript,,kernels,19,n-riesco/ijavascript,,,https://github.com/n-riesco/ijavascript,2015-02-02 15:46:34.000000,2021-06-16 07:25:16.000000,2021-06-16 07:25:16.000000,133.0,59.0,150.0,1665.0,325.0,2019-09-26 17:23:40.000000,5.2.0,,2554.0,32.0,52.0,52.0,14.0,,,,,,2.0,,,,,,,ijavascript,https://www.npmjs.com/package/ijavascript,2554.0,,,,,,,,
78,colabcode,True,Run VSCode (codeserver) on Google Colab or Kaggle Notebooks.,https://github.com/abhishekkrthakur/colabcode,,others,19,abhishekkrthakur/colabcode,colabcode,,https://github.com/abhishekkrthakur/colabcode,2020-09-09 10:06:26.000000,2021-06-14 09:40:15.000000,2021-06-11 15:16:36.000000,208.0,28.0,29.0,1547.0,44.0,,,,14800.0,,40.0,40.0,8.0,https://pypi.org/project/colabcode,14800.0,,,,3.0,,,,,,MIT,,,,,,,,,,,
79,almond,True,A Scala kernel for Jupyter.,https://github.com/almond-sh/almond,,kernels,19,almond-sh/almond,,,https://github.com/almond-sh/almond,2015-03-10 22:48:50.000000,2021-10-12 14:05:29.000000,2021-09-01 14:23:22.000000,206.0,94.0,190.0,1401.0,989.0,,,1143.0,165.0,37.0,,,35.0,,,,,,2.0,almondsh/almond,https://hub.docker.com/r/almondsh/almond,2021-08-26 20:33:34.010515,6.0,10742.0,BSD-3-Clause,,,,,,,,,,,
80,IRuby,True,Official gem repository: Ruby kernel for Jupyter/IPython Notebook.,https://github.com/SciRuby/iruby,,kernels,19,SciRuby/iruby,,,https://github.com/SciRuby/iruby,2015-03-03 18:05:50.000000,2021-09-28 04:43:56.581044,2021-08-17 16:18:35.000000,8.0,40.0,138.0,652.0,693.0,2021-08-17 16:20:34.000000,0.7.4,15.0,17.0,10.0,148.0,148.0,44.0,,,,,,2.0,rubydata/datascience-notebook,https://hub.docker.com/r/rubydata/datascience-notebook,2021-09-28 04:43:56.581044,3.0,1396.0,MIT,,,,,,,,iruby,,,
81,Enterprise Gateway,True,"A lightweight, multi-tenant, scalable and secure gateway..",https://github.com/jupyter/enterprise_gateway,,kernels,19,jupyter/enterprise_gateway,jupyter_enterprise_gateway,,https://github.com/jupyter/enterprise_gateway,2017-04-21 16:05:14.000000,2021-10-11 16:07:37.000000,2021-10-11 16:07:37.000000,144.0,86.0,398.0,459.0,1102.0,2021-08-18 15:16:46.000000,2.5.1,10814.0,1433.0,27.0,,,83.0,https://pypi.org/project/jupyter_enterprise_gateway,1208.0,,,,2.0,,,,,,,,,,3.0,,,,,,,
82,ipysheet,True,Jupyter handsontable integration.,https://github.com/QuantStack/ipysheet,,widgets,19,QuantStack/ipysheet,ipysheet,conda-forge/ipysheet,https://github.com/QuantStack/ipysheet,2017-07-10 13:46:31.000000,2021-10-07 22:34:47.000000,2021-08-11 12:20:28.000000,56.0,56.0,55.0,447.0,293.0,,,,17818.0,13.0,3.0,3.0,9.0,https://pypi.org/project/ipysheet,12950.0,https://anaconda.org/conda-forge/ipysheet,2021-08-11 12:55:17.098000,38637.0,3.0,,,,,,MIT,ipysheet,https://www.npmjs.com/package/ipysheet,3698.0,,,,,,,,
83,itkwidgets,True,"Interactive Jupyter widgets to visualize images, point sets, and..",https://github.com/InsightSoftwareConsortium/itkwidgets,,widgets,19,InsightSoftwareConsortium/itkwidgets,itkwidgets,,https://github.com/InsightSoftwareConsortium/itkwidgets,2018-02-15 01:43:39.000000,2021-09-17 20:07:43.000000,2021-09-17 20:07:43.000000,49.0,68.0,100.0,385.0,877.0,2021-05-14 15:18:02.000000,0.32.1,64.0,6041.0,13.0,,,20.0,https://pypi.org/project/itkwidgets,3880.0,,,,3.0,,,,,,Apache-2.0,itkwidgets,https://www.npmjs.com/package/itkwidgets,2158.0,,,,,,,,
84,JupyterLab Dash,True,An Extension for the Interactive development of Dash apps in JupyterLab.,https://github.com/plotly/jupyterlab-dash,,lab-renderer,19,plotly/jupyterlab-dash,jupyterlab-dash,,https://github.com/plotly/jupyterlab-dash,2018-11-07 19:47:52.000000,2020-05-19 14:20:53.000000,2020-05-19 11:44:34.000000,54.0,20.0,8.0,353.0,41.0,,,,14573.0,2.0,143.0,143.0,7.0,https://pypi.org/project/jupyterlab-dash,2605.0,,,,1.0,,,,,,MIT,jupyterlab-dash,https://www.npmjs.com/package/jupyterlab-dash,11968.0,,,,,,,,
85,JupyterLab System Monitor,True,JupyterLab extension to display system metrics.,https://github.com/jtpio/jupyterlab-system-monitor,,lab-extensions,19,jtpio/jupyterlab-system-monitor,,,https://github.com/jtpio/jupyterlab-system-monitor,2019-07-13 12:31:51.000000,2021-09-01 08:40:57.000000,2021-09-01 08:40:07.000000,25.0,14.0,17.0,207.0,,2021-02-04 22:39:49.000000,0.8.0,,12900.0,2.0,21.0,21.0,5.0,,,,,,2.0,,,,,,BSD-3-Clause,jupyterlab-system-monitor,https://www.npmjs.com/package/jupyterlab-system-monitor,12900.0,,,,,,,,
86,jupyter-console,True,Jupyter Terminal Console.,https://github.com/jupyter/jupyter_console,,others,19,jupyter/jupyter_console,jupyter-console,,https://github.com/jupyter/jupyter_console,2015-04-09 06:58:55.000000,2021-10-09 17:42:18.000000,2021-03-24 00:04:45.000000,119.0,57.0,79.0,182.0,560.0,,,,12428335.0,,,,54.0,https://pypi.org/project/jupyter-console,12428335.0,,,,3.0,,,,,,,,,,,,,,,,,
87,SAS Kernel,True,A Jupyter kernel for SAS. This opens up all the data manipulation..,https://github.com/sassoftware/sas_kernel,,kernels,19,sassoftware/sas_kernel,sas_kernel,,https://github.com/sassoftware/sas_kernel,2016-04-01 16:19:50.000000,2021-09-21 14:53:24.000000,2021-09-21 14:53:24.000000,70.0,3.0,52.0,180.0,213.0,2021-07-14 17:27:18.000000,2.4.11,,1999.0,14.0,,,7.0,https://pypi.org/project/sas_kernel,1999.0,,,,2.0,,,,,,Apache-2.0,,,,,,,,,,,
88,BatchSpawner,True,Custom Spawner for Jupyterhub to start servers in batch scheduled..,https://github.com/jupyterhub/batchspawner,,hub-spawners,19,jupyterhub/batchspawner,batchspawner,,https://github.com/jupyterhub/batchspawner,2015-10-27 03:53:10.000000,2021-10-12 20:58:33.000000,2021-05-05 12:02:36.000000,89.0,42.0,70.0,126.0,327.0,2021-04-07 15:14:35.000000,1.1.0,,682.0,9.0,10.0,10.0,38.0,https://pypi.org/project/batchspawner,682.0,,,,2.0,,,,,,BSD-3-Clause,,,,,,,,,,,
89,LTI Authenticator,True,A JupyterHub authenticator for LTI.,https://github.com/jupyterhub/ltiauthenticator,,hub-auth,19,jupyterhub/ltiauthenticator,jupyterhub-ltiauthenticator,,https://github.com/jupyterhub/ltiauthenticator,2017-12-15 02:54:15.000000,2021-10-11 19:42:51.000000,2021-09-14 10:29:34.000000,35.0,6.0,24.0,47.0,,2021-09-02 00:17:29.000000,1.2.0,,3362.0,5.0,66.0,66.0,11.0,https://pypi.org/project/jupyterhub-ltiauthenticator,3362.0,,,,2.0,,,,,,BSD-3-Clause,,,,,,,,,,,
90,jupyter-packaging,True,Tools to help build and install Jupyter Python packages.,https://github.com/jupyter/jupyter-packaging,,components,19,jupyter/jupyter-packaging,jupyter-packaging,conda-forge/jupyter-packaging,https://github.com/jupyter/jupyter-packaging,2017-03-04 19:38:49.000000,2021-09-27 22:49:16.470000,2021-09-27 18:29:35.000000,35.0,8.0,19.0,36.0,286.0,2021-09-27 18:31:00.000000,0.10.6,,10523.0,27.0,,,19.0,https://pypi.org/project/jupyter-packaging,,https://anaconda.org/conda-forge/jupyter-packaging,2021-09-27 22:49:16.470000,178906.0,3.0,,,,,,BSD-3-Clause,,,,,,,,,,,
91,Knowledge Repo,True,A next-generation curated knowledge sharing platform for..,https://github.com/airbnb/knowledge-repo,,notebook-sharing,18,airbnb/knowledge-repo,knowledge-repo,,https://github.com/airbnb/knowledge-repo,2016-08-17 23:32:50.000000,2021-09-01 00:27:04.000000,2021-09-01 00:27:04.000000,621.0,115.0,166.0,4903.0,587.0,2021-01-20 07:24:58.000000,0.9.0,,,30.0,,,60.0,https://pypi.org/project/knowledge-repo,,,,,3.0,,,,,,Apache-2.0,,,,,,,,,,,
92,IHaskell,True,A Haskell kernel for IPython.,https://github.com/gibiansky/IHaskell,,kernels,18,gibiansky/IHaskell,,,https://github.com/gibiansky/IHaskell,2013-08-26 07:16:09.000000,2021-10-11 13:30:51.000000,2021-10-11 13:30:47.000000,234.0,27.0,684.0,2294.0,2061.0,2015-03-26 05:06:25.000000,0.6,,21.0,1.0,,,104.0,,,,,,2.0,,,,,,MIT,ihaskell_jupyterlab,https://www.npmjs.com/package/ihaskell_jupyterlab,21.0,,,,,,,,
