,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,license,npm_id,npm_url,npm_monthly_downloads,trending,updated_github_id,go_id,cran_id,gem_id,pypi,hex_id,bitbucket_id
188,igv.js widget,True,Extension for Jupyter Notebook which integrates igv.js.,https://github.com/igvteam/igv-jupyter,,widgets,14,igvteam/igv-jupyter,igv-jupyter,,https://github.com/igvteam/igv-jupyter,2016-07-21 18:44:38.000000,2021-09-16 22:03:19.000000,2021-09-16 22:03:19.000000,14.0,,38.0,135.0,113.0,2021-08-30 19:54:01.000000,0.10.3,,,7.0,5.0,5.0,4.0,https://pypi.org/project/igv-jupyter,,,,,3.0,,,,,,MIT,,,,,,,,,,,
189,Rsession Proxy,True,Jupyter extensions for running an RStudio rsession proxy.,https://github.com/jupyterhub/jupyter-rsession-proxy,,jupyter-extensions,14,jupyterhub/jupyter-rsession-proxy,jupyter-rsession-proxy,,https://github.com/jupyterhub/jupyter-rsession-proxy,2016-12-09 06:26:18.000000,2021-08-18 02:50:27.000000,2021-07-03 06:55:54.000000,54.0,24.0,36.0,79.0,191.0,,,,,,29.0,29.0,16.0,https://pypi.org/project/jupyter-rsession-proxy,,,,,3.0,,,,,,BSD-3-Clause,,,,,,,,,,,
190,JupyterLab HDF5,True,Open and explore HDF5 files in JupyterLab. Can handle very..,https://github.com/jupyterlab/jupyterlab-hdf5,,lab-extensions,14,jupyterlab/jupyterlab-hdf5,jupyterlab_hdf,,https://github.com/jupyterlab/jupyterlab-hdf5,2018-10-02 18:20:20.000000,2021-09-23 12:08:09.000000,2021-09-23 12:08:06.000000,16.0,8.0,34.0,79.0,325.0,,,,1799.0,,,,6.0,https://pypi.org/project/jupyterlab_hdf,708.0,,,,3.0,,,,,,BSD-3-Clause,@jupyterlab/hdf5,https://www.npmjs.com/package/@jupyterlab/hdf5,1091.0,,,,,,,,
191,ipylab,True,Control JupyterLab from Python Notebooks with Jupyter Widgets.,https://github.com/jtpio/ipylab,,lab-extensions,14,jtpio/ipylab,ipylab,conda-forge/ipylab,https://github.com/jtpio/ipylab,2019-11-15 19:52:12.000000,2021-09-16 14:21:27.000000,2021-09-06 16:05:44.000000,4.0,9.0,16.0,76.0,,2021-09-06 16:11:06.000000,0.5.1,14.0,301.0,10.0,,,5.0,https://pypi.org/project/ipylab,,https://anaconda.org/conda-forge/ipylab,2021-09-07 06:01:58.442000,6935.0,3.0,,,,,,BSD-3-Clause,,,,,,,,,,,
192,Content Management,True,Jupyter Content Management Extensions.,https://github.com/jupyter-incubator/contentmanagement,,jupyter-extensions,14,jupyter-incubator/contentmanagement,jupyter_cms,conda-forge/jupyter_cms,https://github.com/jupyter-incubator/contentmanagement,2015-09-21 15:41:02.000000,2020-10-15 16:27:20.124000,2018-06-11 01:51:34.000000,25.0,7.0,20.0,75.0,136.0,,,,1291.0,3.0,,,8.0,https://pypi.org/project/jupyter_cms,175.0,https://anaconda.org/conda-forge/jupyter_cms,2020-10-15 16:27:20.124000,68103.0,3.0,,,,,,BSD-3-Clause,,,,,,,,,,,
193,niwidgets,True,Neuroimaging widgets for jupyter notebooks.,https://github.com/nipy/niwidgets,,widgets,14,nipy/niwidgets,niwidgets,,https://github.com/nipy/niwidgets,2017-09-11 22:20:27.000000,2021-09-08 00:57:48.000000,2020-03-24 14:27:42.000000,31.0,17.0,17.0,68.0,242.0,,,,,,26.0,26.0,16.0,https://pypi.org/project/niwidgets,,,,,3.0,,,,,,Apache-2.0,,,,,,,,,,,
194,JupyterLab Kernelspy,True,A Jupyter Lab extension for inspecting messages to/from..,https://github.com/jupyterlab-contrib/jupyterlab-kernelspy,,lab-extensions,14,jupyterlab-contrib/jupyterlab-kernelspy,,,https://github.com/jupyterlab-contrib/jupyterlab-kernelspy,2018-04-20 16:11:58.000000,2021-10-01 08:10:31.000000,2021-10-01 08:10:31.000000,7.0,2.0,11.0,58.0,120.0,2021-09-02 09:10:11.000000,3.0.6,,261.0,4.0,3.0,3.0,4.0,,,,,,3.0,,,,,,,jupyterlab-kernelspy,https://www.npmjs.com/package/jupyterlab-kernelspy,261.0,,,,,,,,
195,JupyterLab Shortcutui,True,A JupyterLab extension for managing keyboard shortcuts.,https://github.com/jupyterlab/jupyterlab-shortcutui,,lab-extensions,14,jupyterlab/jupyterlab-shortcutui,,,https://github.com/jupyterlab/jupyterlab-shortcutui,2018-06-18 22:07:19.000000,2020-01-17 16:59:32.000000,2020-01-17 16:59:32.000000,15.0,7.0,6.0,56.0,191.0,2019-09-05 11:54:07.000000,0.4.0,,712.0,3.0,,,8.0,,,,,,3.0,,,,,,BSD-3-Clause,@jupyterlab/shortcutui,https://www.npmjs.com/package/@jupyterlab/shortcutui,712.0,,,,,,,,
196,Null Authenticator,True,Null Authenticator for JupyterHub instances that should have no login mechanism.,https://github.com/jupyterhub/nullauthenticator,,hub-auth,14,jupyterhub/nullauthenticator,nullauthenticator,,https://github.com/jupyterhub/nullauthenticator,2017-08-30 09:12:22.000000,2021-09-23 19:47:08.000000,2021-02-09 00:11:20.000000,9.0,1.0,,6.0,16.0,,,,3029.0,,66.0,66.0,5.0,https://pypi.org/project/nullauthenticator,3029.0,,,,2.0,,,,,,BSD-3-Clause,,,,,,,,,,,
197,lgo,True,Interactive Go programming with Jupyter.,https://github.com/yunabe/lgo,,kernels,13,yunabe/lgo,,,https://github.com/yunabe/lgo,2017-10-05 15:29:10.000000,2020-11-20 07:01:33.000000,2019-07-09 12:59:17.000000,107.0,23.0,53.0,2213.0,169.0,,,,,,,,9.0,,,,,,3.0,,,,,,BSD-3-Clause,,,,,,,,,,,
198,Bash Kernel,True,A bash kernel for IPython.,https://github.com/takluyver/bash_kernel,,kernels,13,takluyver/bash_kernel,bash_kernel,,https://github.com/takluyver/bash_kernel,2014-06-27 00:27:25.000000,2020-01-27 10:39:24.000000,2019-07-22 16:06:53.000000,99.0,37.0,53.0,562.0,86.0,2016-04-07 16:41:34.000000,0.4.1,2837.0,4926.0,1.0,,,13.0,https://pypi.org/project/bash_kernel,4884.0,,,,3.0,,,,,,,,,,,,,,,,,
199,py_d3,True,D3 block magic for Jupyter notebook.,https://github.com/ResidentMario/py_d3,,magic,13,ResidentMario/py_d3,py_d3,,https://github.com/ResidentMario/py_d3,2016-08-28 03:38:28.000000,2019-03-17 04:32:12.000000,2019-03-17 04:32:05.000000,35.0,2.0,14.0,433.0,38.0,,,,587.0,,,,3.0,https://pypi.org/project/py_d3,587.0,,,,3.0,,,,,,MIT,,,,,,,,,,,
200,JupyterLab Voyager,True,JupyterLab extension visualize data with Voyager.,https://github.com/altair-viz/jupyterlab_voyager,,lab-renderer,13,altair-viz/jupyterlab_voyager,,,https://github.com/altair-viz/jupyterlab_voyager,2017-08-26 15:50:13.000000,2021-08-10 22:48:31.000000,2019-08-14 17:21:34.000000,31.0,40.0,20.0,261.0,87.0,,,,88.0,,,,6.0,,,,,,3.0,,,,,,BSD-3-Clause,jupyterlab_voyager,https://www.npmjs.com/package/jupyterlab_voyager,88.0,,,,,,,,
201,pynb,True,Jupyter Notebooks as plain Python code with embedded Markdown text.,https://github.com/elehcimd/pynb,,notebook-sharing,13,elehcimd/pynb,,,https://github.com/elehcimd/pynb,2017-11-14 11:13:22.000000,2020-07-07 15:27:20.000000,2020-07-07 15:27:10.000000,5.0,,8.0,231.0,154.0,,,,,,17.0,17.0,8.0,,,,,,3.0,,,,,,MIT,,,,,,,,,,,
202,nbinteract,True,Create interactive webpages from Jupyter Notebooks.,https://github.com/SamLau95/nbinteract,,notebook-sharing,13,SamLau95/nbinteract,nbinteract,,https://github.com/SamLau95/nbinteract,2017-08-31 00:16:20.000000,2021-09-27 21:35:50.000000,2021-04-15 20:39:36.000000,21.0,29.0,41.0,202.0,590.0,,,,,,1.0,1.0,8.0,https://pypi.org/project/nbinteract,,,,,3.0,,,,,,BSD-3-Clause,,,,,,,,,,,
203,Jupyter Spark,True,Jupyter Notebook extension for Apache Spark integration.,https://github.com/mozilla/jupyter-spark,,jupyter-extensions,13,mozilla/jupyter-spark,jupyter-spark,,https://github.com/mozilla/jupyter-spark,2016-01-27 15:38:50.000000,2020-12-01 19:43:11.000000,2020-12-01 19:43:11.000000,30.0,13.0,14.0,189.0,106.0,,,,,,14.0,14.0,12.0,https://pypi.org/project/jupyter-spark,,,,,3.0,,,,,,MPL-2.0,,,,,,,,,,,
204,nbmake-action,True,GitHub Action for testing notebooks.,https://github.com/treebeardtech/nbmake-action,,notebook-tools,13,treebeardtech/nbmake-action,,,https://github.com/treebeardtech/nbmake-action,2020-02-06 15:49:32.000000,2021-09-21 08:52:43.000000,2021-09-21 08:52:40.000000,6.0,,24.0,154.0,731.0,2020-12-11 15:26:11.000000,0.2.1,,,5.0,,,2.0,,,,,,3.0,,,,,,Apache-2.0,,,,,,,,,,,
205,Collapsible Headings,True,Implements Collapsible Headers for Jupyter Lab Notebooks.,https://github.com/aquirdTurtle/Collapsible_Headings,,lab-extensions,13,aquirdTurtle/Collapsible_Headings,,,https://github.com/aquirdTurtle/Collapsible_Headings,2019-07-29 01:45:30.000000,2021-08-31 21:50:05.000000,2021-05-22 01:41:35.000000,7.0,7.0,21.0,147.0,98.0,,,,2624.0,,,,6.0,,,,,,3.0,,,,,,BSD-3-Clause,@aquirdturtle/collapsible_headings,https://www.npmjs.com/package/@aquirdturtle/collapsible_headings,2624.0,,,,,,,,
206,nbgallery,True,Enterprise Jupyter notebook sharing and collaboration app.,https://github.com/nbgallery/nbgallery,,notebook-sharing,13,nbgallery/nbgallery,,,https://github.com/nbgallery/nbgallery,2017-01-10 19:18:40.000000,2021-10-12 18:27:13.000000,2021-10-08 15:23:17.000000,22.0,78.0,248.0,140.0,,,,,2163.0,,,,18.0,,,,,,3.0,nbgallery/nbgallery,https://hub.docker.com/r/nbgallery/nbgallery,2021-10-07 18:09:36.335867,3.0,123292.0,MIT,,,,,,,,,,,
207,cdsdashboards,True,JupyterHub extension for ContainDS Dashboards.,https://github.com/ideonate/cdsdashboards,,notebook-sharing,13,ideonate/cdsdashboards,cdsdashboards,conda-forge/cdsdashboards,https://github.com/ideonate/cdsdashboards,2020-04-28 13:51:31.000000,2021-09-14 10:24:30.000000,2021-09-14 10:22:46.000000,23.0,25.0,48.0,131.0,441.0,,,,998.0,18.0,,,10.0,https://pypi.org/project/cdsdashboards,,https://anaconda.org/conda-forge/cdsdashboards,2021-05-26 14:08:53.213000,14978.0,3.0,,,,,,,,,,,,,,,,,
208,mkdocs-jupyter,True,Use Jupyter Notebook in mkdocs.,https://github.com/danielfrg/mkdocs-jupyter,,notebook-sharing,13,danielfrg/mkdocs-jupyter,mkdocs-jupyter,,https://github.com/danielfrg/mkdocs-jupyter,2019-12-18 02:11:34.000000,2021-09-30 00:21:23.000000,2021-09-30 00:21:21.000000,8.0,,27.0,79.0,,,,,10530.0,,,,8.0,https://pypi.org/project/mkdocs-jupyter,10530.0,,,,3.0,,,,,,Apache-2.0,,,,,,,,,,,
209,ipymaterialui,True,Jupyter Widgets based on React Material UI components.,https://github.com/maartenbreddels/ipymaterialui,,widgets,13,maartenbreddels/ipymaterialui,ipymaterialui,,https://github.com/maartenbreddels/ipymaterialui,2018-11-23 18:33:20.000000,2021-08-10 20:43:17.000000,2019-10-29 13:53:37.000000,13.0,6.0,3.0,73.0,74.0,2019-08-09 15:57:25.000000,0.1.1,,114.0,1.0,4.0,4.0,3.0,https://pypi.org/project/ipymaterialui,45.0,,,,3.0,,,,,,MIT,jupyter-materialui,https://www.npmjs.com/package/jupyter-materialui,69.0,,,,,,,,
210,jupyterlab-sparkmonitor,True,JupyterLab extension that enables monitoring launched..,https://github.com/itsjafer/jupyterlab-sparkmonitor,,lab-extensions,13,itsjafer/jupyterlab-sparkmonitor,jupyterlab-sparkmonitor,,https://github.com/itsjafer/jupyterlab-sparkmonitor,2020-03-12 20:59:01.000000,2021-08-04 16:49:58.000000,2021-08-04 16:49:43.000000,13.0,5.0,8.0,58.0,269.0,,,,154.0,,,,9.0,https://pypi.org/project/jupyterlab-sparkmonitor,,,,,3.0,itsjafer/sparkmonitor,https://hub.docker.com/r/itsjafer/sparkmonitor,2021-06-02 17:02:44.488613,,224.0,Apache-2.0,jupyterlab_sparkmonitor,https://www.npmjs.com/package/jupyterlab_sparkmonitor,143.0,,,,,,,,
211,SudoSpawner,True,Spawn JupyterHub single-user servers with sudo.,https://github.com/jupyterhub/sudospawner,,hub-spawners,13,jupyterhub/sudospawner,sudospawner,,https://github.com/jupyterhub/sudospawner,2014-11-24 23:21:36.000000,2021-09-10 08:58:36.000000,2021-09-10 08:58:36.000000,33.0,16.0,20.0,40.0,115.0,,,,,,34.0,34.0,14.0,https://pypi.org/project/sudospawner,,,,,3.0,,,,,,BSD-3-Clause,,,,,,,,,,,
212,JWT Authenticator,True,A Token Authenticator for JupyterHub.,https://github.com/mogthesprog/jwtauthenticator,,hub-auth,13,mogthesprog/jwtauthenticator,jupyterhub-jwtauthenticator,,https://github.com/mogthesprog/jwtauthenticator,2017-06-21 20:09:58.000000,2021-04-15 07:40:37.000000,2019-02-13 10:57:15.000000,35.0,9.0,8.0,37.0,24.0,,,,264.0,,8.0,8.0,7.0,https://pypi.org/project/jupyterhub-jwtauthenticator,264.0,,,,3.0,,,,,,Apache-2.0,,,,,,,,,,,
213,SAML Authenticator,True,jupyterhub-samlauthenticator.,https://github.com/HewlettPackard/jupyterhub-samlauthenticator,,hub-auth,13,HewlettPackard/jupyterhub-samlauthenticator,jupyterhub-samlauthenticator,,https://github.com/HewlettPackard/jupyterhub-samlauthenticator,2019-04-17 21:34:09.000000,2021-08-25 23:29:03.000000,2021-08-25 15:02:59.000000,16.0,13.0,14.0,29.0,112.0,2020-07-13 15:56:30.000000,samlauthenticator-0.0.9,13.0,348.0,3.0,,,6.0,https://pypi.org/project/jupyterhub-samlauthenticator,348.0,,,,3.0,,,,,,MIT,,,,,,,,,,,
214,ipytest,True,Pytest in IPython notebooks.,https://github.com/chmp/ipytest,,notebook-tools,12,chmp/ipytest,ipytest,,https://github.com/chmp/ipytest,2016-02-07 20:24:41.000000,2021-07-28 17:52:52.000000,2021-07-28 17:34:15.000000,16.0,2.0,41.0,169.0,,,,,,,116.0,116.0,4.0,https://pypi.org/project/ipytest,,,,,3.0,,,,,,MIT,,,,-5.0,,,,,,,
215,jupyter-manim,True,manim cell magic for IPython/Jupyter to show the output video.,https://github.com/krassowski/jupyter-manim,,magic,12,krassowski/jupyter-manim,,,https://github.com/krassowski/jupyter-manim,2019-05-22 14:18:39.000000,2021-08-31 11:50:02.000000,2021-02-05 05:42:04.000000,10.0,7.0,15.0,154.0,38.0,2020-04-12 11:15:09.000000,1.3,,,6.0,,,4.0,,,,,,3.0,,,,,,MIT,,,,,,,,,,,
216,SQLCell,True,"SQLCell is a magic function for the Jupyter Notebook that executes raw,..",https://github.com/tmthyjames/SQLCell,,magic,12,tmthyjames/SQLCell,sqlcell,,https://github.com/tmthyjames/SQLCell,2016-08-15 01:54:46.000000,2021-08-23 20:09:58.000000,2020-10-06 02:14:24.000000,9.0,60.0,24.0,145.0,310.0,,,,32.0,,1.0,1.0,14.0,https://pypi.org/project/sqlcell,32.0,,,,3.0,,,,,,MIT,,,,,,,,,,,
217,ipyexperiments,True,jupyter/ipython experiment containers for GPU and general..,https://github.com/stas00/ipyexperiments,,notebook-tools,12,stas00/ipyexperiments,ipyexperiments,,https://github.com/stas00/ipyexperiments,2018-11-15 01:19:40.000000,2021-09-16 21:08:52.000000,2021-09-16 21:08:49.000000,10.0,,4.0,140.0,197.0,,,,160.0,,5.0,5.0,3.0,https://pypi.org/project/ipyexperiments,160.0,,,,3.0,,,,,,,,,,,,,,,,,
218,Material Darker Theme,True,The Material Darker theme for JupyterLab.,https://github.com/oriolmirosa/jupyterlab_materialdarker,,lab-themes,12,oriolmirosa/jupyterlab_materialdarker,,,https://github.com/oriolmirosa/jupyterlab_materialdarker,2018-03-07 23:24:13.000000,2021-08-31 15:09:16.000000,2021-08-31 15:09:09.000000,12.0,2.0,14.0,127.0,49.0,,,,1064.0,,4.0,4.0,2.0,,,,,,2.0,,,,,,BSD-3-Clause,@oriolmirosa/jupyterlab_materialdarker,https://www.npmjs.com/package/@oriolmirosa/jupyterlab_materialdarker,1064.0,,,,,,,,
219,Neon Theme,True,"A flat, 80's neon inspired theme for JupyterLab.",https://github.com/yeebc/jupyterlab-neon-theme,,lab-themes,12,yeebc/jupyterlab-neon-theme,,,https://github.com/yeebc/jupyterlab-neon-theme,2019-09-27 14:29:10.000000,2021-03-07 04:41:08.000000,2021-03-07 04:40:47.000000,5.0,2.0,10.0,102.0,43.0,,,,1203.0,,1.0,1.0,3.0,,,,,,2.0,,,,,,BSD-3-Clause,@yeebc/jupyterlab_neon_theme,https://www.npmjs.com/package/@yeebc/jupyterlab_neon_theme,1203.0,,,,,,,,
220,JupyterLab Commenting,True,Commenting and annotation for JupyterLab.,https://github.com/jupyterlab/jupyterlab-commenting,,lab-extensions,12,jupyterlab/jupyterlab-commenting,,,https://github.com/jupyterlab/jupyterlab-commenting,2019-01-03 21:55:33.000000,2021-02-10 20:06:33.000000,2020-05-01 11:42:37.000000,22.0,24.0,10.0,84.0,332.0,,,,122.0,,,,10.0,,,,,,3.0,,,,,,BSD-3-Clause,@jupyterlab/commenting-extension,https://www.npmjs.com/package/@jupyterlab/commenting-extension,122.0,,,,,,,,
221,nbcelltests,True,Cell-by-cell testing for production Jupyter notebooks in..,https://github.com/jpmorganchase/nbcelltests,,lab-extensions,12,jpmorganchase/nbcelltests,nbcelltests,,https://github.com/jpmorganchase/nbcelltests,2018-08-23 23:51:41.000000,2021-09-22 12:53:39.000000,2021-09-22 12:53:39.000000,16.0,30.0,83.0,60.0,,2020-10-05 14:23:28.000000,0.2.3,,54.0,11.0,,,7.0,https://pypi.org/project/nbcelltests,,,,,3.0,,,,,,Apache-2.0,jupyterlab_celltests,https://www.npmjs.com/package/jupyterlab_celltests,54.0,,,,,,,,
222,JupyterLab Autoversion,True,Automatically version jupyter notebooks in JupyterLab.,https://github.com/timkpaine/jupyterlab_autoversion,,lab-extensions,12,timkpaine/jupyterlab_autoversion,jupyterlab_autoversion,,https://github.com/timkpaine/jupyterlab_autoversion,2018-08-23 23:49:52.000000,2021-09-22 13:53:49.000000,2021-09-22 13:53:48.000000,5.0,5.0,23.0,55.0,,2021-01-01 04:15:38.000000,0.3.0,,61.0,7.0,,,4.0,https://pypi.org/project/jupyterlab_autoversion,,,,,3.0,,,,,,Apache-2.0,jupyterlab_autoversion,https://www.npmjs.com/package/jupyterlab_autoversion,61.0,,,,,,,,
223,WrapSpawner,True,Mechanism for runtime configuration of spawners for JupyterHub.,https://github.com/jupyterhub/wrapspawner,,hub-spawners,12,jupyterhub/wrapspawner,,,https://github.com/jupyterhub/wrapspawner,2016-09-21 21:48:31.000000,2021-07-07 15:51:44.000000,2021-07-07 15:51:44.000000,41.0,15.0,13.0,48.0,31.0,2021-04-13 20:56:56.000000,1.0.0,,,1.0,5.0,5.0,16.0,,,,,,3.0,,,,,,BSD-3-Clause,,,,,,,,,,,
224,pick,True,Customize your kernels on Launch!.,https://github.com/nteract/pick,,magic,12,nteract/pick,pick,,https://github.com/nteract/pick,2020-04-08 23:47:09.000000,2021-07-23 05:39:29.000000,2020-11-04 01:10:24.000000,7.0,4.0,5.0,28.0,,,,,43315.0,,,,5.0,https://pypi.org/project/pick,43315.0,,,,3.0,,,,,,BSD-3-Clause,,,,,,,,,,,
225,Kernel Management,True,Experimental new kernel management framework for Jupyter.,https://github.com/takluyver/jupyter_kernel_mgmt,,notebook-tools,12,takluyver/jupyter_kernel_mgmt,jupyter-kernel-mgmt,,https://github.com/takluyver/jupyter_kernel_mgmt,2018-04-01 20:06:08.000000,2020-08-27 01:11:14.000000,2020-01-29 22:31:34.000000,7.0,10.0,14.0,13.0,1783.0,2020-01-15 19:12:57.000000,0.5.1,15.0,36.0,3.0,,,74.0,https://pypi.org/project/jupyter-kernel-mgmt,36.0,,,,3.0,,,,,,,,,,,,,,,,,
226,jupyter-nbrequirements,True,Dependency management and optimization in Jupyter..,https://github.com/thoth-station/jupyter-nbrequirements,,jupyter-extensions,12,thoth-station/jupyter-nbrequirements,,,https://github.com/thoth-station/jupyter-nbrequirements,2019-06-25 06:48:06.000000,2021-09-22 23:47:25.000000,2021-07-06 13:10:18.000000,4.0,2.0,30.0,13.0,344.0,2019-12-09 18:41:20.000000,0.5.0,,,3.0,,,12.0,,,,,,3.0,,,,,,MIT,,,,,,,,,,,
227,jupyter2slides,True,Cloud Native Presentation Slides with Jupyter Notebook +..,https://github.com/datitran/jupyter2slides,,notebook-tools,11,datitran/jupyter2slides,,,https://github.com/datitran/jupyter2slides,2016-07-26 12:38:17.000000,2019-09-03 14:54:44.000000,2018-12-28 18:34:22.000000,164.0,11.0,4.0,770.0,11.0,,,,,,,,,,,,,,3.0,,,,,,MIT,,,,,,,,,,,
228,ICSharp,True,C# kernel for Jupyter.,https://github.com/zabirauf/icsharp,,kernels,11,zabirauf/icsharp,,,https://github.com/zabirauf/icsharp,2014-09-22 07:57:50.000000,2018-09-23 04:19:46.000000,2018-09-23 04:19:45.000000,59.0,33.0,13.0,263.0,45.0,,,,,,,,10.0,,,,,,3.0,,,,,,Apache-2.0,,,,,,,,,,,
229,jupyter-flex,True,Build dashboards using Jupyter Notebooks.,https://github.com/danielfrg/jupyter-flex,,notebook-sharing,11,danielfrg/jupyter-flex,,,https://github.com/danielfrg/jupyter-flex,2019-12-13 20:19:40.000000,2021-10-02 05:42:41.000000,2021-10-02 05:42:41.000000,39.0,4.0,39.0,226.0,,,,,,,1.0,1.0,3.0,,,,,,3.0,,,,,,Apache-2.0,,,,,,,,,,,
230,xeus-sqlite,True,Jupyter kernel for SQLite.,https://github.com/jupyter-xeus/xeus-sqlite,,kernels,11,jupyter-xeus/xeus-sqlite,,,https://github.com/jupyter-xeus/xeus-sqlite,2020-03-11 11:24:36.000000,2021-10-06 10:03:52.000000,2021-10-06 10:03:19.000000,20.0,10.0,28.0,122.0,266.0,,,,,,,,12.0,,,,,,3.0,,,,,,BSD-3-Clause,,,,,,,,,,,
231,jupyterlab-flake8,True,Jupyterlab python linter for notebooks and text files..,https://github.com/mlshapiro/jupyterlab-flake8,,lab-extensions,11,mlshapiro/jupyterlab-flake8,,,https://github.com/mlshapiro/jupyterlab-flake8,2018-04-11 16:16:59.000000,2021-09-16 16:01:09.000000,2021-09-16 16:01:07.000000,9.0,3.0,33.0,103.0,,,,,531.0,,,,5.0,,,,,,3.0,,,,,,BSD-3-Clause,jupyterlab-flake8,https://www.npmjs.com/package/jupyterlab-flake8,531.0,,,,,,,,
232,jnotebook-reader,True,An awesome viewer to browse and render Jupyter..,https://github.com/line/jnotebook_reader,,notebook-sharing,11,line/jnotebook_reader,,,https://github.com/line/jnotebook_reader,2020-10-30 02:50:59.000000,2021-09-08 19:36:55.000000,2021-02-10 02:29:57.000000,13.0,1.0,1.0,87.0,12.0,2021-02-10 02:34:21.000000,1.0.2,,,3.0,,,4.0,,,,,,3.0,,,,,,Apache-2.0,,,,,,,,,,,
233,JupyterLab Email,True,A jupyterlab extension to email notebooks directly from..,https://github.com/timkpaine/jupyterlab_email,,lab-extensions,11,timkpaine/jupyterlab_email,jupyterlab_email,,https://github.com/timkpaine/jupyterlab_email,2018-08-07 14:14:40.000000,2021-01-31 22:58:03.000000,2021-01-31 22:57:59.000000,2.0,5.0,30.0,50.0,,2020-06-25 16:29:14.000000,0.2.3,,769.0,12.0,,,,https://pypi.org/project/jupyterlab_email,129.0,,,,3.0,,,,,,Apache-2.0,jupyterlab_email,https://www.npmjs.com/package/jupyterlab_email,640.0,,,,,,,,
234,JupyterLab Flake8,True,A jupyterlab extension to email notebooks directly from..,https://github.com/timkpaine/jupyterlab_email,,lab-extensions,11,timkpaine/jupyterlab_email,,,https://github.com/timkpaine/jupyterlab_email,2018-08-07 14:14:40.000000,2021-01-31 22:58:03.000000,2021-01-31 22:57:59.000000,2.0,5.0,30.0,50.0,,2020-06-25 16:29:14.000000,0.2.3,,531.0,12.0,,,,,,,,,3.0,,,,,,Apache-2.0,jupyterlab-flake8,https://www.npmjs.com/package/jupyterlab-flake8,531.0,,,,,,,,
235,SSH Kernel,True,SSH Kernel for Jupyter.,https://github.com/NII-cloud-operation/sshkernel,,kernels,11,NII-cloud-operation/sshkernel,sshkernel,,https://github.com/NII-cloud-operation/sshkernel,2019-02-12 02:46:14.000000,2020-09-28 08:55:33.000000,2020-09-28 08:54:04.000000,10.0,1.0,6.0,46.0,394.0,,,,,,5.0,5.0,4.0,https://pypi.org/project/sshkernel,,,,,3.0,,,,,,BSD-3-Clause,,,,,,,,,,,
236,KnowledgeLab,True,KnowledgeRepo + JupyterLab.,https://github.com/timkpaine/knowledgelab,,lab-extensions,11,timkpaine/knowledgelab,knowledgelab,,https://github.com/timkpaine/knowledgelab,2017-10-18 01:10:58.000000,2021-09-21 12:01:04.000000,2021-08-11 12:36:58.000000,6.0,3.0,23.0,43.0,109.0,,,,21.0,1.0,2.0,2.0,3.0,https://pypi.org/project/knowledgelab,5.0,,,,3.0,,,,,,Apache-2.0,knowledgelab,https://www.npmjs.com/package/knowledgelab,16.0,,,,,,,,
237,Horizon Theme,True,VSCode Horizon Theme port for JupyterLab.,https://github.com/mohirio/jupyterlab-horizon-theme,,lab-themes,11,mohirio/jupyterlab-horizon-theme,,,https://github.com/mohirio/jupyterlab-horizon-theme,2019-06-07 08:46:59.000000,2021-06-20 08:20:16.000000,2021-04-11 16:55:54.000000,1.0,,4.0,38.0,25.0,,,,2890.0,,,,,,,,,,3.0,,,,,,BSD-3-Clause,@mohirio/jupyterlab-horizon-theme,https://www.npmjs.com/package/@mohirio/jupyterlab-horizon-theme,2890.0,,,,,,,,
238,jupyterlab_commands,True,Add arbitrary python commands to the jupyterlab command palette.,https://github.com/timkpaine/jupyterlab_commands,,lab-extensions,11,timkpaine/jupyterlab_commands,,,https://github.com/timkpaine/jupyterlab_commands,2018-08-01 15:55:08.000000,2021-02-01 03:36:53.000000,2021-01-31 22:57:48.000000,6.0,2.0,19.0,36.0,,2021-01-03 13:27:37.000000,0.3.0,,,9.0,3.0,3.0,,,,,,,3.0,,,,,,Apache-2.0,,,,,,,,,,,
239,perfume,True,Interactive performance benchmarking in Jupyter.,https://github.com/leifwalsh/perfume,,widgets,11,leifwalsh/perfume,perfume-bench,,https://github.com/leifwalsh/perfume,2017-07-10 14:34:03.000000,2021-10-11 17:47:07.000000,2020-10-31 19:46:42.000000,3.0,2.0,4.0,31.0,196.0,2018-05-20 05:09:14.000000,0.1.6,,41.0,1.0,,,3.0,https://pypi.org/project/perfume-bench,41.0,,,,3.0,,,,,,,,,,,,,,,,,
