,name,show,description,homepage,resource,category,projectrank,pypi_id,github_id,conda_id,dockerhub_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,npm_id,license,npm_url,npm_monthly_downloads,trending,updated_github_id,go_id,cran_id,gem_id,pypi,hex_id,bitbucket_id
118,JupyterLab Drawio,True,A standalone embedding of the FOSS drawio / mxgraph package..,https://github.com/QuantStack/jupyterlab-drawio,,lab-renderer,17,,QuantStack/jupyterlab-drawio,,,https://github.com/QuantStack/jupyterlab-drawio,2018-01-31 16:38:30.000000,2021-08-31 21:53:11.000000,2021-06-29 12:29:51.000000,57.0,39.0,25.0,516.0,101.0,,,,3504.0,,188.0,188.0,15.0,,,,,,,,,,2.0,jupyterlab-drawio,BSD-3-Clause,https://www.npmjs.com/package/jupyterlab-drawio,3504.0,,,,,,,,
119,Code Formatter,True,A universal code formatter for JupyterLab.,https://github.com/ryantam626/jupyterlab_code_formatter,,lab-extensions,17,jupyterlab_code_formatter,ryantam626/jupyterlab_code_formatter,,,https://github.com/ryantam626/jupyterlab_code_formatter,2018-08-12 20:50:17.000000,2021-09-15 11:30:58.000000,2021-04-02 15:15:07.000000,40.0,22.0,116.0,499.0,353.0,,,,19991.0,,,,30.0,https://pypi.org/project/jupyterlab_code_formatter,15452.0,,,,,,,,2.0,@ryantam626/jupyterlab_code_formatter,MIT,https://www.npmjs.com/package/@ryantam626/jupyterlab_code_formatter,4539.0,,,,,,,,
120,Ansible Kernel,True,Jupyter Notebook Kernel for running Ansible Tasks and..,https://github.com/ansible/ansible-jupyter-kernel,,kernels,17,ansible-kernel,ansible/ansible-jupyter-kernel,conda-forge/ansible-kernel,benthomasson/ansible-jupyter-kernel,https://github.com/ansible/ansible-jupyter-kernel,2018-06-26 14:28:02.000000,2022-01-04 14:36:11.000000,2022-01-04 14:36:11.000000,50.0,12.0,29.0,478.0,210.0,,,,1949.0,1.0,8.0,8.0,10.0,https://pypi.org/project/ansible-kernel,123.0,https://anaconda.org/conda-forge/ansible-kernel,2020-01-14 12:34:24.230000,8742.0,https://hub.docker.com/r/benthomasson/ansible-jupyter-kernel,2018-12-12 18:42:31.528778,2.0,66418.0,3.0,,Apache-2.0,,,,,,,,,,
121,F# Kernel,True,F# for Jupyter Notebooks.,https://github.com/fsprojects/IfSharp,,kernels,17,,fsprojects/IfSharp,,fsprojects/ifsharp,https://github.com/fsprojects/IfSharp,2013-12-03 21:25:01.000000,2022-01-14 14:51:10.000000,2022-01-14 14:51:09.000000,67.0,13.0,127.0,433.0,336.0,2020-03-08 20:03:38.000000,3.0.4,5318.0,61.0,15.0,,,28.0,,,,,,https://hub.docker.com/r/fsprojects/ifsharp,2019-03-26 17:01:42.996172,,657.0,3.0,,BSD-3-Clause,,,,,,,,,,
122,JupyterLab Renderers,True,Renderers and renderer extensions for JupyterLab.,https://github.com/jupyterlab/jupyter-renderers,,lab-renderer,17,,jupyterlab/jupyter-renderers,,,https://github.com/jupyterlab/jupyter-renderers,2017-06-08 16:59:07.000000,2022-01-17 16:35:15.000000,2022-01-17 16:34:54.000000,60.0,29.0,71.0,421.0,544.0,,,,2667.0,,1.0,1.0,25.0,,,,,,,,,,2.0,@jupyterlab/geojson-extension,BSD-3-Clause,https://www.npmjs.com/package/@jupyterlab/geojson-extension,2667.0,,,,,,,,
123,itkwidgets,True,"Interactive Jupyter widgets to visualize images, point sets, and..",https://github.com/InsightSoftwareConsortium/itkwidgets,,widgets,17,itkwidgets,InsightSoftwareConsortium/itkwidgets,,,https://github.com/InsightSoftwareConsortium/itkwidgets,2018-02-15 01:43:39.000000,2021-09-17 20:07:43.000000,2021-09-17 20:07:43.000000,48.0,72.0,100.0,411.0,877.0,2021-05-14 15:18:02.000000,0.32.1,64.0,6209.0,13.0,,,20.0,https://pypi.org/project/itkwidgets,4885.0,,,,,,,,3.0,itkwidgets,Apache-2.0,https://www.npmjs.com/package/itkwidgets,1322.0,,,,,,,,
124,commuter,True,Notebook sharing hub.,https://github.com/nteract/commuter,,notebook-sharing,17,,nteract/commuter,,,https://github.com/nteract/commuter,2017-01-03 22:23:32.000000,2021-12-21 18:49:49.000000,2021-12-21 18:49:39.000000,63.0,51.0,39.0,392.0,634.0,,,,411.0,,3.0,3.0,27.0,,,,,,,,,,3.0,@nteract/commuter,BSD-3-Clause,https://www.npmjs.com/package/@nteract/commuter,411.0,,,,,,,,
125,nbQA,True,Run any standard Python code quality tool on a Jupyter Notebook.,https://github.com/nbQA-dev/nbQA,,notebook-tools,17,nbqa,nbQA-dev/nbQA,,,https://github.com/nbQA-dev/nbQA,2020-07-11 15:30:54.000000,2022-01-17 17:46:30.000000,2022-01-17 17:46:30.000000,23.0,4.0,233.0,391.0,593.0,,,,15115.0,,,,18.0,https://pypi.org/project/nbqa,15115.0,,,,,,,,2.0,,MIT,,,,,,,,,,
126,LFortran,True,Official mirror of https://gitlab.com/lfortran/lfortran. Please submit..,https://github.com/lfortran/lfortran,,kernels,17,lfortran,lfortran/lfortran,conda-forge/lfortran,,https://github.com/lfortran/lfortran,2019-03-24 13:22:20.000000,2022-01-14 21:02:21.000000,2022-01-14 21:02:01.000000,15.0,,,302.0,8252.0,,,,1165.0,12.0,,,21.0,https://pypi.org/project/lfortran,121.0,https://anaconda.org/conda-forge/lfortran,2021-09-23 07:31:07.722000,31333.0,,,,,3.0,,,,,,,,,,,,
127,tributary,True,Streaming reactive and dataflow graphs in Python.,https://github.com/timkpaine/tributary,,widgets,17,tributary,timkpaine/tributary,conda-forge/tributary,,https://github.com/timkpaine/tributary,2018-09-08 02:58:57.000000,2021-12-24 10:47:28.000000,2021-12-24 10:47:27.000000,25.0,10.0,70.0,291.0,,2021-02-27 04:59:39.000000,0.1.5,,789.0,12.0,17.0,17.0,7.0,https://pypi.org/project/tributary,,https://anaconda.org/conda-forge/tributary,2021-11-17 22:00:58.159000,14992.0,,,,,3.0,,Apache-2.0,,,,,,,,,,
128,JupyterLab Templates,True,Support for jupyter notebook templates in jupyterlab.,https://github.com/jpmorganchase/jupyterlab_templates,,lab-extensions,17,jupyterlab_templates,jpmorganchase/jupyterlab_templates,,,https://github.com/jpmorganchase/jupyterlab_templates,2018-03-17 21:38:11.000000,2022-01-15 04:22:19.000000,2022-01-15 04:22:18.000000,49.0,8.0,70.0,284.0,,2021-03-28 03:19:03.000000,0.3.1,,6634.0,13.0,4.0,4.0,14.0,https://pypi.org/project/jupyterlab_templates,3891.0,,,,,,,,2.0,jupyterlab_templates,Apache-2.0,https://www.npmjs.com/package/jupyterlab_templates,2743.0,,,,,,,,
129,scrapbook,True,A library for recording and reading data in notebooks.,https://github.com/nteract/scrapbook,,notebook-sharing,17,nteract-scrapbook,nteract/scrapbook,,,https://github.com/nteract/scrapbook,2018-10-22 04:17:04.000000,2021-05-07 07:52:57.000000,2021-04-28 06:36:37.000000,23.0,23.0,25.0,230.0,,,,,38022.0,,88.0,88.0,11.0,https://pypi.org/project/nteract-scrapbook,38022.0,,,,,,,,3.0,,BSD-3-Clause,,,,,,,,,,
130,gator,True,Conda environment and package management extension from within Jupyter.,https://github.com/mamba-org/gator,,jupyter-extensions,17,,mamba-org/gator,conda-forge/mamba_gator,,https://github.com/mamba-org/gator,2018-08-02 05:15:23.000000,2021-12-17 02:07:19.000000,2021-10-29 07:36:43.000000,19.0,14.0,37.0,204.0,602.0,2021-09-03 07:26:55.000000,npm@3.0.2,2.0,973.0,27.0,1.0,1.0,24.0,,,https://anaconda.org/conda-forge/mamba_gator,2021-09-03 12:29:39.360000,11354.0,,,,,2.0,@mamba-org/gator-lab,BSD-3-Clause,https://www.npmjs.com/package/@mamba-org/gator-lab,162.0,,,,,,,,
131,Spark Monitor,True,Monitor Apache Spark from Jupyter Notebook.,https://github.com/krishnan-r/sparkmonitor,,jupyter-extensions,17,sparkmonitor,krishnan-r/sparkmonitor,,krishnanr/sparkmonitor,https://github.com/krishnan-r/sparkmonitor,2017-05-31 09:13:01.000000,2021-02-03 03:28:03.000000,2021-02-03 03:28:02.000000,47.0,15.0,7.0,163.0,214.0,2018-05-29 18:46:14.000000,0.0.9,2380.0,1597.0,9.0,,,3.0,https://pypi.org/project/sparkmonitor,1537.0,,,,https://hub.docker.com/r/krishnanr/sparkmonitor,2019-10-04 06:28:22.959295,,904.0,2.0,,Apache-2.0,,,,,,,,,,
132,Rsession Proxy,True,Jupyter extensions for running an RStudio rsession proxy.,https://github.com/jupyterhub/jupyter-rsession-proxy,,jupyter-extensions,17,jupyter-rsession-proxy,jupyterhub/jupyter-rsession-proxy,,,https://github.com/jupyterhub/jupyter-rsession-proxy,2016-12-09 06:26:18.000000,2021-12-22 18:40:07.000000,2021-12-22 18:40:06.000000,59.0,25.0,42.0,86.0,219.0,,,,1178.0,,35.0,35.0,19.0,https://pypi.org/project/jupyter-rsession-proxy,1178.0,,,,,,,,2.0,,BSD-3-Clause,,,,,,,,,,
133,sphinxcontrib.jupyter,True,A Sphinx Extension for Generating Jupyter Notebooks.,https://github.com/QuantEcon/sphinxcontrib-jupyter,,notebook-tools,17,sphinxcontrib-jupyter,QuantEcon/sphinxcontrib-jupyter,,,https://github.com/QuantEcon/sphinxcontrib-jupyter,2017-10-12 04:04:05.000000,2021-04-26 14:44:49.000000,2020-06-18 03:28:01.000000,23.0,88.0,93.0,73.0,269.0,2020-06-18 03:30:24.000000,0.5.10,,400.0,17.0,24.0,24.0,13.0,https://pypi.org/project/sphinxcontrib-jupyter,400.0,,,,,,,,2.0,,BSD-3-Clause,,,,,,,,,,
134,ipydagred3,True,ipywidgets library for drawing directed acyclic graphs in..,https://github.com/timkpaine/ipydagred3,,widgets,17,ipydagred3,timkpaine/ipydagred3,,,https://github.com/timkpaine/ipydagred3,2020-02-29 23:01:15.000000,2021-12-12 18:44:52.000000,2021-12-12 18:44:52.000000,5.0,5.0,14.0,29.0,,2020-12-31 23:04:43.000000,0.3.0,,93005.0,9.0,9.0,9.0,3.0,https://pypi.org/project/ipydagred3,334.0,,,,,,,,3.0,@jupyter-widgets/jupyterlab-manager,Apache-2.0,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,92671.0,,,,,,,,
135,JupyterLab Vim,True,Vim notebook cell bindings for JupyterLab.,https://github.com/jwkvam/jupyterlab-vim,,lab-extensions,16,,jwkvam/jupyterlab-vim,,,https://github.com/jwkvam/jupyterlab-vim,2017-12-02 21:16:38.000000,2021-06-15 20:32:15.000000,2019-07-16 04:37:36.000000,72.0,55.0,42.0,898.0,60.0,2019-07-16 04:33:54.000000,0.11.0,,464.0,14.0,3.0,3.0,8.0,,,,,,,,,,2.0,jupyterlab_vim,MIT,https://www.npmjs.com/package/jupyterlab_vim,464.0,,,,,,,,
136,NBextensions Configurator,True,A jupyter notebook serverextension providing config interfaces for nbextensions.,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,jupyter-extensions,16,jupyter_nbextensions_configurator,jupyter-contrib/jupyter_nbextensions_configurator,,,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,2016-06-24 22:29:05.000000,2021-01-11 10:02:27.000000,2020-03-01 13:46:17.000000,99.0,47.0,32.0,868.0,488.0,2018-12-29 10:52:13.000000,0.4.1,,270365.0,1.0,,,17.0,https://pypi.org/project/jupyter_nbextensions_configurator,270365.0,,,,,,,,3.0,,,,,5.0,,,,,,,
137,IJava,True,A Jupyter kernel for executing Java code.,https://github.com/SpencerPark/IJava,,kernels,16,,SpencerPark/IJava,,,https://github.com/SpencerPark/IJava,2017-10-08 04:42:46.000000,2020-09-28 07:59:11.000000,2019-12-08 22:22:20.000000,143.0,61.0,57.0,740.0,90.0,2019-05-06 03:28:50.000000,1.3.0,70041.0,1628.0,5.0,,,4.0,,,,,,,,,,3.0,,MIT,,,,,,,,,,
138,clojupyter,True,a Jupyter kernel for Clojure.,https://github.com/clojupyter/clojupyter,,kernels,16,,clojupyter/clojupyter,simplect/clojupyter,simplect/clojupyter,https://github.com/clojupyter/clojupyter,2014-05-09 07:09:06.000000,2021-12-29 07:49:50.000000,2021-12-29 07:49:50.000000,73.0,13.0,79.0,717.0,283.0,,,,93.0,7.0,,,26.0,,,https://anaconda.org/simplect/clojupyter,2020-03-02 14:14:22.302000,2707.0,https://hub.docker.com/r/simplect/clojupyter,2019-04-25 08:25:07.304303,,347.0,3.0,,MIT,,,,,,,,,,
139,VSCode Jupyter,True,VS Code Jupyter extension.,https://github.com/microsoft/vscode-jupyter,,notebook-environments,16,,microsoft/vscode-jupyter,,,https://github.com/microsoft/vscode-jupyter,2020-09-10 23:39:14.000000,2022-01-20 03:07:26.000000,2022-01-19 21:12:19.000000,102.0,614.0,6008.0,514.0,,2021-08-17 23:55:18.000000,2021.8.12,,,18.0,,,242.0,,,,,,,,,,3.0,,MIT,,,,,,,,,,
140,Lantern,True,Data exploration glue.,https://github.com/timkpaine/lantern,,lab-extensions,16,pylantern,timkpaine/lantern,,,https://github.com/timkpaine/lantern,2017-07-15 03:49:10.000000,2021-12-12 19:02:05.000000,2021-12-12 19:02:05.000000,19.0,10.0,188.0,304.0,503.0,2020-02-02 22:32:28.000000,0.1.6,,126.0,26.0,14.0,14.0,2.0,https://pypi.org/project/pylantern,126.0,,,,,,,,2.0,,Apache-2.0,,,,,,,,,,
141,treon,True,Easy to use test framework for Jupyter Notebooks.,https://github.com/ReviewNB/treon,,notebook-tools,16,treon,ReviewNB/treon,,,https://github.com/ReviewNB/treon,2019-03-29 15:02:35.000000,2021-12-21 13:49:08.000000,2020-10-08 09:00:06.000000,19.0,2.0,9.0,278.0,56.0,,,,3794.0,,35.0,35.0,4.0,https://pypi.org/project/treon,3794.0,,,,,,,,3.0,,MIT,,,,,,,,,,
142,JupyterLab Go-To-Definition,True,Navigate to variable's definition with a click in..,https://github.com/krassowski/jupyterlab-go-to-definition,,lab-extensions,16,,krassowski/jupyterlab-go-to-definition,,,https://github.com/krassowski/jupyterlab-go-to-definition,2018-12-22 01:18:42.000000,2021-08-23 19:48:16.000000,2021-07-28 12:06:05.000000,9.0,10.0,13.0,209.0,89.0,2019-07-05 21:26:30.000000,0.5.0,,2550.0,5.0,11.0,11.0,2.0,,,,,,,,,,2.0,@krassowski/jupyterlab_go_to_definition,BSD-3-Clause,https://www.npmjs.com/package/@krassowski/jupyterlab_go_to_definition,2550.0,,,,,,,,
143,JupyterLab SideCar,True,A sidecar output widget for JupyterLab.,https://github.com/jupyter-widgets/jupyterlab-sidecar,,lab-extensions,16,sidecar,jupyter-widgets/jupyterlab-sidecar,,,https://github.com/jupyter-widgets/jupyterlab-sidecar,2018-03-26 09:23:58.000000,2022-01-13 09:31:53.000000,2021-07-04 21:12:58.000000,34.0,19.0,10.0,192.0,69.0,2021-03-11 01:34:17.000000,0.5.1,,453.0,1.0,3.0,3.0,13.0,https://pypi.org/project/sidecar,,,,,,,,,2.0,@jupyter-widgets/jupyterlab-sidecar,BSD-3-Clause,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-sidecar,453.0,,,,,,,,
144,SAS Kernel,True,A Jupyter kernel for SAS. This opens up all the data manipulation..,https://github.com/sassoftware/sas_kernel,,kernels,16,sas_kernel,sassoftware/sas_kernel,,,https://github.com/sassoftware/sas_kernel,2016-04-01 16:19:50.000000,2021-09-21 14:53:24.000000,2021-09-21 14:53:24.000000,71.0,3.0,52.0,181.0,213.0,2021-07-14 17:27:18.000000,2.4.11,,537.0,14.0,,,7.0,https://pypi.org/project/sas_kernel,537.0,,,,,,,,3.0,,Apache-2.0,,,,,,,,,,
145,JupyterLab Data Explorer,True,First class datasets in JupyterLab.,https://github.com/jupyterlab/jupyterlab-data-explorer,,lab-extensions,16,,jupyterlab/jupyterlab-data-explorer,,,https://github.com/jupyterlab/jupyterlab-data-explorer,2019-01-03 21:57:42.000000,2021-12-09 16:25:40.000000,2020-05-24 13:16:16.000000,34.0,57.0,34.0,161.0,426.0,,,,112.0,,10.0,10.0,9.0,,,,,,,,,,2.0,@jupyterlab/dataregistry-extension,BSD-3-Clause,https://www.npmjs.com/package/@jupyterlab/dataregistry-extension,112.0,,,,,,,,
146,JupyterLab Spellchecker,True,Spellchecker for JupyterLab notebook markdown cells..,https://github.com/jupyterlab-contrib/spellchecker,,lab-extensions,16,,ijmbarr/jupyterlab_spellchecker,,,https://github.com/jupyterlab-contrib/spellchecker,2018-04-02 07:47:30.000000,2021-10-08 10:06:16.000000,2021-10-08 10:02:41.000000,16.0,11.0,33.0,136.0,150.0,2021-10-08 10:06:16.000000,0.7.2,,2021.0,7.0,1.0,1.0,6.0,,,,,,,,,,2.0,@ijmbarr/jupyterlab_spellchecker,BSD-3-Clause,https://www.npmjs.com/package/@ijmbarr/jupyterlab_spellchecker,2021.0,,jupyterlab-contrib/spellchecker,,,,,,
147,ipytree,True,A Tree Widget using Jupyter-widgets protocol and jsTree.,https://github.com/QuantStack/ipytree,,widgets,16,ipytree,QuantStack/ipytree,conda-forge/ipytree,,https://github.com/QuantStack/ipytree,2018-09-15 13:17:27.000000,2021-12-19 00:56:39.000000,2021-08-10 09:03:01.000000,23.0,16.0,13.0,86.0,103.0,,,,12432.0,7.0,,,8.0,https://pypi.org/project/ipytree,11600.0,https://anaconda.org/conda-forge/ipytree,2021-03-03 13:15:38.895000,28296.0,,,,,3.0,,MIT,,,,,,,,,,
148,JupyterLab IFrame,True,JupyterLab iframe widget.,https://github.com/timkpaine/jupyterlab_iframe,,lab-extensions,16,jupyterlab_iframe,timkpaine/jupyterlab_iframe,,,https://github.com/timkpaine/jupyterlab_iframe,2018-03-12 02:34:47.000000,2021-12-12 18:40:39.000000,2021-12-12 18:40:39.000000,15.0,6.0,58.0,75.0,,2021-11-30 04:16:27.000000,0.4.1,,1165.0,14.0,3.0,3.0,5.0,https://pypi.org/project/jupyterlab_iframe,464.0,,,,,,,,2.0,jupyterlab_iframe,Apache-2.0,https://www.npmjs.com/package/jupyterlab_iframe,701.0,,,,,,,,
149,SystemdSpawner,True,Spawn JupyterHub single-user notebook servers with systemd.,https://github.com/jupyterhub/systemdspawner,,hub-spawners,16,jupyterhub-systemdspawner,jupyterhub/systemdspawner,,,https://github.com/jupyterhub/systemdspawner,2016-09-06 07:20:44.000000,2021-12-01 11:44:56.000000,2021-08-06 12:10:14.000000,37.0,26.0,29.0,74.0,146.0,,,,1242.0,,19.0,19.0,17.0,https://pypi.org/project/jupyterhub-systemdspawner,1242.0,,,,,,,,3.0,,BSD-3-Clause,,,,,,,,,,
150,ipyregulartable,True,"High performance, editable, stylable datagrids in jupyter..",https://github.com/jpmorganchase/ipyregulartable,,widgets,16,ipyregulartable,jpmorganchase/ipyregulartable,,,https://github.com/jpmorganchase/ipyregulartable,2020-06-15 21:45:08.000000,2021-12-11 18:18:15.000000,2021-12-11 18:18:15.000000,9.0,10.0,15.0,55.0,,,,,92736.0,5.0,9.0,9.0,4.0,https://pypi.org/project/ipyregulartable,65.0,,,,,,,,3.0,@jupyter-widgets/jupyterlab-manager,Apache-2.0,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,92671.0,,,,,,,,
151,jupyter-archive,True,"A Jupyter/Jupyterlab extension to make, download and extract..",https://github.com/jupyterlab-contrib/jupyter-archive,,jupyter-extensions,16,,jupyterlab-contrib/jupyter-archive,conda-forge/jupyter-archive,,https://github.com/jupyterlab-contrib/jupyter-archive,2019-07-25 17:15:19.000000,2021-12-08 08:31:32.000000,2021-10-14 14:56:05.000000,8.0,1.0,29.0,51.0,195.0,2021-12-08 08:31:33.000000,2.3.1,3251.0,833.0,22.0,,,8.0,,,https://anaconda.org/conda-forge/jupyter-archive,2021-10-13 13:44:42.346000,19270.0,,,,,3.0,,BSD-3-Clause,,,,,,,,,,
