,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,license,npm_url,npm_monthly_downloads,trending,go_id,cran_id,updated_github_id,gem_id,pypi,hex_id,bitbucket_id
156,ipyscales,True,A widget library for scales.,https://github.com/vidartf/ipyscales,,widgets,16,vidartf/ipyscales,ipyscales,conda-forge/ipyscales,https://github.com/vidartf/ipyscales,2017-08-24 20:16:19.000000,2021-01-06 10:53:16.793000,2021-01-05 12:56:43.000000,3.0,2.0,4.0,12.0,172.0,,,,1521.0,7.0,45.0,45.0,4.0,https://pypi.org/project/ipyscales,175.0,https://anaconda.org/conda-forge/ipyscales,2021-01-06 10:53:16.793000,48459.0,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
157,geonotebook,True,A Jupyter notebook extension for geospatial visualization and..,https://github.com/OpenGeoscience/geonotebook,,widgets,15,OpenGeoscience/geonotebook,,,https://github.com/OpenGeoscience/geonotebook,2016-07-26 19:48:45.000000,2019-01-21 18:59:02.250643,2019-01-21 15:53:00.000000,135.0,37.0,46.0,1026.0,647.0,,,,2224.0,,,,9.0,,,,,,3.0,geonotebook/geonotebook,https://hub.docker.com/r/geonotebook/geonotebook,2019-01-21 18:59:02.250643,5.0,131250.0,,Apache-2.0,,,,,,,,,,
158,clojupyter,True,a Jupyter kernel for Clojure.,https://github.com/clojupyter/clojupyter,,kernels,15,clojupyter/clojupyter,,simplect/clojupyter,https://github.com/clojupyter/clojupyter,2014-05-09 07:09:06.000000,2021-01-25 02:00:25.000000,2021-01-25 02:00:24.000000,73.0,16.0,68.0,693.0,259.0,,,,98.0,7.0,,,23.0,,,https://anaconda.org/simplect/clojupyter,2020-03-02 14:14:22.302000,2190.0,3.0,simplect/clojupyter,https://hub.docker.com/r/simplect/clojupyter,2019-04-25 08:25:07.304303,,287.0,,MIT,,,,,,,,,,
159,Lantern,True,Data exploration glue.,https://github.com/timkpaine/lantern,,lab-extensions,15,timkpaine/lantern,pylantern,,https://github.com/timkpaine/lantern,2017-07-15 03:49:10.000000,2021-02-27 21:52:34.000000,2021-02-27 21:52:33.000000,19.0,10.0,188.0,296.0,495.0,2020-02-02 22:32:28.000000,0.1.6,,132.0,26.0,14.0,14.0,2.0,https://pypi.org/project/pylantern,132.0,,,,2.0,,,,,,,Apache-2.0,,,,,,,,,,
160,treon,True,Easy to use test framework for Jupyter Notebooks.,https://github.com/ReviewNB/treon,,notebook-tools,15,ReviewNB/treon,treon,,https://github.com/ReviewNB/treon,2019-03-29 15:02:35.000000,2020-10-08 09:00:07.000000,2020-10-08 09:00:06.000000,18.0,2.0,9.0,266.0,56.0,,,,2989.0,,33.0,33.0,4.0,https://pypi.org/project/treon,2989.0,,,,3.0,,,,,,,MIT,,,,,,,,,,
161,JupyterLab Tensorboard,True,Tensorboard extension for jupyterlab.,https://github.com/chaoleili/jupyterlab_tensorboard,,lab-extensions,15,chaoleili/jupyterlab_tensorboard,,,https://github.com/chaoleili/jupyterlab_tensorboard,2018-08-14 12:36:26.000000,2021-06-15 20:44:42.000000,2021-02-24 06:31:50.000000,26.0,17.0,8.0,265.0,31.0,,,,5859.0,,2.0,2.0,6.0,,,,,,2.0,,,,,,jupyterlab_tensorboard,MIT,https://www.npmjs.com/package/jupyterlab_tensorboard,5859.0,,,,,,,,
162,blackcellmagic,True,IPython magic command to format python code in cell using..,https://github.com/csurfer/blackcellmagic,,magic,15,csurfer/blackcellmagic,blackcellmagic,,https://github.com/csurfer/blackcellmagic,2018-04-25 14:27:26.000000,2020-08-07 13:12:52.000000,2019-04-11 00:12:09.000000,8.0,3.0,5.0,261.0,16.0,,,,3439.0,,112.0,112.0,3.0,https://pypi.org/project/blackcellmagic,3439.0,,,,2.0,,,,,,,MIT,,,,,,,,,,
163,LFortran,True,Official mirror of https://gitlab.com/lfortran/lfortran. Please submit..,https://github.com/lfortran/lfortran,,kernels,15,lfortran/lfortran,lfortran,conda-forge/lfortran,https://github.com/lfortran/lfortran,2019-03-24 13:22:20.000000,2021-06-24 10:13:40.000000,2021-06-24 10:13:23.000000,13.0,,,250.0,5557.0,,,,1160.0,7.0,,,13.0,https://pypi.org/project/lfortran,125.0,https://anaconda.org/conda-forge/lfortran,2021-03-08 22:57:01.503000,23816.0,3.0,,,,,,,,,,,,,,,,,
164,gpu-jupyter,True,Leverage the flexibility of Jupyterlab through the power of your..,https://github.com/iot-salzburg/gpu-jupyter,,notebook-environments,15,iot-salzburg/gpu-jupyter,,,https://github.com/iot-salzburg/gpu-jupyter,2019-11-12 20:10:23.000000,2021-04-27 11:07:52.000000,2021-04-26 14:44:47.000000,77.0,5.0,37.0,218.0,204.0,2021-04-08 06:54:08.000000,1.4_cuda-11.0_ubuntu-18.04,,,5.0,,,9.0,,,,,,3.0,,,,,,,Apache-2.0,,,,,,,,,,
165,Jupyter Bokeh,True,An extension for rendering Bokeh content in JupyterLab notebooks.,https://github.com/bokeh/jupyter_bokeh,,lab-extensions,15,bokeh/jupyter_bokeh,jupyter-bokeh,,https://github.com/bokeh/jupyter_bokeh,2017-08-14 23:01:29.000000,2021-06-02 19:59:06.000000,2021-06-02 19:59:06.000000,29.0,6.0,69.0,175.0,,,,,43570.0,,,,15.0,https://pypi.org/project/jupyter-bokeh,8153.0,,,,2.0,,,,,,@bokeh/jupyter_bokeh,BSD-3-Clause,https://www.npmjs.com/package/@bokeh/jupyter_bokeh,35417.0,,,,,,,,
166,HTTP-over-WebSocket,True,Jupyter support for HTTP-over-ws.,https://github.com/googlecolab/jupyter_http_over_ws,,jupyter-extensions,15,googlecolab/jupyter_http_over_ws,jupyter_http_over_ws,,https://github.com/googlecolab/jupyter_http_over_ws,2018-03-26 22:52:45.000000,2021-01-08 04:19:39.000000,2021-01-08 04:19:33.000000,29.0,18.0,7.0,174.0,29.0,,,,10156.0,,,,3.0,https://pypi.org/project/jupyter_http_over_ws,10156.0,,,,3.0,,,,,,,Apache-2.0,,,,,,,,,,
167,JupyterLab Data Explorer,True,First class datasets in JupyterLab.,https://github.com/jupyterlab/jupyterlab-data-explorer,,lab-extensions,15,jupyterlab/jupyterlab-data-explorer,,,https://github.com/jupyterlab/jupyterlab-data-explorer,2019-01-03 21:57:42.000000,2020-05-24 13:16:18.000000,2020-05-24 13:16:16.000000,29.0,54.0,34.0,155.0,426.0,,,,132.0,,10.0,10.0,9.0,,,,,,2.0,,,,,,@jupyterlab/dataregistry-extension,BSD-3-Clause,https://www.npmjs.com/package/@jupyterlab/dataregistry-extension,132.0,-1.0,,,,,,,
168,jupyterlab-classic,True,The next-gen old-school notebook UI.,https://github.com/jupyterlab/retrolab,,notebook-environments,15,jtpio/jupyterlab-classic,jupyterlab-classic,,https://github.com/jupyterlab/retrolab,2020-12-07 16:37:07.000000,2021-06-16 20:34:00.000000,2021-06-15 15:42:46.000000,22.0,28.0,46.0,150.0,,2021-05-31 19:23:51.000000,0.2.2,,135.0,23.0,2.0,2.0,7.0,https://pypi.org/project/jupyterlab-classic,135.0,,,,3.0,,,,,,,BSD-3-Clause,,,,,,jupyterlab/retrolab,,,,
169,igv.js widget,True,Extension for Jupyter Notebook which integrates igv.js.,https://github.com/igvteam/igv-jupyter,,widgets,15,igvteam/igv-jupyter,igv-jupyter,,https://github.com/igvteam/igv-jupyter,2016-07-21 18:44:38.000000,2021-05-12 20:00:29.000000,2021-05-12 19:50:01.000000,14.0,,35.0,130.0,95.0,2021-05-12 20:00:29.000000,0.10.0,,255.0,5.0,2.0,2.0,4.0,https://pypi.org/project/igv-jupyter,255.0,,,,3.0,,,,,,,MIT,,,,,,,,,,
170,nb_conda,True,Conda environment and package access extension from within Jupyter.,https://github.com/Anaconda-Platform/nb_conda,,jupyter-extensions,15,Anaconda-Platform/nb_conda,,conda-forge/nb_conda,https://github.com/Anaconda-Platform/nb_conda,2015-12-09 23:12:58.000000,2021-02-08 11:04:25.512000,2020-09-11 21:06:00.000000,24.0,33.0,28.0,114.0,158.0,,,,4648.0,4.0,,,14.0,,,https://anaconda.org/conda-forge/nb_conda,2021-02-08 11:04:25.512000,274275.0,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
171,JupyterLab Spreadsheet,True,"JupyterLab plugin for viewing spreadsheets, such as..",https://github.com/quigleyj97/jupyterlab-spreadsheet,,lab-renderer,15,quigleyj97/jupyterlab-spreadsheet,,,https://github.com/quigleyj97/jupyterlab-spreadsheet,2018-10-13 22:51:03.000000,2021-06-16 03:18:53.000000,2021-02-02 03:01:26.000000,9.0,8.0,13.0,109.0,,2021-02-02 03:03:28.000000,0.4.0,,5409.0,4.0,,,4.0,,,,,,3.0,,,,,,jupyterlab-spreadsheet,BSD-3-Clause,https://www.npmjs.com/package/jupyterlab-spreadsheet,5409.0,,,,,,,,
172,jupyterlab-celltags,True,A JupyterLab extension for notebook cell tags.,https://github.com/jupyterlab/jupyterlab-celltags,,lab-extensions,15,jupyterlab/jupyterlab-celltags,,,https://github.com/jupyterlab/jupyterlab-celltags,2018-06-18 22:02:23.000000,2020-04-29 18:27:31.000000,2020-04-29 18:26:29.000000,24.0,11.0,7.0,109.0,441.0,,,,,,245.0,245.0,10.0,,,,,,2.0,,,,,,,BSD-3-Clause,,,,,,,,,,
173,ipytree,True,A Tree Widget using Jupyter-widgets protocol and jsTree.,https://github.com/QuantStack/ipytree,,widgets,15,QuantStack/ipytree,ipytree,conda-forge/ipytree,https://github.com/QuantStack/ipytree,2018-09-15 13:17:27.000000,2021-06-12 17:33:47.000000,2021-03-03 12:57:09.000000,19.0,11.0,12.0,76.0,93.0,,,,10027.0,7.0,,,7.0,https://pypi.org/project/ipytree,9323.0,https://anaconda.org/conda-forge/ipytree,2021-03-03 13:15:38.895000,19020.0,3.0,,,,,,,MIT,,,,,,,,,,
174,nbzip,True,Zips and downloads all the contents of a jupyter notebook.,https://github.com/data-8/nbzip,,jupyter-extensions,15,data-8/nbzip,nbzip,,https://github.com/data-8/nbzip,2017-09-30 17:32:31.000000,2019-11-22 08:47:26.000000,2019-11-22 08:47:25.000000,15.0,9.0,5.0,69.0,43.0,,,,881.0,,202.0,202.0,6.0,https://pypi.org/project/nbzip,881.0,,,,3.0,,,,,,,Apache-2.0,,,-1.0,,,,,,,
175,SystemdSpawner,True,Spawn JupyterHub single-user notebook servers with systemd.,https://github.com/jupyterhub/systemdspawner,,hub-spawners,15,jupyterhub/systemdspawner,jupyterhub-systemdspawner,,https://github.com/jupyterhub/systemdspawner,2016-09-06 07:20:44.000000,2021-02-22 20:44:43.000000,2020-12-07 14:41:33.000000,36.0,22.0,24.0,68.0,144.0,,,,1960.0,,15.0,15.0,15.0,https://pypi.org/project/jupyterhub-systemdspawner,1960.0,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
176,mkdocs-jupyter,True,Use Jupyter Notebook in mkdocs.,https://github.com/danielfrg/mkdocs-jupyter,,notebook-sharing,15,danielfrg/mkdocs-jupyter,mkdocs-jupyter,,https://github.com/danielfrg/mkdocs-jupyter,2019-12-18 02:11:34.000000,2021-05-08 02:01:23.000000,2021-05-07 13:30:25.000000,8.0,4.0,21.0,65.0,,,,,6401.0,,109.0,109.0,7.0,https://pypi.org/project/mkdocs-jupyter,6401.0,,,,3.0,,,,,,,Apache-2.0,,,,,,,,,,
177,JupyterLab Python Files,True,JupyterLab extension to create Python files.,https://github.com/jtpio/jupyterlab-python-file,,lab-extensions,15,jtpio/jupyterlab-python-file,,,https://github.com/jtpio/jupyterlab-python-file,2018-10-17 22:21:21.000000,2021-06-23 21:31:46.000000,2021-06-23 21:10:41.000000,7.0,2.0,7.0,47.0,,2021-06-23 21:13:28.000000,0.5.5,52.0,2223.0,5.0,,,4.0,,,,,,2.0,,,,,,jupyterlab-python-file,BSD-3-Clause,https://www.npmjs.com/package/jupyterlab-python-file,2215.0,,,,,,,,
178,Altair Viewer,True,Viewer for Altair and Vega-Lite visualizations.,https://github.com/altair-viz/altair_viewer,,widgets,15,altair-viz/altair_viewer,altair_viewer,,https://github.com/altair-viz/altair_viewer,2019-12-20 14:32:14.000000,2020-04-01 05:53:02.000000,2020-04-01 05:53:01.000000,4.0,1.0,3.0,46.0,104.0,2020-03-31 12:46:48.000000,0.3.0,,92764.0,2.0,,,2.0,https://pypi.org/project/altair_viewer,92764.0,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
179,jupyterlab-sos,True,Jupyterlab extension for SoS Polyglot Notebook and Workflow..,https://github.com/vatlab/jupyterlab-sos,,lab-extensions,15,vatlab/jupyterlab-sos,,conda-forge/jupyterlab-sos,https://github.com/vatlab/jupyterlab-sos,2018-03-20 16:07:18.000000,2021-04-16 15:33:43.971000,2021-04-14 22:31:35.000000,,10.0,47.0,45.0,296.0,2019-09-02 19:30:02.000000,0.5.0,,618.0,11.0,4.0,4.0,3.0,,,https://anaconda.org/conda-forge/jupyterlab-sos,2021-04-16 15:33:43.971000,9290.0,2.0,,,,,,jupyterlab-sos,BSD-3-Clause,https://www.npmjs.com/package/jupyterlab-sos,176.0,,,,,,,,
180,heat,True,IPython magic command to profile and view your python code as a heat map.,https://github.com/csurfer/pyheatmagic,,magic,14,csurfer/pyheatmagic,py-heat-magic,,https://github.com/csurfer/pyheatmagic,2017-08-18 20:35:01.000000,2018-04-21 09:16:49.000000,2018-04-21 09:16:37.000000,18.0,2.0,3.0,732.0,32.0,,,,1020.0,,23.0,23.0,3.0,https://pypi.org/project/py-heat-magic,1020.0,,,,3.0,,,,,,,MIT,,,,,,,,,,
181,Wolfram Kernel,True,Wolfram Language kernel for Jupyter notebooks.,https://github.com/WolframResearch/WolframLanguageForJupyter,,kernels,14,WolframResearch/WolframLanguageForJupyter,,,https://github.com/WolframResearch/WolframLanguageForJupyter,2019-01-18 19:37:06.000000,2021-01-10 22:20:14.000000,2020-12-15 17:18:31.000000,69.0,17.0,61.0,575.0,138.0,,,3762.0,156.0,2.0,,,6.0,,,,,,3.0,,,,,,,MIT,,,,,,,,,,
182,jupyter-tensorboard,True,Start Tensorboard in Jupyter Notebook.,https://github.com/lspvic/jupyter_tensorboard,,jupyter-extensions,14,lspvic/jupyter_tensorboard,jupyter-tensorboard,,https://github.com/lspvic/jupyter_tensorboard,2017-08-22 08:05:13.000000,2021-02-25 23:36:10.000000,2020-02-16 06:42:48.000000,66.0,38.0,27.0,450.0,69.0,,,,4621.0,,,,4.0,https://pypi.org/project/jupyter-tensorboard,4621.0,,,,3.0,,,,,,,MIT,,,,,,,,,,
183,nbgather,True,Spit shine for Jupyter notebooks.,https://github.com/microsoft/gather,,lab-extensions,14,microsoft/gather,,,https://github.com/microsoft/gather,2018-10-08 23:32:10.000000,2021-05-26 01:33:10.000000,2020-02-14 15:11:45.000000,28.0,10.0,16.0,389.0,343.0,,,,84.0,,,,12.0,,,,,,3.0,,,,,,nbgather,MIT,https://www.npmjs.com/package/nbgather,84.0,,,,,,,,
184,JupyterLab SQL,True,SQL GUI for JupyterLab.,https://github.com/pbugnion/jupyterlab-sql,,lab-extensions,14,pbugnion/jupyterlab-sql,jupyterlab_sql,,https://github.com/pbugnion/jupyterlab-sql,2019-02-01 09:37:05.000000,2021-06-16 17:36:27.000000,2020-01-04 12:02:35.000000,39.0,37.0,37.0,341.0,634.0,,,,1009.0,,,,2.0,https://pypi.org/project/jupyterlab_sql,1009.0,,,,3.0,,,,,,,MIT,,,,,,,,,,
185,IElixir,True,Jupyter's kernel for Elixir programming language.,https://github.com/pprzetacznik/IElixir,,kernels,14,pprzetacznik/IElixir,,,https://github.com/pprzetacznik/IElixir,2015-07-06 11:39:08.000000,2021-03-20 17:48:12.317861,2021-03-20 17:27:38.000000,37.0,10.0,20.0,323.0,282.0,2020-11-15 17:48:03.000000,0.9.21,,3.0,8.0,,,18.0,,,,,,3.0,pprzetacznik/ielixir,https://hub.docker.com/r/pprzetacznik/ielixir,2021-03-20 17:48:12.317861,1.0,273.0,,Apache-2.0,,,,,,,,,ielixir,
186,nbopen,True,Open a Jupyter notebook in the best available server.,https://github.com/takluyver/nbopen,,notebook-tools,14,takluyver/nbopen,nbopen,,https://github.com/takluyver/nbopen,2014-07-09 03:24:47.000000,2018-04-25 07:37:01.000000,2018-04-25 07:36:18.000000,46.0,34.0,25.0,259.0,57.0,,,,1355.0,,,,10.0,https://pypi.org/project/nbopen,1355.0,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
187,testbook,True,Unit test your Jupyter Notebooks the right way.,https://github.com/nteract/testbook,,notebook-tools,14,nteract/testbook,,,https://github.com/nteract/testbook,2020-02-26 19:43:22.000000,2021-06-02 19:59:23.000000,2021-06-02 19:59:14.000000,24.0,31.0,44.0,231.0,,,,,,,43.0,43.0,13.0,,,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
188,Kernel Detection,True,An Jupyter plugin to enable the automatic detection of..,https://github.com/Cadair/jupyter_environment_kernels,,kernels,14,Cadair/jupyter_environment_kernels,environment_kernels,,https://github.com/Cadair/jupyter_environment_kernels,2015-01-06 14:50:00.000000,2018-02-20 00:36:41.000000,2018-02-12 13:00:01.000000,16.0,6.0,22.0,136.0,77.0,2018-02-12 13:01:06.000000,1.1.1,,6202.0,2.0,,,7.0,https://pypi.org/project/environment_kernels,6202.0,,,,3.0,,,,,,,BSD-2-Clause,,,,,,,,,,
189,Darcula Theme,True,A handsome Darcula theme for Jupyterlab. The first jlab theme to include dark scrollbars.,https://github.com/telamonian/theme-darcula,,lab-themes,14,telamonian/theme-darcula,,,https://github.com/telamonian/theme-darcula,2019-01-21 04:39:42.000000,2021-06-20 13:57:44.000000,2021-06-20 13:57:33.000000,13.0,2.0,14.0,99.0,91.0,,,,18242.0,,1.0,1.0,7.0,,,,,,1.0,,,,,,@telamonian/theme-darcula,BSD-3-Clause,https://www.npmjs.com/package/@telamonian/theme-darcula,18242.0,,,,,,,,
190,Content Management,True,Jupyter Content Management Extensions.,https://github.com/jupyter-incubator/contentmanagement,,jupyter-extensions,14,jupyter-incubator/contentmanagement,jupyter_cms,conda-forge/jupyter_cms,https://github.com/jupyter-incubator/contentmanagement,2015-09-21 15:41:02.000000,2020-10-15 16:27:20.124000,2018-06-11 01:51:34.000000,25.0,7.0,20.0,75.0,136.0,,,,1292.0,3.0,,,8.0,https://pypi.org/project/jupyter_cms,179.0,https://anaconda.org/conda-forge/jupyter_cms,2020-10-15 16:27:20.124000,63444.0,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
191,ipymaterialui,True,Jupyter Widgets based on React Material UI components.,https://github.com/maartenbreddels/ipymaterialui,,widgets,14,maartenbreddels/ipymaterialui,ipymaterialui,,https://github.com/maartenbreddels/ipymaterialui,2018-11-23 18:33:20.000000,2021-05-29 12:29:46.000000,2019-10-29 13:53:37.000000,13.0,6.0,3.0,67.0,74.0,2019-08-09 15:57:25.000000,0.1.1,,156.0,1.0,4.0,4.0,3.0,https://pypi.org/project/ipymaterialui,63.0,,,,3.0,,,,,,jupyter-materialui,MIT,https://www.npmjs.com/package/jupyter-materialui,93.0,,,,,,,,
192,JupyterLab Quickopen,True,Quickly open a file in JupyterLab by typing part of its..,https://github.com/parente/jupyterlab-quickopen,,lab-extensions,14,parente/jupyterlab-quickopen,jupyterlab-quickopen,,https://github.com/parente/jupyterlab-quickopen,2018-12-04 01:00:58.000000,2021-06-15 16:10:03.000000,2021-06-12 16:20:12.000000,7.0,,,67.0,42.0,2020-12-31 18:06:25.000000,1.0.0,,1129.0,1.0,,,5.0,https://pypi.org/project/jupyterlab-quickopen,491.0,,,,3.0,,,,,,@parente/jupyterlab-quickopen,BSD-3-Clause,https://www.npmjs.com/package/@parente/jupyterlab-quickopen,638.0,,,,,,,,
193,ipylab,True,Control JupyterLab from Python Notebooks with Jupyter Widgets.,https://github.com/jtpio/ipylab,,lab-extensions,14,jtpio/ipylab,ipylab,conda-forge/ipylab,https://github.com/jtpio/ipylab,2019-11-15 19:52:12.000000,2021-06-17 18:24:07.000000,2021-06-17 18:24:06.000000,3.0,10.0,13.0,64.0,,2021-01-12 20:40:35.000000,0.4.1,,448.0,8.0,,,4.0,https://pypi.org/project/ipylab,168.0,https://anaconda.org/conda-forge/ipylab,2021-01-12 20:58:22.772000,5331.0,3.0,,,,,,,BSD-3-Clause,,,2.0,,,,,,,
194,JupyterLab Shortcutui,True,A JupyterLab extension for managing keyboard shortcuts.,https://github.com/jupyterlab/jupyterlab-shortcutui,,lab-extensions,14,jupyterlab/jupyterlab-shortcutui,,,https://github.com/jupyterlab/jupyterlab-shortcutui,2018-06-18 22:07:19.000000,2020-01-17 16:59:32.000000,2020-01-17 16:59:32.000000,14.0,7.0,6.0,54.0,191.0,2019-09-05 11:54:07.000000,0.4.0,,749.0,3.0,,,8.0,,,,,,3.0,,,,,,@jupyterlab/shortcutui,BSD-3-Clause,https://www.npmjs.com/package/@jupyterlab/shortcutui,749.0,,,,,,,,
195,JupyterLab Autoversion,True,Automatically version jupyter notebooks in JupyterLab.,https://github.com/timkpaine/jupyterlab_autoversion,,lab-extensions,14,timkpaine/jupyterlab_autoversion,jupyterlab_autoversion,,https://github.com/timkpaine/jupyterlab_autoversion,2018-08-23 23:49:52.000000,2021-06-12 14:48:51.000000,2021-06-12 14:48:50.000000,5.0,5.0,23.0,53.0,,2021-01-01 04:15:38.000000,0.3.0,,211.0,7.0,,,4.0,https://pypi.org/project/jupyterlab_autoversion,130.0,,,,3.0,,,,,,jupyterlab_autoversion,Apache-2.0,https://www.npmjs.com/package/jupyterlab_autoversion,81.0,,,,,,,,
196,WrapSpawner,True,Mechanism for runtime configuration of spawners for JupyterHub.,https://github.com/jupyterhub/wrapspawner,,hub-spawners,14,jupyterhub/wrapspawner,,,https://github.com/jupyterhub/wrapspawner,2016-09-21 21:48:31.000000,2021-04-13 21:03:08.000000,2021-04-13 21:03:05.000000,41.0,15.0,13.0,43.0,30.0,2021-04-13 20:56:56.000000,1.0.0,,,1.0,4.0,4.0,15.0,,,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
197,jupyterlab-theme-solarized-dark,True,JupyterLab 2.x Solarized Dark extension.,https://github.com/AllanChain/jupyterlab-theme-solarized-dark,,lab-themes,14,AllanChain/jupyterlab-theme-solarized-dark,jupyterlab_theme_solarized_dark,,https://github.com/AllanChain/jupyterlab-theme-solarized-dark,2020-04-05 12:18:48.000000,2021-06-16 00:08:36.000000,2021-06-16 00:08:35.000000,3.0,1.0,1.0,40.0,58.0,2020-12-21 09:53:24.000000,1.0.4,,4771.0,7.0,,,2.0,https://pypi.org/project/jupyterlab_theme_solarized_dark,408.0,,,,1.0,,,,,,jupyterlab-theme-solarized-dark,BSD-3-Clause,https://www.npmjs.com/package/jupyterlab-theme-solarized-dark,4363.0,,,,,,,,
198,JWT Authenticator,True,A Token Authenticator for JupyterHub.,https://github.com/mogthesprog/jwtauthenticator,,hub-auth,14,mogthesprog/jwtauthenticator,jupyterhub-jwtauthenticator,,https://github.com/mogthesprog/jwtauthenticator,2017-06-21 20:09:58.000000,2021-04-15 07:40:37.000000,2019-02-13 10:57:15.000000,34.0,7.0,8.0,34.0,24.0,,,,160.0,,7.0,7.0,7.0,https://pypi.org/project/jupyterhub-jwtauthenticator,160.0,,,,2.0,,,,,,,Apache-2.0,,,,,,,,,,
199,dummyauthenticator,True,A Dummy JupyterHub Authenticator to make testing easy.,https://github.com/jupyterhub/dummyauthenticator,,hub-auth,14,jupyterhub/dummyauthenticator,jupyterhub-dummyauthenticator,,https://github.com/jupyterhub/dummyauthenticator,2016-02-14 21:57:32.000000,2021-02-12 08:19:02.000000,2021-02-12 08:19:00.000000,14.0,5.0,2.0,26.0,7.0,,,,4292.0,,80.0,80.0,,https://pypi.org/project/jupyterhub-dummyauthenticator,4292.0,,,,2.0,,,,,,,BSD-3-Clause,,,,,,,,,,
200,lgo,True,Interactive Go programming with Jupyter.,https://github.com/yunabe/lgo,,kernels,13,yunabe/lgo,,,https://github.com/yunabe/lgo,2017-10-05 15:29:10.000000,2020-11-20 07:01:33.000000,2019-07-09 12:59:17.000000,101.0,22.0,53.0,2175.0,169.0,,,,,,,,9.0,,,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
201,Bash Kernel,True,A bash kernel for IPython.,https://github.com/takluyver/bash_kernel,,kernels,13,takluyver/bash_kernel,bash_kernel,,https://github.com/takluyver/bash_kernel,2014-06-27 00:27:25.000000,2020-01-27 10:39:24.000000,2019-07-22 16:06:53.000000,98.0,35.0,53.0,547.0,86.0,2016-04-07 16:41:34.000000,0.4.1,2835.0,6359.0,1.0,,,13.0,https://pypi.org/project/bash_kernel,6314.0,,,,3.0,,,,,,,,,,,,,,,,,
202,py_d3,True,D3 block magic for Jupyter notebook.,https://github.com/ResidentMario/py_d3,,magic,13,ResidentMario/py_d3,py_d3,,https://github.com/ResidentMario/py_d3,2016-08-28 03:38:28.000000,2019-03-17 04:32:12.000000,2019-03-17 04:32:05.000000,35.0,2.0,14.0,433.0,38.0,,,,712.0,,,,3.0,https://pypi.org/project/py_d3,712.0,,,,3.0,,,,,,,MIT,,,,,,,,,,
203,Matlab Kernel,True,Jupyter Kernel for Matlab.,https://github.com/Calysto/matlab_kernel,,kernels,13,calysto/matlab_kernel,matlab_kernel,,https://github.com/Calysto/matlab_kernel,2015-01-31 12:51:06.000000,2020-11-09 20:41:50.000000,2020-11-09 20:41:43.000000,71.0,25.0,100.0,390.0,210.0,2017-10-17 21:39:32.000000,0.15.0,,969.0,1.0,,,17.0,https://pypi.org/project/matlab_kernel,969.0,,,,3.0,,,,,,,,,,,,,,,,,
204,JupyterWith,True,declarative and reproducible Jupyter environments - powered by Nix.,https://github.com/tweag/jupyterWith,,notebook-tools,13,tweag/jupyterWith,,,https://github.com/tweag/jupyterWith,2018-12-18 10:10:58.000000,2021-06-17 01:42:07.000000,2021-06-17 01:42:07.000000,59.0,38.0,37.0,254.0,283.0,,,,,,,,17.0,,,,,,3.0,,,,,,,MIT,,,,,,,,,,
205,JupyterLab Voyager,True,JupyterLab extension visualize data with Voyager.,https://github.com/altair-viz/jupyterlab_voyager,,lab-renderer,13,altair-viz/jupyterlab_voyager,,,https://github.com/altair-viz/jupyterlab_voyager,2017-08-26 15:50:13.000000,2021-05-29 03:40:07.000000,2019-08-14 17:21:34.000000,30.0,40.0,20.0,252.0,87.0,,,,77.0,,,,6.0,,,,,,3.0,,,,,,jupyterlab_voyager,BSD-3-Clause,https://www.npmjs.com/package/jupyterlab_voyager,77.0,,,,,,,,
206,pynb,True,Jupyter Notebooks as plain Python code with embedded Markdown text.,https://github.com/elehcimd/pynb,,notebook-sharing,13,elehcimd/pynb,,,https://github.com/elehcimd/pynb,2017-11-14 11:13:22.000000,2020-07-07 15:27:20.000000,2020-07-07 15:27:10.000000,5.0,,8.0,230.0,154.0,,,,,,11.0,11.0,8.0,,,,,,3.0,,,,,,,MIT,,,,,,,,,,
