,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_monthly_downloads,updated_github_id,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,go_id,cran_id,pypi,gem_id,hex_id,bitbucket_id
94,bookstore,True,Notebook storage and publishing workflows for the masses.,https://github.com/nteract/bookstore,,notebook-sharing,19,nteract/bookstore,bookstore,,https://github.com/nteract/bookstore,BSD-3-Clause,2018-10-16 18:54:00.000,2021-08-26 18:26:16.000000,2019-12-09 16:52:07,18.0,34.0,39.0,185.0,619.0,2019-12-03 17:50:40,2.5.0,,25847.0,6.0,11.0,11.0,7.0,https://pypi.org/project/bookstore,25847.0,,,,3.0,,,,,,,,,,,,,,,,
95,Darcula Theme,True,A handsome Darcula theme for Jupyterlab. The first jlab theme to include dark scrollbars.,https://github.com/telamonian/theme-darcula,,lab-themes,19,telamonian/theme-darcula,,,https://github.com/telamonian/theme-darcula,BSD-3-Clause,2019-01-21 04:39:42.000,2022-07-20 12:04:32.000000,2022-07-20 12:02:54,22.0,7.0,16.0,149.0,113.0,,,,1614.0,,454.0,454.0,7.0,,,,,,1.0,@telamonian/theme-darcula,https://www.npmjs.com/package/@telamonian/theme-darcula,1614.0,,,,,,,,,,,,,
96,jupyter-packaging,True,Tools to help build and install Jupyter Python packages.,https://github.com/jupyter/jupyter-packaging,,components,19,jupyter/jupyter-packaging,jupyter-packaging,conda-forge/jupyter-packaging,https://github.com/jupyter/jupyter-packaging,BSD-3-Clause,2017-03-04 19:38:49.000,2022-08-01 23:57:53.000000,2022-08-01 23:57:50,43.0,10.0,28.0,58.0,,2022-06-20 14:32:13,0.12.2,25.0,347624.0,31.0,,,29.0,https://pypi.org/project/jupyter-packaging,337067.0,https://anaconda.org/conda-forge/jupyter-packaging,2022-07-14 17:02:08.510,285028.0,3.0,,,,,,,,,,,,,,,,
97,ipydagred3,True,ipywidgets library for drawing directed acyclic graphs in..,https://github.com/timkpaine/ipydagred3,,widgets,19,timkpaine/ipydagred3,ipydagred3,,https://github.com/timkpaine/ipydagred3,Apache-2.0,2020-02-29 23:01:15.000,2022-07-21 13:31:33.000000,2022-07-21 13:31:32,5.0,3.0,16.0,38.0,,2022-05-06 22:45:47,0.3.6,,79961.0,15.0,11.0,11.0,3.0,https://pypi.org/project/ipydagred3,1151.0,,,,3.0,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,78810.0,,,,,,,,,,,,,
98,ML Workspace,True,All-in-one web-based IDE specialized for machine learning and..,https://github.com/ml-tooling/ml-workspace,,notebook-environments,18,ml-tooling/ml-workspace,,,https://github.com/ml-tooling/ml-workspace,Apache-2.0,2019-05-27 16:55:15.000,2022-02-03 21:26:52.000000,2021-11-22 20:42:15,331.0,6.0,79.0,2689.0,,2021-07-13 22:12:59,0.13.2,,13007.0,4.0,,,11.0,,,,,,3.0,,,,,mltooling/ml-workspace,https://hub.docker.com/r/mltooling/ml-workspace,2021-07-13 16:32:15.225256,24.0,507305.0,,,,,,,
99,IHaskell,True,A Haskell kernel for IPython.,https://github.com/IHaskell/IHaskell,,kernels,18,gibiansky/IHaskell,,,https://github.com/IHaskell/IHaskell,MIT,2013-08-26 07:16:09.000,2022-07-22 12:52:06.000000,2022-07-22 12:52:06,242.0,32.0,708.0,2375.0,2129.0,2015-03-26 05:06:25,0.6,,16.0,1.0,4.0,4.0,110.0,,,,,,2.0,ihaskell_jupyterlab,https://www.npmjs.com/package/ihaskell_jupyterlab,16.0,IHaskell/IHaskell,,,,,,,,,,,,
100,ipyparallel,True,Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,18,ipython/ipyparallel,ipyparallel,conda-forge/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2022-08-02 11:22:24.000000,2022-08-02 11:22:21,868.0,52.0,278.0,2241.0,,,,,64856.0,24.0,,,111.0,https://pypi.org/project/ipyparallel,56279.0,https://anaconda.org/conda-forge/ipyparallel,2022-06-21 14:24:53.709,651927.0,3.0,,,,,,,,,,,,,,,,
101,BinderHub,True,"Run your code in the cloud, with technology so advanced, it feels..",https://github.com/jupyterhub/binderhub,,notebook-sharing,18,jupyterhub/binderhub,,,https://github.com/jupyterhub/binderhub,BSD-3-Clause,2017-04-26 00:28:26.000,2022-08-03 22:10:56.000000,2022-08-02 06:55:11,321.0,181.0,449.0,2165.0,2719.0,,,,,1.0,6.0,6.0,84.0,,,,,,3.0,,,,,,,,,,,,,binderhub,,,
102,notedown,True,Markdown = IPython Notebook.,https://github.com/aaren/notedown,,notebook-sharing,18,aaren/notedown,notedown,conda-forge/notedown,https://github.com/aaren/notedown,BSD-2-Clause,2014-02-17 17:28:59.000,2021-10-18 21:21:21.000000,2017-11-16 19:29:56,91.0,39.0,29.0,829.0,264.0,,,,4535.0,1.0,183.0,183.0,7.0,https://pypi.org/project/notedown,3859.0,https://anaconda.org/conda-forge/notedown,2018-06-07 01:28:24.567,33833.0,3.0,,,,,,,,,,,,,,,,
103,gmaps,True,Google maps for Jupyter notebooks.,https://github.com/pbugnion/gmaps,,widgets,18,pbugnion/gmaps,gmaps,conda-forge/gmaps,https://github.com/pbugnion/gmaps,BSD-3-Clause,2014-12-01 09:12:06.000,2022-04-15 13:31:22.000000,2019-07-22 06:22:45,146.0,67.0,136.0,743.0,1380.0,2016-01-02 19:06:03,0.2,,14332.0,20.0,1.0,1.0,16.0,https://pypi.org/project/gmaps,8444.0,https://anaconda.org/conda-forge/gmaps,2019-08-02 11:56:50.940,268371.0,3.0,jupyter-gmaps,https://www.npmjs.com/package/jupyter-gmaps,1629.0,,,,,,,,,,,,,
104,IRuby,True,Official gem repository: Ruby kernel for Jupyter/IPython Notebook.,https://github.com/SciRuby/iruby,,kernels,18,SciRuby/iruby,,,https://github.com/SciRuby/iruby,MIT,2015-03-03 18:05:50.000,2022-07-05 23:32:06.000000,2022-07-05 23:32:06,18.0,45.0,141.0,717.0,715.0,2021-08-17 16:20:34,0.7.4,15.0,18.0,10.0,162.0,162.0,44.0,,,,,,2.0,,,,,rubydata/datascience-notebook,https://hub.docker.com/r/rubydata/datascience-notebook,2022-06-07 05:42:07.589827,3.0,1657.0,,,,,iruby,,
105,Code Formatter,True,A universal code formatter for JupyterLab.,https://github.com/ryantam626/jupyterlab_code_formatter,,lab-extensions,18,ryantam626/jupyterlab_code_formatter,jupyterlab_code_formatter,,https://github.com/ryantam626/jupyterlab_code_formatter,MIT,2018-08-12 20:50:17.000,2022-07-30 11:06:35.000000,2022-07-30 11:06:06,47.0,21.0,136.0,580.0,418.0,,,,35820.0,,,,36.0,https://pypi.org/project/jupyterlab_code_formatter,31250.0,,,,2.0,@ryantam626/jupyterlab_code_formatter,https://www.npmjs.com/package/@ryantam626/jupyterlab_code_formatter,4570.0,,,,,,,,,,,,,
106,JupyterLab Latex,True,JupyterLab extension for live editing of LaTeX documents.,https://github.com/jupyterlab/jupyterlab-latex,,lab-renderer,18,jupyterlab/jupyterlab-latex,jupyterlab_latex,,https://github.com/jupyterlab/jupyterlab-latex,BSD-3-Clause,2017-10-24 02:12:37.000,2022-07-20 07:52:00.000000,2022-04-12 21:28:47,58.0,27.0,55.0,528.0,430.0,2021-09-15 15:34:35,3.1.0,,4731.0,1.0,2.0,2.0,21.0,https://pypi.org/project/jupyterlab_latex,3505.0,,,,2.0,@jupyterlab/latex,https://www.npmjs.com/package/@jupyterlab/latex,1226.0,,,,,,,,,,,,,
107,nb_conda_kernels,True,Package for managing conda environment-based kernels inside of Jupyter.,https://github.com/Anaconda-Platform/nb_conda_kernels,,kernels,18,Anaconda-Platform/nb_conda_kernels,,conda-forge/nb_conda_kernels,https://github.com/Anaconda-Platform/nb_conda_kernels,BSD-3-Clause,2015-12-10 16:11:42.000,2022-02-14 03:58:59.101000,2020-11-30 15:55:07,55.0,35.0,98.0,462.0,335.0,2020-09-05 22:35:32,2.3.0,,9137.0,11.0,,,14.0,,,https://anaconda.org/conda-forge/nb_conda_kernels,2022-02-14 03:58:59.101,676162.0,2.0,,,,,,,,,,,,,,,,
108,JupyterLab GitHub,True,GitHub integration for JupyterLab.,https://github.com/jupyterlab/jupyterlab-github,,lab-extensions,18,jupyterlab/jupyterlab-github,jupyterlab-github,,https://github.com/jupyterlab/jupyterlab-github,BSD-3-Clause,2017-10-15 17:18:11.000,2022-07-20 11:12:35.000000,2021-12-10 09:26:11,88.0,21.0,36.0,332.0,228.0,2021-11-27 17:02:34,3.0.1,,2519.0,6.0,2.0,2.0,15.0,https://pypi.org/project/jupyterlab-github,1062.0,,,,2.0,@jupyterlab/github,https://www.npmjs.com/package/@jupyterlab/github,1457.0,,,,,,,,,,,,,
109,vega,True,IPython/Jupyter notebook module for Vega and Vega-Lite.,https://github.com/vega/ipyvega,,widgets,18,vega/ipyvega,vega,conda-forge/vega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000,2022-08-01 02:43:25.000000,2022-08-01 02:43:25,55.0,13.0,82.0,331.0,593.0,,,,12791.0,27.0,,,11.0,https://pypi.org/project/vega,6097.0,https://anaconda.org/conda-forge/vega,2022-02-10 13:26:24.004,495423.0,3.0,,,,,,,,,,,,,,,,
110,JupyterLab Templates,True,Support for jupyter notebook templates in jupyterlab.,https://github.com/jpmorganchase/jupyterlab_templates,,lab-extensions,18,jpmorganchase/jupyterlab_templates,jupyterlab_templates,,https://github.com/jpmorganchase/jupyterlab_templates,Apache-2.0,2018-03-17 21:38:11.000,2022-07-20 05:13:13.000000,2022-04-09 13:35:21,50.0,8.0,70.0,306.0,,2021-03-28 03:19:03,0.3.1,,10535.0,13.0,4.0,4.0,14.0,https://pypi.org/project/jupyterlab_templates,7421.0,,,,2.0,jupyterlab_templates,https://www.npmjs.com/package/jupyterlab_templates,3114.0,,,,,,,,,,,,,
111,treon,True,Easy to use test framework for Jupyter Notebooks.,https://github.com/ReviewNB/treon,,notebook-tools,18,ReviewNB/treon,treon,,https://github.com/ReviewNB/treon,MIT,2019-03-29 15:02:35.000,2022-08-04 11:15:43.000000,2022-08-04 11:15:04,21.0,3.0,10.0,282.0,66.0,,,,6786.0,,55.0,55.0,5.0,https://pypi.org/project/treon,6786.0,,,,3.0,,,,,,,,,,,,,,,,
112,dask-labextension,True,JupyterLab extension for Dask.,https://github.com/dask/dask-labextension,,lab-extensions,18,dask/dask-labextension,dask-labextension,conda-forge/dask-labextension,https://github.com/dask/dask-labextension,BSD-3-Clause,2016-09-26 19:01:37.000,2022-07-21 06:30:27.000000,2022-06-21 23:17:54,51.0,37.0,93.0,268.0,,2022-06-21 23:30:24,5.3.0,,24080.0,17.0,,,19.0,https://pypi.org/project/dask-labextension,6302.0,https://anaconda.org/conda-forge/dask-labextension,2022-06-22 14:17:08.997,588128.0,2.0,dask-labextension,https://www.npmjs.com/package/dask-labextension,2301.0,,,,,,,,,,,,,
113,scrapbook,True,A library for recording and reading data in notebooks.,https://github.com/nteract/scrapbook,,notebook-sharing,18,nteract/scrapbook,nteract-scrapbook,,https://github.com/nteract/scrapbook,BSD-3-Clause,2018-10-22 04:17:04.000,2022-04-13 16:57:46.000000,2022-04-13 16:57:42,26.0,23.0,25.0,247.0,,,,,75108.0,,143.0,143.0,11.0,https://pypi.org/project/nteract-scrapbook,75108.0,,,,3.0,,,,,,,,,,,,,,,,
114,OCaml Kernel,True,An OCaml kernel for Jupyter (IPython) notebook.,https://github.com/akabe/ocaml-jupyter,,kernels,18,akabe/ocaml-jupyter,,,https://github.com/akabe/ocaml-jupyter,MIT,2017-07-14 14:15:05.000,2022-04-10 08:21:20.000000,2022-04-10 07:57:57,28.0,3.0,68.0,224.0,372.0,2022-04-10 08:38:48,2.8.0,69242.0,1135.0,32.0,,,18.0,,,,,,2.0,,,,,,,,,,,,,,,,
115,gator,True,Conda environment and package management extension from within Jupyter.,https://github.com/mamba-org/gator,,jupyter-extensions,18,mamba-org/gator,,conda-forge/mamba_gator,https://github.com/mamba-org/gator,BSD-3-Clause,2018-08-02 05:15:23.000,2022-07-26 15:26:35.721000,2022-07-25 12:51:22,23.0,15.0,38.0,223.0,614.0,2022-07-25 13:09:54,npm@3.1.0,2.0,966.0,29.0,1.0,1.0,25.0,,,https://anaconda.org/conda-forge/mamba_gator,2022-07-26 15:26:35.721,17241.0,2.0,@mamba-org/gator-lab,https://www.npmjs.com/package/@mamba-org/gator-lab,145.0,,,,,,,,,,,,,
116,SAS Kernel,True,A Jupyter kernel for SAS. This opens up all the data manipulation..,https://github.com/sassoftware/sas_kernel,,kernels,18,sassoftware/sas_kernel,sas_kernel,,https://github.com/sassoftware/sas_kernel,Apache-2.0,2016-04-01 16:19:50.000,2022-06-01 15:55:57.000000,2022-06-01 15:55:57,71.0,3.0,54.0,187.0,213.0,2021-07-14 17:27:18,2.4.11,,1728.0,14.0,,,7.0,https://pypi.org/project/sas_kernel,1728.0,,,,2.0,,,,,,,,,,,,,,,,
117,Spylon Kernel,True,Jupyter kernel for scala and spark.,https://github.com/vericast/spylon-kernel,,kernels,18,Valassis-Digital-Media/spylon-kernel,spylon-kernel,conda-forge/spylon-kernel,https://github.com/vericast/spylon-kernel,,2016-11-21 02:23:14.000,2021-06-10 08:02:43.000000,2018-09-20 15:43:57,28.0,17.0,18.0,164.0,188.0,2017-03-05 04:26:44,0.2.0,,4823.0,8.0,85.0,85.0,6.0,https://pypi.org/project/spylon-kernel,3411.0,https://anaconda.org/conda-forge/spylon-kernel,2018-10-05 21:02:27.447,93240.0,2.0,,,,vericast/spylon-kernel,,,,,,,,,,,,
118,LTI Authenticator,True,A JupyterHub authenticator for LTI.,https://github.com/jupyterhub/ltiauthenticator,,hub-auth,18,jupyterhub/ltiauthenticator,jupyterhub-ltiauthenticator,,https://github.com/jupyterhub/ltiauthenticator,BSD-3-Clause,2017-12-15 02:54:15.000,2022-08-02 05:31:55.000000,2022-08-02 05:31:45,42.0,,34.0,55.0,,2021-11-15 20:10:09,1.3.0,,2599.0,6.0,78.0,78.0,15.0,https://pypi.org/project/jupyterhub-ltiauthenticator,2599.0,,,,2.0,,,,,,,,,,,,,,,,
119,Native Authenticator,True,JupyterHub-native user authenticator.,https://github.com/jupyterhub/nativeauthenticator,,hub-auth,18,jupyterhub/nativeauthenticator,jupyterhub-nativeauthenticator,,https://github.com/jupyterhub/nativeauthenticator,BSD-3-Clause,2018-12-03 17:38:18.000,2022-08-03 15:09:24.000000,2022-08-03 15:09:24,51.0,23.0,69.0,52.0,,2021-10-19 17:24:48,1.0.5,,4609.0,3.0,39.0,39.0,21.0,https://pypi.org/project/jupyterhub-nativeauthenticator,4609.0,,,,2.0,,,,,,,,,,,,,,,,
120,ipyvue,True,Jupyter widgets base for Vue libraries.,https://github.com/widgetti/ipyvue,,widgets,18,mariobuikhuizen/ipyvue,ipyvue,conda-forge/ipyvue,https://github.com/widgetti/ipyvue,MIT,2019-08-11 10:10:05.000,2022-05-25 19:40:14.000000,2021-12-10 13:35:55,11.0,2.0,5.0,40.0,86.0,2021-11-19 19:10:31,1.7.0,,85145.0,18.0,19.0,19.0,3.0,https://pypi.org/project/ipyvue,83673.0,https://anaconda.org/conda-forge/ipyvue,2021-10-28 12:53:01.039,53015.0,3.0,,,,widgetti/ipyvue,,,,,,,,,,,,
121,ipydatawidgets,True,A set of widgets to help facilitate reuse of large datasets..,https://github.com/vidartf/ipydatawidgets,,widgets,18,vidartf/ipydatawidgets,ipydatawidgets,conda-forge/ipydatawidgets,https://github.com/vidartf/ipydatawidgets,,2017-07-31 17:37:26.000,2022-05-23 09:12:47.321000,2022-05-19 10:50:15,7.0,3.0,6.0,29.0,287.0,,,,95674.0,7.0,559.0,559.0,5.0,https://pypi.org/project/ipydatawidgets,92397.0,https://anaconda.org/conda-forge/ipydatawidgets,2022-05-23 09:12:47.321,163877.0,3.0,,,,,,,,,,,,,,,,
122,pyforest,True,pyforest - feel the bliss of automated imports.,https://github.com/8080labs/pyforest,,jupyter-extensions,17,8080labs/pyforest,pyforest,,https://github.com/8080labs/pyforest,MIT,2019-08-12 07:35:46.000,2022-03-21 19:03:41.000000,2021-06-14 15:04:41,179.0,9.0,14.0,978.0,196.0,2019-09-02 14:01:33,0.1.2,,6801.0,1.0,,,13.0,https://pypi.org/project/pyforest,6801.0,,,,3.0,,,,,,,,,,,,,,,,
123,JupyterLab Vim,True,Vim notebook cell bindings for JupyterLab.,https://github.com/jwkvam/jupyterlab-vim,,lab-extensions,17,jwkvam/jupyterlab-vim,,,https://github.com/jwkvam/jupyterlab-vim,MIT,2017-12-02 21:16:38.000,2022-07-06 19:26:23.000000,2019-07-16 04:37:36,74.0,55.0,42.0,917.0,60.0,2019-07-16 04:33:54,0.11.0,,291.0,14.0,3.0,3.0,8.0,,,,,,2.0,jupyterlab_vim,https://www.npmjs.com/package/jupyterlab_vim,291.0,,,,,,,,,,,,,
124,IJava,True,A Jupyter kernel for executing Java code.,https://github.com/SpencerPark/IJava,,kernels,17,SpencerPark/IJava,,,https://github.com/SpencerPark/IJava,MIT,2017-10-08 04:42:46.000,2022-05-25 03:24:04.000000,2019-12-08 22:22:20,160.0,67.0,57.0,805.0,90.0,2019-05-06 03:28:50,1.3.0,87316.0,1746.0,5.0,,,4.0,,,,,,3.0,,,,,,,,,,,,,,,,
125,nbQA,True,Run any standard Python code quality tool on a Jupyter Notebook.,https://github.com/nbQA-dev/nbQA,,notebook-tools,17,nbQA-dev/nbQA,nbqa,,https://github.com/nbQA-dev/nbQA,MIT,2020-07-11 15:30:54.000,2022-08-01 19:27:09.000000,2022-07-17 10:37:35,31.0,2.0,250.0,530.0,619.0,,,,34510.0,,,,20.0,https://pypi.org/project/nbqa,34510.0,,,,3.0,,,,,,,,,,,,,,,,
126,GPU Dashboards,True,A JupyterLab extension for displaying dashboards of GPU..,https://github.com/rapidsai/jupyterlab-nvdashboard,,lab-extensions,17,rapidsai/jupyterlab-nvdashboard,jupyterlab-nvdashboard,,https://github.com/rapidsai/jupyterlab-nvdashboard,BSD-3-Clause,2019-08-12 15:22:10.000,2022-07-20 22:12:04.000000,2022-06-23 14:30:59,59.0,23.0,31.0,471.0,,2022-05-10 19:35:57,0.7.0,,3488.0,3.0,,,17.0,https://pypi.org/project/jupyterlab-nvdashboard,2026.0,,,,2.0,jupyterlab-nvdashboard,https://www.npmjs.com/package/jupyterlab-nvdashboard,1462.0,,,,,,,,,,,,,
127,JupyterLab Renderers,True,Renderers and renderer extensions for JupyterLab.,https://github.com/jupyterlab/jupyter-renderers,,lab-renderer,17,jupyterlab/jupyter-renderers,,,https://github.com/jupyterlab/jupyter-renderers,BSD-3-Clause,2017-06-08 16:59:07.000,2022-07-20 04:52:11.000000,2022-07-08 08:01:04,67.0,30.0,71.0,443.0,556.0,,,,1235.0,,1.0,1.0,25.0,,,,,,3.0,@jupyterlab/geojson-extension,https://www.npmjs.com/package/@jupyterlab/geojson-extension,1235.0,,,,,,,,,,,,,
128,Kernel Gateway,True,Jupyter Kernel Gateway.,https://github.com/jupyter-server/kernel_gateway,,kernels,17,jupyter/kernel_gateway,jupyter-kernel-gateway,,https://github.com/jupyter-server/kernel_gateway,,2015-09-21 15:34:11.000,2022-03-12 12:39:32.000000,2022-03-12 12:39:32,113.0,14.0,162.0,400.0,561.0,2021-08-25 00:19:46,2.5.1,105.0,11730.0,9.0,,,44.0,https://pypi.org/project/jupyter-kernel-gateway,11728.0,,,,3.0,,,,jupyter-server/kernel_gateway,,,,,,,,,,,,
129,JupyterLab Google Drive,True,Cloud storage for JupyterLab using Google Drive.,https://github.com/jupyterlab/jupyterlab-google-drive,,lab-extensions,17,jupyterlab/jupyterlab-google-drive,,,https://github.com/jupyterlab/jupyterlab-google-drive,BSD-3-Clause,2016-12-17 01:40:45.000,2022-07-20 08:58:08.000000,2022-04-28 22:45:01,71.0,33.0,65.0,369.0,515.0,2018-02-05 18:54:22,0.11.1,,1014.0,12.0,2.0,2.0,16.0,,,,,,2.0,@jupyterlab/google-drive,https://www.npmjs.com/package/@jupyterlab/google-drive,1014.0,,,,,,,,,,,,,
130,ThebeLab,True,ThebeLab: turning static HTML pages into live documents.,https://github.com/executablebooks/thebe,,notebook-sharing,17,executablebooks/thebe,,,https://github.com/executablebooks/thebe,BSD-3-Clause,2017-03-14 12:17:22.000,2022-08-04 11:56:36.000000,2021-11-19 12:06:20,56.0,57.0,87.0,293.0,676.0,2021-10-26 10:04:08,0.8.2,,,5.0,5.0,5.0,26.0,,,,,,3.0,,,,,,,,,,,,,,,,
131,ML Hub,True,Multi-user development platform for machine learning teams. Simple to..,https://github.com/ml-tooling/ml-hub,,notebook-environments,17,ml-tooling/ml-hub,,,https://github.com/ml-tooling/ml-hub,Apache-2.0,2019-06-26 15:05:50.000,2021-12-23 13:12:29.000000,2021-12-23 13:12:29,52.0,15.0,11.0,248.0,220.0,2020-02-03 15:59:07,1.0.0,1903.0,1214.0,8.0,,,7.0,,,,,,3.0,,,,,mltooling/ml-hub,https://hub.docker.com/r/mltooling/ml-hub,2020-02-18 09:26:53.302538,5.0,44116.0,,,,,,,
132,jupyterlab-classic,True,The next-gen old-school notebook UI.,https://github.com/jupyterlab/retrolab,,notebook-environments,17,jtpio/jupyterlab-classic,jupyterlab-classic,,https://github.com/jupyterlab/retrolab,BSD-3-Clause,2020-12-07 16:37:07.000,2022-05-04 08:02:28.000000,2022-05-04 08:02:27,43.0,4.0,106.0,245.0,,2022-05-04 07:37:18,0.3.21,792.0,90.0,50.0,78.0,78.0,17.0,https://pypi.org/project/jupyterlab-classic,51.0,,,,3.0,,,,jupyterlab/retrolab,,,,,,,,,,,,
133,JupyterLab SideCar,True,A sidecar output widget for JupyterLab.,https://github.com/jupyter-widgets/jupyterlab-sidecar,,lab-extensions,17,jupyter-widgets/jupyterlab-sidecar,sidecar,,https://github.com/jupyter-widgets/jupyterlab-sidecar,BSD-3-Clause,2018-03-26 09:23:58.000,2022-07-20 03:28:49.000000,2021-07-04 21:12:58,36.0,22.0,10.0,202.0,69.0,2021-03-11 01:34:17,0.5.1,,5063.0,1.0,3.0,3.0,13.0,https://pypi.org/project/sidecar,4571.0,,,,2.0,@jupyter-widgets/jupyterlab-sidecar,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-sidecar,492.0,,,,,,,,,,,,,
134,SciJava Kernel,True,Write SciJava scripts in Jupyter notebook!.,https://github.com/scijava/scijava-jupyter-kernel,,kernels,17,scijava/scijava-jupyter-kernel,,conda-forge/scijava-jupyter-kernel,https://github.com/scijava/scijava-jupyter-kernel,Apache-2.0,2017-01-31 01:16:24.000,2022-02-03 17:25:47.000000,2022-02-03 17:25:03,42.0,,80.0,175.0,404.0,2017-06-02 21:19:27,0.5.0,86.0,1252.0,15.0,,,9.0,,,https://anaconda.org/conda-forge/scijava-jupyter-kernel,2018-03-03 15:23:41.430,80075.0,3.0,,,,,,,,,,,,,,,,
135,Spark Monitor,True,Monitor Apache Spark from Jupyter Notebook.,https://github.com/krishnan-r/sparkmonitor,,jupyter-extensions,17,krishnan-r/sparkmonitor,sparkmonitor,,https://github.com/krishnan-r/sparkmonitor,Apache-2.0,2017-05-31 09:13:01.000,2022-05-16 18:45:37.000000,2022-05-16 18:45:37,50.0,15.0,7.0,166.0,215.0,2018-05-29 18:46:14,0.0.9,2403.0,1997.0,9.0,,,3.0,https://pypi.org/project/sparkmonitor,1944.0,,,,3.0,,,,,krishnanr/sparkmonitor,https://hub.docker.com/r/krishnanr/sparkmonitor,2019-10-04 06:28:22.959295,,916.0,,,,,,,
136,JupyterLab Spellchecker,True,Spellchecker for JupyterLab notebook markdown cells..,https://github.com/jupyterlab-contrib/spellchecker,,lab-extensions,17,ijmbarr/jupyterlab_spellchecker,,,https://github.com/jupyterlab-contrib/spellchecker,BSD-3-Clause,2018-04-02 07:47:30.000,2022-07-20 04:32:58.000000,2022-02-22 17:17:32,18.0,15.0,33.0,158.0,152.0,2021-10-08 10:06:16,0.7.2,,1868.0,7.0,1.0,1.0,6.0,,,,,,2.0,@ijmbarr/jupyterlab_spellchecker,https://www.npmjs.com/package/@ijmbarr/jupyterlab_spellchecker,1868.0,jupyterlab-contrib/spellchecker,,,,,,,,,,,,
137,igv.js widget,True,Extension for Jupyter Notebook which integrates igv.js.,https://github.com/g2nb/igv-jupyter,,widgets,17,igvteam/igv-jupyter,igv-jupyter,,https://github.com/g2nb/igv-jupyter,MIT,2016-07-21 18:44:38.000,2022-06-14 16:28:44.000000,2022-06-14 16:28:41,15.0,,41.0,151.0,139.0,2022-02-07 18:33:52,1.0.0,,284.0,9.0,11.0,11.0,5.0,https://pypi.org/project/igv-jupyter,284.0,,,,3.0,,,,g2nb/igv-jupyter,,,,,,,,,,,,
138,Rsession Proxy,True,Jupyter extensions for running an RStudio rsession proxy.,https://github.com/jupyterhub/jupyter-rsession-proxy,,jupyter-extensions,17,jupyterhub/jupyter-rsession-proxy,jupyter-rsession-proxy,,https://github.com/jupyterhub/jupyter-rsession-proxy,BSD-3-Clause,2016-12-09 06:26:18.000,2022-06-16 20:56:08.000000,2022-06-16 20:56:08,66.0,26.0,45.0,93.0,223.0,,,,2608.0,,38.0,38.0,20.0,https://pypi.org/project/jupyter-rsession-proxy,2608.0,,,,3.0,,,,,,,,,,,,,,,,
139,sphinxcontrib.jupyter,True,A Sphinx Extension for Generating Jupyter Notebooks.,https://github.com/QuantEcon/sphinxcontrib-jupyter,,notebook-tools,17,QuantEcon/sphinxcontrib-jupyter,sphinxcontrib-jupyter,,https://github.com/QuantEcon/sphinxcontrib-jupyter,BSD-3-Clause,2017-10-12 04:04:05.000,2022-02-09 08:46:28.000000,2020-06-18 03:28:01,23.0,88.0,93.0,72.0,269.0,2020-06-18 03:30:24,0.5.10,,779.0,17.0,26.0,26.0,13.0,https://pypi.org/project/sphinxcontrib-jupyter,779.0,,,,3.0,,,,,,,,,,,,,,,,
140,jdaviz,True,JWST astronomical data analysis tools in the Jupyter platform.,https://github.com/spacetelescope/jdaviz,,widgets,17,spacetelescope/jdaviz,jdaviz,,https://github.com/spacetelescope/jdaviz,BSD-3-Clause,2019-05-07 17:54:06.000,2022-08-03 19:53:02.000000,2022-08-02 20:06:23,34.0,266.0,408.0,68.0,,2022-07-21 18:38:25,2.8.0,,2289.0,11.0,,,27.0,https://pypi.org/project/jdaviz,2289.0,,,,3.0,,,,,,,,,,,,,,,,
141,Altair Viewer,True,Viewer for Altair and Vega-Lite visualizations.,https://github.com/altair-viz/altair_viewer,,widgets,17,altair-viz/altair_viewer,altair_viewer,,https://github.com/altair-viz/altair_viewer,BSD-3-Clause,2019-12-20 14:32:14.000,2022-01-14 00:49:57.000000,2022-01-14 00:49:56,8.0,3.0,4.0,51.0,117.0,2021-11-06 14:18:45,0.4.0,,770579.0,3.0,,,3.0,https://pypi.org/project/altair_viewer,770579.0,,,,3.0,,,,,,,,,,,,,,,,
