,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,commit_count,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,cran_id,go_id,gem_id,pypi,hex_id,bitbucket_id
46,evidently,True,Interactive reports to analyze machine learning models during..,https://github.com/evidentlyai/evidently,,widgets,22,evidentlyai/evidently,,,https://github.com/evidentlyai/evidently,Apache-2.0,2020-11-25 15:20:08.000,2023-02-16 13:55:20.000000,2023-02-13 12:27:17,339.0,49.0,128.0,3161.0,2023-02-09 18:00:00,0.2.4,,,43.0,1342.0,1342.0,34.0,,,,,,2.0,,,,,,,,,,,,,,,,,
47,qgrid,True,"An interactive grid for sorting, filtering, and editing DataFrames..",https://github.com/quantopian/qgrid,,widgets,22,quantopian/qgrid,qgrid,conda-forge/qgrid,https://github.com/quantopian/qgrid,Apache-2.0,2014-09-30 04:33:20.000,2022-11-08 16:27:23.000000,2020-04-07 18:56:49,396.0,154.0,125.0,2946.0,2020-04-07 16:34:17,1.3.1,,89791.0,21.0,2.0,2.0,30.0,https://pypi.org/project/qgrid,82656.0,https://anaconda.org/conda-forge/qgrid,2022-11-02 16:27:28.702,375339.0,2.0,405.0,,,qgrid,https://www.npmjs.com/package/qgrid,880.0,,,,,,,,,,,
48,BeakerX,True,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,22,twosigma/beakerx,beakerx,conda-forge/beakerx,https://github.com/twosigma/beakerx,Apache-2.0,2013-12-03 14:16:36.000,2022-11-03 11:08:08.841000,2021-01-21 14:02:57,374.0,348.0,4175.0,2731.0,2018-12-04 18:27:21,1.3.0,31.0,16441.0,39.0,,,43.0,https://pypi.org/project/beakerx,5155.0,https://anaconda.org/conda-forge/beakerx,2022-11-03 11:08:08.841,573209.0,2.0,1689.0,,,beakerx,https://www.npmjs.com/package/beakerx,205.0,beakerx/beakerx,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,23.0,249013.0,,,,,,
49,elyra,True,Elyra extends JupyterLab Notebooks with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,22,elyra-ai/elyra,elyra,conda-forge/elyra,https://github.com/elyra-ai/elyra,Apache-2.0,2019-10-22 21:37:58.000,2023-02-15 18:36:01.000000,2023-02-14 22:23:00,272.0,248.0,1324.0,1540.0,2023-01-26 22:22:50,3.14.2,,4354.0,27.0,42.0,42.0,57.0,https://pypi.org/project/elyra,3449.0,https://anaconda.org/conda-forge/elyra,2023-01-27 19:24:06.134,27155.0,1.0,,,,,,,,,,,,,,,,,
50,DataLab,True,Interactive tools and developer experiences for Big Data on..,https://github.com/googledatalab/datalab,,notebook-environments,22,googledatalab/datalab,datalab,,https://github.com/googledatalab/datalab,Apache-2.0,2014-08-06 18:37:34.000,2022-09-02 20:50:03.000000,2022-09-02 20:50:03,247.0,224.0,667.0,978.0,2021-08-16 19:04:35,1.2.20210816,,97876.0,19.0,,,53.0,https://pypi.org/project/datalab,97876.0,,,,2.0,2055.0,,,,,,,,,,,,,,,,
51,pythreejs,True,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,22,jupyter-widgets/pythreejs,pythreejs,conda-forge/pythreejs,https://github.com/jupyter-widgets/pythreejs,,2013-12-23 17:02:11.000,2022-10-21 10:50:59.000000,2022-08-25 13:37:51,174.0,58.0,167.0,849.0,2022-08-31 09:02:38,2.4.1,,86721.0,17.0,24.0,24.0,30.0,https://pypi.org/project/pythreejs,76629.0,https://anaconda.org/conda-forge/pythreejs,2022-09-06 14:51:41.037,459854.0,2.0,1715.0,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,4415.0,,,,,,,,,,,
52,watermark,True,"An IPython magic extension for printing date and time stamps, version..",https://github.com/rasbt/watermark,,magic,22,rasbt/watermark,watermark,conda-forge/watermark,https://github.com/rasbt/watermark,BSD-3-Clause,2014-07-30 03:46:33.000,2022-09-13 21:31:21.000000,2022-09-13 21:31:21,81.0,17.0,28.0,764.0,2022-05-27 13:54:28,2.3.1,,25198.0,16.0,1764.0,1764.0,17.0,https://pypi.org/project/watermark,21994.0,https://anaconda.org/conda-forge/watermark,2022-05-30 23:29:14.790,243576.0,2.0,99.0,,,,,,,,,,,,,,,,
53,ipycanvas,True,Interactive Canvas in Jupyter.,https://github.com/martinRenou/ipycanvas,,widgets,22,martinRenou/ipycanvas,ipycanvas,conda-forge/ipycanvas,https://github.com/martinRenou/ipycanvas,BSD-3-Clause,2019-07-06 12:55:29.000,2023-02-11 21:05:18.000000,2022-10-24 07:11:22,56.0,47.0,78.0,648.0,2022-11-07 16:48:10,0.13.1,,17304.0,33.0,7.0,7.0,21.0,https://pypi.org/project/ipycanvas,14187.0,https://anaconda.org/conda-forge/ipycanvas,2022-08-29 09:30:23.393,127817.0,2.0,467.0,,,,,,,,,,,,,,,,
54,Mapbox GL,True,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,https://github.com/mapbox/mapboxgl-jupyter,,widgets,22,mapbox/mapboxgl-jupyter,mapboxgl,,https://github.com/mapbox/mapboxgl-jupyter,MIT,2017-08-08 15:10:51.000,2022-01-11 05:18:07.000000,2021-04-19 05:00:36,133.0,33.0,67.0,624.0,2019-06-03 21:24:10,0.10.2,,14108.0,14.0,151.0,151.0,21.0,https://pypi.org/project/mapboxgl,14108.0,,,,2.0,221.0,,,,,,,,,,,,,,,,
55,itables,True,Interactive Tables in Jupyter.,https://github.com/mwouts/itables,,widgets,22,mwouts/itables,itables,,https://github.com/mwouts/itables,MIT,2019-04-15 22:09:44.000,2023-01-31 23:25:53.000000,2023-01-31 23:22:30,33.0,10.0,67.0,384.0,2023-01-31 23:25:53,1.4.6,,21579.0,34.0,204.0,204.0,5.0,https://pypi.org/project/itables,21579.0,,,,2.0,,,,,,,,,,,,,,,,,
56,jupyter_server,True,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,22,jupyter-server/jupyter_server,jupyter_server,conda-forge/jupyter_server,https://github.com/jupyter-server/jupyter_server,,2016-09-21 19:18:45.000,2023-02-15 16:03:04.430000,2023-02-15 14:45:27,210.0,118.0,253.0,378.0,2023-02-15 14:45:46,2.3.0,1168.0,12608136.0,97.0,,,497.0,https://pypi.org/project/jupyter_server,12535607.0,https://anaconda.org/conda-forge/jupyter_server,2023-02-15 16:03:04.430,3842478.0,3.0,,,,,,,,,,,,,,,,,
57,OAuthenticator,True,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,22,jupyterhub/oauthenticator,oauthenticator,conda-forge/oauthenticator,https://github.com/jupyterhub/oauthenticator,BSD-3-Clause,2014-09-23 21:37:06.000,2023-02-08 19:51:40.000000,2023-02-07 16:54:11,321.0,33.0,205.0,357.0,,,,28835.0,15.0,327.0,327.0,109.0,https://pypi.org/project/oauthenticator,28115.0,https://anaconda.org/conda-forge/oauthenticator,2022-09-08 13:19:36.567,33123.0,1.0,,,,,,,,,,,,,,,,,
58,sos,True,SoS workflow system for daily data analysis.,https://github.com/vatlab/sos,,notebook-environments,22,vatlab/SOS,,,https://github.com/vatlab/sos,BSD-3-Clause,2016-02-13 00:46:46.000,2023-02-01 19:22:59.000000,2022-09-23 04:46:09,32.0,64.0,1369.0,239.0,2019-05-21 01:06:30,0.9.11,,,51.0,3587.0,3587.0,36.0,,,,,,2.0,7579.0,,,,,,,,,,,,,,,,
59,ipycytoscape,True,A Cytoscape Jupyter widget.,https://github.com/cytoscape/ipycytoscape,,widgets,22,QuantStack/ipycytoscape,,conda-forge/ipycytoscape,https://github.com/cytoscape/ipycytoscape,BSD-3-Clause,2020-02-05 13:46:52.000,2023-02-03 15:56:09.000000,2022-09-12 13:05:27,57.0,59.0,99.0,221.0,2022-03-28 22:52:15,1.3.1,3.0,7115.0,19.0,118.0,118.0,32.0,,,https://anaconda.org/conda-forge/ipycytoscape,2022-09-12 13:43:52.218,249039.0,2.0,715.0,,cytoscape/ipycytoscape,,,,,,,,,,,,,,
60,Perspective,True,Streaming pivot visualization via WebAssembly.,https://github.com/finos/perspective,,lab-extensions,21,finos/perspective,perspective-python,,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2023-02-15 23:49:26.000000,2023-02-15 23:49:26,581.0,90.0,505.0,5247.0,,,,5406.0,,8.0,8.0,77.0,https://pypi.org/project/perspective-python,3979.0,,,,1.0,5451.0,,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,1427.0,,,,,,,,,,,
61,DockerSpawner,True,Spawns JupyterHub single user servers in Docker containers.,https://github.com/jupyterhub/dockerspawner,,hub-spawners,21,jupyterhub/dockerspawner,dockerspawner,conda-forge/dockerspawner,https://github.com/jupyterhub/dockerspawner,BSD-3-Clause,2014-09-26 20:08:26.000,2023-02-13 13:04:12.000000,2022-12-20 09:26:15,285.0,19.0,239.0,440.0,,,,39139.0,4.0,147.0,147.0,66.0,https://pypi.org/project/dockerspawner,38827.0,https://anaconda.org/conda-forge/dockerspawner,2021-08-17 09:21:01.475,15918.0,1.0,,,,,,,,,,,,,,,,,
62,ipyvuetify,True,Jupyter widgets based on vuetify UI components.,https://github.com/widgetti/ipyvuetify,,widgets,21,mariobuikhuizen/ipyvuetify,ipyvuetify,conda-forge/ipyvuetify,https://github.com/widgetti/ipyvuetify,MIT,2019-05-14 17:35:51.000,2023-02-14 10:36:06.000000,2023-01-31 15:46:01,47.0,51.0,126.0,282.0,2022-02-07 15:18:40,1.8.2,,135620.0,30.0,7.0,7.0,11.0,https://pypi.org/project/ipyvuetify,133116.0,https://anaconda.org/conda-forge/ipyvuetify,2022-09-02 13:29:25.078,107672.0,3.0,215.0,,widgetti/ipyvuetify,,,,,,,,,,,,,,
63,ipytest,True,Pytest in IPython notebooks.,https://github.com/chmp/ipytest,,notebook-tools,21,chmp/ipytest,ipytest,,https://github.com/chmp/ipytest,MIT,2016-02-07 20:24:41.000,2023-01-11 22:53:14.000000,2023-01-11 22:53:14,19.0,1.0,51.0,246.0,2022-11-05 17:38:31,0.13.0,,17308.0,17.0,262.0,262.0,5.0,https://pypi.org/project/ipytest,17308.0,,,,2.0,,,,,,,,,,,,,,,,,
64,nbgitpuller,True,Jupyter server extension to sync a git repository one-way to a..,https://github.com/jupyterhub/nbgitpuller,,jupyter-extensions,21,jupyterhub/nbgitpuller,nbgitpuller,conda-forge/nbgitpuller,https://github.com/jupyterhub/nbgitpuller,BSD-3-Clause,2017-05-24 19:41:10.000,2023-01-05 04:35:46.000000,2023-01-04 20:16:50,65.0,58.0,82.0,174.0,,,,11746.0,12.0,589.0,589.0,25.0,https://pypi.org/project/nbgitpuller,10518.0,https://anaconda.org/conda-forge/nbgitpuller,2022-11-09 00:00:24.832,54033.0,2.0,,,,,,,,,,,,,,,,,
65,BatchSpawner,True,Custom Spawner for Jupyterhub to start servers in batch scheduled..,https://github.com/jupyterhub/batchspawner,,hub-spawners,21,jupyterhub/batchspawner,batchspawner,,https://github.com/jupyterhub/batchspawner,BSD-3-Clause,2015-10-27 03:53:10.000,2023-02-07 04:36:51.000000,2022-12-20 09:33:35,106.0,51.0,76.0,146.0,2022-10-05 04:46:29,1.2.0,,4758.0,10.0,25.0,25.0,42.0,https://pypi.org/project/batchspawner,4758.0,,,,1.0,362.0,,,,,,,,,,,,,,,,
66,Jupyter Themes,True,Custom Jupyter Notebook Themes.,https://github.com/dunovank/jupyter-themes,,jupyter-extensions,20,dunovank/jupyter-themes,jupyterthemes,,https://github.com/dunovank/jupyter-themes,MIT,2014-12-10 23:22:23.000,2022-10-17 19:47:53.000000,2022-02-03 18:32:34,1038.0,189.0,201.0,9438.0,,,,44396.0,,,,43.0,https://pypi.org/project/jupyterthemes,44396.0,,,,2.0,636.0,,,,,,,,,,,,,,,,
67,Hydrogen,True,"Run code interactively, inspect data, and plot. All the power of Jupyter..",https://github.com/nteract/hydrogen,,notebook-environments,20,nteract/hydrogen,,,https://github.com/nteract/hydrogen,MIT,2015-05-11 01:16:55.000,2023-01-10 02:23:39.000000,2023-01-10 01:11:13,321.0,165.0,1100.0,3842.0,2023-01-10 01:02:49,2.16.5,,,92.0,,,90.0,,,,,,3.0,2371.0,,,,,,,,,,,,,,,,
68,gophernotes,True,The Go kernel for Jupyter notebooks and nteract.,https://github.com/gopherdata/gophernotes,,kernels,20,gopherdata/gophernotes,,,https://github.com/gopherdata/gophernotes,MIT,2016-01-22 19:22:16.000,2022-07-08 21:14:08.000000,2022-07-08 21:12:48,229.0,53.0,125.0,3492.0,2022-05-31 17:34:28,0.7.5,41.0,1016.0,17.0,9.0,9.0,29.0,,,,,,1.0,400.0,,,,,,gopherdata/gophernotes,https://hub.docker.com/r/gopherdata/gophernotes,2018-12-22 19:00:35.934804,7.0,86367.0,,github.com/gopherdata/gophernotes,,,,
69,IJavascript,True,IJavascript is a javascript kernel for the Jupyter notebook.,https://github.com/n-riesco/ijavascript,,kernels,20,n-riesco/ijavascript,,,https://github.com/n-riesco/ijavascript,,2015-02-02 15:46:34.000,2022-12-28 22:18:25.000000,2022-12-28 22:18:25,147.0,53.0,180.0,1981.0,2021-11-15 23:43:33,5.2.1,,2563.0,33.0,71.0,71.0,16.0,,,,,,1.0,332.0,,,ijavascript,https://www.npmjs.com/package/ijavascript,2563.0,,,,,,,,,,,
70,NBextensions Configurator,True,A jupyter notebook serverextension providing config interfaces for nbextensions.,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,jupyter-extensions,20,jupyter-contrib/jupyter_nbextensions_configurator,jupyter_nbextensions_configurator,,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,2016-06-24 22:29:05.000,2022-12-21 12:09:13.000000,2022-12-21 12:09:12,111.0,55.0,32.0,920.0,2022-11-14 20:59:33,0.6.1,,360628.0,4.0,,,22.0,https://pypi.org/project/jupyter_nbextensions_configurator,360628.0,,,,2.0,514.0,,,,,,,,,,,,,,,,
71,Apache Toree,True,Jupyter kernel for Apache Spark.,https://github.com/apache/incubator-toree,,kernels,20,apache/incubator-toree,toree,,https://github.com/apache/incubator-toree,Apache-2.0,2016-01-07 08:00:06.000,2023-02-13 06:40:54.000000,2023-02-08 18:25:23,217.0,,,708.0,,,,9085.0,,,,106.0,https://pypi.org/project/toree,9085.0,,,,1.0,1153.0,,,,,,,,,,,,,,,,
72,JupyterLab Debugger,True,"A visual debugger for Jupyter notebooks, consoles, and..",https://github.com/jupyterlab/debugger,,lab-extensions,20,jupyterlab/debugger,,,https://github.com/jupyterlab/debugger,BSD-3-Clause,2019-07-19 18:19:17.000,2022-03-15 11:03:46.000000,2021-03-31 14:20:34,38.0,17.0,245.0,548.0,2020-12-10 14:31:28,0.3.7,,103657.0,28.0,,,11.0,,,,,,1.0,1174.0,,,@jupyterlab/debugger,https://www.npmjs.com/package/@jupyterlab/debugger,103657.0,,,,,,,,,,,
73,KubeSpawner,True,Kubernetes spawner for JupyterHub.,https://github.com/jupyterhub/kubespawner,,hub-spawners,20,jupyterhub/kubespawner,jupyterhub-kubespawner,,https://github.com/jupyterhub/kubespawner,BSD-3-Clause,2015-11-21 07:02:52.000,2023-02-08 20:03:44.000000,2023-02-07 08:00:12,266.0,59.0,249.0,446.0,,,,50220.0,,126.0,126.0,78.0,https://pypi.org/project/jupyterhub-kubespawner,50220.0,,,,2.0,,,,,,,,,,,,,,,,,
74,Appmode,True,A Jupyter extensions that turns notebooks into web applications.,https://github.com/oschuett/appmode,,jupyter-extensions,20,oschuett/appmode,appmode,conda-forge/appmode,https://github.com/oschuett/appmode,MIT,2017-03-17 13:33:53.000,2022-11-08 07:42:07.789000,2021-04-26 19:20:06,68.0,5.0,50.0,410.0,2020-06-09 08:17:47,0.8.0,,4844.0,8.0,338.0,338.0,8.0,https://pypi.org/project/appmode,1763.0,https://anaconda.org/conda-forge/appmode,2022-11-08 07:42:07.789,194130.0,2.0,96.0,,,,,,,,,,,,,,,,
75,JupyterLab Dash,True,An Extension for the Interactive development of Dash apps in JupyterLab.,https://github.com/plotly/jupyterlab-dash,,lab-renderer,20,plotly/jupyterlab-dash,jupyterlab-dash,,https://github.com/plotly/jupyterlab-dash,MIT,2018-11-07 19:47:52.000,2020-05-19 14:20:53.000000,2020-05-19 11:44:34,56.0,20.0,8.0,360.0,,,,10626.0,2.0,337.0,337.0,7.0,https://pypi.org/project/jupyterlab-dash,1218.0,,,,1.0,41.0,,,jupyterlab-dash,https://www.npmjs.com/package/jupyterlab-dash,9408.0,,,,,,,,,,,
76,OCaml Kernel,True,An OCaml kernel for Jupyter (IPython) notebook.,https://github.com/akabe/ocaml-jupyter,,kernels,20,akabe/ocaml-jupyter,,,https://github.com/akabe/ocaml-jupyter,MIT,2017-07-14 14:15:05.000,2023-02-09 02:35:10.000000,2023-01-22 07:38:24,36.0,5.0,71.0,244.0,2023-01-22 08:16:38,2.8.1,81656.0,1218.0,33.0,,,21.0,,,,,,1.0,376.0,,,,,,,,,,,,,,,,
77,jupyter-console,True,Jupyter Terminal Console.,https://github.com/jupyter/jupyter_console,,others,20,jupyter/jupyter_console,jupyter-console,,https://github.com/jupyter/jupyter_console,,2015-04-09 06:58:55.000,2023-02-13 15:39:56.000000,2023-02-13 15:39:53,136.0,58.0,89.0,214.0,2023-02-13 15:40:12,6.5.1,103.0,3534432.0,6.0,,,59.0,https://pypi.org/project/jupyter-console,3534423.0,,,,3.0,,,,,,,,,,,,,,,,,
78,mkdocs-jupyter,True,Use Jupyter Notebook in mkdocs.,https://github.com/danielfrg/mkdocs-jupyter,,notebook-sharing,20,danielfrg/mkdocs-jupyter,mkdocs-jupyter,,https://github.com/danielfrg/mkdocs-jupyter,Apache-2.0,2019-12-18 02:11:34.000,2023-02-08 05:19:31.000000,2022-12-07 14:51:56,33.0,25.0,47.0,196.0,,,,30915.0,,988.0,988.0,14.0,https://pypi.org/project/mkdocs-jupyter,30915.0,,,,2.0,,5.0,,,,,,,,,,,,,,,
79,bookstore,True,Notebook storage and publishing workflows for the masses.,https://github.com/nteract/bookstore,,notebook-sharing,20,nteract/bookstore,bookstore,,https://github.com/nteract/bookstore,BSD-3-Clause,2018-10-16 18:54:00.000,2021-08-26 18:26:16.000000,2019-12-09 16:52:07,21.0,34.0,39.0,189.0,2019-12-03 17:50:40,2.5.0,,42475.0,6.0,13.0,13.0,7.0,https://pypi.org/project/bookstore,42475.0,,,,2.0,619.0,,,,,,,,,,,,,,,,
80,Jupyter Sphinx,True,Sphinx extension for rendering of Jupyter interactive widgets.,https://github.com/jupyter/jupyter-sphinx,,notebook-tools,20,jupyter/jupyter-sphinx,jupyter_sphinx,,https://github.com/jupyter/jupyter-sphinx,BSD-3-Clause,2016-11-15 18:36:37.000,2022-10-14 17:28:05.000000,2022-06-25 19:26:22,53.0,46.0,85.0,160.0,2022-06-25 19:35:21,0.4.0,,128845.0,4.0,,,25.0,https://pypi.org/project/jupyter_sphinx,128845.0,,,,2.0,372.0,,,,,,,,,,,,,,,,
81,Rsession Proxy,True,Jupyter extensions for running an RStudio rsession proxy.,https://github.com/jupyterhub/jupyter-rsession-proxy,,jupyter-extensions,20,jupyterhub/jupyter-rsession-proxy,jupyter-rsession-proxy,,https://github.com/jupyterhub/jupyter-rsession-proxy,BSD-3-Clause,2016-12-09 06:26:18.000,2023-01-05 11:12:53.000000,2022-09-24 00:33:01,72.0,28.0,47.0,101.0,,,,10796.0,,43.0,43.0,21.0,https://pypi.org/project/jupyter-rsession-proxy,10796.0,,,,2.0,231.0,,,,,,,,,,,,,,,,
82,ipydatawidgets,True,A set of widgets to help facilitate reuse of large datasets..,https://github.com/vidartf/ipydatawidgets,,widgets,20,vidartf/ipydatawidgets,ipydatawidgets,conda-forge/ipydatawidgets,https://github.com/vidartf/ipydatawidgets,,2017-07-31 17:37:26.000,2023-02-02 00:43:17.000000,2022-08-22 17:02:57,9.0,3.0,8.0,36.0,2022-08-24 15:07:24,4.3.2,,82886.0,8.0,699.0,699.0,5.0,https://pypi.org/project/ipydatawidgets,79114.0,https://anaconda.org/conda-forge/ipydatawidgets,2022-08-24 16:21:19.099,211266.0,3.0,297.0,,,,,,,,,,,,,,,,
83,ML Workspace,True,All-in-one web-based IDE specialized for machine learning and..,https://github.com/ml-tooling/ml-workspace,,notebook-environments,19,ml-tooling/ml-workspace,,,https://github.com/ml-tooling/ml-workspace,Apache-2.0,2019-05-27 16:55:15.000,2022-12-25 14:22:01.000000,2021-11-22 20:42:15,362.0,2.0,89.0,2964.0,2021-07-13 22:12:59,0.13.2,,11448.0,4.0,,,11.0,,,,,,3.0,,,,,,,mltooling/ml-workspace,https://hub.docker.com/r/mltooling/ml-workspace,2021-07-13 16:32:15.225256,26.0,515191.0,,,,,,
84,IJulia.jl,True,Julia kernel for Jupyter.,https://github.com/JuliaLang/IJulia.jl,,kernels,19,JuliaLang/IJulia.jl,,,https://github.com/JuliaLang/IJulia.jl,MIT,2013-03-05 18:20:21.000,2023-01-17 17:13:36.000000,2023-01-17 17:10:37,386.0,109.0,694.0,2580.0,2022-12-20 22:13:40,1.24.0,,,43.0,,,106.0,,,,,,2.0,713.0,,,,,,,,,,,,,,,,
85,docker-python,True,Kaggle Python docker image.,https://github.com/Kaggle/docker-python,,notebook-environments,19,kaggle/docker-python,,,https://github.com/Kaggle/docker-python,Apache-2.0,2015-04-14 01:45:38.000,2023-02-15 22:08:41.000000,2023-02-14 16:34:09,838.0,18.0,285.0,2251.0,2023-02-10 04:19:28,f079ec3b15320c068c325730ae6c83cd1ce5a94758fa5ca1d45fa2ce31bdabe9,,2063.0,100.0,,,147.0,,,,,,3.0,,,,,,,kaggle/python,https://hub.docker.com/r/kaggle/python,2023-02-10 04:15:02.923739,165.0,193962.0,,,,,,
86,nbviewer,True,nbconvert as a web service: Render Jupyter Notebooks as static web..,https://github.com/jupyter/nbviewer,,notebook-sharing,19,jupyter/nbviewer,,,https://github.com/jupyter/nbviewer,BSD-3-Clause,2012-08-05 11:42:33.000,2023-02-11 02:13:48.000000,2023-01-27 08:04:32,509.0,171.0,404.0,2086.0,,,,22060.0,,9.0,9.0,95.0,,,,,,3.0,,,,,,,jupyter/nbviewer,https://hub.docker.com/r/jupyter/nbviewer,2023-01-27 08:07:14.487852,30.0,2779632.0,,,,,,
87,colabcode,True,Run VSCode (codeserver) on Google Colab or Kaggle Notebooks.,https://github.com/abhishekkrthakur/colabcode,,others,19,abhishekkrthakur/colabcode,colabcode,,https://github.com/abhishekkrthakur/colabcode,MIT,2020-09-09 10:06:26.000,2022-08-22 10:08:00.000000,2021-06-11 15:16:36,252.0,43.0,33.0,1886.0,,,,4041.0,,93.0,93.0,8.0,https://pypi.org/project/colabcode,4041.0,,,,3.0,44.0,,,,,,,,,,,,,,,,
88,almond,True,A Scala kernel for Jupyter.,https://github.com/almond-sh/almond,,kernels,19,almond-sh/almond,,,https://github.com/almond-sh/almond,BSD-3-Clause,2015-03-10 22:48:50.000,2023-02-11 01:54:54.000000,2023-02-01 10:48:47,223.0,103.0,199.0,1489.0,2023-02-01 10:52:48,0.13.3,1436.0,206.0,41.0,,,39.0,,,,,,2.0,,,,,,,almondsh/almond,https://hub.docker.com/r/almondsh/almond,2023-02-01 13:35:35.588883,6.0,17167.0,,,,,,
89,Variable Inspector,True,Variable Inspector extension for Jupyterlab.,https://github.com/lckr/jupyterlab-variableInspector,,lab-extensions,19,lckr/jupyterlab-variableInspector,,,https://github.com/lckr/jupyterlab-variableInspector,BSD-3-Clause,2018-06-13 18:16:02.000,2023-01-20 07:58:41.000000,2023-01-10 15:02:24,83.0,39.0,123.0,956.0,2021-04-10 11:39:23,3.0.7,,3936.0,6.0,5.0,5.0,19.0,,,,,,1.0,169.0,,,@lckr/jupyterlab_variableinspector,https://www.npmjs.com/package/@lckr/jupyterlab_variableinspector,3936.0,,,,,,,,,,,
90,notedown,True,Markdown = IPython Notebook.,https://github.com/aaren/notedown,,notebook-sharing,19,aaren/notedown,notedown,conda-forge/notedown,https://github.com/aaren/notedown,BSD-2-Clause,2014-02-17 17:28:59.000,2021-10-18 21:21:21.000000,2017-11-16 19:29:56,92.0,39.0,29.0,841.0,,,,5757.0,1.0,213.0,213.0,7.0,https://pypi.org/project/notedown,5137.0,https://anaconda.org/conda-forge/notedown,2018-06-07 01:28:24.567,34733.0,3.0,264.0,,,,,,,,,,,,,,,,
91,What-If Tool,True,Source code/webpage/demos for the What-If Tool.,https://github.com/PAIR-code/what-if-tool,,widgets,19,PAIR-code/what-if-tool,witwidget,,https://github.com/PAIR-code/what-if-tool,Apache-2.0,2018-09-07 20:26:10.000,2022-12-10 12:18:17.000000,2022-01-05 20:19:46,145.0,64.0,56.0,778.0,2021-10-12 17:36:36,1.8.1,,10440.0,3.0,,,20.0,https://pypi.org/project/witwidget,9259.0,,,,3.0,328.0,,,wit-widget,https://www.npmjs.com/package/wit-widget,1181.0,,,,,,,,,,,
92,gmaps,True,Google maps for Jupyter notebooks.,https://github.com/pbugnion/gmaps,,widgets,19,pbugnion/gmaps,gmaps,conda-forge/gmaps,https://github.com/pbugnion/gmaps,BSD-3-Clause,2014-12-01 09:12:06.000,2022-04-15 13:31:22.000000,2019-07-22 06:22:45,146.0,71.0,137.0,748.0,2016-01-02 19:06:03,0.2,,12496.0,20.0,3.0,3.0,16.0,https://pypi.org/project/gmaps,6706.0,https://anaconda.org/conda-forge/gmaps,2019-08-02 11:56:50.940,290276.0,3.0,1380.0,,,jupyter-gmaps,https://www.npmjs.com/package/jupyter-gmaps,1584.0,,,,,,,,,,,
93,JupyterLab Latex,True,JupyterLab extension for live editing of LaTeX documents.,https://github.com/jupyterlab/jupyterlab-latex,,lab-renderer,19,jupyterlab/jupyterlab-latex,jupyterlab_latex,,https://github.com/jupyterlab/jupyterlab-latex,BSD-3-Clause,2017-10-24 02:12:37.000,2023-02-03 21:51:39.000000,2022-11-18 19:34:59,60.0,30.0,55.0,542.0,2021-09-15 15:34:35,3.1.0,,4095.0,1.0,5.0,5.0,22.0,https://pypi.org/project/jupyterlab_latex,2915.0,,,,2.0,438.0,,,@jupyterlab/latex,https://www.npmjs.com/package/@jupyterlab/latex,1180.0,,,,,,,,,,,
94,pivottablejs,True,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook,..",https://github.com/nicolaskruchten/jupyter_pivottablejs,,widgets,19,nicolaskruchten/jupyter_pivottablejs,pivottablejs,,https://github.com/nicolaskruchten/jupyter_pivottablejs,,2015-09-09 13:39:18.000,2018-12-04 14:43:26.000000,2018-12-04 14:43:25,64.0,19.0,41.0,523.0,2018-01-15 18:11:51,0.9.0,,23914.0,8.0,305.0,305.0,3.0,https://pypi.org/project/pivottablejs,23914.0,,,,3.0,32.0,,,,,,,,,,,,,,,,
