,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,updated_github_id,commit_count,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_monthly_downloads,cran_id,go_id,gem_id,pypi,hex_id,bitbucket_id
10,nbformat,True,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,30,jupyter/nbformat,nbformat,conda-forge/nbformat,https://github.com/jupyter/nbformat,BSD-3-Clause,2015-04-09 01:07:29.000,2023-09-14 02:04:53.000000,2023-09-14 02:04:52,141.0,59.0,80.0,218.0,2023-07-31 10:35:35,5.9.2,210.0,18565896.0,26.0,236949.0,236949.0,78.0,https://pypi.org/project/nbformat,18072479.0,https://anaconda.org/conda-forge/nbformat,2023-07-31 14:51:04.971,18749647.0,1.0,,,11.0,,,,,,,,,,,,,,
11,Jupytext,True,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,29,mwouts/jupytext,jupytext,conda-forge/jupytext,https://github.com/mwouts/jupytext,MIT,2018-06-15 05:25:36.000,2023-09-12 14:41:05.000000,2023-08-26 21:01:59,368.0,105.0,505.0,6140.0,2023-08-26 21:04:12,1.15.1,,549443.0,100.0,5756.0,5756.0,80.0,https://pypi.org/project/jupytext,525776.0,https://anaconda.org/conda-forge/jupytext,2023-08-27 08:31:32.537,673959.0,1.0,,,,,,,,,jupyterlab-jupytext,https://www.npmjs.com/package/jupyterlab-jupytext,6386.0,,,,,,
12,panel,True,A high-level app and dashboarding solution for Python.,https://github.com/holoviz/panel,,others,29,holoviz/panel,panel,conda-forge/panel,https://github.com/holoviz/panel,BSD-3-Clause,2018-08-23 12:14:24.000,2023-09-14 12:22:00.000000,2023-09-14 12:21:58,356.0,795.0,1979.0,3109.0,2023-09-01 17:23:43,1.2.2,,637019.0,55.0,8210.0,8210.0,141.0,https://pypi.org/project/panel,607799.0,https://anaconda.org/conda-forge/panel,2023-09-06 10:22:57.820,1139601.0,2.0,,,,,,,,,,,,,,,,,
13,nikola,True,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,29,getnikola/nikola,nikola,,https://github.com/getnikola/nikola,MIT,2012-04-14 13:53:22.000,2023-09-13 12:36:38.000000,2023-08-05 19:24:18,364.0,53.0,2092.0,2474.0,2023-04-30 10:42:55,8.2.4,15.0,1455.0,78.0,490.0,490.0,236.0,https://pypi.org/project/nikola,1455.0,,,,1.0,,10377.0,,,,,,,,,,,,,,,
14,nbclient,True,A client library for executing notebooks. Formally nbconvert's..,https://github.com/jupyter/nbclient,,notebook-tools,29,jupyter/nbclient,nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,BSD-3-Clause,2020-01-13 17:29:49.000,2023-09-11 01:29:41.000000,2023-09-05 09:33:39,49.0,34.0,69.0,123.0,2023-05-22 15:04:06,0.8.0,358.0,13073011.0,32.0,123972.0,123972.0,37.0,https://pypi.org/project/nbclient,12803518.0,https://anaconda.org/conda-forge/nbclient,2023-06-16 19:18:04.408,11587625.0,1.0,,,,,,,,,,,,,,,,,
15,bqplot,True,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,28,bqplot/bqplot,bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2023-08-04 08:27:48.000000,2023-07-27 13:38:57,447.0,220.0,367.0,3472.0,2023-08-04 08:28:46,0.12.41,,194124.0,62.0,47.0,47.0,64.0,https://pypi.org/project/bqplot,158626.0,https://anaconda.org/conda-forge/bqplot,2023-07-12 07:26:23.351,1212763.0,1.0,,3654.0,,,,,,,bqplot,https://www.npmjs.com/package/bqplot,5179.0,,,,,,
16,ipython-sql,True,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,28,catherinedevlin/ipython-sql,ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,MIT,2013-03-20 16:41:10.000,2023-09-14 00:54:37.000000,2023-04-21 20:49:35,265.0,108.0,42.0,1719.0,,,,98907.0,3.0,5055.0,5055.0,55.0,https://pypi.org/project/ipython-sql,96115.0,https://anaconda.org/conda-forge/ipython-sql,2023-06-16 13:23:09.898,237398.0,1.0,,292.0,,,,,,,,,,,,,,,
17,Perspective,True,Streaming pivot visualization via WebAssembly.,https://github.com/finos/perspective,,lab-extensions,27,finos/perspective,perspective-python,,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2023-09-13 18:58:21.000000,2023-08-31 05:08:04,816.0,92.0,567.0,6634.0,2023-09-01 02:01:18,2.5.1,1202.0,7181.0,4.0,577.0,577.0,92.0,https://pypi.org/project/perspective-python,5573.0,,,,1.0,,5732.0,6.0,,,,,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,1007.0,,,,,,
18,papermill,True,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,27,nteract/papermill,papermill,conda-forge/papermill,https://github.com/nteract/papermill,BSD-3-Clause,2017-07-06 17:17:53.000,2023-08-30 21:31:47.332000,2023-06-08 14:23:52,385.0,128.0,246.0,5356.0,,,,1076246.0,18.0,5186.0,5186.0,109.0,https://pypi.org/project/papermill,1063482.0,https://anaconda.org/conda-forge/papermill,2023-08-30 21:31:47.332,497800.0,1.0,,,,,,,,,,,,,,,,,
19,D-Tale,True,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,27,man-group/dtale,dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2023-09-14 13:09:22.000000,2023-09-05 18:15:09,350.0,54.0,480.0,4239.0,2023-09-05 19:03:32,3.4.0,,132947.0,134.0,854.0,854.0,30.0,https://pypi.org/project/dtale,126812.0,https://anaconda.org/conda-forge/dtale,2023-09-05 20:03:03.204,245420.0,1.0,,740.0,,,,,,,,,,,,,,,
20,jupyter-matplotlib,True,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,27,matplotlib/ipympl,ipympl,,https://github.com/matplotlib/ipympl,BSD-3-Clause,2016-07-21 14:38:56.000,2023-07-03 20:07:54.000000,2023-06-16 01:18:19,213.0,134.0,152.0,1455.0,2023-02-15 19:21:40,0.9.3,,238197.0,28.0,8535.0,8535.0,32.0,https://pypi.org/project/ipympl,225093.0,,,,1.0,,,,,,,,,jupyter-matplotlib,https://www.npmjs.com/package/jupyter-matplotlib,13104.0,,,,,,
21,facets-overview,True,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,26,pair-code/facets,facets-overview,,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2023-05-24 15:56:22.000000,2023-05-24 15:56:22,869.0,78.0,81.0,7180.0,2019-07-01 16:35:20,1.0.0,,167066.0,4.0,201.0,201.0,31.0,https://pypi.org/project/facets-overview,167066.0,,,,2.0,,277.0,,,,,,,,,,,,,,,
22,Voila,True,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,26,voila-dashboards/voila,voila,conda-forge/voila,https://github.com/voila-dashboards/voila,,2018-08-21 14:21:42.000,2023-09-14 13:54:19.000000,2023-09-13 13:43:45,468.0,267.0,415.0,4928.0,2023-09-13 13:44:17,0.5.3,900.0,74882.0,68.0,10148.0,10148.0,65.0,https://pypi.org/project/voila,66344.0,https://anaconda.org/conda-forge/voila,2023-09-13 16:42:44.527,295340.0,2.0,,,,,,,,,@jupyter-voila/jupyterlab-preview,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,298.0,,,,,,
23,sparkmagic,True,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,26,jupyter-incubator/sparkmagic,sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,,2015-09-21 15:35:25.000,2023-09-13 19:38:48.312000,2023-09-13 15:48:52,406.0,129.0,299.0,1251.0,2023-09-13 15:49:53,0.21.0,,29352.0,23.0,310.0,310.0,63.0,https://pypi.org/project/sparkmagic,26507.0,https://anaconda.org/conda-forge/sparkmagic,2023-09-13 19:38:48.312,102427.0,1.0,,1321.0,,,,,,,,,,,,,,,
24,jupyter-dash,True,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,26,plotly/jupyter-dash,jupyter-dash,,https://github.com/plotly/jupyter-dash,MIT,2020-04-26 18:43:59.000,2023-08-29 14:01:15.000000,2023-08-11 17:18:48,236.0,46.0,28.0,937.0,2022-04-01 20:13:44,0.4.2,99.0,109360.0,11.0,3271.0,3271.0,10.0,https://pypi.org/project/jupyter-dash,109358.0,,,,2.0,,162.0,,,,,,,,,,,,,,,
25,JupyterHub,True,Multi-user server for Jupyter notebooks.,https://github.com/jupyterhub/jupyterhub,,notebook-environments,25,jupyterhub/jupyterhub,jupyterhub,conda-forge/jupyterhub,https://github.com/jupyterhub/jupyterhub,,2014-06-12 23:22:10.000,2023-09-14 13:26:31.000000,2023-09-13 18:01:17,1860.0,169.0,2141.0,7656.0,,,,242491.0,38.0,2460.0,2460.0,345.0,https://pypi.org/project/jupyterhub,172735.0,https://anaconda.org/conda-forge/jupyterhub,2023-08-10 13:04:08.285,991833.0,1.0,,,,jupyterhub/jupyterhub,https://hub.docker.com/r/jupyterhub/jupyterhub,2023-09-13 18:08:22.303896,328.0,4845821.0,,,,,,,,,
26,nteract,True,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,25,nteract/nteract,nteract_on_jupyter,,https://github.com/nteract/nteract,BSD-3-Clause,2015-06-15 23:21:49.000,2023-09-01 21:17:09.000000,2023-09-01 21:17:05,533.0,164.0,1522.0,6062.0,2021-01-26 05:18:38,0.28.0,1461744.0,19917.0,66.0,2.0,2.0,177.0,https://pypi.org/project/nteract_on_jupyter,3307.0,,,,1.0,,10501.0,,,,,,,,,,,,,,,
27,ipywidgets,True,Interactive Widgets for the Jupyter Notebook.,https://github.com/jupyter-widgets/ipywidgets,,widgets,25,jupyter-widgets/ipywidgets,ipywidgets,conda-forge/ipywidgets,https://github.com/jupyter-widgets/ipywidgets,BSD-3-Clause,2015-04-17 20:29:25.000,2023-09-13 12:15:46.781000,2023-09-13 08:20:22,893.0,645.0,1313.0,2887.0,2023-09-13 09:49:35,8.1.1,,11984396.0,52.0,2.0,2.0,212.0,https://pypi.org/project/ipywidgets,11625005.0,https://anaconda.org/conda-forge/ipywidgets,2023-09-13 12:15:46.781,11275222.0,2.0,,,-9.0,,,,,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,46191.0,,,,,,
28,nbdime,True,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,25,jupyter/nbdime,nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,,2015-11-16 09:25:53.000,2023-09-11 09:10:30.000000,2023-09-08 10:52:04,146.0,67.0,237.0,2506.0,2023-04-30 16:02:31,3.2.1,,238304.0,23.0,127.0,127.0,46.0,https://pypi.org/project/nbdime,195311.0,https://anaconda.org/conda-forge/nbdime,2023-06-16 13:24:46.315,917717.0,2.0,,2006.0,,,,,,,nbdime-jupyterlab,https://www.npmjs.com/package/nbdime-jupyterlab,31664.0,,,,,,
29,nbgrader,True,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,25,jupyter/nbgrader,nbgrader,conda-forge/nbgrader,https://github.com/jupyter/nbgrader,BSD-3-Clause,2014-09-13 03:27:36.000,2023-09-13 22:27:45.981000,2023-09-12 14:04:24,295.0,237.0,640.0,1221.0,2023-09-05 12:35:02,0.9.1,267.0,13053.0,34.0,478.0,478.0,105.0,https://pypi.org/project/nbgrader,8066.0,https://anaconda.org/conda-forge/nbgrader,2023-09-13 22:27:45.981,149579.0,1.0,,,,,,,,,,,,,,,,,
30,PixieDust,True,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,25,pixiedust/pixiedust,pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,Apache-2.0,2016-07-01 17:34:14.000,2023-06-16 16:19:15.930000,2021-02-16 04:46:41,160.0,164.0,261.0,1030.0,2019-12-04 15:06:08,1.1.18,,10811.0,19.0,258.0,258.0,33.0,https://pypi.org/project/pixiedust,9772.0,https://anaconda.org/conda-forge/pixiedust,2023-06-16 16:19:15.930,47822.0,1.0,,2157.0,,,,,,,,,,,,,,,
31,NBextensions Configurator,True,A jupyter notebook serverextension providing config interfaces for nbextensions.,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,jupyter-extensions,25,jupyter-contrib/jupyter_nbextensions_configurator,jupyter_nbextensions_configurator,,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,2016-06-24 22:29:05.000,2023-08-06 23:43:51.000000,2023-06-10 07:46:30,116.0,63.0,34.0,949.0,2023-05-05 07:10:14,0.6.3,,464306.0,6.0,488.0,488.0,23.0,https://pypi.org/project/jupyter_nbextensions_configurator,464306.0,,,,1.0,,525.0,,,,,,,,,,,,,,,
32,JupyterLab Debugger,True,"A visual debugger for Jupyter notebooks, consoles, and..",https://github.com/jupyterlab/debugger,,lab-extensions,25,jupyterlab/debugger,,,https://github.com/jupyterlab/debugger,BSD-3-Clause,2019-07-19 18:19:17.000,2022-03-15 11:03:46.000000,2021-03-31 14:20:34,39.0,17.0,245.0,555.0,2020-12-10 14:31:28,0.3.7,,75378.0,28.0,921.0,921.0,11.0,,,,,,1.0,,1174.0,,,,,,,@jupyterlab/debugger,https://www.npmjs.com/package/@jupyterlab/debugger,75378.0,,,,,,
33,ipyvuetify,True,Jupyter widgets based on vuetify UI components.,https://github.com/widgetti/ipyvuetify,,widgets,25,mariobuikhuizen/ipyvuetify,ipyvuetify,conda-forge/ipyvuetify,https://github.com/widgetti/ipyvuetify,MIT,2019-05-14 17:35:51.000,2023-09-07 16:17:19.000000,2023-09-07 15:27:49,49.0,60.0,134.0,311.0,2022-02-07 15:18:40,1.8.2,,124512.0,31.0,904.0,904.0,12.0,https://pypi.org/project/ipyvuetify,121653.0,https://anaconda.org/conda-forge/ipyvuetify,2023-06-16 16:15:58.169,142997.0,2.0,widgetti/ipyvuetify,258.0,,,,,,,,,,,,,,,
34,Docker Stacks,True,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,24,jupyter/docker-stacks,,,https://github.com/jupyter/docker-stacks,BSD-3-Clause,2015-07-15 15:30:00.000,2023-09-11 04:43:00.587897,2023-09-10 11:36:21,2768.0,16.0,830.0,7894.0,,,,915133.0,,13.0,13.0,236.0,,,,,,2.0,,,,jupyter/scipy-notebook,https://hub.docker.com/r/jupyter/scipy-notebook,2023-09-11 04:43:00.587897,425.0,89683102.0,,,,,,,,,
35,Contrib NBextensions,True,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,24,ipython-contrib/jupyter_contrib_nbextensions,jupyter_contrib_nbextensions,,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,2013-07-13 17:05:16.000,2023-08-30 20:39:23.000000,2022-12-21 19:56:24,779.0,343.0,460.0,5084.0,2022-11-15 17:24:23,0.7.0,,391298.0,2.0,13.0,13.0,136.0,https://pypi.org/project/jupyter_contrib_nbextensions,391298.0,,,,1.0,,2660.0,,,,,,,,,,,,,,,
36,ipyvolume,True,3d plotting for Python in the Jupyter notebook based on IPython..,https://github.com/widgetti/ipyvolume,,widgets,24,maartenbreddels/ipyvolume,ipyvolume,conda-forge/ipyvolume,https://github.com/widgetti/ipyvolume,MIT,2016-12-21 15:30:13.000,2023-07-07 18:11:05.000000,2023-07-07 13:05:16,230.0,185.0,131.0,1880.0,,,,76345.0,20.0,15.0,15.0,45.0,https://pypi.org/project/ipyvolume,69446.0,https://anaconda.org/conda-forge/ipyvolume,2023-06-05 11:50:27.103,444139.0,2.0,widgetti/ipyvolume,1007.0,-3.0,,,,,,ipyvolume,https://www.npmjs.com/package/ipyvolume,1277.0,,,,,,
37,watermark,True,"An IPython magic extension for printing date and time stamps, version..",https://github.com/rasbt/watermark,,magic,24,rasbt/watermark,watermark,conda-forge/watermark,https://github.com/rasbt/watermark,BSD-3-Clause,2014-07-30 03:46:33.000,2023-07-02 15:47:55.854000,2023-07-02 14:29:01,86.0,17.0,28.0,828.0,2023-05-23 15:47:43,2.4.0,,29580.0,17.0,2022.0,2022.0,19.0,https://pypi.org/project/watermark,21659.0,https://anaconda.org/conda-forge/watermark,2023-07-02 15:47:55.854,269319.0,2.0,,123.0,,,,,,,,,,,,,,,
38,jupyter_server,True,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,24,jupyter-server/jupyter_server,jupyter_server,conda-forge/jupyter_server,https://github.com/jupyter-server/jupyter_server,BSD-3-Clause,2016-09-21 19:18:45.000,2023-09-12 14:40:56.000000,2023-09-05 10:06:10,239.0,137.0,269.0,416.0,2023-08-31 08:20:58,2.7.3,1986.0,17201122.0,100.0,,,513.0,https://pypi.org/project/jupyter_server,16977263.0,https://anaconda.org/conda-forge/jupyter_server,2023-09-05 14:15:08.629,8056921.0,3.0,,,,,,,,,,,,,,,,,
39,Jupyter Themes,True,Custom Jupyter Notebook Themes.,https://github.com/dunovank/jupyter-themes,,jupyter-extensions,23,dunovank/jupyter-themes,jupyterthemes,,https://github.com/dunovank/jupyter-themes,MIT,2014-12-10 23:22:23.000,2023-08-13 18:49:04.000000,2023-05-30 13:48:44,1061.0,193.0,201.0,9629.0,,,,41709.0,,13.0,13.0,43.0,https://pypi.org/project/jupyterthemes,41709.0,,,,2.0,,637.0,,,,,,,,,,,,,,,
40,Knowledge Repo,True,A next-generation curated knowledge sharing platform for..,https://github.com/airbnb/knowledge-repo,,notebook-sharing,23,airbnb/knowledge-repo,knowledge-repo,,https://github.com/airbnb/knowledge-repo,Apache-2.0,2016-08-17 23:32:50.000,2023-07-20 11:16:46.000000,2023-04-17 04:04:39,658.0,124.0,167.0,5370.0,2023-02-22 03:46:18,0.9.3,,684.0,33.0,13.0,13.0,73.0,https://pypi.org/project/knowledge-repo,684.0,,,,2.0,,1329.0,,,,,,,,,,,,,,,
41,nbdev,True,Create delightful python projects using Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,23,fastai/nbdev,nbdev,,https://github.com/fastai/nbdev,Apache-2.0,2019-11-18 17:37:35.000,2023-07-31 15:31:35.000000,2023-05-31 20:49:34,443.0,122.0,704.0,4499.0,2023-02-03 22:33:26,2.3.11,,45343.0,24.0,,,38.0,https://pypi.org/project/nbdev,45343.0,,,,2.0,,1634.0,,,,,,,,,,,,,,,
42,RISE,True,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,23,damianavila/RISE,RISE,conda-forge/rise,https://github.com/damianavila/RISE,,2013-08-26 18:55:36.000,2023-06-16 16:08:42.704000,2023-04-07 08:27:12,399.0,154.0,290.0,3591.0,,,,19138.0,9.0,2591.0,2591.0,44.0,https://pypi.org/project/RISE,14960.0,https://anaconda.org/conda-forge/rise,2023-06-16 16:08:42.704,279952.0,2.0,,764.0,,,,,,,,,,,,,,,
43,itables,True,Interactive Tables in Jupyter.,https://github.com/mwouts/itables,,widgets,23,mwouts/itables,itables,,https://github.com/mwouts/itables,MIT,2019-04-15 22:09:44.000,2023-08-18 20:27:53.000000,2023-08-18 18:40:53,40.0,19.0,74.0,502.0,2023-08-18 18:42:04,1.5.4,,297151.0,39.0,303.0,303.0,6.0,https://pypi.org/project/itables,297151.0,,,,2.0,,,,,,,,,,,,,,,,,
44,nbval,True,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,23,computationalmodelling/nbval,nbval,conda-forge/nbval,https://github.com/computationalmodelling/nbval,,2015-04-09 09:40:33.000,2023-08-08 00:32:38.000000,2023-01-11 11:27:13,46.0,39.0,65.0,411.0,,,,145891.0,8.0,2434.0,2434.0,33.0,https://pypi.org/project/nbval,140975.0,https://anaconda.org/conda-forge/nbval,2023-06-16 13:18:53.317,378577.0,2.0,,465.0,,,,,,,,,,,,,,,
45,Resource Usage,True,Jupyter Notebook Extension for monitoring your own Resource..,https://github.com/jupyter-server/jupyter-resource-usage,,jupyter-extensions,23,jupyter-server/jupyter-resource-usage,jupyter-resource-usage,conda-forge/nbresuse,https://github.com/jupyter-server/jupyter-resource-usage,BSD-2-Clause,2016-04-22 07:01:34.000,2023-09-12 06:57:06.000000,2023-09-12 06:57:02,95.0,35.0,45.0,396.0,2023-08-29 14:10:55,1.0.1,260.0,48032.0,13.0,439.0,439.0,34.0,https://pypi.org/project/jupyter-resource-usage,35036.0,https://anaconda.org/conda-forge/nbresuse,2023-06-16 19:18:24.900,545575.0,2.0,,,,,,,,,,,,,,,,,
