,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,license,npm_url,npm_monthly_downloads,trending,updated_github_id,go_id,cran_id,gem_id,pypi,hex_id,bitbucket_id
182,JupyterLab Tensorboard,True,Tensorboard extension for jupyterlab.,https://github.com/chaoleili/jupyterlab_tensorboard,,lab-extensions,14,chaoleili/jupyterlab_tensorboard,,,https://github.com/chaoleili/jupyterlab_tensorboard,2018-08-14 12:36:26.000000,2021-08-31 22:18:16.000000,2021-02-24 06:31:50.000000,27.0,16.0,10.0,275.0,31.0,,,,6362.0,,2.0,2.0,6.0,,,,,,3.0,,,,,,jupyterlab_tensorboard,MIT,https://www.npmjs.com/package/jupyterlab_tensorboard,6362.0,,,,,,,,
183,gpu-jupyter,True,Leverage the flexibility of Jupyterlab through the power of your..,https://github.com/iot-salzburg/gpu-jupyter,,notebook-environments,14,iot-salzburg/gpu-jupyter,,,https://github.com/iot-salzburg/gpu-jupyter,2019-11-12 20:10:23.000000,2021-10-19 05:59:10.000000,2021-10-13 09:21:44.000000,99.0,6.0,39.0,266.0,207.0,2021-04-08 06:54:08.000000,1.4_cuda-11.0_ubuntu-18.04,,,5.0,,,10.0,,,,,,3.0,,,,,,,Apache-2.0,,,,,,,,,,
184,testbook,True,Unit test your Jupyter Notebooks the right way.,https://github.com/nteract/testbook,,notebook-tools,14,nteract/testbook,,,https://github.com/nteract/testbook,2020-02-26 19:43:22.000000,2021-09-21 04:29:33.000000,2021-09-21 04:29:32.000000,25.0,34.0,45.0,262.0,,,,,,,62.0,62.0,14.0,,,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
185,JupyterLab Chart Editor,True,JupyterLab extension for Plotly's react-chart-editor.,https://github.com/plotly/jupyterlab-chart-editor,,lab-renderer,14,plotly/jupyterlab-chart-editor,,,https://github.com/plotly/jupyterlab-chart-editor,2018-01-23 18:18:38.000000,2021-08-10 22:24:09.000000,2021-03-10 20:56:11.000000,20.0,12.0,19.0,205.0,71.0,2021-03-10 20:57:44.000000,4.14.3,,2134.0,6.0,3.0,3.0,5.0,,,,,,3.0,,,,,,jupyterlab-chart-editor,,https://www.npmjs.com/package/jupyterlab-chart-editor,2134.0,,,,,,,,
186,ipylab,True,Control JupyterLab from Python Notebooks with Jupyter Widgets.,https://github.com/jtpio/ipylab,,lab-extensions,14,jtpio/ipylab,ipylab,conda-forge/ipylab,https://github.com/jtpio/ipylab,2019-11-15 19:52:12.000000,2021-10-26 15:23:32.000000,2021-09-06 16:05:44.000000,4.0,9.0,16.0,85.0,,2021-09-06 16:11:06.000000,0.5.1,15.0,306.0,10.0,,,5.0,https://pypi.org/project/ipylab,,https://anaconda.org/conda-forge/ipylab,2021-09-07 06:01:58.442000,7364.0,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
187,JupyterLab HDF5,True,Open and explore HDF5 files in JupyterLab. Can handle very..,https://github.com/jupyterlab/jupyterlab-hdf5,,lab-extensions,14,jupyterlab/jupyterlab-hdf5,jupyterlab_hdf,,https://github.com/jupyterlab/jupyterlab-hdf5,2018-10-02 18:20:20.000000,2021-10-25 07:48:27.000000,2021-10-22 09:21:12.000000,16.0,9.0,33.0,80.0,329.0,,,,1666.0,,,,6.0,https://pypi.org/project/jupyterlab_hdf,722.0,,,,3.0,,,,,,@jupyterlab/hdf5,BSD-3-Clause,https://www.npmjs.com/package/@jupyterlab/hdf5,944.0,,,,,,,,
188,Content Management,True,Jupyter Content Management Extensions.,https://github.com/jupyter-incubator/contentmanagement,,jupyter-extensions,14,jupyter-incubator/contentmanagement,jupyter_cms,conda-forge/jupyter_cms,https://github.com/jupyter-incubator/contentmanagement,2015-09-21 15:41:02.000000,2020-10-15 16:27:20.124000,2018-06-11 01:51:34.000000,25.0,7.0,20.0,75.0,136.0,,,,1111.0,3.0,,,8.0,https://pypi.org/project/jupyter_cms,,https://anaconda.org/conda-forge/jupyter_cms,2020-10-15 16:27:20.124000,68905.0,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
189,JupyterLab Quickopen,True,Quickly open a file in JupyterLab by typing part of its..,https://github.com/parente/jupyterlab-quickopen,,lab-extensions,14,parente/jupyterlab-quickopen,jupyterlab-quickopen,,https://github.com/parente/jupyterlab-quickopen,2018-12-04 01:00:58.000000,2021-08-14 21:32:12.000000,2021-08-14 21:29:39.000000,6.0,,,69.0,54.0,2021-08-14 21:40:58.000000,1.1.0,,342.0,2.0,,,5.0,https://pypi.org/project/jupyterlab-quickopen,229.0,,,,3.0,,,,,,@parente/jupyterlab-quickopen,BSD-3-Clause,https://www.npmjs.com/package/@parente/jupyterlab-quickopen,113.0,,,,,,,,
190,JupyterLab Kernelspy,True,A Jupyter Lab extension for inspecting messages to/from..,https://github.com/jupyterlab-contrib/jupyterlab-kernelspy,,lab-extensions,14,jupyterlab-contrib/jupyterlab-kernelspy,,,https://github.com/jupyterlab-contrib/jupyterlab-kernelspy,2018-04-20 16:11:58.000000,2021-10-01 08:10:31.000000,2021-10-01 08:10:31.000000,7.0,2.0,11.0,59.0,120.0,2021-09-02 09:10:11.000000,3.0.6,,283.0,4.0,3.0,3.0,4.0,,,,,,3.0,,,,,,jupyterlab-kernelspy,,https://www.npmjs.com/package/jupyterlab-kernelspy,283.0,,,,,,,,
191,JupyterLab Shortcutui,True,A JupyterLab extension for managing keyboard shortcuts.,https://github.com/jupyterlab/jupyterlab-shortcutui,,lab-extensions,14,jupyterlab/jupyterlab-shortcutui,,,https://github.com/jupyterlab/jupyterlab-shortcutui,2018-06-18 22:07:19.000000,2020-01-17 16:59:32.000000,2020-01-17 16:59:32.000000,15.0,7.0,6.0,56.0,191.0,2019-09-05 11:54:07.000000,0.4.0,,677.0,3.0,,,8.0,,,,,,3.0,,,,,,@jupyterlab/shortcutui,BSD-3-Clause,https://www.npmjs.com/package/@jupyterlab/shortcutui,677.0,,,,,,,,
192,JupyterLab Python Files,True,JupyterLab extension to create Python files.,https://github.com/jtpio/jupyterlab-python-file,,lab-extensions,14,jtpio/jupyterlab-python-file,,,https://github.com/jtpio/jupyterlab-python-file,2018-10-17 22:21:21.000000,2021-08-27 11:18:53.000000,2021-08-27 11:18:51.000000,7.0,1.0,8.0,48.0,,2021-06-23 21:13:28.000000,0.5.5,76.0,2497.0,5.0,,,4.0,,,,,,3.0,,,,,,jupyterlab-python-file,BSD-3-Clause,https://www.npmjs.com/package/jupyterlab-python-file,2491.0,,,,,,,,
193,SSH Kernel,True,SSH Kernel for Jupyter.,https://github.com/NII-cloud-operation/sshkernel,,kernels,14,NII-cloud-operation/sshkernel,sshkernel,,https://github.com/NII-cloud-operation/sshkernel,2019-02-12 02:46:14.000000,2021-11-04 09:33:50.000000,2021-11-04 09:33:21.000000,10.0,1.0,6.0,47.0,398.0,,,,153.0,,5.0,5.0,4.0,https://pypi.org/project/sshkernel,153.0,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
194,First Use Authenticator,True,JupyterHub Authenticator that lets users set..,https://github.com/jupyterhub/firstuseauthenticator,,hub-auth,14,jupyterhub/firstuseauthenticator,jupyterhub-firstuseauthenticator,,https://github.com/jupyterhub/firstuseauthenticator,2016-10-25 03:09:14.000000,2021-10-28 11:34:33.000000,2021-10-28 11:33:41.000000,21.0,5.0,17.0,38.0,,2019-01-24 17:18:45.000000,0.12,,,2.0,54.0,54.0,12.0,https://pypi.org/project/jupyterhub-firstuseauthenticator,,,,,2.0,,,,,,,BSD-3-Clause,,,,,,,,,,
195,dummyauthenticator,True,A Dummy JupyterHub Authenticator to make testing easy.,https://github.com/jupyterhub/dummyauthenticator,,hub-auth,14,jupyterhub/dummyauthenticator,jupyterhub-dummyauthenticator,,https://github.com/jupyterhub/dummyauthenticator,2016-02-14 21:57:32.000000,2021-02-12 08:19:02.000000,2021-02-12 08:19:00.000000,15.0,5.0,2.0,27.0,7.0,,,,4989.0,,91.0,91.0,,https://pypi.org/project/jupyterhub-dummyauthenticator,4989.0,,,,2.0,,,,,,,BSD-3-Clause,,,,,,,,,,
196,lgo,True,Interactive Go programming with Jupyter.,https://github.com/yunabe/lgo,,kernels,13,yunabe/lgo,,,https://github.com/yunabe/lgo,2017-10-05 15:29:10.000000,2020-11-20 07:01:33.000000,2019-07-09 12:59:17.000000,106.0,23.0,53.0,2220.0,169.0,,,,,,,,9.0,,,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
197,Bash Kernel,True,A bash kernel for IPython.,https://github.com/takluyver/bash_kernel,,kernels,13,takluyver/bash_kernel,bash_kernel,,https://github.com/takluyver/bash_kernel,2014-06-27 00:27:25.000000,2020-01-27 10:39:24.000000,2019-07-22 16:06:53.000000,99.0,37.0,53.0,566.0,86.0,2016-04-07 16:41:34.000000,0.4.1,2838.0,5939.0,1.0,,,13.0,https://pypi.org/project/bash_kernel,5897.0,,,,3.0,,,,,,,,,,,,,,,,,
198,py_d3,True,D3 block magic for Jupyter notebook.,https://github.com/ResidentMario/py_d3,,magic,13,ResidentMario/py_d3,py_d3,,https://github.com/ResidentMario/py_d3,2016-08-28 03:38:28.000000,2019-03-17 04:32:12.000000,2019-03-17 04:32:05.000000,36.0,2.0,14.0,435.0,38.0,,,,418.0,,,,3.0,https://pypi.org/project/py_d3,418.0,,,,3.0,,,,,,,MIT,,,,,,,,,,
199,pynb,True,Jupyter Notebooks as plain Python code with embedded Markdown text.,https://github.com/elehcimd/pynb,,notebook-sharing,13,elehcimd/pynb,,,https://github.com/elehcimd/pynb,2017-11-14 11:13:22.000000,2020-07-07 15:27:20.000000,2020-07-07 15:27:10.000000,5.0,,8.0,231.0,154.0,,,,,,17.0,17.0,8.0,,,,,,3.0,,,,,,,MIT,,,,,,,,,,
200,nbinteract,True,Create interactive webpages from Jupyter Notebooks.,https://github.com/SamLau95/nbinteract,,notebook-sharing,13,SamLau95/nbinteract,nbinteract,,https://github.com/SamLau95/nbinteract,2017-08-31 00:16:20.000000,2021-10-26 15:14:42.000000,2021-04-15 20:39:36.000000,21.0,29.0,41.0,203.0,590.0,,,,,,1.0,1.0,8.0,https://pypi.org/project/nbinteract,,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
201,nbmake-action,True,GitHub Action for testing notebooks.,https://github.com/treebeardtech/nbmake-action,,notebook-tools,13,treebeardtech/nbmake-action,,,https://github.com/treebeardtech/nbmake-action,2020-02-06 15:49:32.000000,2021-09-21 08:52:43.000000,2021-09-21 08:52:40.000000,6.0,,24.0,154.0,731.0,2020-12-11 15:26:11.000000,0.2.1,,,5.0,,,2.0,,,,,,3.0,,,,,,,Apache-2.0,,,,,,,,,,
202,Collapsible Headings,True,Implements Collapsible Headers for Jupyter Lab Notebooks.,https://github.com/aquirdTurtle/Collapsible_Headings,,lab-extensions,13,aquirdTurtle/Collapsible_Headings,,,https://github.com/aquirdTurtle/Collapsible_Headings,2019-07-29 01:45:30.000000,2021-08-31 21:50:05.000000,2021-05-22 01:41:35.000000,7.0,7.0,22.0,151.0,98.0,,,,2240.0,,,,6.0,,,,,,3.0,,,,,,@aquirdturtle/collapsible_headings,BSD-3-Clause,https://www.npmjs.com/package/@aquirdturtle/collapsible_headings,2240.0,,,,,,,,
203,nbgallery,True,Enterprise Jupyter notebook sharing and collaboration app.,https://github.com/nbgallery/nbgallery,,notebook-sharing,13,nbgallery/nbgallery,,,https://github.com/nbgallery/nbgallery,2017-01-10 19:18:40.000000,2021-11-10 13:45:07.000000,2021-10-27 14:07:15.000000,21.0,84.0,253.0,140.0,,,,,2150.0,,,,18.0,,,,,,3.0,nbgallery/nbgallery,https://hub.docker.com/r/nbgallery/nbgallery,2021-10-27 14:35:15.174480,3.0,124737.0,,MIT,,,,,,,,,,
204,cdsdashboards,True,JupyterHub extension for ContainDS Dashboards.,https://github.com/ideonate/cdsdashboards,,notebook-sharing,13,ideonate/cdsdashboards,cdsdashboards,conda-forge/cdsdashboards,https://github.com/ideonate/cdsdashboards,2020-04-28 13:51:31.000000,2021-11-08 10:13:58.000000,2021-11-08 10:13:58.000000,24.0,24.0,49.0,139.0,449.0,,,,1019.0,19.0,,,11.0,https://pypi.org/project/cdsdashboards,,https://anaconda.org/conda-forge/cdsdashboards,2021-10-28 20:01:06.914000,16314.0,3.0,,,,,,,,,,,,,,,,,
205,JupyterLab Commenting,True,Commenting and annotation for JupyterLab.,https://github.com/jupyterlab/jupyterlab-commenting,,lab-extensions,13,jupyterlab/jupyterlab-commenting,,,https://github.com/jupyterlab/jupyterlab-commenting,2019-01-03 21:55:33.000000,2021-02-10 20:06:33.000000,2020-05-01 11:42:37.000000,22.0,24.0,10.0,85.0,332.0,,,,250.0,,,,10.0,,,,,,3.0,,,,,,@jupyterlab/commenting-extension,BSD-3-Clause,https://www.npmjs.com/package/@jupyterlab/commenting-extension,250.0,,,,,,,,
206,mkdocs-jupyter,True,Use Jupyter Notebook in mkdocs.,https://github.com/danielfrg/mkdocs-jupyter,,notebook-sharing,13,danielfrg/mkdocs-jupyter,mkdocs-jupyter,,https://github.com/danielfrg/mkdocs-jupyter,2019-12-18 02:11:34.000000,2021-10-31 16:18:52.000000,2021-10-31 16:18:10.000000,9.0,,32.0,82.0,,,,,16893.0,,,,8.0,https://pypi.org/project/mkdocs-jupyter,16893.0,,,,3.0,,,,,,,Apache-2.0,,,,,,,,,,
207,nbzip,True,Zips and downloads all the contents of a jupyter notebook.,https://github.com/data-8/nbzip,,jupyter-extensions,13,data-8/nbzip,nbzip,,https://github.com/data-8/nbzip,2017-09-30 17:32:31.000000,2019-11-22 08:47:26.000000,2019-11-22 08:47:25.000000,15.0,9.0,5.0,74.0,43.0,,,,,,233.0,233.0,6.0,https://pypi.org/project/nbzip,,,,,3.0,,,,,,,Apache-2.0,,,,,,,,,,
208,ipymaterialui,True,Jupyter Widgets based on React Material UI components.,https://github.com/maartenbreddels/ipymaterialui,,widgets,13,maartenbreddels/ipymaterialui,ipymaterialui,,https://github.com/maartenbreddels/ipymaterialui,2018-11-23 18:33:20.000000,2021-08-10 20:43:17.000000,2019-10-29 13:53:37.000000,13.0,7.0,3.0,73.0,74.0,2019-08-09 15:57:25.000000,0.1.1,,150.0,1.0,4.0,4.0,3.0,https://pypi.org/project/ipymaterialui,52.0,,,,3.0,,,,,,jupyter-materialui,MIT,https://www.npmjs.com/package/jupyter-materialui,98.0,,,,,,,,
209,JWT Authenticator,True,A Token Authenticator for JupyterHub.,https://github.com/mogthesprog/jwtauthenticator,,hub-auth,13,mogthesprog/jwtauthenticator,jupyterhub-jwtauthenticator,,https://github.com/mogthesprog/jwtauthenticator,2017-06-21 20:09:58.000000,2021-04-15 07:40:37.000000,2019-02-13 10:57:15.000000,36.0,9.0,8.0,37.0,24.0,,,,265.0,,8.0,8.0,7.0,https://pypi.org/project/jupyterhub-jwtauthenticator,265.0,,,,3.0,,,,,,,Apache-2.0,,,,,,,,,,
210,Matlab Kernel,True,Jupyter Kernel for Matlab.,https://github.com/Calysto/matlab_kernel,,kernels,12,calysto/matlab_kernel,matlab_kernel,,https://github.com/Calysto/matlab_kernel,2015-01-31 12:51:06.000000,2021-09-14 19:55:27.000000,2020-11-09 20:41:43.000000,71.0,25.0,101.0,407.0,210.0,2017-10-17 21:39:32.000000,0.15.0,,,1.0,,,17.0,https://pypi.org/project/matlab_kernel,,,,,3.0,,,,,,,,,,,,,,,,,
211,JupyterLab Voyager,True,JupyterLab extension visualize data with Voyager.,https://github.com/altair-viz/jupyterlab_voyager,,lab-renderer,12,altair-viz/jupyterlab_voyager,,,https://github.com/altair-viz/jupyterlab_voyager,2017-08-26 15:50:13.000000,2021-08-10 22:48:31.000000,2019-08-14 17:21:34.000000,32.0,40.0,20.0,263.0,87.0,,,,75.0,,,,6.0,,,,,,3.0,,,,,,jupyterlab_voyager,BSD-3-Clause,https://www.npmjs.com/package/jupyterlab_voyager,75.0,,,,,,,,
212,ipytest,True,Pytest in IPython notebooks.,https://github.com/chmp/ipytest,,notebook-tools,12,chmp/ipytest,ipytest,,https://github.com/chmp/ipytest,2016-02-07 20:24:41.000000,2021-07-28 17:52:52.000000,2021-07-28 17:34:15.000000,17.0,2.0,41.0,171.0,,,,,,,122.0,122.0,4.0,https://pypi.org/project/ipytest,,,,,3.0,,,,,,,MIT,,,,,,,,,,
213,jupyter-manim,True,manim cell magic for IPython/Jupyter to show the output video.,https://github.com/krassowski/jupyter-manim,,magic,12,krassowski/jupyter-manim,,,https://github.com/krassowski/jupyter-manim,2019-05-22 14:18:39.000000,2021-11-05 23:41:24.000000,2021-02-05 05:42:04.000000,10.0,6.0,16.0,157.0,38.0,2020-04-12 11:15:09.000000,1.3,,,6.0,,,4.0,,,,,,3.0,,,,,,,MIT,,,,,,,,,,
214,naas,True,"Schedule notebooks, run them like APIs, expose securely your assets:..",https://github.com/jupyter-naas/naas,,notebook-tools,12,jupyter-naas/naas,naas,,https://github.com/jupyter-naas/naas,2020-09-20 17:09:00.000000,2021-11-08 20:04:58.000000,2021-11-08 10:49:34.000000,11.0,78.0,36.0,122.0,,,,,8159.0,,1.0,1.0,13.0,https://pypi.org/project/naas,8159.0,,,,3.0,,,,,,,AGPL-3.0,,,4.0,,,,,,,
215,Neon Theme,True,"A flat, 80's neon inspired theme for JupyterLab.",https://github.com/yeebc/jupyterlab-neon-theme,,lab-themes,12,yeebc/jupyterlab-neon-theme,,,https://github.com/yeebc/jupyterlab-neon-theme,2019-09-27 14:29:10.000000,2021-03-07 04:41:08.000000,2021-03-07 04:40:47.000000,5.0,2.0,10.0,105.0,43.0,,,,1205.0,,1.0,1.0,3.0,,,,,,2.0,,,,,,@yeebc/jupyterlab_neon_theme,BSD-3-Clause,https://www.npmjs.com/package/@yeebc/jupyterlab_neon_theme,1205.0,,,,,,,,
216,nbcelltests,True,Cell-by-cell testing for production Jupyter notebooks in..,https://github.com/jpmorganchase/nbcelltests,,lab-extensions,12,jpmorganchase/nbcelltests,nbcelltests,,https://github.com/jpmorganchase/nbcelltests,2018-08-23 23:51:41.000000,2021-09-22 12:53:39.000000,2021-09-22 12:53:39.000000,16.0,30.0,83.0,60.0,,2020-10-05 14:23:28.000000,0.2.3,,51.0,11.0,,,7.0,https://pypi.org/project/nbcelltests,,,,,3.0,,,,,,jupyterlab_celltests,Apache-2.0,https://www.npmjs.com/package/jupyterlab_celltests,51.0,,,,,,,,
217,JupyterLab Autoversion,True,Automatically version jupyter notebooks in JupyterLab.,https://github.com/timkpaine/jupyterlab_autoversion,,lab-extensions,12,timkpaine/jupyterlab_autoversion,jupyterlab_autoversion,,https://github.com/timkpaine/jupyterlab_autoversion,2018-08-23 23:49:52.000000,2021-10-14 04:57:16.000000,2021-10-14 04:57:16.000000,5.0,5.0,23.0,56.0,,2021-01-01 04:15:38.000000,0.3.0,,101.0,7.0,,,4.0,https://pypi.org/project/jupyterlab_autoversion,49.0,,,,3.0,,,,,,jupyterlab_autoversion,Apache-2.0,https://www.npmjs.com/package/jupyterlab_autoversion,52.0,,,,,,,,
218,WrapSpawner,True,Mechanism for runtime configuration of spawners for JupyterHub.,https://github.com/jupyterhub/wrapspawner,,hub-spawners,12,jupyterhub/wrapspawner,,,https://github.com/jupyterhub/wrapspawner,2016-09-21 21:48:31.000000,2021-07-07 15:51:44.000000,2021-07-07 15:51:44.000000,42.0,15.0,13.0,49.0,31.0,2021-04-13 20:56:56.000000,1.0.0,,,1.0,5.0,5.0,16.0,,,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
219,Jupyter Helpers,True,A collection of helpers for Jupyter/IPython.,https://github.com/krassowski/jupyter-helpers,,notebook-tools,12,krassowski/jupyter-helpers,jupyter_helpers,,https://github.com/krassowski/jupyter-helpers,2019-03-17 22:11:35.000000,2021-07-31 11:45:58.000000,2021-07-31 11:45:57.000000,3.0,3.0,2.0,40.0,27.0,2021-02-10 16:36:22.000000,0.2.3-2,,151.0,5.0,,,2.0,https://pypi.org/project/jupyter_helpers,151.0,,,,3.0,,,,,,,MIT,,,,,,,,,,
220,jupyterlab_commands,True,Add arbitrary python commands to the jupyterlab command palette.,https://github.com/timkpaine/jupyterlab_commands,,lab-extensions,12,timkpaine/jupyterlab_commands,,,https://github.com/timkpaine/jupyterlab_commands,2018-08-01 15:55:08.000000,2021-10-14 05:21:06.000000,2021-01-31 22:57:48.000000,6.0,2.0,19.0,36.0,,2021-01-03 13:27:37.000000,0.3.0,,,9.0,3.0,3.0,,,,,,,3.0,,,,,,,Apache-2.0,,,,,,,,,,
221,SAML Authenticator,True,jupyterhub-samlauthenticator.,https://github.com/HewlettPackard/jupyterhub-samlauthenticator,,hub-auth,12,HewlettPackard/jupyterhub-samlauthenticator,jupyterhub-samlauthenticator,,https://github.com/HewlettPackard/jupyterhub-samlauthenticator,2019-04-17 21:34:09.000000,2021-08-25 23:29:03.000000,2021-08-25 15:02:59.000000,16.0,13.0,14.0,29.0,112.0,2020-07-13 15:56:30.000000,samlauthenticator-0.0.9,13.0,432.0,3.0,,,6.0,https://pypi.org/project/jupyterhub-samlauthenticator,432.0,,,,3.0,,,,,,,MIT,,,,,,,,,,
222,pick,True,Customize your kernels on Launch!.,https://github.com/nteract/pick,,magic,12,nteract/pick,pick,,https://github.com/nteract/pick,2020-04-08 23:47:09.000000,2021-07-23 05:39:29.000000,2020-11-04 01:10:24.000000,7.0,4.0,5.0,28.0,,,,,41938.0,,,,5.0,https://pypi.org/project/pick,41938.0,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
223,jupyter-nbrequirements,True,Dependency management and optimization in Jupyter..,https://github.com/thoth-station/jupyter-nbrequirements,,jupyter-extensions,12,thoth-station/jupyter-nbrequirements,,,https://github.com/thoth-station/jupyter-nbrequirements,2019-06-25 06:48:06.000000,2021-10-21 06:25:30.000000,2021-10-21 06:25:29.000000,4.0,2.0,30.0,14.0,348.0,2019-12-09 18:41:20.000000,0.5.0,,,3.0,,,12.0,,,,,,3.0,,,,,,,MIT,,,,,,,,,,
224,jupyter2slides,True,Cloud Native Presentation Slides with Jupyter Notebook +..,https://github.com/datitran/jupyter2slides,,notebook-tools,11,datitran/jupyter2slides,,,https://github.com/datitran/jupyter2slides,2016-07-26 12:38:17.000000,2019-09-03 14:54:44.000000,2018-12-28 18:34:22.000000,164.0,11.0,4.0,771.0,11.0,,,,,,,,,,,,,,3.0,,,,,,,MIT,,,,,,,,,,
225,nbopen,True,Open a Jupyter notebook in the best available server.,https://github.com/takluyver/nbopen,,notebook-tools,11,takluyver/nbopen,nbopen,,https://github.com/takluyver/nbopen,2014-07-09 03:24:47.000000,2018-04-25 07:37:01.000000,2018-04-25 07:36:18.000000,50.0,35.0,25.0,265.0,57.0,,,,,,,,10.0,https://pypi.org/project/nbopen,,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
226,ICSharp,True,C# kernel for Jupyter.,https://github.com/zabirauf/icsharp,,kernels,11,zabirauf/icsharp,,,https://github.com/zabirauf/icsharp,2014-09-22 07:57:50.000000,2018-09-23 04:19:46.000000,2018-09-23 04:19:45.000000,59.0,33.0,13.0,262.0,45.0,,,,,,,,10.0,,,,,,3.0,,,,,,,Apache-2.0,,,,,,,,,,
227,jupyter-flex,True,Build dashboards using Jupyter Notebooks.,https://github.com/danielfrg/jupyter-flex,,notebook-sharing,11,danielfrg/jupyter-flex,,,https://github.com/danielfrg/jupyter-flex,2019-12-13 20:19:40.000000,2021-10-30 20:25:30.000000,2021-10-30 20:25:28.000000,39.0,6.0,40.0,226.0,,,,,,,1.0,1.0,3.0,,,,,,3.0,,,,,,,Apache-2.0,,,,,,,,,,
228,SQLCell,True,"SQLCell is a magic function for the Jupyter Notebook that executes raw,..",https://github.com/tmthyjames/SQLCell,,magic,11,tmthyjames/SQLCell,sqlcell,,https://github.com/tmthyjames/SQLCell,2016-08-15 01:54:46.000000,2021-08-23 20:09:58.000000,2020-10-06 02:14:24.000000,9.0,60.0,24.0,144.0,310.0,,,,22.0,,1.0,1.0,14.0,https://pypi.org/project/sqlcell,22.0,,,,3.0,,,,,,,MIT,,,,,,,,,,
229,Kernel Detection,True,An Jupyter plugin to enable the automatic detection of..,https://github.com/Cadair/jupyter_environment_kernels,,kernels,11,Cadair/jupyter_environment_kernels,environment_kernels,,https://github.com/Cadair/jupyter_environment_kernels,2015-01-06 14:50:00.000000,2018-02-20 00:36:41.000000,2018-02-12 13:00:01.000000,16.0,7.0,22.0,142.0,77.0,2018-02-12 13:01:06.000000,1.1.1,,,2.0,,,6.0,https://pypi.org/project/environment_kernels,,,,,3.0,,,,,,,BSD-2-Clause,,,,,,,,,,
230,ipyexperiments,True,jupyter/ipython experiment containers for GPU and general..,https://github.com/stas00/ipyexperiments,,notebook-tools,11,stas00/ipyexperiments,ipyexperiments,,https://github.com/stas00/ipyexperiments,2018-11-15 01:19:40.000000,2021-09-16 21:08:52.000000,2021-09-16 21:08:49.000000,10.0,,4.0,141.0,197.0,,,,91.0,,5.0,5.0,3.0,https://pypi.org/project/ipyexperiments,91.0,,,,3.0,,,,,,,,,,,,,,,,,
231,Material Darker Theme,True,The Material Darker theme for JupyterLab.,https://github.com/oriolmirosa/jupyterlab_materialdarker,,lab-themes,11,oriolmirosa/jupyterlab_materialdarker,,,https://github.com/oriolmirosa/jupyterlab_materialdarker,2018-03-07 23:24:13.000000,2021-08-31 15:09:16.000000,2021-08-31 15:09:09.000000,13.0,2.0,14.0,127.0,49.0,,,,1057.0,,4.0,4.0,2.0,,,,,,3.0,,,,,,@oriolmirosa/jupyterlab_materialdarker,BSD-3-Clause,https://www.npmjs.com/package/@oriolmirosa/jupyterlab_materialdarker,1057.0,,,,,,,,
232,xeus-sqlite,True,Jupyter kernel for SQLite.,https://github.com/jupyter-xeus/xeus-sqlite,,kernels,11,jupyter-xeus/xeus-sqlite,,,https://github.com/jupyter-xeus/xeus-sqlite,2020-03-11 11:24:36.000000,2021-10-06 10:03:52.000000,2021-10-06 10:03:19.000000,20.0,11.0,28.0,126.0,266.0,,,,,,,,12.0,,,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
233,jupyterlab-flake8,True,Jupyterlab python linter for notebooks and text files..,https://github.com/mlshapiro/jupyterlab-flake8,,lab-extensions,11,mlshapiro/jupyterlab-flake8,,,https://github.com/mlshapiro/jupyterlab-flake8,2018-04-11 16:16:59.000000,2021-09-16 16:01:09.000000,2021-09-16 16:01:07.000000,9.0,4.0,33.0,103.0,,,,,401.0,,,,5.0,,,,,,3.0,,,,,,jupyterlab-flake8,BSD-3-Clause,https://www.npmjs.com/package/jupyterlab-flake8,401.0,,,,,,,,
234,jnotebook-reader,True,An awesome viewer to browse and render Jupyter..,https://github.com/line/jnotebook_reader,,notebook-sharing,11,line/jnotebook_reader,,,https://github.com/line/jnotebook_reader,2020-10-30 02:50:59.000000,2021-09-08 19:36:55.000000,2021-02-10 02:29:57.000000,13.0,1.0,1.0,89.0,12.0,2021-02-10 02:34:21.000000,1.0.2,,,3.0,,,4.0,,,,,,3.0,,,,,,,Apache-2.0,,,,,,,,,,
