,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,license,npm_url,npm_monthly_downloads,trending,updated_github_id,go_id,cran_id,gem_id,pypi,hex_id,bitbucket_id
46,gophernotes,True,The Go kernel for Jupyter notebooks and nteract.,https://github.com/gopherdata/gophernotes,,kernels,22,gopherdata/gophernotes,,,https://github.com/gopherdata/gophernotes,2016-01-22 19:22:16.000000,2021-06-24 15:48:32.000000,2021-06-24 15:45:56.000000,203.0,42.0,120.0,3078.0,387.0,2021-06-24 15:51:03.000000,0.7.3,40.0,1199.0,15.0,7.0,7.0,28.0,,,,,,1.0,gopherdata/gophernotes,https://hub.docker.com/r/gopherdata/gophernotes,2018-12-22 19:00:35.934804,6.0,83964.0,,MIT,,,,,github.com/gopherdata/gophernotes,,,,,
47,BeakerX,True,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,22,twosigma/beakerx,beakerx,conda-forge/beakerx,https://github.com/twosigma/beakerx,2013-12-03 14:16:36.000000,2021-07-20 12:14:16.709000,2021-01-21 14:02:57.000000,368.0,343.0,4174.0,2613.0,1689.0,2018-12-04 18:27:21.000000,1.3.0,31.0,21502.0,39.0,,,43.0,https://pypi.org/project/beakerx,8423.0,https://anaconda.org/conda-forge/beakerx,2021-07-20 12:14:16.709000,467757.0,2.0,beakerx/beakerx,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,22.0,244209.0,beakerx,Apache-2.0,https://www.npmjs.com/package/beakerx,1154.0,,,,,,,,
48,nbviewer,True,nbconvert as a web service: Render Jupyter Notebooks as static web..,https://github.com/jupyter/nbviewer,,notebook-sharing,22,jupyter/nbviewer,,,https://github.com/jupyter/nbviewer,2012-08-05 11:42:33.000000,2021-11-05 16:16:00.000000,2021-09-10 14:27:08.000000,479.0,152.0,401.0,1971.0,1391.0,,,,17939.0,,6.0,6.0,86.0,,,,,,2.0,jupyter/nbviewer,https://hub.docker.com/r/jupyter/nbviewer,2020-12-02 09:25:43.416709,26.0,1991235.0,,BSD-3-Clause,,,,,,,,,,
49,repo2docker,True,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,22,jupyterhub/repo2docker,jupyter-repo2docker,,https://github.com/jupyterhub/repo2docker,2017-05-09 08:36:30.000000,2021-10-19 11:40:35.000000,2021-10-06 08:22:59.000000,271.0,140.0,303.0,1274.0,,2021-08-24 17:28:11.000000,2021.08.0,,4898.0,10.0,133.0,133.0,101.0,https://pypi.org/project/jupyter-repo2docker,4898.0,,,,2.0,,,,,,,BSD-3-Clause,,,,,,,,,,
50,Stencila,True,Living documents for reproducible research.,https://github.com/stencila/stencila,,notebook-sharing,22,stencila/stencila,,,https://github.com/stencila/stencila,2012-05-31 02:43:31.000000,2021-11-11 07:12:56.000000,2021-11-09 21:24:43.000000,32.0,48.0,478.0,606.0,6238.0,2021-11-09 19:58:54.000000,0.126.2,1005.0,321.0,100.0,16.0,16.0,25.0,,,,,,2.0,stencila/cloud,https://hub.docker.com/r/stencila/cloud,2019-04-08 04:14:51.284193,,16459.0,stencila,Apache-2.0,https://www.npmjs.com/package/stencila,10.0,,,,,,,,
51,watermark,True,"An IPython magic extension for printing date and time stamps, version..",https://github.com/rasbt/watermark,,magic,22,rasbt/watermark,watermark,conda-forge/watermark,https://github.com/rasbt/watermark,2014-07-30 03:46:33.000000,2021-02-18 18:12:02.241000,2021-02-18 16:55:13.000000,69.0,15.0,26.0,564.0,81.0,2021-02-18 17:08:16.000000,2.2.0,,14924.0,14.0,1248.0,1248.0,15.0,https://pypi.org/project/watermark,11849.0,https://anaconda.org/conda-forge/watermark,2021-02-18 18:12:02.241000,187612.0,2.0,,,,,,,BSD-3-Clause,,,,,,,,,,
52,Resource Usage,True,Jupyter Notebook Extension for monitoring your own Resource..,https://github.com/jupyter-server/jupyter-resource-usage,,jupyter-extensions,22,jupyter-server/jupyter-resource-usage,jupyter-resource-usage,conda-forge/nbresuse,https://github.com/jupyter-server/jupyter-resource-usage,2016-04-22 07:01:34.000000,2021-09-06 06:37:48.000000,2021-09-06 06:37:39.000000,64.0,28.0,26.0,267.0,170.0,2021-04-29 13:47:38.000000,0.6.0,,41450.0,4.0,86.0,86.0,17.0,https://pypi.org/project/jupyter-resource-usage,18689.0,https://anaconda.org/conda-forge/nbresuse,2020-11-23 11:22:25.946000,455235.0,1.0,,,,,,,BSD-2-Clause,,,,,,,,,,
53,LDAP Authenticator,True,LDAP Authenticator Plugin for Jupyter.,https://github.com/jupyterhub/ldapauthenticator,,hub-auth,22,jupyterhub/ldapauthenticator,jupyterhub-ldapauthenticator,conda-forge/jupyterhub-ldapauthenticator,https://github.com/jupyterhub/ldapauthenticator,2016-01-17 05:11:49.000000,2021-06-27 18:55:19.000000,2021-06-27 18:55:19.000000,145.0,53.0,77.0,166.0,167.0,2018-06-14 12:02:35.000000,1.2.2,,12022.0,3.0,80.0,80.0,30.0,https://pypi.org/project/jupyterhub-ldapauthenticator,11481.0,https://anaconda.org/conda-forge/jupyterhub-ldapauthenticator,2020-08-28 14:10:52.507000,22211.0,1.0,,,,,,,BSD-3-Clause,,,,,,,,,,
54,Contrib NBextensions,True,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,21,ipython-contrib/jupyter_contrib_nbextensions,jupyter_contrib_nbextensions,,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,2013-07-13 17:05:16.000000,2021-10-15 08:00:37.000000,2021-04-06 05:51:36.000000,734.0,310.0,448.0,4705.0,2608.0,2019-01-02 12:23:07.000000,0.5.1,,309886.0,1.0,,,127.0,https://pypi.org/project/jupyter_contrib_nbextensions,309886.0,,,,1.0,,,,,,,,,,6.0,,,,,,,
55,qgrid,True,"An interactive grid for sorting, filtering, and editing DataFrames..",https://github.com/quantopian/qgrid,,widgets,21,quantopian/qgrid,qgrid,conda-forge/qgrid,https://github.com/quantopian/qgrid,2014-09-30 04:33:20.000000,2021-06-25 03:13:35.000000,2020-04-07 18:56:49.000000,363.0,144.0,124.0,2774.0,405.0,2020-04-07 16:34:17.000000,1.3.1,,58591.0,21.0,1.0,1.0,30.0,https://pypi.org/project/qgrid,50596.0,https://anaconda.org/conda-forge/qgrid,2021-03-04 10:14:48.336000,324525.0,2.0,,,,,,qgrid,Apache-2.0,https://www.npmjs.com/package/qgrid,784.0,,,,,,,,
56,ipyparallel,True,Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,21,ipython/ipyparallel,ipyparallel,conda-forge/ipyparallel,https://github.com/ipython/ipyparallel,2015-04-09 07:43:55.000000,2021-11-11 13:03:33.000000,2021-11-11 12:46:41.000000,806.0,47.0,258.0,2099.0,,,,,7894.0,17.0,1723.0,1723.0,103.0,https://pypi.org/project/ipyparallel,,https://anaconda.org/conda-forge/ipyparallel,2021-09-30 13:21:42.250000,528948.0,2.0,,,,,,,,,,,,,,,,,
57,colabcode,True,Run VSCode (codeserver) on Google Colab or Kaggle Notebooks.,https://github.com/abhishekkrthakur/colabcode,,others,21,abhishekkrthakur/colabcode,colabcode,,https://github.com/abhishekkrthakur/colabcode,2020-09-09 10:06:26.000000,2021-10-28 17:06:53.000000,2021-06-11 15:16:36.000000,212.0,29.0,29.0,1581.0,44.0,,,,12860.0,,43.0,43.0,8.0,https://pypi.org/project/colabcode,12860.0,,,,3.0,,,,,,,MIT,,,,,,,,,,
58,IRkernel,True,R kernel for Jupyter.,https://github.com/IRkernel/IRkernel,,kernels,21,IRkernel/IRkernel,,r/r-irkernel,https://github.com/IRkernel/IRkernel,2014-02-26 02:57:07.000000,2021-11-10 21:13:25.110389,2021-08-02 11:47:04.000000,285.0,53.0,500.0,1475.0,583.0,2021-05-11 11:36:15.000000,1.2,,12051.0,16.0,,,40.0,,,https://anaconda.org/r/r-irkernel,2020-03-10 23:18:20.173000,50316.0,1.0,jupyter/r-notebook,https://hub.docker.com/r/jupyter/r-notebook,2021-11-10 21:13:25.110389,41.0,1061637.0,,MIT,,,,,,IRkernel,,,,
59,nbgrader,True,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,21,jupyter/nbgrader,nbgrader,conda-forge/nbgrader,https://github.com/jupyter/nbgrader,2014-09-13 03:27:36.000000,2021-11-08 05:13:10.000000,2021-10-03 10:13:29.000000,259.0,199.0,579.0,1047.0,3017.0,2021-05-08 15:44:14.000000,0.6.2,,5010.0,19.0,,,84.0,https://pypi.org/project/nbgrader,3254.0,https://anaconda.org/conda-forge/nbgrader,2021-09-25 00:23:03.383000,101849.0,1.0,,,,,,,BSD-3-Clause,,,,,,,,,,
60,pythreejs,True,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,21,jupyter-widgets/pythreejs,pythreejs,conda-forge/pythreejs,https://github.com/jupyter-widgets/pythreejs,2013-12-23 17:02:11.000000,2021-09-28 14:44:01.000000,2021-02-26 14:01:59.000000,160.0,66.0,144.0,768.0,1659.0,,,,54001.0,15.0,19.0,19.0,27.0,https://pypi.org/project/pythreejs,42339.0,https://anaconda.org/conda-forge/pythreejs,2021-03-02 13:32:39.505000,348077.0,2.0,,,,,,jupyter-threejs,,https://www.npmjs.com/package/jupyter-threejs,6389.0,,,,,,,,
61,JupyterLab TOC,True,Table of Contents extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-toc,,lab-extensions,21,jupyterlab/jupyterlab-toc,,,https://github.com/jupyterlab/jupyterlab-toc,2018-03-12 15:55:19.000000,2021-08-10 23:33:27.000000,2021-08-10 23:33:21.000000,100.0,64.0,51.0,700.0,523.0,2018-04-16 17:16:10.000000,0.2.0,,181989.0,1.0,126.0,126.0,13.0,,,,,,2.0,,,,,,@jupyterlab/toc,BSD-3-Clause,https://www.npmjs.com/package/@jupyterlab/toc,181989.0,,,,,,,,
62,nbval,True,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,21,computationalmodelling/nbval,nbval,conda-forge/nbval,https://github.com/computationalmodelling/nbval,2015-04-09 09:40:33.000000,2021-11-09 20:10:28.000000,2021-01-27 08:24:41.000000,40.0,35.0,60.0,364.0,435.0,,,,3054.0,8.0,1204.0,1204.0,26.0,https://pypi.org/project/nbval,,https://anaconda.org/conda-forge/nbval,2020-07-31 11:51:06.985000,167986.0,2.0,,,,,,,,,,,,,,,,,
63,Metakernel,True,Jupyter/IPython Kernel Tools.,https://github.com/Calysto/metakernel,,kernels,21,Calysto/metakernel,metakernel,conda-forge/metakernel,https://github.com/Calysto/metakernel,2014-08-24 20:53:45.000000,2021-05-10 22:22:23.000000,2021-05-10 22:22:23.000000,72.0,25.0,113.0,263.0,1071.0,,,,7742.0,46.0,505.0,505.0,28.0,https://pypi.org/project/metakernel,,https://anaconda.org/conda-forge/metakernel,2020-11-11 18:56:46.728000,518721.0,1.0,,,,,,,BSD-3-Clause,,,,,,,,,,
64,sos,True,SoS workflow system for daily data analysis.,https://github.com/vatlab/sos,,notebook-environments,21,vatlab/SOS,,,https://github.com/vatlab/sos,2016-02-13 00:46:46.000000,2021-08-02 17:37:33.000000,2021-05-24 03:32:18.000000,27.0,57.0,1352.0,213.0,7499.0,2019-05-21 01:06:30.000000,0.9.11,,,51.0,1334.0,1334.0,33.0,,,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
65,jupyter-server-proxy,True,Jupyter notebook server extension to proxy web services.,https://github.com/jupyterhub/jupyter-server-proxy,,jupyter-extensions,21,jupyterhub/jupyter-server-proxy,jupyter-server-proxy,conda-forge/jupyter-server-proxy,https://github.com/jupyterhub/jupyter-server-proxy,2016-10-18 22:02:06.000000,2021-11-10 10:42:10.000000,2021-11-10 10:42:10.000000,98.0,57.0,83.0,193.0,709.0,2018-12-10 14:39:58.000000,0.8.8,,76798.0,13.0,1.0,1.0,59.0,https://pypi.org/project/jupyter-server-proxy,59974.0,https://anaconda.org/conda-forge/jupyter-server-proxy,2021-07-04 06:56:46.142000,555199.0,1.0,,,,,,,BSD-3-Clause,,,,,,,,,,
66,Hydrogen,True,"Run code interactively, inspect data, and plot. All the power of Jupyter..",https://github.com/nteract/hydrogen,,notebook-environments,20,nteract/hydrogen,,,https://github.com/nteract/hydrogen,2015-05-11 01:16:55.000000,2021-10-20 06:32:26.000000,2021-10-16 10:59:33.000000,304.0,149.0,1093.0,3754.0,2359.0,2021-06-02 09:44:54.000000,2.16.3,,,90.0,,,88.0,,,,,,3.0,,,,,,,MIT,,,,,,,,,,
67,ML Workspace,True,All-in-one web-based IDE specialized for machine learning and..,https://github.com/ml-tooling/ml-workspace,,notebook-environments,20,ml-tooling/ml-workspace,,,https://github.com/ml-tooling/ml-workspace,2019-05-27 16:55:15.000000,2021-10-11 02:14:16.000000,2021-07-13 22:08:40.000000,284.0,2.0,70.0,2299.0,,2021-07-13 22:12:59.000000,0.13.2,,16577.0,4.0,,,10.0,,,,,,3.0,mltooling/ml-workspace,https://hub.docker.com/r/mltooling/ml-workspace,2021-07-13 16:32:15.225256,20.0,497332.0,,Apache-2.0,,,,,,,,,,
68,IJavascript,True,IJavascript is a javascript kernel for the Jupyter notebook.,https://github.com/n-riesco/ijavascript,,kernels,20,n-riesco/ijavascript,,,https://github.com/n-riesco/ijavascript,2015-02-02 15:46:34.000000,2021-11-02 12:15:07.000000,2021-06-16 07:25:16.000000,136.0,62.0,150.0,1686.0,325.0,2019-09-26 17:23:40.000000,5.2.0,,2512.0,32.0,53.0,53.0,14.0,,,,,,2.0,,,,,,ijavascript,,https://www.npmjs.com/package/ijavascript,2512.0,,,,,,,,
69,Variable Inspector,True,Variable Inspector extension for Jupyterlab.,https://github.com/lckr/jupyterlab-variableInspector,,lab-extensions,20,lckr/jupyterlab-variableInspector,,,https://github.com/lckr/jupyterlab-variableInspector,2018-06-13 18:16:02.000000,2021-10-19 16:52:12.000000,2021-10-19 16:52:05.000000,75.0,34.0,114.0,851.0,165.0,2021-04-10 11:39:23.000000,3.0.7,,17248.0,6.0,3.0,3.0,17.0,,,,,,2.0,,,,,,@lckr/jupyterlab_variableinspector,BSD-3-Clause,https://www.npmjs.com/package/@lckr/jupyterlab_variableinspector,17248.0,,,,,,,,
70,Apache Toree,True,Jupyter kernel for Apache Spark.,https://github.com/apache/incubator-toree,,kernels,20,apache/incubator-toree,toree,,https://github.com/apache/incubator-toree,2016-01-07 08:00:06.000000,2021-11-04 09:39:14.000000,2021-09-07 03:54:38.000000,214.0,,,686.0,1146.0,,,,11297.0,,,,102.0,https://pypi.org/project/toree,11297.0,,,,2.0,,,,,,,Apache-2.0,,,4.0,,,,,,,
71,DockerSpawner,True,Spawns JupyterHub single user servers in Docker containers.,https://github.com/jupyterhub/dockerspawner,,hub-spawners,20,jupyterhub/dockerspawner,dockerspawner,conda-forge/dockerspawner,https://github.com/jupyterhub/dockerspawner,2014-09-26 20:08:26.000000,2021-09-13 12:21:44.000000,2021-07-22 10:14:46.000000,267.0,17.0,231.0,401.0,,,,,6372.0,4.0,107.0,107.0,62.0,https://pypi.org/project/dockerspawner,6105.0,https://anaconda.org/conda-forge/dockerspawner,2021-08-17 09:21:01.475000,9625.0,1.0,,,,,,,BSD-3-Clause,,,,,,,,,,
72,KubeSpawner,True,Kubernetes spawner for JupyterHub.,https://github.com/jupyterhub/kubespawner,,hub-spawners,20,jupyterhub/kubespawner,jupyterhub-kubespawner,,https://github.com/jupyterhub/kubespawner,2015-11-21 07:02:52.000000,2021-11-04 19:52:17.000000,2021-11-03 11:42:02.000000,222.0,50.0,211.0,386.0,,,,,56381.0,,98.0,98.0,65.0,https://pypi.org/project/jupyterhub-kubespawner,56381.0,,,,1.0,,,,,,,BSD-3-Clause,,,,,,,,,,
73,Appmode,True,A Jupyter extensions that turns notebooks into web applications.,https://github.com/oschuett/appmode,,jupyter-extensions,20,oschuett/appmode,appmode,conda-forge/appmode,https://github.com/oschuett/appmode,2017-03-17 13:33:53.000000,2021-04-26 19:20:13.000000,2021-04-26 19:20:06.000000,63.0,3.0,49.0,381.0,96.0,2020-06-09 08:17:47.000000,0.8.0,,7624.0,8.0,288.0,288.0,8.0,https://pypi.org/project/appmode,4789.0,https://anaconda.org/conda-forge/appmode,2021-01-24 17:12:41.412000,136089.0,2.0,,,,,,,MIT,,,,,,,,,,
74,ipyvuetify,True,Jupyter widgets based on vuetify UI components.,https://github.com/mariobuikhuizen/ipyvuetify,,widgets,20,mariobuikhuizen/ipyvuetify,ipyvuetify,conda-forge/ipyvuetify,https://github.com/mariobuikhuizen/ipyvuetify,2019-05-14 17:35:51.000000,2021-10-21 13:01:38.000000,2021-08-26 11:23:10.000000,38.0,31.0,107.0,231.0,201.0,2021-06-15 13:48:33.000000,1.7.0,,2284.0,27.0,4.0,4.0,10.0,https://pypi.org/project/ipyvuetify,,https://anaconda.org/conda-forge/ipyvuetify,2021-08-06 15:11:56.646000,63967.0,2.0,,,,,,,MIT,,,,,,,,,,
75,ipywebrtc,True,WebRTC for Jupyter notebook/lab.,https://github.com/maartenbreddels/ipywebrtc,,widgets,20,maartenbreddels/ipywebrtc,ipywebrtc,conda-forge/ipywebrtc,https://github.com/maartenbreddels/ipywebrtc,2017-08-10 18:07:51.000000,2021-03-29 11:48:21.469000,2021-03-29 11:25:59.000000,30.0,27.0,20.0,194.0,209.0,,,,4705.0,8.0,378.0,378.0,9.0,https://pypi.org/project/ipywebrtc,,https://anaconda.org/conda-forge/ipywebrtc,2021-03-29 11:48:21.469000,220761.0,2.0,,,,,,jupyter-webrtc,MIT,https://www.npmjs.com/package/jupyter-webrtc,377.0,,,,,,,,
76,Jupyter Sphinx,True,Sphinx extension for rendering of Jupyter interactive widgets.,https://github.com/jupyter/jupyter-sphinx,,notebook-tools,20,jupyter/jupyter-sphinx,jupyter_sphinx,,https://github.com/jupyter/jupyter-sphinx,2016-11-15 18:36:37.000000,2021-09-10 20:37:28.000000,2021-09-10 20:37:28.000000,46.0,35.0,75.0,131.0,351.0,2020-09-21 17:37:11.000000,0.3.2,,61262.0,3.0,,,24.0,https://pypi.org/project/jupyter_sphinx,61262.0,,,,2.0,,,,,,,BSD-3-Clause,,,,,,,,,,
77,jupyter-packaging,True,Tools to help build and install Jupyter Python packages.,https://github.com/jupyter/jupyter-packaging,,components,20,jupyter/jupyter-packaging,jupyter-packaging,conda-forge/jupyter-packaging,https://github.com/jupyter/jupyter-packaging,2017-03-04 19:38:49.000000,2021-10-18 18:37:16.630000,2021-10-18 15:58:05.000000,36.0,8.0,19.0,39.0,292.0,2021-10-18 15:59:33.000000,0.11.0,,271483.0,28.0,,,19.0,https://pypi.org/project/jupyter-packaging,261168.0,https://anaconda.org/conda-forge/jupyter-packaging,2021-10-18 18:37:16.630000,185681.0,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
78,xeus-cling,True,Jupyter kernel for the C++ programming language.,https://github.com/jupyter-xeus/xeus-cling,,kernels,19,jupyter-xeus/xeus-cling,,conda-forge/xeus-cling,https://github.com/jupyter-xeus/xeus-cling,2017-04-20 15:35:44.000000,2021-09-28 11:28:01.000000,2021-09-27 15:05:53.000000,212.0,120.0,112.0,2014.0,470.0,,,,3670.0,15.0,,,20.0,,,https://anaconda.org/conda-forge/xeus-cling,2021-09-24 15:58:38.450000,128469.0,2.0,,,,,,,BSD-3-Clause,,,,,,,,,,
79,docker-python,True,Kaggle Python docker image.,https://github.com/Kaggle/docker-python,,notebook-environments,19,kaggle/docker-python,,,https://github.com/Kaggle/docker-python,2015-04-14 01:45:38.000000,2021-11-10 16:11:27.000000,2021-11-10 16:11:26.000000,761.0,8.0,267.0,1977.0,,2021-10-27 19:14:34.000000,7b500f6081e92f812db283da919abe5e305c17a7130d456ddd8ddbd7da786e50,,2425.0,53.0,,,143.0,,,,,,3.0,kaggle/python,https://hub.docker.com/r/kaggle/python,2021-10-27 19:34:01.572502,157.0,191576.0,,Apache-2.0,,,,,,,,,,
80,almond,True,A Scala kernel for Jupyter.,https://github.com/almond-sh/almond,,kernels,19,almond-sh/almond,,,https://github.com/almond-sh/almond,2015-03-10 22:48:50.000000,2021-11-09 09:04:27.000000,2021-09-01 14:23:22.000000,207.0,93.0,191.0,1413.0,989.0,,,1152.0,176.0,37.0,,,35.0,,,,,,2.0,almondsh/almond,https://hub.docker.com/r/almondsh/almond,2021-08-26 20:33:34.010515,6.0,11771.0,,BSD-3-Clause,,,,,,,,,,
81,notedown,True,Markdown = IPython Notebook.,https://github.com/aaren/notedown,,notebook-sharing,19,aaren/notedown,notedown,conda-forge/notedown,https://github.com/aaren/notedown,2014-02-17 17:28:59.000000,2021-10-18 21:21:21.000000,2017-11-16 19:29:56.000000,90.0,39.0,29.0,782.0,264.0,,,,6602.0,1.0,143.0,143.0,7.0,https://pypi.org/project/notedown,5813.0,https://anaconda.org/conda-forge/notedown,2018-06-07 01:28:24.567000,32386.0,3.0,,,,,,,BSD-2-Clause,,,,,,,,,,
82,IRuby,True,Official gem repository: Ruby kernel for Jupyter/IPython Notebook.,https://github.com/SciRuby/iruby,,kernels,19,SciRuby/iruby,,,https://github.com/SciRuby/iruby,2015-03-03 18:05:50.000000,2021-10-24 17:59:45.000000,2021-08-17 16:18:35.000000,9.0,41.0,138.0,663.0,693.0,2021-08-17 16:20:34.000000,0.7.4,15.0,18.0,10.0,148.0,148.0,44.0,,,,,,2.0,rubydata/datascience-notebook,https://hub.docker.com/r/rubydata/datascience-notebook,2021-09-28 04:43:56.581044,3.0,1447.0,,MIT,,,,,,,iruby,,,
83,What-If Tool,True,Source code/webpage/demos for the What-If Tool.,https://github.com/PAIR-code/what-if-tool,,widgets,19,PAIR-code/what-if-tool,witwidget,,https://github.com/PAIR-code/what-if-tool,2018-09-07 20:26:10.000000,2021-11-01 12:13:56.000000,2021-11-01 12:13:55.000000,116.0,49.0,45.0,597.0,324.0,2021-10-12 17:36:36.000000,1.8.1,,4130.0,3.0,,,20.0,https://pypi.org/project/witwidget,,,,,2.0,,,,,,wit-widget,Apache-2.0,https://www.npmjs.com/package/wit-widget,4130.0,,,,,,,,
84,ipysheet,True,Jupyter handsontable integration.,https://github.com/QuantStack/ipysheet,,widgets,19,QuantStack/ipysheet,ipysheet,conda-forge/ipysheet,https://github.com/QuantStack/ipysheet,2017-07-10 13:46:31.000000,2021-10-07 22:34:47.000000,2021-08-11 12:20:28.000000,57.0,57.0,56.0,456.0,293.0,,,,18519.0,13.0,3.0,3.0,9.0,https://pypi.org/project/ipysheet,13872.0,https://anaconda.org/conda-forge/ipysheet,2021-08-11 12:55:17.098000,39915.0,2.0,,,,,,ipysheet,MIT,https://www.npmjs.com/package/ipysheet,3474.0,,,,,,,,
85,pivottablejs,True,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook,..",https://github.com/nicolaskruchten/jupyter_pivottablejs,,widgets,19,nicolaskruchten/jupyter_pivottablejs,pivottablejs,,https://github.com/nicolaskruchten/jupyter_pivottablejs,2015-09-09 13:39:18.000000,2018-12-04 14:43:26.000000,2018-12-04 14:43:25.000000,60.0,17.0,39.0,450.0,32.0,2018-01-15 18:11:51.000000,0.9.0,,16181.0,8.0,203.0,203.0,3.0,https://pypi.org/project/pivottablejs,16181.0,,,,2.0,,,,,,,,,,4.0,,,,,,,
86,JupyterLab Dash,True,An Extension for the Interactive development of Dash apps in JupyterLab.,https://github.com/plotly/jupyterlab-dash,,lab-renderer,19,plotly/jupyterlab-dash,jupyterlab-dash,,https://github.com/plotly/jupyterlab-dash,2018-11-07 19:47:52.000000,2020-05-19 14:20:53.000000,2020-05-19 11:44:34.000000,55.0,20.0,8.0,354.0,41.0,,,,12360.0,2.0,148.0,148.0,7.0,https://pypi.org/project/jupyterlab-dash,,,,,1.0,,,,,,jupyterlab-dash,MIT,https://www.npmjs.com/package/jupyterlab-dash,12360.0,,,,,,,,
87,JupyterLab System Monitor,True,JupyterLab extension to display system metrics.,https://github.com/jtpio/jupyterlab-system-monitor,,lab-extensions,19,jtpio/jupyterlab-system-monitor,,,https://github.com/jtpio/jupyterlab-system-monitor,2019-07-13 12:31:51.000000,2021-11-02 13:32:27.000000,2021-11-02 13:32:27.000000,26.0,16.0,19.0,214.0,,2021-02-04 22:39:49.000000,0.8.0,,11761.0,2.0,24.0,24.0,6.0,,,,,,2.0,,,,,,jupyterlab-system-monitor,BSD-3-Clause,https://www.npmjs.com/package/jupyterlab-system-monitor,11761.0,,,,,,,,
88,jupyter-console,True,Jupyter Terminal Console.,https://github.com/jupyter/jupyter_console,,others,19,jupyter/jupyter_console,jupyter-console,,https://github.com/jupyter/jupyter_console,2015-04-09 06:58:55.000000,2021-11-09 13:28:07.000000,2021-03-24 00:04:45.000000,121.0,56.0,80.0,186.0,560.0,,,,12087338.0,,,,54.0,https://pypi.org/project/jupyter-console,12087338.0,,,,3.0,,,,,,,,,,,,,,,,,
89,bookstore,True,Notebook storage and publishing workflows for the masses.,https://github.com/nteract/bookstore,,notebook-sharing,19,nteract/bookstore,bookstore,,https://github.com/nteract/bookstore,2018-10-16 18:54:00.000000,2021-08-26 18:26:16.000000,2019-12-09 16:52:07.000000,18.0,34.0,39.0,178.0,619.0,2019-12-03 17:50:40.000000,2.5.0,,113540.0,6.0,4.0,4.0,7.0,https://pypi.org/project/bookstore,113540.0,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
90,BatchSpawner,True,Custom Spawner for Jupyterhub to start servers in batch scheduled..,https://github.com/jupyterhub/batchspawner,,hub-spawners,19,jupyterhub/batchspawner,batchspawner,,https://github.com/jupyterhub/batchspawner,2015-10-27 03:53:10.000000,2021-10-12 20:58:33.000000,2021-05-05 12:02:36.000000,90.0,42.0,70.0,128.0,327.0,2021-04-07 15:14:35.000000,1.1.0,,573.0,9.0,10.0,10.0,38.0,https://pypi.org/project/batchspawner,573.0,,,,2.0,,,,,,,BSD-3-Clause,,,,,,,,,,
91,Knowledge Repo,True,A next-generation curated knowledge sharing platform for..,https://github.com/airbnb/knowledge-repo,,notebook-sharing,18,airbnb/knowledge-repo,knowledge-repo,,https://github.com/airbnb/knowledge-repo,2016-08-17 23:32:50.000000,2021-09-01 00:27:04.000000,2021-09-01 00:27:04.000000,622.0,117.0,166.0,4933.0,587.0,2021-01-20 07:24:58.000000,0.9.0,,,30.0,,,60.0,https://pypi.org/project/knowledge-repo,,,,,3.0,,,,,,,Apache-2.0,,,,,,,,,,
