,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,license,npm_id,npm_url,npm_monthly_downloads,updated_github_id,go_id,trending,cran_id,gem_id,pypi,hex_id,bitbucket_id
126,First Use Authenticator,True,JupyterHub Authenticator that lets users set..,https://github.com/jupyterhub/firstuseauthenticator,,hub-auth,17,jupyterhub/firstuseauthenticator,jupyterhub-firstuseauthenticator,,https://github.com/jupyterhub/firstuseauthenticator,2016-10-25 03:09:14.000000,2021-10-28 11:34:33.000000,2021-10-28 11:33:41.000000,21.0,4.0,17.0,38.0,,2019-01-24 17:18:45.000000,0.12,,8043.0,2.0,54.0,54.0,12.0,https://pypi.org/project/jupyterhub-firstuseauthenticator,8043.0,,,,2.0,,,,,,BSD-3-Clause,,,,,,,,,,,
127,ipydagred3,True,ipywidgets library for drawing directed acyclic graphs in..,https://github.com/timkpaine/ipydagred3,,widgets,17,timkpaine/ipydagred3,ipydagred3,,https://github.com/timkpaine/ipydagred3,2020-02-29 23:01:15.000000,2021-10-14 04:46:15.000000,2021-09-21 22:35:39.000000,5.0,5.0,13.0,27.0,,2020-12-31 23:04:43.000000,0.3.0,,194960.0,9.0,8.0,8.0,3.0,https://pypi.org/project/ipydagred3,347.0,,,,3.0,,,,,,Apache-2.0,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,194613.0,,,,,,,,
128,ipydatawidgets,True,A set of widgets to help facilitate reuse of large datasets..,https://github.com/vidartf/ipydatawidgets,,widgets,17,vidartf/ipydatawidgets,ipydatawidgets,conda-forge/ipydatawidgets,https://github.com/vidartf/ipydatawidgets,2017-07-31 17:37:26.000000,2021-01-06 10:43:12.012000,2021-01-04 10:18:53.000000,7.0,3.0,5.0,25.0,266.0,,,,45087.0,6.0,385.0,385.0,5.0,https://pypi.org/project/ipydatawidgets,42320.0,https://anaconda.org/conda-forge/ipydatawidgets,2021-01-06 10:43:12.012000,113471.0,3.0,,,,,,,,,,,,,,,,,
129,Jupyter Themes,True,Custom Jupyter Notebook Themes.,https://github.com/dunovank/jupyter-themes,,jupyter-extensions,16,dunovank/jupyter-themes,jupyterthemes,,https://github.com/dunovank/jupyter-themes,2014-12-10 23:22:23.000000,2021-08-23 17:19:43.000000,2021-08-23 17:19:38.000000,975.0,186.0,197.0,8802.0,634.0,,,,,,,,42.0,https://pypi.org/project/jupyterthemes,,,,,2.0,,,,,,MIT,,,,,,,,,,,
130,Contrib NBextensions,True,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,16,ipython-contrib/jupyter_contrib_nbextensions,jupyter_contrib_nbextensions,,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,2013-07-13 17:05:16.000000,2021-10-15 08:00:37.000000,2021-04-06 05:51:36.000000,734.0,309.0,448.0,4701.0,2608.0,2019-01-02 12:23:07.000000,0.5.1,,,1.0,,,127.0,https://pypi.org/project/jupyter_contrib_nbextensions,,,,,2.0,,,,,,,,,,,,,,,,,
131,JupyterLab Vim,True,Vim notebook cell bindings for JupyterLab.,https://github.com/jwkvam/jupyterlab-vim,,lab-extensions,16,jwkvam/jupyterlab-vim,,,https://github.com/jwkvam/jupyterlab-vim,2017-12-02 21:16:38.000000,2021-06-15 20:32:15.000000,2019-07-16 04:37:36.000000,70.0,54.0,42.0,891.0,60.0,2019-07-16 04:33:54.000000,0.11.0,,712.0,14.0,3.0,3.0,8.0,,,,,,2.0,,,,,,MIT,jupyterlab_vim,https://www.npmjs.com/package/jupyterlab_vim,712.0,,,,,,,,
132,IJava,True,A Jupyter kernel for executing Java code.,https://github.com/SpencerPark/IJava,,kernels,16,SpencerPark/IJava,,,https://github.com/SpencerPark/IJava,2017-10-08 04:42:46.000000,2020-09-28 07:59:11.000000,2019-12-08 22:22:20.000000,132.0,59.0,57.0,712.0,90.0,2019-05-06 03:28:50.000000,1.3.0,64807.0,1580.0,5.0,,,4.0,,,,,,3.0,,,,,,MIT,,,,,,,,,,,
133,clojupyter,True,a Jupyter kernel for Clojure.,https://github.com/clojupyter/clojupyter,,kernels,16,clojupyter/clojupyter,,simplect/clojupyter,https://github.com/clojupyter/clojupyter,2014-05-09 07:09:06.000000,2021-10-03 12:27:29.000000,2021-09-11 19:55:13.000000,73.0,20.0,70.0,711.0,271.0,,,,94.0,7.0,,,25.0,,,https://anaconda.org/simplect/clojupyter,2020-03-02 14:14:22.302000,2572.0,3.0,simplect/clojupyter,https://hub.docker.com/r/simplect/clojupyter,2019-04-25 08:25:07.304303,,326.0,MIT,,,,,,,,,,,
134,Apache Toree,True,Jupyter kernel for Apache Spark.,https://github.com/apache/incubator-toree,,kernels,16,apache/incubator-toree,toree,,https://github.com/apache/incubator-toree,2016-01-07 08:00:06.000000,2021-11-04 09:39:14.000000,2021-09-07 03:54:38.000000,213.0,,,684.0,1146.0,,,,,,,,102.0,https://pypi.org/project/toree,,,,,3.0,,,,,,Apache-2.0,,,,,,,,,,,
135,Ansible Kernel,True,Jupyter Notebook Kernel for running Ansible Tasks and..,https://github.com/ansible/ansible-jupyter-kernel,,kernels,16,ansible/ansible-jupyter-kernel,ansible-kernel,conda-forge/ansible-kernel,https://github.com/ansible/ansible-jupyter-kernel,2018-06-26 14:28:02.000000,2021-03-05 18:39:25.000000,2021-03-05 18:39:24.000000,48.0,12.0,29.0,477.0,208.0,,,,2054.0,1.0,8.0,8.0,9.0,https://pypi.org/project/ansible-kernel,152.0,https://anaconda.org/conda-forge/ansible-kernel,2020-01-14 12:34:24.230000,8235.0,3.0,benthomasson/ansible-jupyter-kernel,https://hub.docker.com/r/benthomasson/ansible-jupyter-kernel,2018-12-12 18:42:31.528778,2.0,66401.0,Apache-2.0,,,,,,,,,,,
136,VSCode Jupyter,True,VS Code Jupyter extension.,https://github.com/microsoft/vscode-jupyter,,notebook-environments,16,microsoft/vscode-jupyter,,,https://github.com/microsoft/vscode-jupyter,2020-09-10 23:39:14.000000,2021-11-04 00:36:21.000000,2021-11-04 00:36:20.000000,84.0,614.0,5704.0,455.0,,2021-08-17 23:55:18.000000,2021.8.12,,,18.0,,,238.0,,,,,,3.0,,,,,,MIT,,,,,,,,,,,
137,F# Kernel,True,F# for Jupyter Notebooks.,https://github.com/fsprojects/IfSharp,,kernels,16,fsprojects/IfSharp,,,https://github.com/fsprojects/IfSharp,2013-12-03 21:25:01.000000,2020-09-10 16:17:07.000000,2020-09-10 16:17:02.000000,69.0,14.0,126.0,434.0,335.0,2020-03-08 20:03:38.000000,3.0.4,5287.0,62.0,15.0,,,27.0,,,,,,3.0,fsprojects/ifsharp,https://hub.docker.com/r/fsprojects/ifsharp,2019-03-26 17:01:42.996172,,648.0,BSD-3-Clause,,,,,,,,,,,
138,blackcellmagic,True,IPython magic command to format python code in cell using..,https://github.com/csurfer/blackcellmagic,,magic,16,csurfer/blackcellmagic,blackcellmagic,,https://github.com/csurfer/blackcellmagic,2018-04-25 14:27:26.000000,2021-09-18 19:09:47.000000,2021-09-18 19:09:46.000000,9.0,3.0,5.0,276.0,18.0,,,,5585.0,,124.0,124.0,3.0,https://pypi.org/project/blackcellmagic,5585.0,,,,2.0,,,,,,MIT,,,,,,,,,,,
139,tributary,True,Streaming reactive and dataflow graphs in Python.,https://github.com/timkpaine/tributary,,widgets,16,timkpaine/tributary,tributary,conda-forge/tributary,https://github.com/timkpaine/tributary,2018-09-08 02:58:57.000000,2021-08-23 20:03:10.000000,2021-08-22 23:30:48.000000,25.0,12.0,66.0,276.0,,2021-02-27 04:59:39.000000,0.1.5,,912.0,12.0,15.0,15.0,6.0,https://pypi.org/project/tributary,94.0,https://anaconda.org/conda-forge/tributary,2020-10-15 18:24:08.479000,13906.0,3.0,,,,,,Apache-2.0,,,,,,,,,,,
140,JupyterLab Go-To-Definition,True,Navigate to variable's definition with a click in..,https://github.com/krassowski/jupyterlab-go-to-definition,,lab-extensions,16,krassowski/jupyterlab-go-to-definition,,,https://github.com/krassowski/jupyterlab-go-to-definition,2018-12-22 01:18:42.000000,2021-08-23 19:48:16.000000,2021-07-28 12:06:05.000000,9.0,10.0,13.0,206.0,89.0,2019-07-05 21:26:30.000000,0.5.0,,4280.0,5.0,10.0,10.0,2.0,,,,,,2.0,,,,,,BSD-3-Clause,@krassowski/jupyterlab_go_to_definition,https://www.npmjs.com/package/@krassowski/jupyterlab_go_to_definition,4280.0,,,,,,,,
141,JupyterLab Data Explorer,True,First class datasets in JupyterLab.,https://github.com/jupyterlab/jupyterlab-data-explorer,,lab-extensions,16,jupyterlab/jupyterlab-data-explorer,,,https://github.com/jupyterlab/jupyterlab-data-explorer,2019-01-03 21:57:42.000000,2021-09-08 15:52:13.000000,2020-05-24 13:16:16.000000,32.0,57.0,34.0,159.0,426.0,,,,97.0,,10.0,10.0,9.0,,,,,,2.0,,,,,,BSD-3-Clause,@jupyterlab/dataregistry-extension,https://www.npmjs.com/package/@jupyterlab/dataregistry-extension,97.0,,,,,,,,
142,igv.js widget,True,Extension for Jupyter Notebook which integrates igv.js.,https://github.com/igvteam/igv-jupyter,,widgets,16,igvteam/igv-jupyter,igv-jupyter,,https://github.com/igvteam/igv-jupyter,2016-07-21 18:44:38.000000,2021-11-03 18:10:55.000000,2021-11-03 18:10:52.000000,14.0,,39.0,136.0,116.0,2021-08-30 19:54:01.000000,0.10.3,,151.0,7.0,5.0,5.0,4.0,https://pypi.org/project/igv-jupyter,151.0,,,,3.0,,,,,,MIT,,,,,,,,,,,
143,JupyterLab IFrame,True,JupyterLab iframe widget.,https://github.com/timkpaine/jupyterlab_iframe,,lab-extensions,16,timkpaine/jupyterlab_iframe,jupyterlab_iframe,,https://github.com/timkpaine/jupyterlab_iframe,2018-03-12 02:34:47.000000,2021-10-14 05:03:55.000000,2021-06-18 13:29:32.000000,15.0,5.0,56.0,76.0,,2021-06-18 13:30:57.000000,0.4.0,,1658.0,13.0,3.0,3.0,4.0,https://pypi.org/project/jupyterlab_iframe,594.0,,,,2.0,,,,,,Apache-2.0,jupyterlab_iframe,https://www.npmjs.com/package/jupyterlab_iframe,1064.0,,,,,,,,
144,niwidgets,True,Neuroimaging widgets for jupyter notebooks.,https://github.com/nipy/niwidgets,,widgets,16,nipy/niwidgets,niwidgets,,https://github.com/nipy/niwidgets,2017-09-11 22:20:27.000000,2021-10-21 18:19:17.000000,2020-03-24 14:27:42.000000,32.0,17.0,17.0,69.0,242.0,,,,498.0,,27.0,27.0,16.0,https://pypi.org/project/niwidgets,498.0,,,,3.0,,,,,,Apache-2.0,,,,,,,,,,,
145,jupyter-archive,True,"A Jupyter/Jupyterlab extension to make, download and extract..",https://github.com/jupyterlab-contrib/jupyter-archive,,jupyter-extensions,16,jupyterlab-contrib/jupyter-archive,,conda-forge/jupyter-archive,https://github.com/jupyterlab-contrib/jupyter-archive,2019-07-25 17:15:19.000000,2021-10-14 14:56:05.000000,2021-10-14 14:56:05.000000,7.0,,28.0,49.0,195.0,2021-10-13 09:52:26.000000,3.2.1,3251.0,850.0,21.0,,,8.0,,,https://anaconda.org/conda-forge/jupyter-archive,2021-10-13 13:44:42.346000,18008.0,2.0,,,,,,BSD-3-Clause,,,,,,,,,,,
146,ipyregulartable,True,"High performance, editable, stylable datagrids in jupyter..",https://github.com/jpmorganchase/ipyregulartable,,widgets,16,jpmorganchase/ipyregulartable,ipyregulartable,,https://github.com/jpmorganchase/ipyregulartable,2020-06-15 21:45:08.000000,2021-10-14 04:42:06.000000,2021-09-22 02:08:33.000000,9.0,9.0,14.0,49.0,,,,,194670.0,5.0,8.0,8.0,4.0,https://pypi.org/project/ipyregulartable,57.0,,,,3.0,,,,,,Apache-2.0,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,194613.0,,,,,,,,
147,SudoSpawner,True,Spawn JupyterHub single-user servers with sudo.,https://github.com/jupyterhub/sudospawner,,hub-spawners,16,jupyterhub/sudospawner,sudospawner,,https://github.com/jupyterhub/sudospawner,2014-11-24 23:21:36.000000,2021-09-10 08:58:36.000000,2021-09-10 08:58:36.000000,34.0,17.0,20.0,42.0,115.0,,,,1310.0,,34.0,34.0,14.0,https://pypi.org/project/sudospawner,1310.0,,,,3.0,,,,,,BSD-3-Clause,,,,,,3.0,,,,,
148,ipyscales,True,A widget library for scales.,https://github.com/vidartf/ipyscales,,widgets,16,vidartf/ipyscales,ipyscales,conda-forge/ipyscales,https://github.com/vidartf/ipyscales,2017-08-24 20:16:19.000000,2021-01-06 10:53:16.793000,2021-01-05 12:56:43.000000,3.0,2.0,4.0,13.0,172.0,,,,1315.0,7.0,48.0,48.0,4.0,https://pypi.org/project/ipyscales,83.0,https://anaconda.org/conda-forge/ipyscales,2021-01-06 10:53:16.793000,50532.0,3.0,,,,,,BSD-3-Clause,,,,,,,,,,,
149,evidently,True,Interactive reports to analyze machine learning models during..,https://github.com/evidentlyai/evidently,,widgets,15,evidentlyai/evidently,,,https://github.com/evidentlyai/evidently,2020-11-25 15:20:08.000000,2021-10-29 19:44:13.000000,2021-10-29 19:44:13.000000,130.0,30.0,15.0,1539.0,,,,,,10.0,18.0,18.0,6.0,,,,,,3.0,,,,,,Apache-2.0,,,,,,,,,,,
150,geonotebook,True,A Jupyter notebook extension for geospatial visualization and..,https://github.com/OpenGeoscience/geonotebook,,widgets,15,OpenGeoscience/geonotebook,,,https://github.com/OpenGeoscience/geonotebook,2016-07-26 19:48:45.000000,2019-01-21 18:59:02.250643,2019-01-21 15:53:00.000000,135.0,37.0,46.0,1031.0,647.0,,,,2050.0,,,,9.0,,,,,,3.0,geonotebook/geonotebook,https://hub.docker.com/r/geonotebook/geonotebook,2019-01-21 18:59:02.250643,6.0,131259.0,Apache-2.0,,,,,,,,,,,
151,Wolfram Kernel,True,Wolfram Language kernel for Jupyter notebooks.,https://github.com/WolframResearch/WolframLanguageForJupyter,,kernels,15,WolframResearch/WolframLanguageForJupyter,,,https://github.com/WolframResearch/WolframLanguageForJupyter,2019-01-18 19:37:06.000000,2021-10-21 20:09:40.000000,2021-10-21 20:09:40.000000,80.0,17.0,62.0,630.0,141.0,,,4409.0,152.0,2.0,,,7.0,,,,,,3.0,,,,,,MIT,,,,,,,,,,,
152,pivottablejs,True,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook,..",https://github.com/nicolaskruchten/jupyter_pivottablejs,,widgets,15,nicolaskruchten/jupyter_pivottablejs,pivottablejs,,https://github.com/nicolaskruchten/jupyter_pivottablejs,2015-09-09 13:39:18.000000,2018-12-04 14:43:26.000000,2018-12-04 14:43:25.000000,60.0,17.0,39.0,450.0,32.0,2018-01-15 18:11:51.000000,0.9.0,,,8.0,202.0,202.0,3.0,https://pypi.org/project/pivottablejs,,,,,3.0,,,,,,,,,,,,,,,,,
153,Lantern,True,Data exploration glue.,https://github.com/timkpaine/lantern,,lab-extensions,15,timkpaine/lantern,pylantern,,https://github.com/timkpaine/lantern,2017-07-15 03:49:10.000000,2021-02-27 21:52:34.000000,2021-02-27 21:52:33.000000,19.0,10.0,188.0,298.0,495.0,2020-02-02 22:32:28.000000,0.1.6,,87.0,26.0,14.0,14.0,2.0,https://pypi.org/project/pylantern,87.0,,,,3.0,,,,,,Apache-2.0,,,,,,,,,,,
154,LFortran,True,Official mirror of https://gitlab.com/lfortran/lfortran. Please submit..,https://github.com/lfortran/lfortran,,kernels,15,lfortran/lfortran,lfortran,conda-forge/lfortran,https://github.com/lfortran/lfortran,2019-03-24 13:22:20.000000,2021-11-04 02:55:51.000000,2021-11-04 02:55:30.000000,14.0,,,284.0,8032.0,,,,1171.0,12.0,,,19.0,https://pypi.org/project/lfortran,112.0,https://anaconda.org/conda-forge/lfortran,2021-09-23 07:31:07.722000,29664.0,3.0,,,,,,,,,,,,,,,,,
155,treon,True,Easy to use test framework for Jupyter Notebooks.,https://github.com/ReviewNB/treon,,notebook-tools,15,ReviewNB/treon,treon,,https://github.com/ReviewNB/treon,2019-03-29 15:02:35.000000,2020-10-08 09:00:07.000000,2020-10-08 09:00:06.000000,18.0,2.0,9.0,271.0,56.0,,,,4304.0,,35.0,35.0,4.0,https://pypi.org/project/treon,4304.0,,,,3.0,,,,,,MIT,,,,,,,,,,,
156,nbinteract,True,Create interactive webpages from Jupyter Notebooks.,https://github.com/SamLau95/nbinteract,,notebook-sharing,15,SamLau95/nbinteract,nbinteract,,https://github.com/SamLau95/nbinteract,2017-08-31 00:16:20.000000,2021-10-26 15:14:42.000000,2021-04-15 20:39:36.000000,21.0,29.0,41.0,203.0,590.0,,,,965.0,,1.0,1.0,8.0,https://pypi.org/project/nbinteract,965.0,,,,3.0,,,,,,BSD-3-Clause,,,,,,,,,,,
157,Jupyter Spark,True,Jupyter Notebook extension for Apache Spark integration.,https://github.com/mozilla/jupyter-spark,,jupyter-extensions,15,mozilla/jupyter-spark,jupyter-spark,,https://github.com/mozilla/jupyter-spark,2016-01-27 15:38:50.000000,2020-12-01 19:43:11.000000,2020-12-01 19:43:11.000000,30.0,13.0,14.0,190.0,106.0,,,,887.0,,14.0,14.0,12.0,https://pypi.org/project/jupyter-spark,887.0,,,,3.0,,,,,,MPL-2.0,,,,,,,,,,,
158,Jupyter Bokeh,True,An extension for rendering Bokeh content in JupyterLab notebooks.,https://github.com/bokeh/jupyter_bokeh,,lab-extensions,15,bokeh/jupyter_bokeh,jupyter-bokeh,,https://github.com/bokeh/jupyter_bokeh,2017-08-14 23:01:29.000000,2021-09-30 18:18:05.000000,2021-09-30 18:17:17.000000,34.0,8.0,70.0,185.0,,,,,38619.0,,,,16.0,https://pypi.org/project/jupyter-bokeh,5836.0,,,,3.0,,,,,,BSD-3-Clause,@bokeh/jupyter_bokeh,https://www.npmjs.com/package/@bokeh/jupyter_bokeh,32783.0,,,,,,,,
159,jupyterlab-execute-time,True,Execute Time Plugin for Jupyter Lab.,https://github.com/deshaw/jupyterlab-execute-time,,lab-extensions,15,deshaw/jupyterlab-execute-time,,,https://github.com/deshaw/jupyterlab-execute-time,2020-04-07 22:27:30.000000,2021-10-01 15:38:50.000000,2021-10-01 15:21:38.000000,21.0,1.0,23.0,178.0,35.0,,,,4161.0,,,,10.0,,,,,,3.0,,,,,,BSD-3-Clause,jupyterlab-execute-time,https://www.npmjs.com/package/jupyterlab-execute-time,4161.0,,,,,,,,
160,JupyterLab Spreadsheet,True,"JupyterLab plugin for viewing spreadsheets, such as..",https://github.com/quigleyj97/jupyterlab-spreadsheet,,lab-renderer,15,quigleyj97/jupyterlab-spreadsheet,,,https://github.com/quigleyj97/jupyterlab-spreadsheet,2018-10-13 22:51:03.000000,2021-10-26 15:01:39.000000,2021-10-10 19:41:10.000000,9.0,6.0,16.0,129.0,,2021-07-17 23:45:44.000000,0.4.1,,4759.0,5.0,,,4.0,,,,,,3.0,,,,,,BSD-3-Clause,jupyterlab-spreadsheet,https://www.npmjs.com/package/jupyterlab-spreadsheet,4759.0,,,,,,,,
161,nb_conda,True,Conda environment and package access extension from within Jupyter.,https://github.com/Anaconda-Platform/nb_conda,,jupyter-extensions,15,Anaconda-Platform/nb_conda,,conda-forge/nb_conda,https://github.com/Anaconda-Platform/nb_conda,2015-12-09 23:12:58.000000,2021-02-08 11:04:25.512000,2020-09-11 21:06:00.000000,28.0,33.0,28.0,122.0,158.0,,,,4811.0,4.0,,,14.0,,,https://anaconda.org/conda-forge/nb_conda,2021-02-08 11:04:25.512000,307959.0,3.0,,,,,,BSD-3-Clause,,,,,,,,,,,
162,Darcula Theme,True,A handsome Darcula theme for Jupyterlab. The first jlab theme to include dark scrollbars.,https://github.com/telamonian/theme-darcula,,lab-themes,15,telamonian/theme-darcula,,,https://github.com/telamonian/theme-darcula,2019-01-21 04:39:42.000000,2021-08-26 08:02:21.000000,2021-08-26 08:02:18.000000,17.0,5.0,16.0,119.0,111.0,,,,3075.0,,127.0,127.0,7.0,,,,,,1.0,,,,,,BSD-3-Clause,@telamonian/theme-darcula,https://www.npmjs.com/package/@telamonian/theme-darcula,3075.0,,,,,,,,
163,jupyterlab-celltags,True,A JupyterLab extension for notebook cell tags.,https://github.com/jupyterlab/jupyterlab-celltags,,lab-extensions,15,jupyterlab/jupyterlab-celltags,,,https://github.com/jupyterlab/jupyterlab-celltags,2018-06-18 22:02:23.000000,2020-04-29 18:27:31.000000,2020-04-29 18:26:29.000000,25.0,11.0,7.0,111.0,441.0,,,,,,296.0,296.0,10.0,,,,,,3.0,,,,,,BSD-3-Clause,,,,,,,,,,,
164,ipytree,True,A Tree Widget using Jupyter-widgets protocol and jsTree.,https://github.com/QuantStack/ipytree,,widgets,15,QuantStack/ipytree,ipytree,conda-forge/ipytree,https://github.com/QuantStack/ipytree,2018-09-15 13:17:27.000000,2021-08-31 22:23:58.000000,2021-08-10 09:03:01.000000,23.0,13.0,13.0,86.0,103.0,,,,12024.0,7.0,,,8.0,https://pypi.org/project/ipytree,11216.0,https://anaconda.org/conda-forge/ipytree,2021-03-03 13:15:38.895000,25872.0,3.0,,,,,,MIT,,,,,,,,,,,
165,SystemdSpawner,True,Spawn JupyterHub single-user notebook servers with systemd.,https://github.com/jupyterhub/systemdspawner,,hub-spawners,15,jupyterhub/systemdspawner,jupyterhub-systemdspawner,,https://github.com/jupyterhub/systemdspawner,2016-09-06 07:20:44.000000,2021-08-06 12:10:14.000000,2021-08-06 12:10:14.000000,38.0,25.0,28.0,75.0,146.0,,,,4898.0,,19.0,19.0,17.0,https://pypi.org/project/jupyterhub-systemdspawner,4898.0,,,,3.0,,,,,,BSD-3-Clause,,,,,,,,,,,
166,jupyterlab-sos,True,Jupyterlab extension for SoS Polyglot Notebook and Workflow..,https://github.com/vatlab/jupyterlab-sos,,lab-extensions,15,vatlab/jupyterlab-sos,,conda-forge/jupyterlab-sos,https://github.com/vatlab/jupyterlab-sos,2018-03-20 16:07:18.000000,2021-09-24 22:38:03.000000,2021-09-24 22:37:59.000000,2.0,10.0,48.0,47.0,300.0,2019-09-02 19:30:02.000000,0.5.0,,657.0,11.0,5.0,5.0,4.0,,,https://anaconda.org/conda-forge/jupyterlab-sos,2021-04-16 15:33:43.971000,12426.0,3.0,,,,,,BSD-3-Clause,jupyterlab-sos,https://www.npmjs.com/package/jupyterlab-sos,180.0,,,,,,,,
167,Native Authenticator,True,JupyterHub-native user authenticator.,https://github.com/jupyterhub/nativeauthenticator,,hub-auth,15,jupyterhub/nativeauthenticator,jupyterhub-nativeauthenticator,,https://github.com/jupyterhub/nativeauthenticator,2018-12-03 17:38:18.000000,2021-11-03 20:15:48.000000,2021-11-02 22:11:25.000000,48.0,23.0,62.0,46.0,,2021-10-19 17:24:48.000000,1.0.5,,,3.0,31.0,31.0,19.0,https://pypi.org/project/jupyterhub-nativeauthenticator,,,,,2.0,,,,,,BSD-3-Clause,,,,,,,,,,,
168,jupyterlab-theme-solarized-dark,True,JupyterLab 2.x Solarized Dark extension.,https://github.com/AllanChain/jupyterlab-theme-solarized-dark,,lab-themes,15,AllanChain/jupyterlab-theme-solarized-dark,jupyterlab_theme_solarized_dark,,https://github.com/AllanChain/jupyterlab-theme-solarized-dark,2020-04-05 12:18:48.000000,2021-09-20 02:33:22.000000,2021-09-20 02:32:37.000000,6.0,1.0,1.0,46.0,67.0,2021-09-26 00:52:38.000000,2.0.1,,4652.0,9.0,,,2.0,https://pypi.org/project/jupyterlab_theme_solarized_dark,,,,,1.0,,,,,,BSD-3-Clause,jupyterlab-theme-solarized-dark,https://www.npmjs.com/package/jupyterlab-theme-solarized-dark,4652.0,,,,,,,,
169,jdaviz,True,JWST astronomical data analysis tools in the Jupyter platform.,https://github.com/spacetelescope/jdaviz,,widgets,15,spacetelescope/jdaviz,jdaviz,,https://github.com/spacetelescope/jdaviz,2019-05-07 17:54:06.000000,2021-11-04 02:34:40.000000,2021-11-02 14:03:52.000000,25.0,213.0,244.0,30.0,,2021-09-17 14:57:38.000000,2.0.0,,350.0,1.0,,,23.0,https://pypi.org/project/jdaviz,350.0,,,,3.0,,,,,,BSD-3-Clause,,,,,,,,,,,
170,jupyter-notify,True,A Jupyter Notebook magic for browser notifications of cell completion.,https://github.com/ShopRunner/jupyter-notify,,magic,14,ShopRunner/jupyter-notify,jupyternotify,,https://github.com/ShopRunner/jupyter-notify,2017-06-01 14:08:55.000000,2021-04-27 16:57:08.000000,2021-04-27 14:56:38.000000,32.0,11.0,11.0,537.0,,2018-01-08 14:51:41.000000,0.1.15,,1020.0,4.0,,,11.0,https://pypi.org/project/jupyternotify,1020.0,,,,3.0,,,,,,BSD-3-Clause,,,,,,,,,,,
171,jupyter-tensorboard,True,Start Tensorboard in Jupyter Notebook.,https://github.com/lspvic/jupyter_tensorboard,,jupyter-extensions,14,lspvic/jupyter_tensorboard,jupyter-tensorboard,,https://github.com/lspvic/jupyter_tensorboard,2017-08-22 08:05:13.000000,2021-02-25 23:36:10.000000,2020-02-16 06:42:48.000000,67.0,38.0,29.0,449.0,69.0,,,,2526.0,,,,4.0,https://pypi.org/project/jupyter-tensorboard,2526.0,,,,3.0,,,,,,MIT,,,,,,,,,,,
172,nbgather,True,Spit shine for Jupyter notebooks.,https://github.com/microsoft/gather,,lab-extensions,14,microsoft/gather,,,https://github.com/microsoft/gather,2018-10-08 23:32:10.000000,2021-09-21 17:26:54.000000,2020-02-14 15:11:45.000000,27.0,10.0,16.0,415.0,343.0,,,,60.0,,,,12.0,,,,,,3.0,,,,,,MIT,nbgather,https://www.npmjs.com/package/nbgather,60.0,,,,,,,,
173,JupyterLab SQL,True,SQL GUI for JupyterLab.,https://github.com/pbugnion/jupyterlab-sql,,lab-extensions,14,pbugnion/jupyterlab-sql,jupyterlab_sql,,https://github.com/pbugnion/jupyterlab-sql,2019-02-01 09:37:05.000000,2021-10-06 09:31:32.000000,2020-01-04 12:02:35.000000,40.0,37.0,37.0,359.0,634.0,,,,711.0,,,,2.0,https://pypi.org/project/jupyterlab_sql,711.0,,,,3.0,,,,,,MIT,,,,,,,,,,,
174,IElixir,True,Jupyter's kernel for Elixir programming language.,https://github.com/pprzetacznik/IElixir,,kernels,14,pprzetacznik/IElixir,,,https://github.com/pprzetacznik/IElixir,2015-07-06 11:39:08.000000,2021-08-28 04:15:14.000000,2021-03-20 17:27:38.000000,37.0,10.0,20.0,332.0,282.0,2020-11-15 17:48:03.000000,0.9.21,,3.0,8.0,,,19.0,,,,,,3.0,pprzetacznik/ielixir,https://hub.docker.com/r/pprzetacznik/ielixir,2021-03-20 17:48:12.317861,1.0,298.0,Apache-2.0,,,,,,,,,,ielixir,
175,JupyterWith,True,declarative and reproducible Jupyter environments - powered by Nix.,https://github.com/tweag/jupyterWith,,notebook-tools,14,tweag/jupyterWith,,,https://github.com/tweag/jupyterWith,2018-12-18 10:10:58.000000,2021-10-25 15:49:18.000000,2021-09-28 06:42:19.000000,66.0,44.0,40.0,291.0,324.0,,,,,,,,21.0,,,,,,3.0,,,,,,MIT,,,,,,,,,,,
