,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,license,npm_id,npm_url,npm_monthly_downloads,updated_github_id,go_id,trending,cran_id,gem_id,pypi,hex_id,bitbucket_id
0,best-of-ml-python - Data Visualization,True,Python-based data visualization libraries.,https://github.com/ml-tooling/best-of-ml-python#data-visualization,True,widgets,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ipython,True,"Official repository for IPython itself. Other repos in the IPython organization contain things like the website,..",https://github.com/ipython/ipython,,components,37,ipython/ipython,ipython,conda-forge/ipython,https://github.com/ipython/ipython,2010-05-10 04:46:06.000000,2021-11-03 19:43:08.000000,2021-11-02 05:19:22.000000,4091.0,1469.0,5289.0,15041.0,25375.0,2021-01-30 02:36:56.000000,7.18.1,317846.0,28512423.0,58.0,230544.0,230544.0,839.0,https://pypi.org/project/ipython,28382455.0,https://anaconda.org/conda-forge/ipython,2021-11-02 16:12:17.066000,8492828.0,1.0,,,,,,,,,,,,,,,,,
2,Jupyter,True,Jupyter Interactive Notebook.,https://github.com/jupyter/notebook,,notebook-environments,37,jupyter/notebook,notebook,conda-forge/jupyter,https://github.com/jupyter/notebook,2015-04-09 06:58:03.000000,2021-11-03 22:01:55.000000,2021-10-28 17:56:09.000000,3482.0,2000.0,2307.0,9504.0,12105.0,2021-10-19 16:33:01.000000,6.4.5,2187.0,19994065.0,26.0,124157.0,124157.0,563.0,https://pypi.org/project/notebook,19652483.0,https://anaconda.org/conda-forge/jupyter,2021-01-28 22:23:49.648000,1634633.0,1.0,jupyter/datascience-notebook,https://hub.docker.com/r/jupyter/datascience-notebook,2021-11-01 06:28:34.691369,878.0,24755623.0,,,,,,,,,,,,
3,JupyterLab,True,JupyterLab computational environment.,https://github.com/jupyterlab/jupyterlab,,notebook-environments,35,jupyterlab/jupyterlab,jupyterlab,conda-forge/jupyterlab,https://github.com/jupyterlab/jupyterlab,2016-06-03 20:09:17.000000,2021-11-04 12:30:15.000000,2021-11-04 09:14:51.000000,2070.0,1892.0,4254.0,11578.0,23818.0,2021-10-20 14:42:25.000000,3.2.1,8800.0,3184422.0,240.0,51021.0,51021.0,456.0,https://pypi.org/project/jupyterlab,3110223.0,https://anaconda.org/conda-forge/jupyterlab,2021-10-20 15:04:19.843000,4812965.0,1.0,,,,,,,,,,,,,,,,,
4,IPython Kernel,True,IPython Kernel for Jupyter.,https://github.com/ipython/ipykernel,,kernels,33,ipython/ipykernel,ipykernel,ipykernel,https://github.com/ipython/ipykernel,2015-04-09 07:44:14.000000,2021-11-02 20:19:46.000000,2021-11-01 16:41:27.000000,271.0,186.0,168.0,426.0,2402.0,2021-11-01 16:42:43.000000,6.5.0,83.0,25633732.0,29.0,137727.0,137727.0,140.0,https://pypi.org/project/ipykernel,25630662.0,https://anaconda.org/anaconda/ipykernel,2021-10-07 07:56:32.806000,220160.0,1.0,,,,,,,,,,,,,,,,,
5,bokeh,True,"Interactive Data Visualization in the browser, from Python.",https://github.com/bokeh/bokeh,,widgets,31,bokeh/bokeh,bokeh,conda-forge/bokeh,https://github.com/bokeh/bokeh,2012-03-26 15:40:01.000000,2021-11-04 05:43:13.000000,2021-11-04 05:43:02.000000,3734.0,680.0,6066.0,15674.0,,,,,2029452.0,43.0,40481.0,40481.0,578.0,https://pypi.org/project/bokeh,1922723.0,https://anaconda.org/conda-forge/bokeh,2021-10-16 13:46:04.385000,5870103.0,1.0,,,,,,BSD-3-Clause,,,,,,,,,,,
6,pandas-profiling,True,Create HTML profiling reports from pandas DataFrame..,https://github.com/pandas-profiling/pandas-profiling,,widgets,30,pandas-profiling/pandas-profiling,pandas-profiling,conda-forge/pandas-profiling,https://github.com/pandas-profiling/pandas-profiling,2016-01-09 23:47:55.000000,2021-11-04 10:03:39.000000,2021-11-03 21:42:06.000000,1169.0,89.0,431.0,8172.0,922.0,2021-09-27 23:08:38.000000,3.1.0,,2776.0,31.0,5658.0,5658.0,82.0,https://pypi.org/project/pandas-profiling,,https://anaconda.org/conda-forge/pandas-profiling,2021-09-28 13:50:05.966000,174889.0,1.0,,,,,,MIT,,,,,,,,,,,
7,ipywidgets,True,Interactive Widgets for the Jupyter Notebook.,https://github.com/jupyter-widgets/ipywidgets,,widgets,30,jupyter-widgets/ipywidgets,ipywidgets,conda-forge/ipywidgets,https://github.com/jupyter-widgets/ipywidgets,2015-04-17 20:29:25.000000,2021-11-04 09:21:18.685000,2021-11-03 16:44:02.000000,752.0,535.0,1152.0,2349.0,7247.0,2021-02-07 22:09:48.000000,7.6.3,,253574.0,32.0,2552.0,2552.0,183.0,https://pypi.org/project/ipywidgets,,https://anaconda.org/conda-forge/ipywidgets,2021-11-04 09:21:18.685000,3950417.0,1.0,,,,,,BSD-3-Clause,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,194613.0,,,,,,,,
8,nbconvert,True,Jupyter Notebook Conversion.,https://github.com/jupyter/nbconvert,,notebook-sharing,30,jupyter/nbconvert,nbconvert,conda-forge/nbconvert,https://github.com/jupyter/nbconvert,2015-04-09 06:58:23.000000,2021-10-28 16:57:56.000000,2021-10-28 16:57:56.000000,443.0,383.0,550.0,1208.0,,2019-05-11 04:19:05.000000,5.5.0,,20615160.0,24.0,122162.0,122162.0,232.0,https://pypi.org/project/nbconvert,20539094.0,https://anaconda.org/conda-forge/nbconvert,2021-09-25 02:58:13.009000,5096430.0,1.0,,,,,,,,,,,,,,,,,
9,panel,True,A high-level app and dashboarding solution for Python.,https://github.com/holoviz/panel,,others,29,holoviz/panel,panel,conda-forge/panel,https://github.com/holoviz/panel,2018-08-23 12:14:24.000000,2021-11-04 13:41:59.000000,2021-11-04 13:41:58.000000,205.0,428.0,1042.0,1456.0,1685.0,2021-09-27 12:41:19.000000,0.12.4,,8871.0,35.0,2229.0,2229.0,79.0,https://pypi.org/project/panel,,https://anaconda.org/conda-forge/panel,2021-09-27 15:45:09.868000,328254.0,1.0,,,,,,BSD-3-Clause,,,,,,,,,,,
10,ipyleaflet,True,A Jupyter - Leaflet.js bridge.,https://github.com/jupyter-widgets/ipyleaflet,,widgets,29,jupyter-widgets/ipyleaflet,ipyleaflet,conda-forge/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,2014-05-07 16:32:10.000000,2021-10-01 13:03:30.000000,2021-09-13 07:27:34.000000,294.0,172.0,274.0,1188.0,952.0,2021-07-21 12:23:32.000000,0.14.0,,106168.0,60.0,1224.0,1224.0,69.0,https://pypi.org/project/ipyleaflet,59318.0,https://anaconda.org/conda-forge/ipyleaflet,2021-06-17 16:32:56.948000,765914.0,1.0,,,,,,MIT,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,35246.0,,,,,,,,
11,jupyter-matplotlib,True,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,29,matplotlib/ipympl,ipympl,,https://github.com/matplotlib/ipympl,2016-07-21 14:38:56.000000,2021-11-01 17:11:14.000000,2021-10-26 14:40:33.000000,164.0,92.0,121.0,1175.0,391.0,2021-10-25 07:46:42.000000,0.8.2,,147565.0,18.0,2017.0,2017.0,25.0,https://pypi.org/project/ipympl,84079.0,,,,1.0,,,,,,BSD-3-Clause,jupyter-matplotlib,https://www.npmjs.com/package/jupyter-matplotlib,63486.0,,,,,,,,
12,qtconsole,True,Jupyter Qt Console.,https://github.com/jupyter/qtconsole,,others,29,jupyter/qtconsole,qtconsole,conda-forge/qtconsole,https://github.com/jupyter/qtconsole,2015-04-09 06:59:10.000000,2021-09-28 17:27:12.000000,2021-08-04 17:21:29.000000,160.0,95.0,193.0,281.0,1781.0,,,,31920.0,28.0,87149.0,87149.0,110.0,https://pypi.org/project/qtconsole,,https://anaconda.org/conda-forge/qtconsole,2021-06-30 03:34:49.078000,2106764.0,1.0,,,,,,BSD-3-Clause,,,,,,,,,,,
13,nbformat,True,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,29,jupyter/nbformat,nbformat,conda-forge/nbformat,https://github.com/jupyter/nbformat,2015-04-09 01:07:29.000000,2021-09-16 11:44:43.000000,2021-06-10 23:11:53.000000,115.0,44.0,64.0,152.0,752.0,2021-04-02 04:40:43.000000,5.1.3,,20727133.0,13.0,127739.0,127739.0,58.0,https://pypi.org/project/nbformat,20631555.0,https://anaconda.org/conda-forge/nbformat,2021-04-02 17:08:52.492000,6403743.0,1.0,,,,,,,,,,,,,,,,,
14,nbclient,True,A client library for executing notebooks. Formally nbconvert's..,https://github.com/jupyter/nbclient,,notebook-tools,28,jupyter/nbclient,nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,2020-01-13 17:29:49.000000,2021-11-02 08:54:49.000000,2021-11-02 08:22:31.000000,37.0,23.0,48.0,78.0,212.0,2021-08-16 09:10:16.000000,0.5.4,,19662814.0,12.0,32683.0,32683.0,26.0,https://pypi.org/project/nbclient,19560593.0,https://anaconda.org/conda-forge/nbclient,2021-08-16 13:35:11.226000,2146649.0,1.0,,,,,,,,,,,,,,,,,
15,Jupytext,True,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,27,mwouts/jupytext,jupytext,conda-forge/jupytext,https://github.com/mwouts/jupytext,2018-06-15 05:25:36.000000,2021-10-14 20:01:25.000000,2021-10-14 20:01:24.000000,302.0,75.0,399.0,4909.0,,2021-10-07 17:22:12.000000,1.13.1,,136862.0,100.0,2063.0,2063.0,66.0,https://pypi.org/project/jupytext,115666.0,https://anaconda.org/conda-forge/jupytext,2021-09-26 15:16:15.512000,235999.0,1.0,,,,,,MIT,jupyterlab-jupytext,https://www.npmjs.com/package/jupyterlab-jupytext,14641.0,,,,,,,,
16,bqplot,True,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,27,bqplot/bqplot,bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,2015-09-26 04:02:18.000000,2021-10-26 15:24:53.000000,2021-10-21 10:18:06.000000,421.0,196.0,351.0,3168.0,3428.0,2021-10-01 09:14:45.000000,0.12.31,,94384.0,54.0,28.0,28.0,55.0,https://pypi.org/project/bqplot,66595.0,https://anaconda.org/conda-forge/bqplot,2021-10-01 09:49:41.042000,863112.0,2.0,,,,,,Apache-2.0,bqplot,https://www.npmjs.com/package/bqplot,14712.0,,,,,,,,
17,ipython-sql,True,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,27,catherinedevlin/ipython-sql,ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,2013-03-20 16:41:10.000000,2021-10-14 19:00:48.000000,2021-06-29 17:43:55.000000,224.0,97.0,37.0,1449.0,253.0,,,,92261.0,3.0,2345.0,2345.0,44.0,https://pypi.org/project/ipython-sql,90251.0,https://anaconda.org/conda-forge/ipython-sql,2020-10-14 09:42:08.609000,126691.0,1.0,,,,,,MIT,,,,,,,,,,,
18,papermill,True,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,26,nteract/papermill,papermill,conda-forge/papermill,https://github.com/nteract/papermill,2017-07-06 17:17:53.000000,2021-10-21 18:29:28.606000,2021-10-20 19:57:13.000000,329.0,95.0,231.0,4388.0,,,,,460343.0,16.0,1742.0,1742.0,95.0,https://pypi.org/project/papermill,455295.0,https://anaconda.org/conda-forge/papermill,2021-10-21 18:29:28.606000,196904.0,2.0,,,,,,BSD-3-Clause,,,,,,,,,,,
19,D-Tale,True,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,26,man-group/dtale,dtale,conda-forge/dtale,https://github.com/man-group/dtale,2019-07-15 09:34:48.000000,2021-11-04 03:18:36.983000,2021-11-04 02:38:58.000000,210.0,33.0,392.0,2727.0,529.0,2021-11-04 02:59:49.000000,1.60.2,,64588.0,101.0,256.0,256.0,18.0,https://pypi.org/project/dtale,60107.0,https://anaconda.org/conda-forge/dtale,2021-11-04 03:18:36.983000,94112.0,2.0,,,,,,LGPL-2.1,,,,,,,,,,,
20,ipyvolume,True,3d plotting for Python in the Jupyter notebook based on IPython..,https://github.com/maartenbreddels/ipyvolume,,widgets,26,maartenbreddels/ipyvolume,ipyvolume,conda-forge/ipyvolume,https://github.com/maartenbreddels/ipyvolume,2016-12-21 15:30:13.000000,2021-11-04 12:35:07.000000,2021-11-01 12:36:42.000000,204.0,158.0,127.0,1683.0,970.0,2018-06-11 13:56:17.000000,0.4.5,,41501.0,16.0,600.0,600.0,39.0,https://pypi.org/project/ipyvolume,32656.0,https://anaconda.org/conda-forge/ipyvolume,2021-04-20 13:21:49.451000,324898.0,2.0,,,,,,MIT,ipyvolume,https://www.npmjs.com/package/ipyvolume,3146.0,,,,,,,,
21,JupyterLab Git,True,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,26,jupyterlab/jupyterlab-git,jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,2017-06-20 17:31:00.000000,2021-11-03 16:00:08.000000,2021-10-17 08:00:08.000000,195.0,80.0,413.0,984.0,1725.0,2021-10-08 07:32:28.000000,0.33.0,,137020.0,34.0,13.0,13.0,67.0,https://pypi.org/project/jupyterlab-git,134053.0,https://anaconda.org/conda-forge/jupyterlab-git,2021-10-08 12:17:06.192000,103879.0,1.0,,,,,,BSD-3-Clause,,,,,,,,,,,
22,JupyterHub,True,Multi-user server for Jupyter notebooks.,https://github.com/jupyterhub/jupyterhub,,notebook-environments,25,jupyterhub/jupyterhub,jupyterhub,conda-forge/jupyterhub,https://github.com/jupyterhub/jupyterhub,2014-06-12 23:22:10.000000,2021-11-04 14:05:45.000000,2021-11-02 00:56:07.000000,1567.0,162.0,1850.0,6738.0,,,,,212444.0,21.0,1541.0,1541.0,260.0,https://pypi.org/project/jupyterhub,178651.0,https://anaconda.org/conda-forge/jupyterhub,2021-07-16 22:12:11.207000,463426.0,2.0,jupyterhub/jupyterhub,https://hub.docker.com/r/jupyterhub/jupyterhub,2021-11-04 13:23:09.135686,297.0,2382752.0,,,,,,,,,,,,
23,Docker Stacks,True,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,25,jupyter/docker-stacks,,,https://github.com/jupyter/docker-stacks,2015-07-15 15:30:00.000000,2021-11-04 06:08:25.000000,2021-11-02 09:39:38.000000,2407.0,65.0,630.0,6632.0,2329.0,,,,977783.0,,,,210.0,,,,,,2.0,jupyter/scipy-notebook,https://hub.docker.com/r/jupyter/scipy-notebook,2021-11-01 05:58:32.736633,319.0,74311547.0,BSD-3-Clause,,,,,,,,,,,
24,nteract,True,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,25,nteract/nteract,nteract_on_jupyter,,https://github.com/nteract/nteract,2015-06-15 23:21:49.000000,2021-11-03 19:31:30.000000,2021-11-03 02:51:26.000000,513.0,149.0,1514.0,5689.0,10501.0,2021-01-26 05:18:38.000000,0.28.0,1264990.0,25314.0,66.0,,,172.0,https://pypi.org/project/nteract_on_jupyter,6148.0,,,,2.0,,,,,,BSD-3-Clause,,,,,,,,,,,
25,Voila,True,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,25,voila-dashboards/voila,voila,conda-forge/voila,https://github.com/voila-dashboards/voila,2018-08-21 14:21:42.000000,2021-11-04 13:58:56.000000,2021-10-28 08:16:45.000000,351.0,221.0,317.0,3657.0,,2021-10-04 13:58:22.000000,0.2.16,53.0,52740.0,52.0,5176.0,5176.0,56.0,https://pypi.org/project/voila,44851.0,https://anaconda.org/conda-forge/voila,2021-10-04 18:58:51.716000,152021.0,1.0,,,,,,,@jupyter-voila/jupyterlab-preview,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,3755.0,,,,,,,,
26,nikola,True,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,25,getnikola/nikola,nikola,,https://github.com/getnikola/nikola,2012-04-14 13:53:22.000000,2021-10-13 20:05:01.000000,2021-10-13 20:04:59.000000,330.0,32.0,2035.0,2201.0,10230.0,2021-02-13 17:21:54.000000,8.1.3,,,73.0,386.0,386.0,222.0,https://pypi.org/project/nikola,,,,,1.0,,,,,,MIT,,,,,,,,,,,
27,JupyterLab LSP,True,Coding assistance for JupyterLab (code navigation + hover..,https://github.com/jupyter-lsp/jupyterlab-lsp,,lab-extensions,25,krassowski/jupyterlab-lsp,,,https://github.com/jupyter-lsp/jupyterlab-lsp,2019-08-17 11:34:22.000000,2021-11-03 18:52:00.000000,2021-10-30 20:31:51.000000,78.0,120.0,245.0,1080.0,2204.0,2021-10-25 07:36:41.000000,3.9.1,,11782.0,37.0,87.0,87.0,35.0,,,,,,1.0,,,,,,BSD-3-Clause,@krassowski/jupyterlab-lsp,https://www.npmjs.com/package/@krassowski/jupyterlab-lsp,11782.0,jupyter-lsp/jupyterlab-lsp,,,,,,,
28,sparkmagic,True,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,25,jupyter-incubator/sparkmagic,sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,2015-09-21 15:35:25.000000,2021-10-25 20:20:27.000000,2021-09-09 18:47:00.000000,361.0,121.0,257.0,1060.0,1163.0,2021-08-27 16:28:41.000000,0.19.1,,50429.0,15.0,214.0,214.0,54.0,https://pypi.org/project/sparkmagic,49714.0,https://anaconda.org/conda-forge/sparkmagic,2021-08-17 12:12:12.530000,36468.0,1.0,,,,,,,,,,,,,,,,,
29,PixieDust,True,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,25,pixiedust/pixiedust,pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,2016-07-01 17:34:14.000000,2021-02-16 04:46:42.000000,2021-02-16 04:46:41.000000,157.0,164.0,260.0,1026.0,2157.0,2019-12-04 15:06:08.000000,1.1.18,,15711.0,19.0,220.0,220.0,33.0,https://pypi.org/project/pixiedust,14322.0,https://anaconda.org/conda-forge/pixiedust,2021-02-06 13:20:07.331000,33350.0,1.0,,,,,,Apache-2.0,,,,,,,,,,,
30,DataLab,True,Interactive tools and developer experiences for Big Data on..,https://github.com/googledatalab/datalab,,notebook-environments,25,googledatalab/datalab,datalab,,https://github.com/googledatalab/datalab,2014-08-06 18:37:34.000000,2021-08-16 19:04:35.000000,2021-08-16 17:52:48.000000,246.0,223.0,667.0,963.0,2054.0,2021-08-16 19:04:35.000000,1.2.20210816,,11550955.0,19.0,,,51.0,https://pypi.org/project/datalab,11550955.0,,,,2.0,,,,,,Apache-2.0,,,,,,,,,,,
31,Perspective,True,Streaming pivot visualization via WebAssembly.,https://github.com/finos/perspective,,lab-extensions,24,finos/perspective,perspective-python,,https://github.com/finos/perspective,2017-11-02 16:27:54.000000,2021-11-04 05:47:39.000000,2021-11-04 05:47:38.000000,398.0,55.0,398.0,3880.0,4817.0,,,,1586.0,,214.0,214.0,65.0,https://pypi.org/project/perspective-python,,,,,1.0,,,,,,Apache-2.0,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,1586.0,,,,,,,,
32,RISE,True,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,24,damianavila/RISE,RISE,conda-forge/rise,https://github.com/damianavila/RISE,2013-08-26 18:55:36.000000,2021-11-02 10:06:30.000000,2021-04-29 10:13:29.000000,362.0,134.0,280.0,3125.0,737.0,,,,15213.0,9.0,1662.0,1662.0,39.0,https://pypi.org/project/RISE,11243.0,https://anaconda.org/conda-forge/rise,2021-03-11 13:00:21.741000,178691.0,2.0,,,,,,,,,,,,,,,,,
33,nbdev,True,Create delightful python projects using Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,24,fastai/nbdev,nbdev,,https://github.com/fastai/nbdev,2019-11-18 17:37:35.000000,2021-10-29 23:19:34.000000,2021-10-29 23:19:32.000000,308.0,66.0,262.0,3008.0,1284.0,2021-10-29 23:19:34.000000,1.1.23,,46322.0,18.0,,,60.0,https://pypi.org/project/nbdev,46322.0,,,,2.0,,,,,,Apache-2.0,,,,,,,,,,,
34,Jupyter Book,True,"Build interactive, publication-quality documents from Jupyter..",https://github.com/executablebooks/jupyter-book,,notebook-sharing,24,executablebooks/jupyter-book,jupyter-book,,https://github.com/executablebooks/jupyter-book,2018-06-14 01:55:51.000000,2021-11-03 12:08:25.000000,2021-10-25 02:17:05.000000,380.0,349.0,582.0,2515.0,1296.0,2021-10-15 04:15:46.000000,0.12.0,,26216.0,33.0,,,90.0,https://pypi.org/project/jupyter-book,26216.0,,,,2.0,,,,,,BSD-3-Clause,,,,,,,,,,,
35,JupyterLab Debugger,True,"A visual debugger for Jupyter notebooks, consoles, and..",https://github.com/jupyterlab/debugger,,lab-extensions,24,jupyterlab/debugger,,,https://github.com/jupyterlab/debugger,2019-07-19 18:19:17.000000,2021-09-22 00:23:00.000000,2021-03-31 14:20:34.000000,36.0,17.0,244.0,533.0,1174.0,2020-12-10 14:31:28.000000,0.3.7,,151027.0,28.0,105.0,105.0,11.0,,,,,,1.0,,,,,,BSD-3-Clause,@jupyterlab/debugger,https://www.npmjs.com/package/@jupyterlab/debugger,151027.0,,,,,,,,
36,OAuthenticator,True,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,24,jupyterhub/oauthenticator,oauthenticator,conda-forge/oauthenticator,https://github.com/jupyterhub/oauthenticator,2014-09-23 21:37:06.000000,2021-11-02 00:55:35.000000,2021-11-02 00:55:35.000000,292.0,25.0,182.0,323.0,928.0,,,,42246.0,12.0,232.0,232.0,103.0,https://pypi.org/project/oauthenticator,41657.0,https://anaconda.org/conda-forge/oauthenticator,2021-07-19 15:40:38.273000,18264.0,1.0,,,,,,BSD-3-Clause,,,,,,,,,,,
