,name,show,description,homepage,resource,category,projectrank,pypi_id,github_id,conda_id,dockerhub_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,license,npm_id,npm_url,npm_monthly_downloads,trending,updated_github_id,go_id,cran_id,pypi,gem_id,hex_id,bitbucket_id
95,JupyterLab System Monitor,True,JupyterLab extension to display system metrics.,https://github.com/jtpio/jupyterlab-system-monitor,,lab-extensions,19,,jtpio/jupyterlab-system-monitor,,,https://github.com/jtpio/jupyterlab-system-monitor,2019-07-13 12:31:51.000,2022-02-15 08:27:54.000000,2022-02-15 08:27:46,27.0,17.0,20.0,223.0,,2021-02-04 22:39:49,0.8.0,,10064.0,2.0,29.0,29.0,7.0,,,,,,,,,,2.0,BSD-3-Clause,jupyterlab-system-monitor,https://www.npmjs.com/package/jupyterlab-system-monitor,10064.0,,,,,,,,
96,ipytest,True,Pytest in IPython notebooks.,https://github.com/chmp/ipytest,,notebook-tools,19,ipytest,chmp/ipytest,,,https://github.com/chmp/ipytest,2016-02-07 20:24:41.000,2022-02-12 12:14:14.000000,2022-02-12 12:12:59,18.0,2.0,43.0,199.0,,2022-02-12 12:24:45,0.1.0,,7074.0,16.0,142.0,142.0,4.0,https://pypi.org/project/ipytest,7074.0,,,,,,,,3.0,MIT,,,,7.0,,,,,,,
97,jupyter-console,True,Jupyter Terminal Console.,https://github.com/jupyter/jupyter_console,,others,19,jupyter-console,jupyter/jupyter_console,,,https://github.com/jupyter/jupyter_console,2015-04-09 06:58:55.000,2022-01-02 03:12:21.000000,2021-11-14 19:51:55,123.0,58.0,82.0,189.0,568.0,,,,3811846.0,,,,57.0,https://pypi.org/project/jupyter-console,3811846.0,,,,,,,,3.0,,,,,,,,,,,,
98,bookstore,True,Notebook storage and publishing workflows for the masses.,https://github.com/nteract/bookstore,,notebook-sharing,19,bookstore,nteract/bookstore,,,https://github.com/nteract/bookstore,2018-10-16 18:54:00.000,2021-08-26 18:26:16.000000,2019-12-09 16:52:07,18.0,34.0,39.0,180.0,619.0,2019-12-03 17:50:40,2.5.0,,164899.0,6.0,8.0,8.0,7.0,https://pypi.org/project/bookstore,164899.0,,,,,,,,3.0,BSD-3-Clause,,,,,,,,,,,
99,Spylon Kernel,True,Jupyter kernel for scala and spark.,https://github.com/vericast/spylon-kernel,,kernels,19,spylon-kernel,Valassis-Digital-Media/spylon-kernel,conda-forge/spylon-kernel,,https://github.com/vericast/spylon-kernel,2016-11-21 02:23:14.000,2021-06-10 08:02:43.000000,2018-09-20 15:43:57,24.0,17.0,18.0,155.0,188.0,2017-03-05 04:26:44,0.2.0,,8268.0,8.0,70.0,70.0,6.0,https://pypi.org/project/spylon-kernel,6911.0,https://anaconda.org/conda-forge/spylon-kernel,2018-10-05 21:02:27.447,81426.0,,,,,2.0,,,,,,vericast/spylon-kernel,,,,,,
100,LTI Authenticator,True,A JupyterHub authenticator for LTI.,https://github.com/jupyterhub/ltiauthenticator,,hub-auth,19,jupyterhub-ltiauthenticator,jupyterhub/ltiauthenticator,,,https://github.com/jupyterhub/ltiauthenticator,2017-12-15 02:54:15.000,2022-01-31 22:16:38.000000,2022-01-27 14:20:28,37.0,5.0,26.0,51.0,,2021-11-15 20:10:09,1.3.0,,2658.0,6.0,72.0,72.0,13.0,https://pypi.org/project/jupyterhub-ltiauthenticator,2658.0,,,,,,,,2.0,BSD-3-Clause,,,,,,,,,,,
101,Altair Viewer,True,Viewer for Altair and Vega-Lite visualizations.,https://github.com/altair-viz/altair_viewer,,widgets,19,altair_viewer,altair-viz/altair_viewer,,,https://github.com/altair-viz/altair_viewer,2019-12-20 14:32:14.000,2022-01-14 00:49:57.000000,2022-01-14 00:49:56,8.0,2.0,4.0,49.0,117.0,2021-11-06 14:18:45,0.4.0,,586772.0,3.0,,,3.0,https://pypi.org/project/altair_viewer,586772.0,,,,,,,,3.0,BSD-3-Clause,,,,,,,,,,,
102,Native Authenticator,True,JupyterHub-native user authenticator.,https://github.com/jupyterhub/nativeauthenticator,,hub-auth,19,jupyterhub-nativeauthenticator,jupyterhub/nativeauthenticator,,,https://github.com/jupyterhub/nativeauthenticator,2018-12-03 17:38:18.000,2022-01-31 22:16:27.000000,2021-12-30 13:14:05,48.0,21.0,68.0,47.0,,2021-10-19 17:24:48,1.0.5,,5023.0,3.0,34.0,34.0,21.0,https://pypi.org/project/jupyterhub-nativeauthenticator,5023.0,,,,,,,,2.0,BSD-3-Clause,,,,,,,,,,,
103,jupyter-packaging,True,Tools to help build and install Jupyter Python packages.,https://github.com/jupyter/jupyter-packaging,,components,19,jupyter-packaging,jupyter/jupyter-packaging,conda-forge/jupyter-packaging,,https://github.com/jupyter/jupyter-packaging,2017-03-04 19:38:49.000,2022-02-12 13:35:29.000000,2022-02-12 13:35:29,38.0,9.0,23.0,47.0,,2021-11-15 18:05:32,0.11.1,,231325.0,29.0,,,23.0,https://pypi.org/project/jupyter-packaging,221661.0,https://anaconda.org/conda-forge/jupyter-packaging,2021-11-15 22:16:59.924,202963.0,,,,,3.0,BSD-3-Clause,,,,,,,,,,,
104,ipyvue,True,Jupyter widgets base for Vue libraries.,https://github.com/widgetti/ipyvue,,widgets,19,ipyvue,mariobuikhuizen/ipyvue,conda-forge/ipyvue,,https://github.com/widgetti/ipyvue,2019-08-11 10:10:05.000,2022-02-02 15:57:55.000000,2021-12-10 13:35:55,11.0,2.0,4.0,36.0,86.0,2021-11-19 19:10:31,1.7.0,,51200.0,18.0,16.0,16.0,3.0,https://pypi.org/project/ipyvue,49799.0,https://anaconda.org/conda-forge/ipyvue,2021-10-28 12:53:01.039,42044.0,,,,,3.0,MIT,,,,,widgetti/ipyvue,,,,,,
105,IJulia.jl,True,Julia kernel for Jupyter.,https://github.com/JuliaLang/IJulia.jl,,kernels,18,,JuliaLang/IJulia.jl,,,https://github.com/JuliaLang/IJulia.jl,2013-03-05 18:20:21.000,2021-12-17 07:34:26.000000,2021-10-27 14:05:51,374.0,95.0,683.0,2412.0,702.0,2021-02-24 00:04:46,1.23.2,,,41.0,,,100.0,,,,,,,,,,2.0,MIT,,,,,,,,,,,
106,IHaskell,True,A Haskell kernel for IPython.,https://github.com/gibiansky/IHaskell,,kernels,18,,gibiansky/IHaskell,,,https://github.com/gibiansky/IHaskell,2013-08-26 07:16:09.000,2022-02-01 11:25:39.000000,2022-02-01 11:25:29,236.0,27.0,695.0,2327.0,2106.0,2015-03-26 05:06:25,0.6,,24.0,1.0,,,105.0,,,,,,,,,,2.0,MIT,ihaskell_jupyterlab,https://www.npmjs.com/package/ihaskell_jupyterlab,24.0,,,,,,,,
107,BinderHub,True,"Run your code in the cloud, with technology so advanced, it feels..",https://github.com/jupyterhub/binderhub,,notebook-sharing,18,,jupyterhub/binderhub,,,https://github.com/jupyterhub/binderhub,2017-04-26 00:28:26.000,2022-02-17 08:35:12.000000,2022-02-12 15:44:20,300.0,171.0,443.0,2080.0,2605.0,,,,,1.0,6.0,6.0,82.0,,,,,,,,,,3.0,BSD-3-Clause,,,,,,,,binderhub,,,
108,notedown,True,Markdown = IPython Notebook.,https://github.com/aaren/notedown,,notebook-sharing,18,notedown,aaren/notedown,conda-forge/notedown,,https://github.com/aaren/notedown,2014-02-17 17:28:59.000,2021-10-18 21:21:21.000000,2017-11-16 19:29:56,91.0,39.0,29.0,787.0,264.0,,,,3901.0,1.0,162.0,162.0,7.0,https://pypi.org/project/notedown,3157.0,https://anaconda.org/conda-forge/notedown,2018-06-07 01:28:24.567,32745.0,,,,,3.0,BSD-2-Clause,,,,,,,,,,,
109,gmaps,True,Google maps for Jupyter notebooks.,https://github.com/pbugnion/gmaps,,widgets,18,gmaps,pbugnion/gmaps,conda-forge/gmaps,,https://github.com/pbugnion/gmaps,2014-12-01 09:12:06.000,2020-10-13 07:09:18.000000,2019-07-22 06:22:45,143.0,62.0,136.0,728.0,1380.0,2016-01-02 19:06:03,0.2,,20447.0,20.0,1.0,1.0,16.0,https://pypi.org/project/gmaps,15014.0,https://anaconda.org/conda-forge/gmaps,2019-08-02 11:56:50.940,252164.0,,,,,3.0,BSD-3-Clause,jupyter-gmaps,https://www.npmjs.com/package/jupyter-gmaps,1010.0,,,,,,,,
110,IRuby,True,Official gem repository: Ruby kernel for Jupyter/IPython Notebook.,https://github.com/SciRuby/iruby,,kernels,18,,SciRuby/iruby,,rubydata/datascience-notebook,https://github.com/SciRuby/iruby,2015-03-03 18:05:50.000,2022-02-17 09:42:13.000000,2022-02-17 09:42:09,12.0,43.0,140.0,682.0,713.0,2021-08-17 16:20:34,0.7.4,15.0,19.0,10.0,152.0,152.0,44.0,,,,,,https://hub.docker.com/r/rubydata/datascience-notebook,2021-09-28 04:43:56.581044,3.0,1577.0,2.0,MIT,,,,,,,,,iruby,,
111,Code Formatter,True,A universal code formatter for JupyterLab.,https://github.com/ryantam626/jupyterlab_code_formatter,,lab-extensions,18,jupyterlab_code_formatter,ryantam626/jupyterlab_code_formatter,,,https://github.com/ryantam626/jupyterlab_code_formatter,2018-08-12 20:50:17.000,2022-01-22 01:59:06.000000,2021-04-02 15:15:07,40.0,24.0,117.0,504.0,353.0,,,,27781.0,,,,30.0,https://pypi.org/project/jupyterlab_code_formatter,22222.0,,,,,,,,2.0,MIT,@ryantam626/jupyterlab_code_formatter,https://www.npmjs.com/package/@ryantam626/jupyterlab_code_formatter,5559.0,,,,,,,,
112,Ansible Kernel,True,Jupyter Notebook Kernel for running Ansible Tasks and..,https://github.com/ansible/ansible-jupyter-kernel,,kernels,18,ansible-kernel,ansible/ansible-jupyter-kernel,conda-forge/ansible-kernel,benthomasson/ansible-jupyter-kernel,https://github.com/ansible/ansible-jupyter-kernel,2018-06-26 14:28:02.000,2022-02-12 03:05:54.538000,2022-02-11 15:18:23,51.0,13.0,29.0,479.0,212.0,,,,2078.0,2.0,8.0,8.0,10.0,https://pypi.org/project/ansible-kernel,291.0,https://anaconda.org/conda-forge/ansible-kernel,2022-02-12 03:05:54.538,8924.0,https://hub.docker.com/r/benthomasson/ansible-jupyter-kernel,2018-12-12 18:42:31.528778,2.0,66422.0,2.0,Apache-2.0,,,,,,,,,,,
113,nb_conda_kernels,True,Package for managing conda environment-based kernels inside of Jupyter.,https://github.com/Anaconda-Platform/nb_conda_kernels,,kernels,18,,Anaconda-Platform/nb_conda_kernels,conda-forge/nb_conda_kernels,,https://github.com/Anaconda-Platform/nb_conda_kernels,2015-12-10 16:11:42.000,2022-02-14 03:58:59.101000,2020-11-30 15:55:07,52.0,32.0,97.0,432.0,335.0,2020-09-05 22:35:32,2.3.0,,8018.0,11.0,,,14.0,,,https://anaconda.org/conda-forge/nb_conda_kernels,2022-02-14 03:58:59.101,545247.0,,,,,2.0,BSD-3-Clause,,,,,,,,,,,
114,itkwidgets,True,"Interactive Jupyter widgets to visualize images, point sets, and..",https://github.com/InsightSoftwareConsortium/itkwidgets,,widgets,18,itkwidgets,InsightSoftwareConsortium/itkwidgets,,,https://github.com/InsightSoftwareConsortium/itkwidgets,2018-02-15 01:43:39.000,2022-02-12 02:13:23.000000,2021-09-17 20:07:43,48.0,72.0,100.0,414.0,877.0,2021-05-14 15:18:02,0.32.1,64.0,7189.0,13.0,,,20.0,https://pypi.org/project/itkwidgets,6320.0,,,,,,,,3.0,Apache-2.0,itkwidgets,https://www.npmjs.com/package/itkwidgets,867.0,,,,,,,,
115,nbtutor,True,Visualize Python code execution (line-by-line) in Jupyter Notebook cells.,https://github.com/lgpage/nbtutor,,widgets,18,,lgpage/nbtutor,conda-forge/nbtutor,,https://github.com/lgpage/nbtutor,2016-11-07 14:08:25.000,2022-02-14 12:09:11.000000,2021-07-29 16:32:39,36.0,19.0,13.0,396.0,177.0,2016-12-23 12:20:44,1.0.4,,1540.0,2.0,24.0,24.0,3.0,,,https://anaconda.org/conda-forge/nbtutor,2021-11-16 20:29:38.101,95494.0,,,,,3.0,,,,,,,,,,,,
116,JupyterLab Google Drive,True,Cloud storage for JupyterLab using Google Drive.,https://github.com/jupyterlab/jupyterlab-google-drive,,lab-extensions,18,,jupyterlab/jupyterlab-google-drive,,,https://github.com/jupyterlab/jupyterlab-google-drive,2016-12-17 01:40:45.000,2022-02-12 08:43:50.000000,2021-08-10 23:33:46,69.0,31.0,65.0,356.0,513.0,2018-02-05 18:54:22,0.11.1,,1964.0,12.0,2.0,2.0,15.0,,,,,,,,,,2.0,BSD-3-Clause,@jupyterlab/google-drive,https://www.npmjs.com/package/@jupyterlab/google-drive,1964.0,,,,,,,,
117,vega,True,IPython/Jupyter notebook module for Vega and Vega-Lite.,https://github.com/vega/ipyvega,,widgets,18,vega,vega/ipyvega,conda-forge/vega,,https://github.com/vega/ipyvega,2015-08-04 03:22:47.000,2022-02-11 08:10:36.000000,2022-02-10 01:58:48,55.0,10.0,82.0,323.0,561.0,,,,16239.0,27.0,,,11.0,https://pypi.org/project/vega,9291.0,https://anaconda.org/conda-forge/vega,2022-02-10 13:26:24.004,472466.0,,,,,3.0,BSD-3-Clause,,,,,,,,,,,
118,JupyterLab Templates,True,Support for jupyter notebook templates in jupyterlab.,https://github.com/jpmorganchase/jupyterlab_templates,,lab-extensions,18,jupyterlab_templates,jpmorganchase/jupyterlab_templates,,,https://github.com/jpmorganchase/jupyterlab_templates,2018-03-17 21:38:11.000,2022-02-06 23:56:41.000000,2022-02-06 23:56:41,50.0,8.0,70.0,287.0,,2021-03-28 03:19:03,0.3.1,,9466.0,13.0,4.0,4.0,14.0,https://pypi.org/project/jupyterlab_templates,6368.0,,,,,,,,2.0,Apache-2.0,jupyterlab_templates,https://www.npmjs.com/package/jupyterlab_templates,3098.0,,,,,,,,
119,ThebeLab,True,ThebeLab: turning static HTML pages into live documents.,https://github.com/executablebooks/thebe,,notebook-sharing,18,,executablebooks/thebe,,,https://github.com/executablebooks/thebe,2017-03-14 12:17:22.000,2022-02-14 12:30:02.000000,2021-11-19 12:06:20,52.0,58.0,82.0,268.0,676.0,2021-10-26 10:04:08,0.8.2,,,5.0,5.0,5.0,26.0,,,,,,,,,,3.0,BSD-3-Clause,,,,,,,,,,,
120,dask-labextension,True,JupyterLab extension for Dask.,https://github.com/dask/dask-labextension,,lab-extensions,18,dask-labextension,dask/dask-labextension,conda-forge/dask-labextension,,https://github.com/dask/dask-labextension,2016-09-26 19:01:37.000,2022-01-22 02:07:28.000000,2022-01-08 00:53:47,45.0,34.0,89.0,248.0,,2022-01-08 01:09:14,5.2.0,,23886.0,16.0,,,18.0,https://pypi.org/project/dask-labextension,5387.0,https://anaconda.org/conda-forge/dask-labextension,2022-01-08 15:40:51.016,495566.0,,,,,2.0,BSD-3-Clause,dask-labextension,https://www.npmjs.com/package/dask-labextension,3013.0,,,,,,,,
121,scrapbook,True,A library for recording and reading data in notebooks.,https://github.com/nteract/scrapbook,,notebook-sharing,18,nteract-scrapbook,nteract/scrapbook,,,https://github.com/nteract/scrapbook,2018-10-22 04:17:04.000,2021-05-07 07:52:57.000000,2021-04-28 06:36:37,24.0,23.0,25.0,233.0,,,,,74037.0,,90.0,90.0,11.0,https://pypi.org/project/nteract-scrapbook,74037.0,,,,,,,,3.0,BSD-3-Clause,,,,,,,,,,,
122,jupyterlab-classic,True,The next-gen old-school notebook UI.,https://github.com/jupyterlab/retrolab,,notebook-environments,18,jupyterlab-classic,jtpio/jupyterlab-classic,,,https://github.com/jupyterlab/retrolab,2020-12-07 16:37:07.000,2022-02-10 22:09:19.000000,2022-02-07 07:25:02,39.0,46.0,89.0,228.0,,2022-02-04 10:04:41,0.3.19,518.0,112.0,47.0,52.0,52.0,17.0,https://pypi.org/project/jupyterlab-classic,75.0,,,,,,,,3.0,BSD-3-Clause,,,,,jupyterlab/retrolab,,,,,,
123,ML Hub,True,Multi-user development platform for machine learning teams. Simple to..,https://github.com/ml-tooling/ml-hub,,notebook-environments,18,,ml-tooling/ml-hub,,mltooling/ml-hub,https://github.com/ml-tooling/ml-hub,2019-06-26 15:05:50.000,2021-12-23 13:12:29.000000,2021-12-23 13:12:29,45.0,15.0,11.0,214.0,220.0,2020-02-03 15:59:07,1.0.0,1767.0,1428.0,8.0,,,7.0,,,,,,https://hub.docker.com/r/mltooling/ml-hub,2020-02-18 09:26:53.302538,5.0,43782.0,3.0,Apache-2.0,,,,,,,,,,,
124,OCaml Kernel,True,An OCaml kernel for Jupyter (IPython) notebook.,https://github.com/akabe/ocaml-jupyter,,kernels,18,,akabe/ocaml-jupyter,,,https://github.com/akabe/ocaml-jupyter,2017-07-14 14:15:05.000,2022-02-05 10:53:39.000000,2022-01-12 10:01:35,30.0,3.0,64.0,214.0,332.0,2022-01-12 10:19:16,2.7.6,60172.0,1094.0,28.0,,,18.0,,,,,,,,,,2.0,MIT,,,,,,,,,,,
125,SciJava Kernel,True,Write SciJava scripts in Jupyter notebook!.,https://github.com/scijava/scijava-jupyter-kernel,,kernels,18,,scijava/scijava-jupyter-kernel,conda-forge/scijava-jupyter-kernel,,https://github.com/scijava/scijava-jupyter-kernel,2017-01-31 01:16:24.000,2022-02-03 17:25:47.000000,2022-02-03 17:25:03,43.0,,80.0,176.0,404.0,2017-06-02 21:19:27,0.5.0,78.0,1298.0,15.0,,,9.0,,,https://anaconda.org/conda-forge/scijava-jupyter-kernel,2018-03-03 15:23:41.430,75243.0,,,,,2.0,Apache-2.0,,,,,,,,,,,
126,sphinxcontrib.jupyter,True,A Sphinx Extension for Generating Jupyter Notebooks.,https://github.com/QuantEcon/sphinxcontrib-jupyter,,notebook-tools,18,sphinxcontrib-jupyter,QuantEcon/sphinxcontrib-jupyter,,,https://github.com/QuantEcon/sphinxcontrib-jupyter,2017-10-12 04:04:05.000,2022-02-09 08:46:28.000000,2020-06-18 03:28:01,23.0,88.0,93.0,73.0,269.0,2020-06-18 03:30:24,0.5.10,,870.0,17.0,24.0,24.0,13.0,https://pypi.org/project/sphinxcontrib-jupyter,870.0,,,,,,,,3.0,BSD-3-Clause,,,,,,,,,,,
127,ipydatawidgets,True,A set of widgets to help facilitate reuse of large datasets..,https://github.com/vidartf/ipydatawidgets,,widgets,18,ipydatawidgets,vidartf/ipydatawidgets,conda-forge/ipydatawidgets,,https://github.com/vidartf/ipydatawidgets,2017-07-31 17:37:26.000,2021-01-06 10:43:12.012000,2021-01-04 10:18:53,7.0,3.0,6.0,28.0,266.0,,,,66108.0,6.0,439.0,439.0,5.0,https://pypi.org/project/ipydatawidgets,63193.0,https://anaconda.org/conda-forge/ipydatawidgets,2021-01-06 10:43:12.012,128268.0,,,,,3.0,,,,,,,,,,,,
128,JupyterLab Vim,True,Vim notebook cell bindings for JupyterLab.,https://github.com/jwkvam/jupyterlab-vim,,lab-extensions,17,,jwkvam/jupyterlab-vim,,,https://github.com/jwkvam/jupyterlab-vim,2017-12-02 21:16:38.000,2022-02-11 04:59:14.000000,2019-07-16 04:37:36,73.0,55.0,42.0,896.0,60.0,2019-07-16 04:33:54,0.11.0,,657.0,14.0,3.0,3.0,8.0,,,,,,,,,,2.0,MIT,jupyterlab_vim,https://www.npmjs.com/package/jupyterlab_vim,657.0,,,,,,,,
129,nbQA,True,Run any standard Python code quality tool on a Jupyter Notebook.,https://github.com/nbQA-dev/nbQA,,notebook-tools,17,nbqa,nbQA-dev/nbQA,,,https://github.com/nbQA-dev/nbQA,2020-07-11 15:30:54.000,2022-01-31 18:38:20.000000,2022-01-24 19:47:19,24.0,5.0,234.0,428.0,594.0,,,,24250.0,,,,18.0,https://pypi.org/project/nbqa,24250.0,,,,,,,,3.0,MIT,,,,,,,,,,,
130,JupyterLab Renderers,True,Renderers and renderer extensions for JupyterLab.,https://github.com/jupyterlab/jupyter-renderers,,lab-renderer,17,,jupyterlab/jupyter-renderers,,,https://github.com/jupyterlab/jupyter-renderers,2017-06-08 16:59:07.000,2022-01-17 16:35:15.000000,2022-01-17 16:34:54,62.0,29.0,71.0,427.0,544.0,,,,3243.0,,1.0,1.0,25.0,,,,,,,,,,3.0,BSD-3-Clause,@jupyterlab/geojson-extension,https://www.npmjs.com/package/@jupyterlab/geojson-extension,3243.0,,,,,,,,
131,commuter,True,Notebook sharing hub.,https://github.com/nteract/commuter,,notebook-sharing,17,,nteract/commuter,,,https://github.com/nteract/commuter,2017-01-03 22:23:32.000,2022-02-14 05:06:26.000000,2022-02-14 05:06:18,63.0,51.0,39.0,416.0,638.0,,,,497.0,,3.0,3.0,27.0,,,,,,,,,,3.0,BSD-3-Clause,@nteract/commuter,https://www.npmjs.com/package/@nteract/commuter,497.0,,,,,,,,
132,Kernel Gateway,True,Jupyter Kernel Gateway.,https://github.com/jupyter-server/kernel_gateway,,kernels,17,jupyter-kernel-gateway,jupyter/kernel_gateway,,,https://github.com/jupyter-server/kernel_gateway,2015-09-21 15:34:11.000,2021-12-07 19:27:26.000000,2021-12-07 19:27:26,107.0,14.0,162.0,374.0,559.0,2021-08-25 00:19:46,2.5.1,104.0,6042.0,9.0,,,44.0,https://pypi.org/project/jupyter-kernel-gateway,6040.0,,,,,,,,3.0,,,,,,jupyter-server/kernel_gateway,,,,,,
133,tributary,True,Streaming reactive and dataflow graphs in Python.,https://github.com/timkpaine/tributary,,widgets,17,tributary,timkpaine/tributary,conda-forge/tributary,,https://github.com/timkpaine/tributary,2018-09-08 02:58:57.000,2022-02-15 03:32:09.000000,2022-02-02 20:14:35,25.0,10.0,70.0,295.0,,2021-02-27 04:59:39,0.1.5,,905.0,12.0,17.0,17.0,7.0,https://pypi.org/project/tributary,153.0,https://anaconda.org/conda-forge/tributary,2021-11-17 22:00:58.159,15058.0,,,,,3.0,Apache-2.0,,,,,,,,,,,
134,gator,True,Conda environment and package management extension from within Jupyter.,https://github.com/mamba-org/gator,,jupyter-extensions,17,,mamba-org/gator,conda-forge/mamba_gator,,https://github.com/mamba-org/gator,2018-08-02 05:15:23.000,2022-02-17 10:19:51.000000,2022-02-04 10:12:21,20.0,14.0,37.0,212.0,603.0,2021-09-03 07:26:55,npm@3.0.2,2.0,991.0,27.0,1.0,1.0,24.0,,,https://anaconda.org/conda-forge/mamba_gator,2021-09-03 12:29:39.360,11746.0,,,,,2.0,BSD-3-Clause,@mamba-org/gator-lab,https://www.npmjs.com/package/@mamba-org/gator-lab,208.0,,,,,,,,
135,JupyterLab SideCar,True,A sidecar output widget for JupyterLab.,https://github.com/jupyter-widgets/jupyterlab-sidecar,,lab-extensions,17,sidecar,jupyter-widgets/jupyterlab-sidecar,,,https://github.com/jupyter-widgets/jupyterlab-sidecar,2018-03-26 09:23:58.000,2022-02-12 06:39:31.000000,2021-07-04 21:12:58,34.0,19.0,10.0,193.0,69.0,2021-03-11 01:34:17,0.5.1,,4244.0,1.0,3.0,3.0,13.0,https://pypi.org/project/sidecar,3636.0,,,,,,,,2.0,BSD-3-Clause,@jupyter-widgets/jupyterlab-sidecar,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-sidecar,608.0,,,,,,,,
136,SAS Kernel,True,A Jupyter kernel for SAS. This opens up all the data manipulation..,https://github.com/sassoftware/sas_kernel,,kernels,17,sas_kernel,sassoftware/sas_kernel,,,https://github.com/sassoftware/sas_kernel,2016-04-01 16:19:50.000,2022-02-16 18:42:50.000000,2021-09-21 14:53:24,71.0,3.0,52.0,183.0,213.0,2021-07-14 17:27:18,2.4.11,,1025.0,14.0,,,7.0,https://pypi.org/project/sas_kernel,1025.0,,,,,,,,3.0,Apache-2.0,,,,,,,,,,,
137,Spark Monitor,True,Monitor Apache Spark from Jupyter Notebook.,https://github.com/krishnan-r/sparkmonitor,,jupyter-extensions,17,sparkmonitor,krishnan-r/sparkmonitor,,krishnanr/sparkmonitor,https://github.com/krishnan-r/sparkmonitor,2017-05-31 09:13:01.000,2021-02-03 03:28:03.000000,2021-02-03 03:28:02,47.0,15.0,7.0,163.0,214.0,2018-05-29 18:46:14,0.0.9,2380.0,2511.0,9.0,,,3.0,https://pypi.org/project/sparkmonitor,2453.0,,,,https://hub.docker.com/r/krishnanr/sparkmonitor,2019-10-04 06:28:22.959295,,904.0,2.0,Apache-2.0,,,,,,,,,,,
138,JupyterLab Spellchecker,True,Spellchecker for JupyterLab notebook markdown cells..,https://github.com/jupyterlab-contrib/spellchecker,,lab-extensions,17,,ijmbarr/jupyterlab_spellchecker,,,https://github.com/jupyterlab-contrib/spellchecker,2018-04-02 07:47:30.000,2022-01-22 02:48:54.000000,2021-10-08 10:02:41,16.0,12.0,33.0,141.0,150.0,2021-10-08 10:06:16,0.7.2,,1986.0,7.0,1.0,1.0,6.0,,,,,,,,,,2.0,BSD-3-Clause,@ijmbarr/jupyterlab_spellchecker,https://www.npmjs.com/package/@ijmbarr/jupyterlab_spellchecker,1986.0,,jupyterlab-contrib/spellchecker,,,,,,
139,Rsession Proxy,True,Jupyter extensions for running an RStudio rsession proxy.,https://github.com/jupyterhub/jupyter-rsession-proxy,,jupyter-extensions,17,jupyter-rsession-proxy,jupyterhub/jupyter-rsession-proxy,,,https://github.com/jupyterhub/jupyter-rsession-proxy,2016-12-09 06:26:18.000,2021-12-22 18:40:07.000000,2021-12-22 18:40:06,59.0,25.0,42.0,88.0,219.0,,,,3485.0,,35.0,35.0,19.0,https://pypi.org/project/jupyter-rsession-proxy,3485.0,,,,,,,,2.0,BSD-3-Clause,,,,,,,,,,,
140,ipydagred3,True,ipywidgets library for drawing directed acyclic graphs in..,https://github.com/timkpaine/ipydagred3,,widgets,17,ipydagred3,timkpaine/ipydagred3,,,https://github.com/timkpaine/ipydagred3,2020-02-29 23:01:15.000,2022-02-06 20:17:31.000000,2022-02-06 20:17:30,5.0,5.0,14.0,30.0,,2020-12-31 23:04:43,0.3.0,,107649.0,9.0,9.0,9.0,3.0,https://pypi.org/project/ipydagred3,330.0,,,,,,,,3.0,Apache-2.0,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,107319.0,,,,,,,,
141,NBextensions Configurator,True,A jupyter notebook serverextension providing config interfaces for nbextensions.,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,jupyter-extensions,16,jupyter_nbextensions_configurator,jupyter-contrib/jupyter_nbextensions_configurator,,,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,2016-06-24 22:29:05.000,2021-01-11 10:02:27.000000,2020-03-01 13:46:17,102.0,47.0,32.0,877.0,488.0,2018-12-29 10:52:13,0.4.1,,307839.0,1.0,,,17.0,https://pypi.org/project/jupyter_nbextensions_configurator,307839.0,,,,,,,,3.0,,,,,5.0,,,,,,,
142,IJava,True,A Jupyter kernel for executing Java code.,https://github.com/SpencerPark/IJava,,kernels,16,,SpencerPark/IJava,,,https://github.com/SpencerPark/IJava,2017-10-08 04:42:46.000,2020-09-28 07:59:11.000000,2019-12-08 22:22:20,143.0,64.0,57.0,753.0,90.0,2019-05-06 03:28:50,1.3.0,72082.0,1638.0,5.0,,,4.0,,,,,,,,,,3.0,MIT,,,,,,,,,,,
