,name,show,description,homepage,resource,category,projectrank,pypi_id,github_id,conda_id,dockerhub_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,license,npm_id,npm_url,npm_monthly_downloads,trending,updated_github_id,go_id,cran_id,pypi,gem_id,hex_id,bitbucket_id
0,best-of-ml-python - Data Visualization,True,Python-based data visualization libraries.,https://github.com/ml-tooling/best-of-ml-python#data-visualization,True,widgets,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Jupyter,True,Jupyter Interactive Notebook.,https://github.com/jupyter/notebook,,notebook-environments,37,notebook,jupyter/notebook,conda-forge/jupyter,jupyter/datascience-notebook,https://github.com/jupyter/notebook,2015-04-09 06:58:03.000,2022-02-16 20:09:48.000000,2022-01-25 19:27:14,3575.0,2002.0,2343.0,9715.0,12132.0,2022-01-25 19:28:28,6.4.8,4931.0,9645459.0,29.0,137571.0,137571.0,573.0,https://pypi.org/project/notebook,9293952.0,https://anaconda.org/conda-forge/jupyter,2021-11-18 11:10:17.899,1786095.0,https://hub.docker.com/r/jupyter/datascience-notebook,2022-02-15 18:18:32.429975,898.0,26416170.0,1.0,,,,,,,,,,,,
2,ipython,True,"Official repository for IPython itself. Other repos in the IPython organization contain things like the website,..",https://github.com/ipython/ipython,,components,36,ipython,ipython/ipython,conda-forge/ipython,,https://github.com/ipython/ipython,2010-05-10 04:46:06.000,2022-02-16 21:07:25.000000,2022-02-10 10:20:25,4149.0,1501.0,5356.0,15234.0,25843.0,2021-01-30 02:36:56,7.18.1,318371.0,16552330.0,67.0,252812.0,252812.0,868.0,https://pypi.org/project/ipython,16409410.0,https://anaconda.org/conda-forge/ipython,2022-02-16 17:09:39.734,9785972.0,,,,,1.0,,,,,,,,,,,,
3,JupyterLab,True,JupyterLab computational environment.,https://github.com/jupyterlab/jupyterlab,,notebook-environments,35,jupyterlab,jupyterlab/jupyterlab,conda-forge/jupyterlab,,https://github.com/jupyterlab/jupyterlab,2016-06-03 20:09:17.000,2022-02-17 12:52:57.000000,2022-02-17 11:05:31,2163.0,1989.0,4424.0,11802.0,24108.0,2022-02-04 09:10:07,3.2.9,30120.0,1665504.0,252.0,56664.0,56664.0,466.0,https://pypi.org/project/jupyterlab,1589771.0,https://anaconda.org/conda-forge/jupyterlab,2022-02-10 15:32:03.942,5115722.0,,,,,1.0,,,,,,,,,,,,
4,pandas-profiling,True,Create HTML profiling reports from pandas DataFrame..,https://github.com/pandas-profiling/pandas-profiling,,widgets,33,pandas-profiling,pandas-profiling/pandas-profiling,conda-forge/pandas-profiling,,https://github.com/pandas-profiling/pandas-profiling,2016-01-09 23:47:55.000,2022-02-16 14:11:13.000000,2022-01-26 14:54:26,1207.0,108.0,438.0,8517.0,922.0,2021-09-27 23:08:38,3.1.0,,899308.0,31.0,6700.0,6700.0,85.0,https://pypi.org/project/pandas-profiling,896479.0,https://anaconda.org/conda-forge/pandas-profiling,2021-09-28 13:50:05.966,186776.0,,,,,1.0,MIT,,,,,,,,,,,
5,bokeh,True,"Interactive Data Visualization in the browser, from Python.",https://github.com/bokeh/bokeh,,widgets,32,bokeh,bokeh/bokeh,conda-forge/bokeh,,https://github.com/bokeh/bokeh,2012-03-26 15:40:01.000,2022-02-17 11:04:13.000000,2022-02-17 10:01:38,3787.0,692.0,6135.0,15962.0,,,,,3501667.0,44.0,45301.0,45301.0,598.0,https://pypi.org/project/bokeh,3389026.0,https://anaconda.org/conda-forge/bokeh,2021-11-22 21:24:20.205,6533187.0,,,,,1.0,BSD-3-Clause,,,,,,,,,,,
6,ipywidgets,True,Interactive Widgets for the Jupyter Notebook.,https://github.com/jupyter-widgets/ipywidgets,,widgets,32,ipywidgets,jupyter-widgets/ipywidgets,conda-forge/ipywidgets,,https://github.com/jupyter-widgets/ipywidgets,2015-04-17 20:29:25.000,2022-02-15 09:20:40.000000,2022-02-09 00:41:40,775.0,554.0,1170.0,2425.0,7350.0,2021-02-07 22:09:48,7.6.3,,8297614.0,33.0,3239.0,3239.0,191.0,https://pypi.org/project/ipywidgets,8127662.0,https://anaconda.org/conda-forge/ipywidgets,2021-12-23 21:54:46.131,4384362.0,,,,,1.0,BSD-3-Clause,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,107319.0,,,,,,,,
7,qtconsole,True,Jupyter Qt Console.,https://github.com/jupyter/qtconsole,,others,32,qtconsole,jupyter/qtconsole,conda-forge/qtconsole,,https://github.com/jupyter/qtconsole,2015-04-09 06:59:10.000,2022-02-13 19:21:03.000000,2022-02-13 19:21:03,161.0,98.0,196.0,298.0,1825.0,,,,3719244.0,31.0,93712.0,93712.0,113.0,https://pypi.org/project/qtconsole,3686317.0,https://anaconda.org/conda-forge/qtconsole,2021-12-30 15:08:07.413,2272016.0,,,,,1.0,BSD-3-Clause,,,,,,,,,,,
8,nbconvert,True,Jupyter Notebook Conversion.,https://github.com/jupyter/nbconvert,,notebook-sharing,31,nbconvert,jupyter/nbconvert,conda-forge/nbconvert,,https://github.com/jupyter/nbconvert,2015-04-09 06:58:23.000,2022-02-11 15:26:58.565000,2022-02-09 23:03:55,464.0,389.0,568.0,1265.0,,2022-01-03 20:34:13,6.4.0,,10322867.0,28.0,135317.0,135317.0,237.0,https://pypi.org/project/nbconvert,10241582.0,https://anaconda.org/conda-forge/nbconvert,2022-02-11 15:26:58.565,5690011.0,,,,,1.0,,,,,,,,,,,,
9,panel,True,A high-level app and dashboarding solution for Python.,https://github.com/holoviz/panel,,others,30,panel,holoviz/panel,conda-forge/panel,,https://github.com/holoviz/panel,2018-08-23 12:14:24.000,2022-02-16 17:23:08.000000,2022-02-15 17:42:22,223.0,474.0,1151.0,1619.0,1870.0,2021-12-09 16:47:15,0.12.6,,425831.0,37.0,2742.0,2742.0,86.0,https://pypi.org/project/panel,416583.0,https://anaconda.org/conda-forge/panel,2021-12-09 19:00:04.193,369941.0,,,,,2.0,BSD-3-Clause,,,,,,,,,,,
10,nikola,True,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,29,nikola,getnikola/nikola,,,https://github.com/getnikola/nikola,2012-04-14 13:53:22.000,2022-02-13 12:26:30.000000,2022-02-13 12:26:30,336.0,37.0,2040.0,2253.0,10256.0,2021-12-27 18:23:21,8.2.0,,1891.0,74.0,405.0,405.0,224.0,https://pypi.org/project/nikola,1891.0,,,,,,,,1.0,MIT,,,,,,,,,,,
11,ipyleaflet,True,A Jupyter - Leaflet.js bridge.,https://github.com/jupyter-widgets/ipyleaflet,,widgets,29,ipyleaflet,jupyter-widgets/ipyleaflet,conda-forge/ipyleaflet,,https://github.com/jupyter-widgets/ipyleaflet,2014-05-07 16:32:10.000,2022-02-17 09:26:35.000000,2022-02-17 09:26:35,301.0,174.0,293.0,1224.0,995.0,2021-12-06 12:32:04,0.15.0,,115948.0,61.0,1463.0,1463.0,74.0,https://pypi.org/project/ipyleaflet,59525.0,https://anaconda.org/conda-forge/ipyleaflet,2021-12-09 18:45:12.043,790989.0,,,,,1.0,MIT,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,44960.0,,,,,,,,
12,jupyter-matplotlib,True,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,29,ipympl,matplotlib/ipympl,,,https://github.com/matplotlib/ipympl,2016-07-21 14:38:56.000,2022-02-15 04:20:34.000000,2022-02-15 04:20:33,174.0,101.0,134.0,1220.0,436.0,2022-01-20 10:01:49,0.8.7,,130704.0,23.0,2569.0,2569.0,26.0,https://pypi.org/project/ipympl,87037.0,,,,,,,,1.0,BSD-3-Clause,jupyter-matplotlib,https://www.npmjs.com/package/jupyter-matplotlib,43667.0,,,,,,,,
13,IPython Kernel,True,IPython Kernel for Jupyter.,https://github.com/ipython/ipykernel,,kernels,29,ipykernel,ipython/ipykernel,ipykernel,,https://github.com/ipython/ipykernel,2015-04-09 07:44:14.000,2022-02-17 12:37:00.000000,2022-02-15 15:54:09,282.0,198.0,188.0,454.0,,2022-02-15 15:55:21,6.9.1,258.0,9892736.0,29.0,153833.0,153833.0,148.0,https://pypi.org/project/ipykernel,9889437.0,https://anaconda.org/anaconda/ipykernel,2022-01-20 12:21:12.773,245391.0,,,,,1.0,,,,,,,,,,,,
14,nbformat,True,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,29,nbformat,jupyter/nbformat,conda-forge/nbformat,,https://github.com/jupyter/nbformat,2015-04-09 01:07:29.000,2022-01-24 18:38:27.000000,2022-01-24 18:38:26,121.0,46.0,65.0,165.0,763.0,2021-04-02 04:40:43,5.1.3,,10289842.0,13.0,141164.0,141164.0,61.0,https://pypi.org/project/nbformat,10187581.0,https://anaconda.org/conda-forge/nbformat,2021-04-02 17:08:52.492,7158293.0,,,,,1.0,,,,,,,,,,,,
15,Jupytext,True,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,28,jupytext,mwouts/jupytext,conda-forge/jupytext,,https://github.com/mwouts/jupytext,2018-06-15 05:25:36.000,2022-02-16 11:45:07.000000,2022-02-10 16:57:12,320.0,57.0,437.0,5204.0,,2022-02-09 21:32:56,1.13.7,,499860.0,100.0,2417.0,2417.0,68.0,https://pypi.org/project/jupytext,481298.0,https://anaconda.org/conda-forge/jupytext,2022-02-15 08:53:11.191,268288.0,,,,,1.0,MIT,jupyterlab-jupytext,https://www.npmjs.com/package/jupyterlab-jupytext,11683.0,,,,,,,,
16,nbclient,True,A client library for executing notebooks. Formally nbconvert's..,https://github.com/jupyter/nbclient,,notebook-tools,28,nbclient,jupyter/nbclient,conda-forge/nbclient,,https://github.com/jupyter/nbclient,2020-01-13 17:29:49.000,2022-02-15 00:21:17.882000,2022-02-14 19:50:27,40.0,22.0,55.0,84.0,265.0,2022-02-14 19:51:31,0.5.11,19.0,9411476.0,17.0,43732.0,43732.0,30.0,https://pypi.org/project/nbclient,9293915.0,https://anaconda.org/conda-forge/nbclient,2022-02-15 00:21:17.882,2821412.0,,,,,1.0,,,,,,,,,,,,
17,bqplot,True,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,27,bqplot,bqplot/bqplot,conda-forge/bqplot,,https://github.com/bqplot/bqplot,2015-09-26 04:02:18.000,2022-02-17 09:10:42.000000,2022-02-17 09:10:39,431.0,203.0,355.0,3234.0,3497.0,2022-01-07 12:38:39,0.12.32,,105640.0,56.0,30.0,30.0,56.0,https://pypi.org/project/bqplot,67362.0,https://anaconda.org/conda-forge/bqplot,2022-02-11 15:47:15.986,922752.0,,,,,2.0,Apache-2.0,bqplot,https://www.npmjs.com/package/bqplot,24905.0,,,,,,,,
18,ipython-sql,True,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,27,ipython-sql,catherinedevlin/ipython-sql,conda-forge/ipython-sql,,https://github.com/catherinedevlin/ipython-sql,2013-03-20 16:41:10.000,2022-01-26 02:39:28.000000,2021-06-29 17:43:55,229.0,100.0,38.0,1487.0,253.0,,,,86686.0,3.0,2712.0,2712.0,44.0,https://pypi.org/project/ipython-sql,84649.0,https://anaconda.org/conda-forge/ipython-sql,2021-11-13 15:23:35.182,134443.0,,,,,1.0,MIT,,,,,,,,,,,
19,papermill,True,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,26,papermill,nteract/papermill,conda-forge/papermill,,https://github.com/nteract/papermill,2017-07-06 17:17:53.000,2022-01-26 15:15:46.000000,2022-01-24 15:25:03,341.0,97.0,233.0,4550.0,,,,,566376.0,17.0,1922.0,1922.0,98.0,https://pypi.org/project/papermill,561011.0,https://anaconda.org/conda-forge/papermill,2022-01-23 14:55:30.846,225367.0,,,,,2.0,BSD-3-Clause,,,,,,,,,,,
20,D-Tale,True,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,26,dtale,man-group/dtale,conda-forge/dtale,,https://github.com/man-group/dtale,2019-07-15 09:34:48.000,2022-02-17 04:18:34.000000,2022-02-08 14:58:04,234.0,44.0,399.0,3122.0,562.0,2021-11-16 03:33:21,1.61.0,,61544.0,103.0,290.0,290.0,20.0,https://pypi.org/project/dtale,57170.0,https://anaconda.org/conda-forge/dtale,2021-11-18 04:41:08.411,104998.0,,,,,2.0,LGPL-2.1,,,,,,,,,,,
21,JupyterLab Git,True,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,26,jupyterlab-git,jupyterlab/jupyterlab-git,conda-forge/jupyterlab-git,,https://github.com/jupyterlab/jupyterlab-git,2017-06-20 17:31:00.000,2022-02-17 10:24:58.000000,2022-02-16 07:37:50,206.0,86.0,419.0,1039.0,1741.0,2022-01-14 16:35:03,0.34.2,,117294.0,37.0,14.0,14.0,70.0,https://pypi.org/project/jupyterlab-git,114105.0,https://anaconda.org/conda-forge/jupyterlab-git,2022-01-14 18:45:44.379,121187.0,,,,,1.0,BSD-3-Clause,,,,,,,,,,,
22,JupyterHub,True,Multi-user server for Jupyter notebooks.,https://github.com/jupyterhub/jupyterhub,,notebook-environments,25,jupyterhub,jupyterhub/jupyterhub,conda-forge/jupyterhub,jupyterhub/jupyterhub,https://github.com/jupyterhub/jupyterhub,2014-06-12 23:22:10.000,2022-02-17 08:35:45.000000,2022-02-15 10:24:09,1594.0,175.0,1886.0,6865.0,,,,,300958.0,27.0,1631.0,1631.0,268.0,https://pypi.org/project/jupyterhub,266651.0,https://anaconda.org/conda-forge/jupyterhub,2022-01-25 15:31:44.838,495147.0,https://hub.docker.com/r/jupyterhub/jupyterhub,2022-02-15 10:39:11.258494,304.0,2496095.0,2.0,,,,,,,,,,,,
23,Docker Stacks,True,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,25,,jupyter/docker-stacks,,jupyter/scipy-notebook,https://github.com/jupyter/docker-stacks,2015-07-15 15:30:00.000,2022-02-17 13:30:57.000000,2022-02-17 13:10:31,2485.0,45.0,682.0,6840.0,2660.0,,,,1063230.0,,,,215.0,,,,,,https://hub.docker.com/r/jupyter/scipy-notebook,2022-02-15 17:54:22.537489,334.0,83995191.0,2.0,BSD-3-Clause,,,,,,,,,,,
24,facets-overview,True,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,25,facets-overview,pair-code/facets,,,https://github.com/PAIR-code/facets,2017-07-07 14:03:03.000,2021-11-29 10:48:23.000000,2021-05-06 12:01:05,823.0,76.0,76.0,6776.0,264.0,2019-07-01 16:35:20,1.0.0,,139740.0,4.0,102.0,102.0,28.0,https://pypi.org/project/facets-overview,139740.0,,,,,,,,2.0,Apache-2.0,,,,4.0,,,,,,,
25,nteract,True,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,25,nteract_on_jupyter,nteract/nteract,,,https://github.com/nteract/nteract,2015-06-15 23:21:49.000,2022-02-15 09:07:09.000000,2022-02-11 20:31:22,520.0,151.0,1519.0,5755.0,10501.0,2021-01-26 05:18:38,0.28.0,1305196.0,21944.0,66.0,,,174.0,https://pypi.org/project/nteract_on_jupyter,3029.0,,,,,,,,2.0,BSD-3-Clause,,,,,,,,,,,
26,Voila,True,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,25,voila,voila-dashboards/voila,conda-forge/voila,,https://github.com/voila-dashboards/voila,2018-08-21 14:21:42.000,2022-02-17 02:05:08.000000,2022-02-16 11:40:45,376.0,228.0,337.0,3927.0,,2022-01-27 14:19:16,0.3.1,150.0,54968.0,54.0,6035.0,6035.0,56.0,https://pypi.org/project/voila,47550.0,https://anaconda.org/conda-forge/voila,2022-01-27 14:46:27.170,162015.0,,,,,2.0,,@jupyter-voila/jupyterlab-preview,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,3338.0,,,,,,,,
27,ipyvolume,True,3d plotting for Python in the Jupyter notebook based on IPython..,https://github.com/widgetti/ipyvolume,,widgets,25,ipyvolume,maartenbreddels/ipyvolume,conda-forge/ipyvolume,,https://github.com/widgetti/ipyvolume,2016-12-21 15:30:13.000,2021-11-04 16:00:54.000000,2021-11-01 12:36:42,210.0,164.0,127.0,1720.0,970.0,2018-06-11 13:56:17,0.4.5,,39803.0,16.0,684.0,684.0,39.0,https://pypi.org/project/ipyvolume,31877.0,https://anaconda.org/conda-forge/ipyvolume,2021-04-20 13:21:49.451,339606.0,,,,,2.0,MIT,ipyvolume,https://www.npmjs.com/package/ipyvolume,2266.0,,widgetti/ipyvolume,,,,,,
28,elyra,True,Elyra extends JupyterLab Notebooks with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,25,elyra,elyra-ai/elyra,conda-forge/elyra,,https://github.com/elyra-ai/elyra,2019-10-22 21:37:58.000,2022-02-16 23:58:16.000000,2022-02-16 17:13:30,205.0,215.0,1091.0,1228.0,1487.0,2022-02-14 17:16:10,3.5.3,,3362.0,12.0,29.0,29.0,41.0,https://pypi.org/project/elyra,2841.0,https://anaconda.org/conda-forge/elyra,2021-04-27 19:22:26.105,9385.0,,,,,1.0,Apache-2.0,,,,,,,,,,,
29,JupyterLab LSP,True,Coding assistance for JupyterLab (code navigation + hover..,https://github.com/jupyter-lsp/jupyterlab-lsp,,lab-extensions,25,,krassowski/jupyterlab-lsp,,,https://github.com/jupyter-lsp/jupyterlab-lsp,2019-08-17 11:34:22.000,2022-01-22 12:26:09.000000,2022-01-22 12:26:09,84.0,133.0,256.0,1181.0,2329.0,2022-01-01 02:38:14,3.10.0,,5034.0,40.0,116.0,116.0,38.0,,,,,,,,,,1.0,BSD-3-Clause,@krassowski/jupyterlab-lsp,https://www.npmjs.com/package/@krassowski/jupyterlab-lsp,5034.0,,jupyter-lsp/jupyterlab-lsp,,,,,,
30,PixieDust,True,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,25,pixiedust,pixiedust/pixiedust,conda-forge/pixiedust,,https://github.com/pixiedust/pixiedust,2016-07-01 17:34:14.000,2021-02-16 04:46:42.000000,2021-02-16 04:46:41,159.0,164.0,260.0,1031.0,2157.0,2019-12-04 15:06:08,1.1.18,,20591.0,19.0,228.0,228.0,33.0,https://pypi.org/project/pixiedust,19303.0,https://anaconda.org/conda-forge/pixiedust,2021-02-06 13:20:07.331,34785.0,,,,,1.0,Apache-2.0,,,,,,,,,,,
31,jupyter-dash,True,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,25,jupyter-dash,plotly/jupyter-dash,,,https://github.com/plotly/jupyter-dash,2020-04-26 18:43:59.000,2022-02-16 17:29:09.000000,2022-02-16 17:29:09,176.0,34.0,16.0,681.0,126.0,2022-02-16 17:16:49,0.4.1,65.0,57733.0,10.0,1227.0,1227.0,4.0,https://pypi.org/project/jupyter-dash,57730.0,,,,,,,,2.0,MIT,,,,,,,,,,,
32,Perspective,True,Streaming pivot visualization via WebAssembly.,https://github.com/finos/perspective,,lab-extensions,24,perspective-python,finos/perspective,,,https://github.com/finos/perspective,2017-11-02 16:27:54.000,2022-02-16 21:53:25.000000,2022-02-12 16:40:29,434.0,64.0,424.0,4210.0,5020.0,,,,5872.0,,231.0,231.0,66.0,https://pypi.org/project/perspective-python,3779.0,,,,,,,,1.0,Apache-2.0,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,2093.0,,,,,,,,
33,RISE,True,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,24,RISE,damianavila/RISE,conda-forge/rise,,https://github.com/damianavila/RISE,2013-08-26 18:55:36.000,2021-12-23 15:55:32.000000,2021-11-26 23:05:35,369.0,135.0,281.0,3193.0,739.0,,,,12659.0,9.0,1761.0,1761.0,40.0,https://pypi.org/project/RISE,8757.0,https://anaconda.org/conda-forge/rise,2021-11-16 18:12:02.058,187330.0,,,,,2.0,,,,,,,,,,,,
34,nbdev,True,Create delightful python projects using Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,24,nbdev,fastai/nbdev,,,https://github.com/fastai/nbdev,2019-11-18 17:37:35.000,2022-02-17 04:23:10.000000,2022-02-17 04:23:10,318.0,81.0,273.0,3134.0,1348.0,2022-02-15 01:36:25,1.2.0,,51194.0,19.0,,,62.0,https://pypi.org/project/nbdev,51194.0,,,,,,,,2.0,Apache-2.0,,,,,,,,,,,
35,Jupyter Book,True,"Build interactive, publication-quality documents from Jupyter..",https://github.com/executablebooks/jupyter-book,,notebook-sharing,24,jupyter-book,executablebooks/jupyter-book,,,https://github.com/executablebooks/jupyter-book,2018-06-14 01:55:51.000,2022-02-12 20:54:59.000000,2022-02-12 20:54:59,420.0,396.0,609.0,2669.0,1328.0,2021-11-19 04:25:23,0.12.1,,41022.0,34.0,,,102.0,https://pypi.org/project/jupyter-book,41022.0,,,,,,,,2.0,BSD-3-Clause,,,,,,,,,,,
36,sparkmagic,True,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,24,sparkmagic,jupyter-incubator/sparkmagic,conda-forge/sparkmagic,,https://github.com/jupyter-incubator/sparkmagic,2015-09-21 15:35:25.000,2021-12-16 20:46:07.000000,2021-09-09 18:47:00,371.0,130.0,257.0,1094.0,1163.0,2021-08-27 16:28:41,0.19.1,,42038.0,15.0,228.0,228.0,54.0,https://pypi.org/project/sparkmagic,41324.0,https://anaconda.org/conda-forge/sparkmagic,2021-08-17 12:12:12.530,38578.0,,,,,1.0,,,,,,,,,,,,
37,watermark,True,"An IPython magic extension for printing date and time stamps, version..",https://github.com/rasbt/watermark,,magic,24,watermark,rasbt/watermark,conda-forge/watermark,,https://github.com/rasbt/watermark,2014-07-30 03:46:33.000,2022-01-29 23:24:03.000000,2022-01-29 23:24:03,75.0,15.0,28.0,599.0,94.0,2022-01-04 01:53:30,2.3.0,,18076.0,15.0,1357.0,1357.0,19.0,https://pypi.org/project/watermark,15026.0,https://anaconda.org/conda-forge/watermark,2022-01-04 05:10:16.030,195233.0,,,,,1.0,BSD-3-Clause,,,,,,,,,,,
38,ipycanvas,True,Interactive Canvas in Jupyter.,https://github.com/martinRenou/ipycanvas,,widgets,24,ipycanvas,martinRenou/ipycanvas,conda-forge/ipycanvas,,https://github.com/martinRenou/ipycanvas,2019-07-06 12:55:29.000,2022-02-05 15:40:15.000000,2022-02-05 15:40:14,43.0,37.0,65.0,546.0,398.0,2021-12-01 08:33:39,0.10.2,,11081.0,28.0,386.0,386.0,14.0,https://pypi.org/project/ipycanvas,9733.0,https://anaconda.org/conda-forge/ipycanvas,2021-12-01 13:09:01.830,39104.0,,,,,2.0,BSD-3-Clause,,,,,,,,,,,
39,gophernotes,True,The Go kernel for Jupyter notebooks and nteract.,https://github.com/gopherdata/gophernotes,,kernels,23,,gopherdata/gophernotes,,gopherdata/gophernotes,https://github.com/gopherdata/gophernotes,2016-01-22 19:22:16.000,2022-01-26 09:01:53.000000,2022-01-26 09:01:53,213.0,45.0,123.0,3173.0,392.0,2022-01-09 15:20:57,0.7.4,40.0,1160.0,16.0,7.0,7.0,28.0,,,,,,https://hub.docker.com/r/gopherdata/gophernotes,2018-12-22 19:00:35.934804,7.0,84743.0,1.0,MIT,,,,,,github.com/gopherdata/gophernotes,,,,,
40,nbdime,True,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,23,nbdime,jupyter/nbdime,conda-forge/nbdime,,https://github.com/jupyter/nbdime,2015-11-16 09:25:53.000,2022-02-04 10:37:54.000000,2021-11-03 11:51:16,123.0,60.0,219.0,2172.0,1952.0,,,,295673.0,21.0,65.0,65.0,34.0,https://pypi.org/project/nbdime,228055.0,https://anaconda.org/conda-forge/nbdime,2021-10-26 17:29:52.628,445466.0,,,,,2.0,,nbdime-jupyterlab,https://www.npmjs.com/package/nbdime-jupyterlab,60434.0,,,,,,,,
41,ipyparallel,True,Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,23,ipyparallel,ipython/ipyparallel,conda-forge/ipyparallel,,https://github.com/ipython/ipyparallel,2015-04-09 07:43:55.000,2022-02-15 12:53:59.000000,2022-02-15 12:53:59,829.0,47.0,267.0,2154.0,,,,,60329.0,20.0,1816.0,1816.0,106.0,https://pypi.org/project/ipyparallel,52335.0,https://anaconda.org/conda-forge/ipyparallel,2022-02-07 17:40:52.548,559630.0,,,,,2.0,,,,,,,,,,,,
42,Stencila,True,Living documents for reproducible research.,https://github.com/stencila/stencila,,notebook-sharing,23,,stencila/stencila,,stencila/cloud,https://github.com/stencila/stencila,2012-05-31 02:43:31.000,2022-02-17 00:00:01.000000,2022-02-15 22:31:38,33.0,59.0,491.0,621.0,8779.0,2022-02-15 17:28:52,1.0.5,1152.0,325.0,100.0,16.0,16.0,32.0,,,,,,https://hub.docker.com/r/stencila/cloud,2019-04-08 04:14:51.284193,,16459.0,2.0,Apache-2.0,stencila,https://www.npmjs.com/package/stencila,41.0,,,,,,,,
43,Mapbox GL,True,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,https://github.com/mapbox/mapboxgl-jupyter,,widgets,23,mapboxgl,mapbox/mapboxgl-jupyter,,,https://github.com/mapbox/mapboxgl-jupyter,2017-08-08 15:10:51.000,2022-01-11 05:18:07.000000,2021-04-19 05:00:36,126.0,32.0,67.0,599.0,221.0,2019-06-03 21:24:10,0.10.2,,15814.0,14.0,127.0,127.0,21.0,https://pypi.org/project/mapboxgl,15814.0,,,,,,,,2.0,MIT,,,,,,,,,,,
44,nbval,True,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,23,nbval,computationalmodelling/nbval,conda-forge/nbval,,https://github.com/computationalmodelling/nbval,2015-04-09 09:40:33.000,2022-01-05 15:51:17.000000,2022-01-05 15:51:17,39.0,35.0,61.0,372.0,446.0,,,,107312.0,8.0,1312.0,1312.0,29.0,https://pypi.org/project/nbval,104162.0,https://anaconda.org/conda-forge/nbval,2020-07-31 11:51:06.985,182700.0,,,,,2.0,,,,,,,,,,,,
45,Jupyter Client,True,Jupyter protocol client APIs.,https://github.com/jupyter/jupyter_client,,notebook-tools,23,jupyter-client,jupyter/jupyter_client,,,https://github.com/jupyter/jupyter_client,2015-04-09 06:57:29.000,2022-02-03 03:11:03.000000,2022-02-03 03:11:03,214.0,133.0,167.0,259.0,,2022-01-21 23:15:35,7.1.2,163.0,10210894.0,11.0,,,113.0,https://pypi.org/project/jupyter-client,10210867.0,,,,,,,,2.0,BSD-3-Clause,,,,6.0,,,,,,,
46,ipycytoscape,True,A Cytoscape Jupyter widget.,https://github.com/cytoscape/ipycytoscape,,widgets,23,,QuantStack/ipycytoscape,conda-forge/ipycytoscape,,https://github.com/cytoscape/ipycytoscape,2020-02-05 13:46:52.000,2022-02-15 12:34:14.000000,2022-02-08 19:59:35,48.0,52.0,97.0,179.0,690.0,2021-11-27 02:44:57,1.3.0,3.0,1170.0,18.0,58.0,58.0,31.0,,,https://anaconda.org/conda-forge/ipycytoscape,2022-01-18 19:08:24.277,26915.0,,,,,2.0,BSD-3-Clause,,,,,cytoscape/ipycytoscape,,,,,,
