,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,commit_count,updated_github_id,npm_id,npm_url,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,cran_id,go_id,gem_id,pypi,hex_id,bitbucket_id
10,bokeh,True,"Interactive Data Visualization in the browser, from Python.",https://github.com/bokeh/bokeh,,widgets,29,bokeh/bokeh,bokeh,conda-forge/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2023-03-30 10:16:23.000000,2023-03-29 16:23:21,3995.0,667.0,6558.0,17418.0,,,,3654790.0,49.0,204.0,204.0,649.0,https://pypi.org/project/bokeh,3505729.0,https://anaconda.org/conda-forge/bokeh,2023-03-14 12:50:41.968,10583336.0,1.0,,,,,,,,,,,,,,,,,
11,Jupyter,True,Jupyter Interactive Notebook.,https://github.com/jupyter/notebook,,notebook-environments,29,jupyter/notebook,notebook,conda-forge/jupyter,https://github.com/jupyter/notebook,BSD-3-Clause,2015-04-09 06:58:03.000,2023-03-30 06:11:54.000000,2023-03-30 06:11:53,3928.0,2006.0,2563.0,10905.0,2023-03-06 07:20:44,6.5.3,11414.0,12079574.0,56.0,19.0,19.0,626.0,https://pypi.org/project/notebook,11730737.0,https://anaconda.org/conda-forge/jupyter,2022-12-05 14:25:36.477,3086361.0,1.0,,,,,,,jupyter/datascience-notebook,https://hub.docker.com/r/jupyter/datascience-notebook,2023-03-27 04:43:04.236346,991.0,29162985.0,,,,,,
12,Jupytext,True,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,29,mwouts/jupytext,jupytext,conda-forge/jupytext,https://github.com/mwouts/jupytext,MIT,2018-06-15 05:25:36.000,2023-03-27 00:14:46.000000,2023-03-27 00:14:44,367.0,91.0,479.0,5890.0,2023-02-25 15:01:03,1.14.5,,445554.0,100.0,4751.0,4751.0,78.0,https://pypi.org/project/jupytext,427122.0,https://anaconda.org/conda-forge/jupytext,2023-02-25 18:09:00.417,534666.0,1.0,,,,jupyterlab-jupytext,https://www.npmjs.com/package/jupyterlab-jupytext,8150.0,,,,,,,,,,,
13,panel,True,A high-level app and dashboarding solution for Python.,https://github.com/holoviz/panel,,others,29,holoviz/panel,panel,conda-forge/panel,https://github.com/holoviz/panel,BSD-3-Clause,2018-08-23 12:14:24.000,2023-03-29 21:36:13.000000,2023-03-27 22:16:22,320.0,661.0,1640.0,2655.0,2023-03-04 22:12:04,0.14.4,,458356.0,45.0,6175.0,6175.0,116.0,https://pypi.org/project/panel,441240.0,https://anaconda.org/conda-forge/panel,2023-03-04 01:00:48.930,907154.0,2.0,,,,,,,,,,,,,,,,,
14,nbclient,True,A client library for executing notebooks. Formally nbconvert's..,https://github.com/jupyter/nbclient,,notebook-tools,29,jupyter/nbclient,nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,BSD-3-Clause,2020-01-13 17:29:49.000,2023-03-11 19:36:19.000000,2023-03-11 19:36:19,46.0,34.0,66.0,115.0,2022-11-29 17:22:16,0.7.2,208.0,10518778.0,29.0,95382.0,95382.0,34.0,https://pypi.org/project/nbclient,10297591.0,https://anaconda.org/conda-forge/nbclient,2022-11-30 08:00:35.235,8183552.0,1.0,,,,,,,,,,,,,,,,,
15,nikola,True,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,28,getnikola/nikola,nikola,,https://github.com/getnikola/nikola,MIT,2012-04-14 13:53:22.000,2023-03-30 14:16:36.000000,2023-03-26 16:13:05,355.0,48.0,2076.0,2416.0,2022-08-01 21:01:18,8.2.3,,1207.0,77.0,474.0,474.0,233.0,https://pypi.org/project/nikola,1207.0,,,,2.0,,10317.0,,,,,,,,,,,,,,,
16,ipython-sql,True,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,28,catherinedevlin/ipython-sql,ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,MIT,2013-03-20 16:41:10.000,2023-03-29 20:04:57.000000,2023-02-26 04:58:34,263.0,108.0,42.0,1672.0,,,,119191.0,3.0,4200.0,4200.0,55.0,https://pypi.org/project/ipython-sql,116508.0,https://anaconda.org/conda-forge/ipython-sql,2021-11-13 15:23:35.182,212009.0,1.0,,290.0,,,,,,,,,,,,,,,
17,jupyter-matplotlib,True,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,28,matplotlib/ipympl,ipympl,,https://github.com/matplotlib/ipympl,BSD-3-Clause,2016-07-21 14:38:56.000,2023-03-02 23:14:04.000000,2023-02-27 17:26:05,209.0,129.0,150.0,1397.0,2023-02-15 19:21:40,0.9.3,,231447.0,28.0,6859.0,6859.0,31.0,https://pypi.org/project/ipympl,206489.0,,,,1.0,,,,jupyter-matplotlib,https://www.npmjs.com/package/jupyter-matplotlib,24958.0,,,,,,,,,,,
18,papermill,True,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,27,nteract/papermill,papermill,conda-forge/papermill,https://github.com/nteract/papermill,BSD-3-Clause,2017-07-06 17:17:53.000,2023-03-03 17:24:33.000000,2022-10-18 22:34:20,373.0,120.0,244.0,5174.0,,,,1092228.0,17.0,4684.0,4684.0,108.0,https://pypi.org/project/papermill,1084890.0,https://anaconda.org/conda-forge/papermill,2022-01-23 14:55:30.846,403606.0,2.0,,,,,,,,,,,,,,,,,
19,D-Tale,True,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,27,man-group/dtale,dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2023-03-29 17:33:00.000000,2023-03-29 17:31:32,328.0,43.0,462.0,3956.0,2023-03-03 16:11:11,2.13.0,,218460.0,122.0,654.0,654.0,29.0,https://pypi.org/project/dtale,213120.0,https://anaconda.org/conda-forge/dtale,2023-03-03 16:34:39.567,197605.0,2.0,,672.0,,,,,,,,,,,,,,,
20,JupyterLab Git,True,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,27,jupyterlab/jupyterlab-git,jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,BSD-3-Clause,2017-06-20 17:31:00.000,2023-03-29 22:00:01.000000,2023-03-15 08:46:41,255.0,93.0,460.0,1236.0,2022-12-15 13:25:32,0.41.0,,102730.0,49.0,21.0,21.0,86.0,https://pypi.org/project/jupyterlab-git,95156.0,https://anaconda.org/conda-forge/jupyterlab-git,2022-12-16 08:18:31.363,386308.0,1.0,,1827.0,,,,,,,,,,,,,,,
21,facets-overview,True,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,26,pair-code/facets,facets-overview,,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2023-02-18 14:13:46.000000,2023-02-18 14:13:42,863.0,78.0,81.0,7101.0,2019-07-01 16:35:20,1.0.0,,308683.0,4.0,170.0,170.0,30.0,https://pypi.org/project/facets-overview,308683.0,,,,2.0,,274.0,,,,,,,,,,,,,,,
22,Voila,True,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,26,voila-dashboards/voila,voila,conda-forge/voila,https://github.com/voila-dashboards/voila,,2018-08-21 14:21:42.000,2023-03-30 11:39:45.000000,2023-03-27 07:41:02,453.0,269.0,383.0,4647.0,2022-10-26 15:12:41,0.4.0,559.0,176589.0,60.0,9497.0,9497.0,64.0,https://pypi.org/project/voila,170864.0,https://anaconda.org/conda-forge/voila,2022-10-27 07:53:02.986,254196.0,2.0,,,,@jupyter-voila/jupyterlab-preview,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,898.0,,,,,,,,,,,
23,bqplot,True,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,26,bqplot/bqplot,bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2023-03-29 07:42:58.196000,2023-03-27 15:06:29,440.0,217.0,362.0,3423.0,2022-09-02 15:03:28,0.12.36,,167232.0,59.0,38.0,38.0,60.0,https://pypi.org/project/bqplot,150283.0,https://anaconda.org/conda-forge/bqplot,2023-03-29 07:42:58.196,1128412.0,2.0,,3638.0,,bqplot,https://www.npmjs.com/package/bqplot,3188.0,,,,,,,,,,,
24,sparkmagic,True,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,26,jupyter-incubator/sparkmagic,sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,,2015-09-21 15:35:25.000,2023-02-11 21:00:44.000000,2023-02-11 21:00:43,395.0,131.0,291.0,1207.0,2023-01-30 15:49:38,0.20.4,,35910.0,21.0,298.0,298.0,59.0,https://pypi.org/project/sparkmagic,34887.0,https://anaconda.org/conda-forge/sparkmagic,2023-01-30 19:54:17.953,68577.0,1.0,,1272.0,,,,,,,,,,,,,,,
25,jupyter-dash,True,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,26,plotly/jupyter-dash,jupyter-dash,,https://github.com/plotly/jupyter-dash,MIT,2020-04-26 18:43:59.000,2023-03-24 23:04:04.000000,2022-10-21 14:50:27,237.0,47.0,23.0,886.0,2022-04-01 20:13:44,0.4.2,82.0,306456.0,11.0,2585.0,2585.0,10.0,https://pypi.org/project/jupyter-dash,306454.0,,,,2.0,,161.0,,,,,,,,,,,,,,,
26,JupyterHub,True,Multi-user server for Jupyter notebooks.,https://github.com/jupyterhub/jupyterhub,,notebook-environments,25,jupyterhub/jupyterhub,jupyterhub,conda-forge/jupyterhub,https://github.com/jupyterhub/jupyterhub,,2014-06-12 23:22:10.000,2023-03-30 10:31:49.000000,2023-03-30 07:38:55,1806.0,158.0,2087.0,7441.0,,,,236236.0,35.0,2216.0,2216.0,330.0,https://pypi.org/project/jupyterhub,189886.0,https://anaconda.org/conda-forge/jupyterhub,2023-01-27 19:38:01.989,879154.0,1.0,,,,,,,jupyterhub/jupyterhub,https://hub.docker.com/r/jupyterhub/jupyterhub,2023-03-30 07:52:55.876582,324.0,3741072.0,,,,,,
27,nteract,True,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,25,nteract/nteract,nteract_on_jupyter,,https://github.com/nteract/nteract,BSD-3-Clause,2015-06-15 23:21:49.000,2023-03-26 09:07:10.000000,2023-03-26 09:07:05,531.0,160.0,1522.0,5990.0,2021-01-26 05:18:38,0.28.0,1427308.0,20843.0,66.0,2.0,2.0,176.0,https://pypi.org/project/nteract_on_jupyter,3437.0,,,,1.0,,10501.0,,,,,,,,,,,,,,,
28,nbdev,True,Create delightful python projects using Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,25,fastai/nbdev,nbdev,,https://github.com/fastai/nbdev,Apache-2.0,2019-11-18 17:37:35.000,2023-03-27 13:34:15.000000,2023-03-24 06:10:10,418.0,106.0,692.0,4109.0,2023-02-03 22:33:26,2.3.11,,66433.0,24.0,,,38.0,https://pypi.org/project/nbdev,66433.0,,,,1.0,,1625.0,,,,,,,,,,,,,,,
29,PixieDust,True,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,25,pixiedust/pixiedust,pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,Apache-2.0,2016-07-01 17:34:14.000,2021-02-16 04:46:42.000000,2021-02-16 04:46:41,160.0,165.0,260.0,1029.0,2019-12-04 15:06:08,1.1.18,,17979.0,19.0,254.0,254.0,33.0,https://pypi.org/project/pixiedust,16886.0,https://anaconda.org/conda-forge/pixiedust,2021-02-06 13:20:07.331,43721.0,1.0,,2157.0,,,,,,,,,,,,,,,
30,RISE,True,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,24,damianavila/RISE,RISE,conda-forge/rise,https://github.com/damianavila/RISE,,2013-08-26 18:55:36.000,2023-02-06 14:47:04.000000,2023-01-16 00:02:35,392.0,149.0,288.0,3492.0,,,,12104.0,9.0,2375.0,2375.0,44.0,https://pypi.org/project/RISE,7895.0,https://anaconda.org/conda-forge/rise,2022-11-03 18:17:00.705,256788.0,2.0,,762.0,,,,,,,,,,,,,,,
31,ipyvolume,True,3d plotting for Python in the Jupyter notebook based on IPython..,https://github.com/widgetti/ipyvolume,,widgets,24,maartenbreddels/ipyvolume,ipyvolume,conda-forge/ipyvolume,https://github.com/widgetti/ipyvolume,MIT,2016-12-21 15:30:13.000,2023-02-25 14:32:40.000000,2023-02-25 14:32:40,228.0,180.0,130.0,1833.0,,,,72677.0,18.0,15.0,15.0,45.0,https://pypi.org/project/ipyvolume,64938.0,https://anaconda.org/conda-forge/ipyvolume,2023-02-25 10:49:17.977,417162.0,2.0,-3.0,995.0,widgetti/ipyvolume,ipyvolume,https://www.npmjs.com/package/ipyvolume,2025.0,,,,,,,,,,,
32,nbgrader,True,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,24,jupyter/nbgrader,nbgrader,conda-forge/nbgrader,https://github.com/jupyter/nbgrader,BSD-3-Clause,2014-09-13 03:27:36.000,2023-03-29 13:32:35.000000,2023-03-28 07:55:44,295.0,227.0,628.0,1170.0,2023-03-28 07:56:15,0.8.2,113.0,7266.0,27.0,413.0,413.0,100.0,https://pypi.org/project/nbgrader,5424.0,https://anaconda.org/conda-forge/nbgrader,2022-09-28 03:43:17.179,136285.0,1.0,,,,,,,,,,,,,,,,,
33,itkwidgets,True,"Interactive Jupyter widgets to visualize images, point sets, and..",https://github.com/InsightSoftwareConsortium/itkwidgets,,widgets,24,InsightSoftwareConsortium/itkwidgets,itkwidgets,,https://github.com/InsightSoftwareConsortium/itkwidgets,Apache-2.0,2018-02-15 01:43:39.000,2023-03-29 23:45:00.000000,2023-03-23 16:49:28,72.0,102.0,138.0,513.0,2023-03-02 22:39:14,0.32.6,75.0,9519.0,41.0,230.0,230.0,6.0,https://pypi.org/project/itkwidgets,8247.0,,,,2.0,,916.0,,itkwidgets,https://www.npmjs.com/package/itkwidgets,1271.0,,,,,,,,,,,
34,jupyter_server,True,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,24,jupyter-server/jupyter_server,jupyter_server,conda-forge/jupyter_server,https://github.com/jupyter-server/jupyter_server,BSD-3-Clause,2016-09-21 19:18:45.000,2023-03-30 05:00:10.000000,2023-03-27 20:51:18,214.0,124.0,261.0,381.0,2023-03-16 15:22:52,2.5.0,1319.0,13994834.0,99.0,,,501.0,https://pypi.org/project/jupyter_server,13911510.0,https://anaconda.org/conda-forge/jupyter_server,2023-03-17 17:33:31.186,4497727.0,3.0,,,,,,,,,,,,,,,,,
35,ipyvuetify,True,Jupyter widgets based on vuetify UI components.,https://github.com/widgetti/ipyvuetify,,widgets,24,mariobuikhuizen/ipyvuetify,ipyvuetify,conda-forge/ipyvuetify,https://github.com/widgetti/ipyvuetify,MIT,2019-05-14 17:35:51.000,2023-03-21 10:59:28.000000,2023-03-21 10:59:02,49.0,53.0,127.0,288.0,2022-02-07 15:18:40,1.8.2,,141602.0,30.0,746.0,746.0,11.0,https://pypi.org/project/ipyvuetify,139012.0,https://anaconda.org/conda-forge/ipyvuetify,2022-09-02 13:29:25.078,113976.0,2.0,,219.0,widgetti/ipyvuetify,,,,,,,,,,,,,,
36,LDAP Authenticator,True,LDAP Authenticator Plugin for Jupyter.,https://github.com/jupyterhub/ldapauthenticator,,hub-auth,24,jupyterhub/ldapauthenticator,jupyterhub-ldapauthenticator,conda-forge/jupyterhub-ldapauthenticator,https://github.com/jupyterhub/ldapauthenticator,BSD-3-Clause,2016-01-17 05:11:49.000,2023-03-14 15:12:48.000000,2021-06-27 18:55:19,157.0,57.0,82.0,186.0,2018-06-14 12:02:35,1.2.2,,8723.0,3.0,107.0,107.0,31.0,https://pypi.org/project/jupyterhub-ldapauthenticator,8204.0,https://anaconda.org/conda-forge/jupyterhub-ldapauthenticator,2020-08-28 14:10:52.507,29627.0,1.0,,167.0,,,,,,,,,,,,,,,
37,Contrib NBextensions,True,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,23,ipython-contrib/jupyter_contrib_nbextensions,jupyter_contrib_nbextensions,,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,2013-07-13 17:05:16.000,2023-03-27 19:15:46.000000,2022-12-21 19:56:24,772.0,333.0,458.0,4998.0,2022-11-15 17:24:23,0.7.0,,362872.0,2.0,,,136.0,https://pypi.org/project/jupyter_contrib_nbextensions,362872.0,,,,1.0,,2660.0,,,,,,,,,,,,,,,
38,nbdime,True,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,23,jupyter/nbdime,nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,,2015-11-16 09:25:53.000,2023-03-24 23:53:39.000000,2023-03-24 23:20:15,143.0,72.0,225.0,2422.0,,,,250707.0,21.0,108.0,108.0,45.0,https://pypi.org/project/nbdime,197336.0,https://anaconda.org/conda-forge/nbdime,2021-10-26 17:29:52.628,797868.0,2.0,,1981.0,,nbdime-jupyterlab,https://www.npmjs.com/package/nbdime-jupyterlab,42733.0,,,,,,,,,,,
39,IRkernel,True,R kernel for Jupyter.,https://github.com/IRkernel/IRkernel,,kernels,23,IRkernel/IRkernel,,r/r-irkernel,https://github.com/IRkernel/IRkernel,MIT,2014-02-26 02:57:07.000,2023-03-27 04:40:15.542128,2023-03-06 15:57:54,285.0,64.0,516.0,1617.0,2023-01-20 20:54:32,1.3.2,,15518.0,19.0,,,43.0,,,https://anaconda.org/r/r-irkernel,2022-05-31 20:41:46.649,117927.0,1.0,,599.0,,,,,jupyter/r-notebook,https://hub.docker.com/r/jupyter/r-notebook,2023-03-27 04:40:15.542128,53.0,1556272.0,IRkernel,,,,,
40,elyra,True,Elyra extends JupyterLab Notebooks with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,23,elyra-ai/elyra,elyra,conda-forge/elyra,https://github.com/elyra-ai/elyra,Apache-2.0,2019-10-22 21:37:58.000,2023-03-29 16:35:15.129000,2023-03-29 16:32:10,276.0,241.0,1340.0,1570.0,2023-03-29 14:23:28,3.15.0,,3287.0,29.0,45.0,45.0,57.0,https://pypi.org/project/elyra,2359.0,https://anaconda.org/conda-forge/elyra,2023-03-29 16:35:15.129,28775.0,1.0,,,,,,,,,,,,,,,,,
41,repo2docker,True,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,23,jupyterhub/repo2docker,jupyter-repo2docker,,https://github.com/jupyterhub/repo2docker,BSD-3-Clause,2017-05-09 08:36:30.000,2023-03-29 10:29:54.000000,2023-03-29 10:29:54,313.0,154.0,344.0,1456.0,2022-10-18 19:01:00,2022.10.0,,2811.0,12.0,178.0,178.0,117.0,https://pypi.org/project/jupyter-repo2docker,2811.0,,,,2.0,,,,,,,,,,,,,,,,,
42,pythreejs,True,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,23,jupyter-widgets/pythreejs,pythreejs,conda-forge/pythreejs,https://github.com/jupyter-widgets/pythreejs,,2013-12-23 17:02:11.000,2023-03-16 19:17:40.741000,2023-02-20 00:24:10,174.0,55.0,171.0,855.0,2022-08-31 09:02:38,2.4.1,,92978.0,18.0,24.0,24.0,30.0,https://pypi.org/project/pythreejs,82451.0,https://anaconda.org/conda-forge/pythreejs,2023-03-16 19:17:40.741,468987.0,2.0,,1723.0,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,4808.0,,,,,,,,,,,
43,nbval,True,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,23,computationalmodelling/nbval,nbval,conda-forge/nbval,https://github.com/computationalmodelling/nbval,,2015-04-09 09:40:33.000,2023-03-14 00:55:13.000000,2023-01-11 11:27:13,46.0,38.0,65.0,399.0,,,,138095.0,8.0,2224.0,2224.0,33.0,https://pypi.org/project/nbval,133682.0,https://anaconda.org/conda-forge/nbval,2020-07-31 11:51:06.985,313327.0,2.0,,465.0,,,,,,,,,,,,,,,
