,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,updated_github_id,license,npm_id,npm_url,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,go_id,cran_id,pypi,gem_id,hex_id,bitbucket_id
0,best-of-ml-python - Data Visualization,True,Python-based data visualization libraries.,https://github.com/ml-tooling/best-of-ml-python#data-visualization,True,widgets,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ipython,True,"Official repository for IPython itself. Other repos in the IPython organization contain things like the website,..",https://github.com/ipython/ipython,,components,36,ipython/ipython,ipython,conda-forge/ipython,https://github.com/ipython/ipython,2010-05-10 04:46:06.000,2022-05-25 20:23:51.000000,2022-05-25 20:23:51,4169.0,1472.0,5464.0,15363.0,25963.0,2021-01-30 02:36:56,7.18.1,318833.0,20639341.0,72.0,277464.0,277464.0,883.0,https://pypi.org/project/ipython,20477602.0,https://anaconda.org/conda-forge/ipython,2022-04-29 14:22:58.344,11585372.0,1.0,,,,,,,,,,,,,,,,,
2,pandas-profiling,True,Create HTML profiling reports from pandas DataFrame..,https://github.com/ydataai/pandas-profiling,,widgets,33,pandas-profiling/pandas-profiling,pandas-profiling,conda-forge/pandas-profiling,https://github.com/ydataai/pandas-profiling,2016-01-09 23:47:55.000,2022-05-24 17:41:49.000000,2022-05-24 17:41:47,1289.0,107.0,463.0,8998.0,1002.0,2022-05-02 02:53:44,3.2.0,,1101930.0,32.0,7916.0,7916.0,88.0,https://pypi.org/project/pandas-profiling,1098948.0,https://anaconda.org/conda-forge/pandas-profiling,2022-05-02 10:58:37.618,205800.0,1.0,ydataai/pandas-profiling,MIT,,,,,,,,,,,,,,,
3,ipywidgets,True,Interactive Widgets for the Jupyter Notebook.,https://github.com/jupyter-widgets/ipywidgets,,widgets,33,jupyter-widgets/ipywidgets,ipywidgets,conda-forge/ipywidgets,https://github.com/jupyter-widgets/ipywidgets,2015-04-17 20:29:25.000,2022-05-25 16:19:29.000000,2022-05-20 05:30:56,803.0,573.0,1198.0,2496.0,7418.0,2021-02-07 22:09:48,7.6.3,,9439721.0,35.0,4014.0,4014.0,195.0,https://pypi.org/project/ipywidgets,9265231.0,https://anaconda.org/conda-forge/ipywidgets,2022-04-05 23:43:26.701,4987906.0,1.0,,BSD-3-Clause,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,106163.0,,,,,,,,,,,,
4,bokeh,True,"Interactive Data Visualization in the browser, from Python.",https://github.com/bokeh/bokeh,,widgets,31,bokeh/bokeh,bokeh,conda-forge/bokeh,https://github.com/bokeh/bokeh,2012-03-26 15:40:01.000,2022-05-22 08:31:37.000000,2022-05-19 15:45:06,3842.0,687.0,6203.0,16319.0,,,,,2666994.0,45.0,51508.0,51508.0,604.0,https://pypi.org/project/bokeh,2546858.0,https://anaconda.org/conda-forge/bokeh,2022-05-19 15:00:53.638,7328356.0,1.0,,BSD-3-Clause,,,,,,,,,,,,,,,
5,panel,True,A high-level app and dashboarding solution for Python.,https://github.com/holoviz/panel,,others,31,holoviz/panel,panel,conda-forge/panel,https://github.com/holoviz/panel,2018-08-23 12:14:24.000,2022-05-26 12:24:22.000000,2022-05-26 12:24:21,253.0,489.0,1285.0,1919.0,2113.0,2022-05-24 10:14:55,0.13.1,,461556.0,40.0,3325.0,3325.0,95.0,https://pypi.org/project/panel,450968.0,https://anaconda.org/conda-forge/panel,2022-05-24 21:55:47.367,455324.0,1.0,,BSD-3-Clause,,,,,,,,,,,,,,,
6,qtconsole,True,Jupyter Qt Console.,https://github.com/jupyter/qtconsole,,others,31,jupyter/qtconsole,qtconsole,conda-forge/qtconsole,https://github.com/jupyter/qtconsole,2015-04-09 06:59:10.000,2022-05-06 03:16:24.000000,2022-05-06 03:16:24,167.0,97.0,208.0,310.0,1873.0,,,,2861485.0,32.0,100838.0,100838.0,115.0,https://pypi.org/project/qtconsole,2826584.0,https://anaconda.org/conda-forge/qtconsole,2022-03-28 22:08:50.018,2512919.0,1.0,,BSD-3-Clause,,,,,,,,,,,,,,,
7,nikola,True,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,29,getnikola/nikola,nikola,,https://github.com/getnikola/nikola,2012-04-14 13:53:22.000,2022-05-18 08:08:52.000000,2022-05-14 08:40:23,343.0,42.0,2053.0,2295.0,10275.0,2022-05-01 17:07:03,8.2.2,,1903.0,76.0,428.0,428.0,229.0,https://pypi.org/project/nikola,1903.0,,,,1.0,,MIT,,,,,,,,,,,,,,,
8,ipyleaflet,True,A Jupyter - Leaflet.js bridge.,https://github.com/jupyter-widgets/ipyleaflet,,widgets,29,jupyter-widgets/ipyleaflet,ipyleaflet,conda-forge/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,2014-05-07 16:32:10.000,2022-05-25 15:22:28.000000,2022-05-24 11:28:05,308.0,178.0,301.0,1260.0,1070.0,2022-04-14 10:12:55,0.16.0,,134712.0,62.0,1774.0,1774.0,78.0,https://pypi.org/project/ipyleaflet,72382.0,https://anaconda.org/conda-forge/ipyleaflet,2022-05-16 15:27:39.486,822832.0,1.0,,MIT,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,50902.0,,,,,,,,,,,,
9,Jupytext,True,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,27,mwouts/jupytext,jupytext,conda-forge/jupytext,https://github.com/mwouts/jupytext,2018-06-15 05:25:36.000,2022-04-20 04:15:39.000000,2022-04-04 20:36:11,340.0,68.0,444.0,5386.0,,2022-04-04 20:59:48,1.13.8,,236305.0,100.0,2858.0,2858.0,70.0,https://pypi.org/project/jupytext,219524.0,https://anaconda.org/conda-forge/jupytext,2022-04-06 06:06:21.811,310669.0,1.0,,MIT,jupyterlab-jupytext,https://www.npmjs.com/package/jupyterlab-jupytext,9385.0,,,,,,,,,,,,
10,D-Tale,True,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,27,man-group/dtale,dtale,conda-forge/dtale,https://github.com/man-group/dtale,2019-07-15 09:34:48.000,2022-05-24 21:04:23.000000,2022-05-24 21:04:17,274.0,41.0,422.0,3425.0,599.0,2022-05-08 14:50:41,2.4.0,,69728.0,109.0,372.0,372.0,23.0,https://pypi.org/project/dtale,65453.0,https://anaconda.org/conda-forge/dtale,2022-05-08 15:20:48.899,115432.0,1.0,,LGPL-2.1,,,,,,,,,,,,,,,
11,bqplot,True,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,27,bqplot/bqplot,bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,2015-09-26 04:02:18.000,2022-05-09 07:18:11.000000,2022-05-09 07:18:07,435.0,210.0,357.0,3302.0,3519.0,2022-01-07 12:38:39,0.12.32,,121088.0,56.0,30.0,30.0,57.0,https://pypi.org/project/bqplot,81176.0,https://anaconda.org/conda-forge/bqplot,2022-02-11 15:47:15.986,967286.0,1.0,,Apache-2.0,bqplot,https://www.npmjs.com/package/bqplot,26478.0,,,,,,,,,,,,
12,ipython-sql,True,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,27,catherinedevlin/ipython-sql,ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,2013-03-20 16:41:10.000,2022-05-02 23:51:33.000000,2022-05-02 23:51:32,237.0,102.0,38.0,1520.0,258.0,,,,114607.0,3.0,3082.0,3082.0,46.0,https://pypi.org/project/ipython-sql,112493.0,https://anaconda.org/conda-forge/ipython-sql,2021-11-13 15:23:35.182,145914.0,1.0,,MIT,,,,,,,,,,,,,,,
13,jupyter-matplotlib,True,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,27,matplotlib/ipympl,ipympl,,https://github.com/matplotlib/ipympl,2016-07-21 14:38:56.000,2022-05-22 17:32:34.000000,2022-04-25 11:51:48,180.0,106.0,141.0,1282.0,,2022-04-25 11:58:24,0.9.1,,147727.0,26.0,3143.0,3143.0,27.0,https://pypi.org/project/ipympl,108892.0,,,,1.0,,BSD-3-Clause,jupyter-matplotlib,https://www.npmjs.com/package/jupyter-matplotlib,38835.0,,,,,,,,,,,,
14,jupyter-dash,True,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,27,plotly/jupyter-dash,jupyter-dash,,https://github.com/plotly/jupyter-dash,2020-04-26 18:43:59.000,2022-04-26 19:45:43.000000,2022-04-26 19:45:43,198.0,34.0,21.0,738.0,149.0,2022-04-01 20:13:44,0.4.2,76.0,104476.0,11.0,1533.0,1533.0,10.0,https://pypi.org/project/jupyter-dash,104473.0,,,,1.0,,MIT,,,,,,,,,,,,,,,
15,Jupyter,True,Jupyter Interactive Notebook.,https://github.com/jupyter/notebook,,notebook-environments,26,jupyter/notebook,notebook,conda-forge/jupyter,https://github.com/jupyter/notebook,2015-04-09 06:58:03.000,2022-05-23 20:50:21.000000,2022-05-20 16:38:29,3682.0,2047.0,2367.0,9999.0,,2022-04-19 03:09:11,6.4.11,7719.0,12241890.0,34.0,8.0,8.0,609.0,https://pypi.org/project/notebook,11892726.0,https://anaconda.org/conda-forge/jupyter,2021-11-18 11:10:17.899,2006721.0,1.0,,,,,,jupyter/datascience-notebook,https://hub.docker.com/r/jupyter/datascience-notebook,2022-05-23 07:17:16.248051,920.0,27003773.0,-11.0,,,,,,
16,JupyterHub,True,Multi-user server for Jupyter notebooks.,https://github.com/jupyterhub/jupyterhub,,notebook-environments,26,jupyterhub/jupyterhub,jupyterhub,conda-forge/jupyterhub,https://github.com/jupyterhub/jupyterhub,2014-06-12 23:22:10.000,2022-05-25 14:00:03.000000,2022-05-25 10:43:39,1640.0,115.0,1984.0,6994.0,,,,,2315821.0,31.0,1740.0,1740.0,277.0,https://pypi.org/project/jupyterhub,2280936.0,https://anaconda.org/conda-forge/jupyterhub,2022-05-06 14:23:27.212,552055.0,1.0,,,,,,jupyterhub/jupyterhub,https://hub.docker.com/r/jupyterhub/jupyterhub,2022-05-25 10:59:30.363807,311.0,2585784.0,,,,,,,
17,papermill,True,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,26,nteract/papermill,papermill,conda-forge/papermill,https://github.com/nteract/papermill,2017-07-06 17:17:53.000,2022-05-20 00:41:41.000000,2022-05-01 21:12:28,353.0,106.0,236.0,4707.0,,,,,619844.0,17.0,2174.0,2174.0,100.0,https://pypi.org/project/papermill,614187.0,https://anaconda.org/conda-forge/papermill,2022-01-23 14:55:30.846,254602.0,2.0,,BSD-3-Clause,,,,,,,,,,,,,,,
18,sparkmagic,True,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,26,jupyter-incubator/sparkmagic,sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,2015-09-21 15:35:25.000,2022-05-20 09:05:22.000000,2022-05-02 22:12:52,378.0,124.0,269.0,1123.0,1212.0,2022-05-02 22:17:21,0.20.0,,36376.0,17.0,237.0,237.0,57.0,https://pypi.org/project/sparkmagic,35633.0,https://anaconda.org/conda-forge/sparkmagic,2022-05-09 18:27:42.421,42403.0,1.0,,,,,,,,,,,,,,,,,
19,JupyterLab Git,True,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,26,jupyterlab/jupyterlab-git,jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,2017-06-20 17:31:00.000,2022-04-29 05:31:13.000000,2022-04-29 05:31:12,212.0,87.0,433.0,1088.0,1770.0,2022-04-26 06:28:08,0.37.1,,129242.0,41.0,14.0,14.0,73.0,https://pypi.org/project/jupyterlab-git,125350.0,https://anaconda.org/conda-forge/jupyterlab-git,2022-04-26 12:22:32.707,159609.0,1.0,,BSD-3-Clause,,,,,,,,,,,,,,,
20,nbclient,True,A client library for executing notebooks. Formally nbconvert's..,https://github.com/jupyter/nbclient,,notebook-tools,26,jupyter/nbclient,nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,2020-01-13 17:29:49.000,2022-05-10 04:10:24.115000,2022-05-09 14:51:58,41.0,27.0,61.0,94.0,,2022-05-09 11:06:29,0.6.3,60.0,11466955.0,22.0,55158.0,55158.0,32.0,https://pypi.org/project/nbclient,11321819.0,https://anaconda.org/conda-forge/nbclient,2022-05-10 04:10:24.115,3918512.0,1.0,,,,,,,,,,,,,,,,,
21,Docker Stacks,True,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,25,jupyter/docker-stacks,,,https://github.com/jupyter/docker-stacks,2015-07-15 15:30:00.000,2022-05-26 13:31:44.000000,2022-05-19 11:06:52,2547.0,43.0,699.0,6993.0,2902.0,,,,1043195.0,,,,219.0,,,,,,2.0,,BSD-3-Clause,,,,jupyter/scipy-notebook,https://hub.docker.com/r/jupyter/scipy-notebook,2022-05-23 06:46:33.349703,344.0,85542020.0,,,,,,,
22,facets-overview,True,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,25,pair-code/facets,facets-overview,,https://github.com/PAIR-code/facets,2017-07-07 14:03:03.000,2021-11-29 10:48:23.000000,2021-05-06 12:01:05,836.0,76.0,76.0,6854.0,264.0,2019-07-01 16:35:20,1.0.0,,275654.0,4.0,115.0,115.0,28.0,https://pypi.org/project/facets-overview,275654.0,,,,2.0,,Apache-2.0,,,,,,,,,4.0,,,,,,
23,nteract,True,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,25,nteract/nteract,nteract_on_jupyter,,https://github.com/nteract/nteract,2015-06-15 23:21:49.000,2022-05-20 02:11:09.000000,2022-05-20 02:05:53,524.0,155.0,1520.0,5825.0,10501.0,2021-01-26 05:18:38,0.28.0,1339360.0,21147.0,66.0,,,174.0,https://pypi.org/project/nteract_on_jupyter,2545.0,,,,2.0,,BSD-3-Clause,,,,,,,,,,,,,,,
24,Voila,True,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,25,voila-dashboards/voila,voila,conda-forge/voila,https://github.com/voila-dashboards/voila,2018-08-21 14:21:42.000,2022-05-09 20:10:10.000000,2022-04-20 09:16:05,404.0,240.0,359.0,4116.0,,2022-03-29 17:16:03,0.3.5,258.0,46207.0,58.0,6689.0,6689.0,58.0,https://pypi.org/project/voila,38350.0,https://anaconda.org/conda-forge/voila,2022-03-29 20:27:37.534,175636.0,1.0,,,@jupyter-voila/jupyterlab-preview,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,3741.0,,,,,,,,,,,,
25,nbdev,True,Create delightful python projects using Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,25,fastai/nbdev,nbdev,,https://github.com/fastai/nbdev,2019-11-18 17:37:35.000,2022-05-25 17:31:40.000000,2022-05-05 22:10:35,332.0,94.0,284.0,3246.0,1419.0,2022-04-30 02:34:45,1.2.7,,114528.0,26.0,,,66.0,https://pypi.org/project/nbdev,114528.0,,,,1.0,,Apache-2.0,,,,,,,,,,,,,,,
26,ipyvolume,True,3d plotting for Python in the Jupyter notebook based on IPython..,https://github.com/widgetti/ipyvolume,,widgets,25,maartenbreddels/ipyvolume,ipyvolume,conda-forge/ipyvolume,https://github.com/widgetti/ipyvolume,2016-12-21 15:30:13.000,2022-02-23 14:32:16.000000,2021-11-01 12:36:42,216.0,167.0,128.0,1754.0,970.0,2018-06-11 13:56:17,0.4.5,,51271.0,16.0,775.0,775.0,39.0,https://pypi.org/project/ipyvolume,43009.0,https://anaconda.org/conda-forge/ipyvolume,2021-04-20 13:21:49.451,356827.0,2.0,widgetti/ipyvolume,MIT,ipyvolume,https://www.npmjs.com/package/ipyvolume,2599.0,,,,,,,,,,,,
27,elyra,True,Elyra extends JupyterLab Notebooks with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,25,elyra-ai/elyra,elyra,conda-forge/elyra,https://github.com/elyra-ai/elyra,2019-10-22 21:37:58.000,2022-05-25 22:06:07.000000,2022-05-25 22:01:54,228.0,198.0,1213.0,1347.0,1631.0,2022-05-25 14:52:31,3.8.1,,3016.0,17.0,32.0,32.0,48.0,https://pypi.org/project/elyra,2499.0,https://anaconda.org/conda-forge/elyra,2022-05-05 15:50:43.734,10870.0,1.0,,Apache-2.0,,,,,,,,,,,,,,,
28,JupyterLab LSP,True,Coding assistance for JupyterLab (code navigation + hover..,https://github.com/jupyter-lsp/jupyterlab-lsp,,lab-extensions,25,krassowski/jupyterlab-lsp,,,https://github.com/jupyter-lsp/jupyterlab-lsp,2019-08-17 11:34:22.000,2022-05-08 21:03:20.000000,2022-05-08 21:03:20,97.0,144.0,261.0,1255.0,2361.0,2022-03-21 19:31:19,3.10.1,,5494.0,41.0,157.0,157.0,39.0,,,,,,1.0,jupyter-lsp/jupyterlab-lsp,BSD-3-Clause,@krassowski/jupyterlab-lsp,https://www.npmjs.com/package/@krassowski/jupyterlab-lsp,5494.0,,,,,,,,,,,,
29,PixieDust,True,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,25,pixiedust/pixiedust,pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,2016-07-01 17:34:14.000,2021-02-16 04:46:42.000000,2021-02-16 04:46:41,160.0,164.0,260.0,1029.0,2157.0,2019-12-04 15:06:08,1.1.18,,10243.0,19.0,234.0,234.0,33.0,https://pypi.org/project/pixiedust,9039.0,https://anaconda.org/conda-forge/pixiedust,2021-02-06 13:20:07.331,36139.0,1.0,,Apache-2.0,,,,,,,,,,,,,,,
30,Perspective,True,Streaming pivot visualization via WebAssembly.,https://github.com/finos/perspective,,lab-extensions,24,finos/perspective,perspective-python,,https://github.com/finos/perspective,2017-11-02 16:27:54.000,2022-05-26 06:30:20.000000,2022-05-26 04:53:12,459.0,72.0,439.0,4509.0,5171.0,,,,5731.0,,250.0,250.0,69.0,https://pypi.org/project/perspective-python,2994.0,,,,1.0,,Apache-2.0,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,2737.0,,,,,,,,,,,,
31,RISE,True,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,24,damianavila/RISE,RISE,conda-forge/rise,https://github.com/damianavila/RISE,2013-08-26 18:55:36.000,2022-03-28 15:28:41.000000,2022-03-28 15:25:07,379.0,139.0,283.0,3271.0,751.0,,,,13398.0,9.0,1868.0,1868.0,41.0,https://pypi.org/project/RISE,9528.0,https://anaconda.org/conda-forge/rise,2021-11-16 18:12:02.058,197406.0,2.0,,,,,,,,,,,,,,,,,
32,Jupyter Book,True,"Build interactive, publication-quality documents from Jupyter..",https://github.com/executablebooks/jupyter-book,,notebook-sharing,24,executablebooks/jupyter-book,jupyter-book,,https://github.com/executablebooks/jupyter-book,2018-06-14 01:55:51.000,2022-05-19 12:53:57.000000,2022-05-19 12:53:57,463.0,420.0,643.0,2843.0,1361.0,2022-04-04 03:25:15,0.12.3,,47782.0,36.0,,,106.0,https://pypi.org/project/jupyter-book,47782.0,,,,2.0,,BSD-3-Clause,,,,,,,,,,,,,,,
33,ipycanvas,True,Interactive Canvas in Jupyter.,https://github.com/martinRenou/ipycanvas,,widgets,24,martinRenou/ipycanvas,ipycanvas,conda-forge/ipycanvas,https://github.com/martinRenou/ipycanvas,2019-07-06 12:55:29.000,2022-05-25 08:32:50.000000,2022-05-25 08:32:43,49.0,41.0,67.0,606.0,434.0,2022-05-03 07:55:27,0.12.0,,12341.0,30.0,540.0,540.0,17.0,https://pypi.org/project/ipycanvas,10633.0,https://anaconda.org/conda-forge/ipycanvas,2022-05-16 17:29:42.213,54668.0,2.0,,BSD-3-Clause,,,,,,,,,,,,,,,
34,gophernotes,True,The Go kernel for Jupyter notebooks and nteract.,https://github.com/gopherdata/gophernotes,,kernels,23,gopherdata/gophernotes,,,https://github.com/gopherdata/gophernotes,2016-01-22 19:22:16.000,2022-03-13 22:04:03.000000,2022-03-13 22:04:03,216.0,46.0,123.0,3265.0,394.0,2022-01-09 15:20:57,0.7.4,40.0,1124.0,16.0,8.0,8.0,29.0,,,,,,1.0,,MIT,,,,gopherdata/gophernotes,https://hub.docker.com/r/gopherdata/gophernotes,2018-12-22 19:00:35.934804,7.0,85439.0,,github.com/gopherdata/gophernotes,,,,,
35,nbdime,True,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,23,jupyter/nbdime,nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,2015-11-16 09:25:53.000,2022-04-18 08:42:27.000000,2022-04-18 08:42:26,129.0,60.0,221.0,2233.0,1958.0,,,,311926.0,21.0,73.0,73.0,37.0,https://pypi.org/project/nbdime,249193.0,https://anaconda.org/conda-forge/nbdime,2021-10-26 17:29:52.628,517329.0,2.0,,,nbdime-jupyterlab,https://www.npmjs.com/package/nbdime-jupyterlab,54775.0,,,,,,,,,,,,
36,Stencila,True,Living documents for reproducible research.,https://github.com/stencila/stencila,,notebook-sharing,23,stencila/stencila,,,https://github.com/stencila/stencila,2012-05-31 02:43:31.000,2022-05-26 04:11:14.000000,2022-05-19 00:15:41,33.0,64.0,495.0,635.0,9299.0,2022-05-19 00:15:45,1.10.0,3064.0,642.0,100.0,17.0,17.0,32.0,,,,,,2.0,,Apache-2.0,stencila,https://www.npmjs.com/package/stencila,199.0,stencila/cloud,https://hub.docker.com/r/stencila/cloud,2019-04-08 04:14:51.284193,,16459.0,,,,,,,
37,watermark,True,"An IPython magic extension for printing date and time stamps, version..",https://github.com/rasbt/watermark,,magic,23,rasbt/watermark,watermark,conda-forge/watermark,https://github.com/rasbt/watermark,2014-07-30 03:46:33.000,2022-01-29 23:24:03.000000,2022-01-29 23:24:03,77.0,15.0,28.0,617.0,94.0,2022-01-04 01:53:30,2.3.0,,22316.0,15.0,1479.0,1479.0,19.0,https://pypi.org/project/watermark,19260.0,https://anaconda.org/conda-forge/watermark,2022-01-04 05:10:16.030,204809.0,2.0,,BSD-3-Clause,,,,,,,,,,,,,,,
38,Jupyter Client,True,Jupyter protocol client APIs.,https://github.com/jupyter/jupyter_client,,notebook-tools,23,jupyter/jupyter_client,jupyter-client,,https://github.com/jupyter/jupyter_client,2015-04-09 06:57:29.000,2022-05-26 09:26:12.000000,2022-05-23 20:55:57,223.0,137.0,177.0,275.0,,2022-05-08 21:01:27,7.3.1,244.0,15322279.0,16.0,,,116.0,https://pypi.org/project/jupyter-client,15322252.0,,,,2.0,,BSD-3-Clause,,,,,,,,,6.0,,,,,,
39,ipycytoscape,True,A Cytoscape Jupyter widget.,https://github.com/cytoscape/ipycytoscape,,widgets,23,QuantStack/ipycytoscape,,conda-forge/ipycytoscape,https://github.com/cytoscape/ipycytoscape,2020-02-05 13:46:52.000,2022-05-20 15:19:36.000000,2022-05-20 15:19:36,51.0,53.0,99.0,188.0,709.0,2022-03-28 22:52:15,1.3.1,3.0,1151.0,19.0,67.0,67.0,32.0,,,https://anaconda.org/conda-forge/ipycytoscape,2022-04-05 02:28:16.580,29939.0,2.0,cytoscape/ipycytoscape,BSD-3-Clause,,,,,,,,,,,,,,,
40,LDAP Authenticator,True,LDAP Authenticator Plugin for Jupyter.,https://github.com/jupyterhub/ldapauthenticator,,hub-auth,23,jupyterhub/ldapauthenticator,jupyterhub-ldapauthenticator,conda-forge/jupyterhub-ldapauthenticator,https://github.com/jupyterhub/ldapauthenticator,2016-01-17 05:11:49.000,2022-03-31 15:56:58.000000,2021-06-27 18:55:19,151.0,55.0,80.0,176.0,167.0,2018-06-14 12:02:35,1.2.2,,7309.0,3.0,93.0,93.0,30.0,https://pypi.org/project/jupyterhub-ldapauthenticator,6796.0,https://anaconda.org/conda-forge/jupyterhub-ldapauthenticator,2020-08-28 14:10:52.507,24124.0,1.0,,BSD-3-Clause,,,,,,,,,,,,,,,
41,qgrid,True,"An interactive grid for sorting, filtering, and editing DataFrames..",https://github.com/quantopian/qgrid,,widgets,22,quantopian/qgrid,qgrid,conda-forge/qgrid,https://github.com/quantopian/qgrid,2014-09-30 04:33:20.000,2022-03-15 15:20:24.000000,2020-04-07 18:56:49,382.0,148.0,125.0,2854.0,405.0,2020-04-07 16:34:17,1.3.1,,45703.0,21.0,,,30.0,https://pypi.org/project/qgrid,37989.0,https://anaconda.org/conda-forge/qgrid,2021-03-04 10:14:48.336,338778.0,2.0,,Apache-2.0,qgrid,https://www.npmjs.com/package/qgrid,1072.0,,,,,,,,,,,,
42,BeakerX,True,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,22,twosigma/beakerx,beakerx,conda-forge/beakerx,https://github.com/twosigma/beakerx,2013-12-03 14:16:36.000,2021-11-18 19:15:17.218000,2021-01-21 14:02:57,372.0,347.0,4174.0,2657.0,1689.0,2018-12-04 18:27:21,1.3.0,31.0,17499.0,39.0,,,43.0,https://pypi.org/project/beakerx,5504.0,https://anaconda.org/conda-forge/beakerx,2021-11-18 19:15:17.218,508418.0,2.0,,Apache-2.0,beakerx,https://www.npmjs.com/package/beakerx,494.0,beakerx/beakerx,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,23.0,244796.0,,,,,,,
43,nbviewer,True,nbconvert as a web service: Render Jupyter Notebooks as static web..,https://github.com/jupyter/nbviewer,,notebook-sharing,22,jupyter/nbviewer,,,https://github.com/jupyter/nbviewer,2012-08-05 11:42:33.000,2022-05-19 09:20:14.000000,2022-03-15 12:00:47,489.0,158.0,403.0,2015.0,1409.0,,,,23720.0,,7.0,7.0,89.0,,,,,,2.0,,BSD-3-Clause,,,,jupyter/nbviewer,https://hub.docker.com/r/jupyter/nbviewer,2022-03-15 12:02:39.244788,27.0,2775241.0,,,,,,,
44,IRkernel,True,R kernel for Jupyter.,https://github.com/IRkernel/IRkernel,,kernels,22,IRkernel/IRkernel,,r/r-irkernel,https://github.com/IRkernel/IRkernel,2014-02-26 02:57:07.000,2022-05-23 06:25:12.052476,2022-01-04 12:48:23,282.0,56.0,507.0,1529.0,588.0,2022-01-03 22:04:04,1.3,,13871.0,17.0,,,40.0,,,https://anaconda.org/r/r-irkernel,2020-03-10 23:18:20.173,68160.0,1.0,,MIT,,,,jupyter/r-notebook,https://hub.docker.com/r/jupyter/r-notebook,2022-05-23 06:25:12.052476,44.0,1294004.0,,,IRkernel,,,,
45,repo2docker,True,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,22,jupyterhub/repo2docker,jupyter-repo2docker,,https://github.com/jupyterhub/repo2docker,2017-05-09 08:36:30.000,2022-05-03 14:06:05.000000,2022-05-02 07:27:54,286.0,147.0,322.0,1339.0,,2022-02-06 14:43:19,2022.02.0,,2575.0,11.0,154.0,154.0,107.0,https://pypi.org/project/jupyter-repo2docker,2575.0,,,,2.0,,BSD-3-Clause,,,,,,,,,,,,,,,
