,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,updated_github_id,commit_count,npm_id,npm_url,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,cran_id,go_id,gem_id,pypi,hex_id,bitbucket_id
45,elyra,True,Elyra extends JupyterLab Notebooks with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,22,elyra-ai/elyra,elyra,conda-forge/elyra,https://github.com/elyra-ai/elyra,Apache-2.0,2019-10-22 21:37:58.000,2022-11-16 22:19:01.000000,2022-11-16 22:19:01,262.0,234.0,1298.0,1479.0,2022-11-14 19:45:15,3.13.0,,3734.0,25.0,38.0,38.0,55.0,https://pypi.org/project/elyra,2893.0,https://anaconda.org/conda-forge/elyra,2022-11-15 21:42:34.916,22715.0,1.0,,,,,,,,,,,,,,,,,
46,ipycanvas,True,Interactive Canvas in Jupyter.,https://github.com/martinRenou/ipycanvas,,widgets,22,martinRenou/ipycanvas,ipycanvas,conda-forge/ipycanvas,https://github.com/martinRenou/ipycanvas,BSD-3-Clause,2019-07-06 12:55:29.000,2022-11-14 18:42:39.000000,2022-10-24 07:11:22,55.0,44.0,71.0,641.0,2022-11-07 16:48:10,0.13.1,,18306.0,33.0,4.0,4.0,21.0,https://pypi.org/project/ipycanvas,15536.0,https://anaconda.org/conda-forge/ipycanvas,2022-08-29 09:30:23.393,105292.0,2.0,,467.0,,,,,,,,,-2.0,,,,,,
47,Mapbox GL,True,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,https://github.com/mapbox/mapboxgl-jupyter,,widgets,22,mapbox/mapboxgl-jupyter,mapboxgl,,https://github.com/mapbox/mapboxgl-jupyter,MIT,2017-08-08 15:10:51.000,2022-01-11 05:18:07.000000,2021-04-19 05:00:36,132.0,33.0,67.0,620.0,2019-06-03 21:24:10,0.10.2,,16952.0,14.0,145.0,145.0,21.0,https://pypi.org/project/mapboxgl,16952.0,,,,2.0,,221.0,,,,,,,,,,,,,,,
48,IPython Kernel,True,IPython Kernel for Jupyter.,https://github.com/ipython/ipykernel,,kernels,22,ipython/ipykernel,ipykernel,ipykernel,https://github.com/ipython/ipykernel,,2015-04-09 07:44:14.000,2022-11-15 11:07:33.000000,2022-11-15 11:07:33,310.0,216.0,208.0,523.0,2022-11-09 15:39:08,6.17.1,727.0,11924260.0,42.0,,,159.0,https://pypi.org/project/ipykernel,11918031.0,https://anaconda.org/anaconda/ipykernel,2022-09-06 16:04:23.662,519876.0,1.0,,,,,,,,,,,,,,,,,
49,jupyter_server,True,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,22,jupyter-server/jupyter_server,jupyter_server,conda-forge/jupyter_server,https://github.com/jupyter-server/jupyter_server,,2016-09-21 19:18:45.000,2022-11-17 00:40:19.000000,2022-11-15 14:54:59,195.0,122.0,199.0,351.0,2022-11-14 11:34:22,1.23.2,583.0,10502685.0,77.0,,,483.0,https://pypi.org/project/jupyter_server,10446336.0,https://anaconda.org/conda-forge/jupyter_server,2022-11-14 18:48:02.173,2816685.0,3.0,,,,,,,,,,,,,,,,,
50,OAuthenticator,True,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,22,jupyterhub/oauthenticator,oauthenticator,conda-forge/oauthenticator,https://github.com/jupyterhub/oauthenticator,BSD-3-Clause,2014-09-23 21:37:06.000,2022-11-15 20:35:03.000000,2022-11-01 00:14:51,317.0,32.0,200.0,348.0,,,,25325.0,15.0,305.0,305.0,109.0,https://pypi.org/project/oauthenticator,24618.0,https://anaconda.org/conda-forge/oauthenticator,2022-09-08 13:19:36.567,30434.0,1.0,,,,,,,,,,,,,,,,,
51,sos,True,SoS workflow system for daily data analysis.,https://github.com/vatlab/sos,,notebook-environments,22,vatlab/SOS,,,https://github.com/vatlab/sos,BSD-3-Clause,2016-02-13 00:46:46.000,2022-10-04 05:05:24.000000,2022-09-23 04:46:09,32.0,61.0,1368.0,234.0,2019-05-21 01:06:30,0.9.11,,,51.0,3072.0,3072.0,36.0,,,,,,2.0,,7579.0,,,,,,,,,,,,,,,
52,ipycytoscape,True,A Cytoscape Jupyter widget.,https://github.com/cytoscape/ipycytoscape,,widgets,22,QuantStack/ipycytoscape,,conda-forge/ipycytoscape,https://github.com/cytoscape/ipycytoscape,BSD-3-Clause,2020-02-05 13:46:52.000,2022-11-17 01:56:43.000000,2022-09-12 13:05:27,57.0,59.0,99.0,212.0,2022-03-28 22:52:15,1.3.1,3.0,6833.0,19.0,85.0,85.0,32.0,,,https://anaconda.org/conda-forge/ipycytoscape,2022-09-12 13:43:52.218,218675.0,2.0,cytoscape/ipycytoscape,715.0,,,,,,,,,,,,,,,
53,Jupyter Sphinx,True,Sphinx extension for rendering of Jupyter interactive widgets.,https://github.com/jupyter/jupyter-sphinx,,notebook-tools,22,jupyter/jupyter-sphinx,jupyter_sphinx,,https://github.com/jupyter/jupyter-sphinx,BSD-3-Clause,2016-11-15 18:36:37.000,2022-10-14 17:28:05.000000,2022-06-25 19:26:22,52.0,42.0,83.0,158.0,2022-06-25 19:35:21,0.4.0,,148927.0,4.0,,,25.0,https://pypi.org/project/jupyter_sphinx,148927.0,,,,2.0,,372.0,,,,,,,,,,,,,,,
54,Jupyter Themes,True,Custom Jupyter Notebook Themes.,https://github.com/dunovank/jupyter-themes,,jupyter-extensions,21,dunovank/jupyter-themes,jupyterthemes,,https://github.com/dunovank/jupyter-themes,MIT,2014-12-10 23:22:23.000,2022-10-17 19:47:53.000000,2022-02-03 18:32:34,1038.0,189.0,200.0,9337.0,,,,37761.0,,,,43.0,https://pypi.org/project/jupyterthemes,37761.0,,,,1.0,,636.0,,,,,,,,,,,,,,,
55,Perspective,True,Streaming pivot visualization via WebAssembly.,https://github.com/finos/perspective,,lab-extensions,21,finos/perspective,perspective-python,,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2022-11-16 19:14:15.000000,2022-11-16 19:07:09,528.0,86.0,482.0,4999.0,,,,3472.0,,6.0,6.0,72.0,https://pypi.org/project/perspective-python,2683.0,,,,1.0,,5357.0,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,789.0,,,,,,,,,,,,
56,DockerSpawner,True,Spawns JupyterHub single user servers in Docker containers.,https://github.com/jupyterhub/dockerspawner,,hub-spawners,21,jupyterhub/dockerspawner,dockerspawner,conda-forge/dockerspawner,https://github.com/jupyterhub/dockerspawner,BSD-3-Clause,2014-09-26 20:08:26.000,2022-11-01 08:56:28.000000,2022-11-01 08:56:24,282.0,18.0,239.0,437.0,,,,11447.0,4.0,137.0,137.0,66.0,https://pypi.org/project/dockerspawner,11141.0,https://anaconda.org/conda-forge/dockerspawner,2021-08-17 09:21:01.475,14713.0,1.0,,,,,,,,,,,,,,,,,
57,Appmode,True,A Jupyter extensions that turns notebooks into web applications.,https://github.com/oschuett/appmode,,jupyter-extensions,21,oschuett/appmode,appmode,conda-forge/appmode,https://github.com/oschuett/appmode,MIT,2017-03-17 13:33:53.000,2022-11-08 07:42:07.789000,2021-04-26 19:20:06,66.0,4.0,50.0,404.0,2020-06-09 08:17:47,0.8.0,,4868.0,8.0,329.0,329.0,8.0,https://pypi.org/project/appmode,1796.0,https://anaconda.org/conda-forge/appmode,2022-11-08 07:42:07.789,184330.0,1.0,,96.0,,,,,,,,,,,,,,,
58,itables,True,Interactive Tables in Jupyter.,https://github.com/mwouts/itables,,widgets,21,mwouts/itables,itables,,https://github.com/mwouts/itables,MIT,2019-04-15 22:09:44.000,2022-11-15 22:34:24.000000,2022-11-13 15:14:12,30.0,7.0,56.0,352.0,2022-11-12 12:35:06,1.3.5,,18378.0,27.0,173.0,173.0,4.0,https://pypi.org/project/itables,18378.0,,,,2.0,,,,,,,,,,,,,,,,,
59,Resource Usage,True,Jupyter Notebook Extension for monitoring your own Resource..,https://github.com/jupyter-server/jupyter-resource-usage,,jupyter-extensions,21,jupyter-server/jupyter-resource-usage,jupyter-resource-usage,conda-forge/nbresuse,https://github.com/jupyter-server/jupyter-resource-usage,BSD-2-Clause,2016-04-22 07:01:34.000,2022-11-16 22:33:53.000000,2022-11-14 12:47:06,78.0,32.0,29.0,338.0,2022-11-14 12:47:23,0.6.4,103.0,42380.0,8.0,,,26.0,https://pypi.org/project/jupyter-resource-usage,26348.0,https://anaconda.org/conda-forge/nbresuse,2020-11-23 11:22:25.946,512909.0,1.0,,246.0,,,,,,,,,,,,,,,
60,ipyvuetify,True,Jupyter widgets based on vuetify UI components.,https://github.com/widgetti/ipyvuetify,,widgets,21,mariobuikhuizen/ipyvuetify,ipyvuetify,conda-forge/ipyvuetify,https://github.com/widgetti/ipyvuetify,MIT,2019-05-14 17:35:51.000,2022-10-02 08:28:15.000000,2022-09-20 10:06:02,45.0,48.0,124.0,268.0,2022-02-07 15:18:40,1.8.2,,128051.0,30.0,4.0,4.0,11.0,https://pypi.org/project/ipyvuetify,125696.0,https://anaconda.org/conda-forge/ipyvuetify,2022-09-02 13:29:25.078,94226.0,2.0,widgetti/ipyvuetify,214.0,,,,,,,,,,,,,,,
61,nbgitpuller,True,Jupyter server extension to sync a git repository one-way to a..,https://github.com/jupyterhub/nbgitpuller,,jupyter-extensions,21,jupyterhub/nbgitpuller,nbgitpuller,conda-forge/nbgitpuller,https://github.com/jupyterhub/nbgitpuller,BSD-3-Clause,2017-05-24 19:41:10.000,2022-11-14 11:52:26.000000,2022-11-08 20:23:07,62.0,55.0,81.0,170.0,,,,10983.0,12.0,539.0,539.0,25.0,https://pypi.org/project/nbgitpuller,9836.0,https://anaconda.org/conda-forge/nbgitpuller,2022-11-09 00:00:24.832,47031.0,1.0,,,,,,,,,,,,,,,,,
62,BatchSpawner,True,Custom Spawner for Jupyterhub to start servers in batch scheduled..,https://github.com/jupyterhub/batchspawner,,hub-spawners,21,jupyterhub/batchspawner,batchspawner,,https://github.com/jupyterhub/batchspawner,BSD-3-Clause,2015-10-27 03:53:10.000,2022-11-01 00:04:13.000000,2022-10-05 04:39:11,99.0,48.0,75.0,141.0,2022-10-05 04:46:29,1.2.0,,4738.0,10.0,24.0,24.0,42.0,https://pypi.org/project/batchspawner,4738.0,,,,1.0,,358.0,,,,,,,,,,,,,,,
63,ipydatawidgets,True,A set of widgets to help facilitate reuse of large datasets..,https://github.com/vidartf/ipydatawidgets,,widgets,21,vidartf/ipydatawidgets,ipydatawidgets,conda-forge/ipydatawidgets,https://github.com/vidartf/ipydatawidgets,,2017-07-31 17:37:26.000,2022-11-09 14:25:32.000000,2022-08-22 17:02:57,8.0,2.0,8.0,34.0,2022-08-24 15:07:24,4.3.2,,77141.0,8.0,615.0,615.0,5.0,https://pypi.org/project/ipydatawidgets,73547.0,https://anaconda.org/conda-forge/ipydatawidgets,2022-08-24 16:21:19.099,190491.0,2.0,,297.0,,,,,,,,,,,,,,,
64,Knowledge Repo,True,A next-generation curated knowledge sharing platform for..,https://github.com/airbnb/knowledge-repo,,notebook-sharing,20,airbnb/knowledge-repo,knowledge-repo,,https://github.com/airbnb/knowledge-repo,Apache-2.0,2016-08-17 23:32:50.000,2022-11-17 07:37:05.000000,2022-11-15 17:11:33,654.0,120.0,167.0,5216.0,2022-04-08 03:02:43,0.9.1,,304.0,31.0,,,69.0,https://pypi.org/project/knowledge-repo,304.0,,,,2.0,,1033.0,,,,,,,,,,,,,,,
65,gophernotes,True,The Go kernel for Jupyter notebooks and nteract.,https://github.com/gopherdata/gophernotes,,kernels,20,gopherdata/gophernotes,,,https://github.com/gopherdata/gophernotes,MIT,2016-01-22 19:22:16.000,2022-07-08 21:14:08.000000,2022-07-08 21:12:48,223.0,51.0,125.0,3419.0,2022-05-31 17:34:28,0.7.5,40.0,1049.0,17.0,8.0,8.0,29.0,,,,,,1.0,,400.0,,,,gopherdata/gophernotes,https://hub.docker.com/r/gopherdata/gophernotes,2018-12-22 19:00:35.934804,7.0,86075.0,,,github.com/gopherdata/gophernotes,,,,
66,evidently,True,Interactive reports to analyze machine learning models during..,https://github.com/evidentlyai/evidently,,widgets,20,evidentlyai/evidently,,,https://github.com/evidentlyai/evidently,Apache-2.0,2020-11-25 15:20:08.000,2022-11-17 10:01:21.000000,2022-11-17 10:01:15,311.0,53.0,102.0,2865.0,,,,,38.0,905.0,905.0,29.0,,,,,,3.0,,,,,,,,,,,,,,,,,
67,colabcode,True,Run VSCode (codeserver) on Google Colab or Kaggle Notebooks.,https://github.com/abhishekkrthakur/colabcode,,others,20,abhishekkrthakur/colabcode,colabcode,,https://github.com/abhishekkrthakur/colabcode,MIT,2020-09-09 10:06:26.000,2022-08-22 10:08:00.000000,2021-06-11 15:16:36,247.0,41.0,33.0,1843.0,,,,12398.0,,83.0,83.0,8.0,https://pypi.org/project/colabcode,12398.0,,,,3.0,,44.0,,,,,,,,,,,,,,,
68,nbgrader,True,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,20,jupyter/nbgrader,nbgrader,conda-forge/nbgrader,https://github.com/jupyter/nbgrader,BSD-3-Clause,2014-09-13 03:27:36.000,2022-11-17 06:49:59.000000,2022-11-10 11:26:23,290.0,213.0,620.0,1148.0,2022-09-27 08:13:34,0.8.1,63.0,4894.0,26.0,,,98.0,https://pypi.org/project/nbgrader,3085.0,https://anaconda.org/conda-forge/nbgrader,2022-09-28 03:43:17.179,126634.0,2.0,,,,,,,,,,,,,,,,,
69,NBextensions Configurator,True,A jupyter notebook serverextension providing config interfaces for nbextensions.,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,jupyter-extensions,20,jupyter-contrib/jupyter_nbextensions_configurator,jupyter_nbextensions_configurator,,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,2016-06-24 22:29:05.000,2022-11-14 20:59:33.000000,2022-11-14 20:56:42,110.0,52.0,32.0,912.0,2022-11-14 20:59:33,0.6.1,,335739.0,4.0,,,22.0,https://pypi.org/project/jupyter_nbextensions_configurator,335739.0,,,,2.0,,510.0,,,,,,,,,,,,,,,
70,JupyterLab Debugger,True,"A visual debugger for Jupyter notebooks, consoles, and..",https://github.com/jupyterlab/debugger,,lab-extensions,20,jupyterlab/debugger,,,https://github.com/jupyterlab/debugger,BSD-3-Clause,2019-07-19 18:19:17.000,2022-03-15 11:03:46.000000,2021-03-31 14:20:34,38.0,17.0,245.0,546.0,2020-12-10 14:31:28,0.3.7,,92201.0,28.0,,,11.0,,,,,,1.0,,1174.0,@jupyterlab/debugger,https://www.npmjs.com/package/@jupyterlab/debugger,92201.0,,,,,,,,,,,,
71,itkwidgets,True,"Interactive Jupyter widgets to visualize images, point sets, and..",https://github.com/InsightSoftwareConsortium/itkwidgets,,widgets,20,InsightSoftwareConsortium/itkwidgets,itkwidgets,,https://github.com/InsightSoftwareConsortium/itkwidgets,Apache-2.0,2018-02-15 01:43:39.000,2022-11-16 21:41:49.000000,2022-11-16 21:39:59,63.0,97.0,124.0,477.0,2022-07-11 19:38:44,0.32.2,66.0,12939.0,31.0,,,5.0,https://pypi.org/project/itkwidgets,11920.0,,,,3.0,,903.0,itkwidgets,https://www.npmjs.com/package/itkwidgets,1018.0,,,,,,,,,,,,
72,JupyterLab Dash,True,An Extension for the Interactive development of Dash apps in JupyterLab.,https://github.com/plotly/jupyterlab-dash,,lab-renderer,20,plotly/jupyterlab-dash,jupyterlab-dash,,https://github.com/plotly/jupyterlab-dash,MIT,2018-11-07 19:47:52.000,2020-05-19 14:20:53.000000,2020-05-19 11:44:34,58.0,20.0,8.0,362.0,,,,13299.0,2.0,285.0,285.0,7.0,https://pypi.org/project/jupyterlab-dash,1285.0,,,,1.0,,41.0,jupyterlab-dash,https://www.npmjs.com/package/jupyterlab-dash,12014.0,,,,,,,,,,,,
73,Metakernel,True,Jupyter/IPython Kernel Tools.,https://github.com/Calysto/metakernel,,kernels,20,Calysto/metakernel,metakernel,conda-forge/metakernel,https://github.com/Calysto/metakernel,BSD-3-Clause,2014-08-24 20:53:45.000,2022-11-11 02:47:28.000000,2022-11-11 02:47:27,78.0,28.0,114.0,294.0,2022-08-08 15:44:17,0.29.2,46.0,63947.0,51.0,,,32.0,https://pypi.org/project/metakernel,55842.0,https://anaconda.org/conda-forge/metakernel,2022-08-09 13:33:11.047,640109.0,1.0,,,,,,,,,,,,,,,,,
74,jupyter-server-proxy,True,Jupyter notebook server extension to proxy web services.,https://github.com/jupyterhub/jupyter-server-proxy,,jupyter-extensions,20,jupyterhub/jupyter-server-proxy,jupyter-server-proxy,conda-forge/jupyter-server-proxy,https://github.com/jupyterhub/jupyter-server-proxy,BSD-3-Clause,2016-10-18 22:02:06.000,2022-11-16 15:41:39.000000,2022-11-10 20:20:12,115.0,61.0,98.0,260.0,2018-12-10 14:39:58,0.8.8,,144714.0,16.0,4.0,4.0,64.0,https://pypi.org/project/jupyter-server-proxy,119402.0,https://anaconda.org/conda-forge/jupyter-server-proxy,2022-09-08 09:19:11.744,1139082.0,2.0,,,,,,,,,,,,,,,,,
75,jupyter-console,True,Jupyter Terminal Console.,https://github.com/jupyter/jupyter_console,,others,20,jupyter/jupyter_console,jupyter-console,,https://github.com/jupyter/jupyter_console,,2015-04-09 06:58:55.000,2022-10-03 20:22:08.000000,2022-06-22 16:00:22,134.0,57.0,88.0,205.0,2022-06-22 16:01:33,6.4.4,66.0,3496146.0,4.0,,,59.0,https://pypi.org/project/jupyter-console,3496138.0,,,,3.0,,,,,,,,,,,,,,,,,
76,nbformat,True,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,20,jupyter/nbformat,nbformat,conda-forge/nbformat,https://github.com/jupyter/nbformat,,2015-04-09 01:07:29.000,2022-11-15 01:07:38.000000,2022-11-15 01:07:36,132.0,51.0,78.0,191.0,2022-10-10 13:12:14,5.7.0,,12495944.0,20.0,,,70.0,https://pypi.org/project/nbformat,12350473.0,https://anaconda.org/conda-forge/nbformat,2022-10-10 18:22:46.575,11492216.0,2.0,,,,,,,,,,,,,,,,,
77,Native Authenticator,True,JupyterHub-native user authenticator.,https://github.com/jupyterhub/nativeauthenticator,,hub-auth,20,jupyterhub/nativeauthenticator,jupyterhub-nativeauthenticator,,https://github.com/jupyterhub/nativeauthenticator,BSD-3-Clause,2018-12-03 17:38:18.000,2022-11-15 00:13:23.000000,2022-09-09 11:32:12,54.0,25.0,70.0,55.0,2021-10-19 17:24:48,1.0.5,,11363.0,3.0,47.0,47.0,21.0,https://pypi.org/project/jupyterhub-nativeauthenticator,11363.0,,,,2.0,,,,,,,,,,,,,,,,,
78,Hydrogen,True,"Run code interactively, inspect data, and plot. All the power of Jupyter..",https://github.com/nteract/hydrogen,,notebook-environments,19,nteract/hydrogen,,,https://github.com/nteract/hydrogen,MIT,2015-05-11 01:16:55.000,2022-09-25 13:59:40.000000,2022-03-25 21:26:26,316.0,166.0,1097.0,3823.0,2021-06-02 09:44:54,2.16.3,,,90.0,,,89.0,,,,,,3.0,,2361.0,,,,,,,,,,,,,,,
79,ML Workspace,True,All-in-one web-based IDE specialized for machine learning and..,https://github.com/ml-tooling/ml-workspace,,notebook-environments,19,ml-tooling/ml-workspace,,,https://github.com/ml-tooling/ml-workspace,Apache-2.0,2019-05-27 16:55:15.000,2022-10-27 14:38:52.000000,2021-11-22 20:42:15,344.0,3.0,85.0,2831.0,2021-07-13 22:12:59,0.13.2,,12156.0,4.0,,,11.0,,,,,,3.0,,,,,,mltooling/ml-workspace,https://hub.docker.com/r/mltooling/ml-workspace,2021-07-13 16:32:15.225256,25.0,510586.0,,,,,,,
80,docker-python,True,Kaggle Python docker image.,https://github.com/Kaggle/docker-python,,notebook-environments,19,kaggle/docker-python,,,https://github.com/Kaggle/docker-python,Apache-2.0,2015-04-14 01:45:38.000,2022-11-09 20:08:36.000000,2022-10-24 17:51:04,817.0,15.0,284.0,2206.0,2022-10-19 13:41:37,7bc7dc4a89b73e0de1420b2f15f154152f1e0f36da029cda4676155fe10c1603,,2127.0,86.0,,,146.0,,,,,,3.0,,,,,,kaggle/python,https://hub.docker.com/r/kaggle/python,2022-10-19 12:52:23.818674,164.0,193571.0,,,,,,,
81,nbviewer,True,nbconvert as a web service: Render Jupyter Notebooks as static web..,https://github.com/jupyter/nbviewer,,notebook-sharing,19,jupyter/nbviewer,,,https://github.com/jupyter/nbviewer,BSD-3-Clause,2012-08-05 11:42:33.000,2022-11-07 23:21:24.000000,2022-11-07 11:00:36,499.0,167.0,404.0,2055.0,,,,22588.0,,8.0,8.0,92.0,,,,,,3.0,,,,,,jupyter/nbviewer,https://hub.docker.com/r/jupyter/nbviewer,2022-08-22 11:29:43.791515,29.0,2778345.0,,,,,,,
82,IJavascript,True,IJavascript is a javascript kernel for the Jupyter notebook.,https://github.com/n-riesco/ijavascript,,kernels,19,n-riesco/ijavascript,,,https://github.com/n-riesco/ijavascript,,2015-02-02 15:46:34.000,2022-01-24 13:30:29.000000,2022-01-24 13:30:28,145.0,53.0,179.0,1937.0,2021-11-15 23:43:33,5.2.1,,2005.0,33.0,65.0,65.0,15.0,,,,,,2.0,,331.0,ijavascript,https://www.npmjs.com/package/ijavascript,2005.0,,,,,,,,,,,,
83,almond,True,A Scala kernel for Jupyter.,https://github.com/almond-sh/almond,,kernels,19,almond-sh/almond,,,https://github.com/almond-sh/almond,BSD-3-Clause,2015-03-10 22:48:50.000,2022-11-17 09:07:19.000000,2022-11-16 14:03:50,221.0,100.0,198.0,1468.0,2022-11-16 14:06:16,0.13.2,1349.0,190.0,40.0,,,38.0,,,,,,2.0,,,,,,almondsh/almond,https://hub.docker.com/r/almondsh/almond,2022-11-17 09:03:24.805870,6.0,15113.0,,,,,,,
84,Variable Inspector,True,Variable Inspector extension for Jupyterlab.,https://github.com/lckr/jupyterlab-variableInspector,,lab-extensions,19,lckr/jupyterlab-variableInspector,,,https://github.com/lckr/jupyterlab-variableInspector,BSD-3-Clause,2018-06-13 18:16:02.000,2022-11-16 03:18:15.000000,2022-08-01 14:06:03,83.0,45.0,116.0,940.0,2021-04-10 11:39:23,3.0.7,,5531.0,6.0,3.0,3.0,18.0,,,,,,1.0,,166.0,@lckr/jupyterlab_variableinspector,https://www.npmjs.com/package/@lckr/jupyterlab_variableinspector,5531.0,,,,,,,,,,,,
85,notedown,True,Markdown = IPython Notebook.,https://github.com/aaren/notedown,,notebook-sharing,19,aaren/notedown,notedown,conda-forge/notedown,https://github.com/aaren/notedown,BSD-2-Clause,2014-02-17 17:28:59.000,2021-10-18 21:21:21.000000,2017-11-16 19:29:56,91.0,39.0,29.0,835.0,,,,4856.0,1.0,195.0,195.0,7.0,https://pypi.org/project/notedown,4208.0,https://anaconda.org/conda-forge/notedown,2018-06-07 01:28:24.567,34373.0,3.0,,264.0,,,,,,,,,,,,,,,
86,What-If Tool,True,Source code/webpage/demos for the What-If Tool.,https://github.com/PAIR-code/what-if-tool,,widgets,19,PAIR-code/what-if-tool,witwidget,,https://github.com/PAIR-code/what-if-tool,Apache-2.0,2018-09-07 20:26:10.000,2022-10-29 02:53:04.000000,2022-01-05 20:19:46,143.0,62.0,54.0,758.0,2021-10-12 17:36:36,1.8.1,,12428.0,3.0,,,20.0,https://pypi.org/project/witwidget,9411.0,,,,3.0,,328.0,wit-widget,https://www.npmjs.com/package/wit-widget,3017.0,,,,,,,,,,,,
87,Apache Toree,True,Jupyter kernel for Apache Spark.,https://github.com/apache/incubator-toree,,kernels,19,apache/incubator-toree,toree,,https://github.com/apache/incubator-toree,Apache-2.0,2016-01-07 08:00:06.000,2022-03-15 19:55:24.000000,2022-03-15 19:55:24,214.0,,,703.0,,,,10059.0,,,,104.0,https://pypi.org/project/toree,10059.0,,,,2.0,,1150.0,,,,,,,,,,,,,,,
88,JupyterLab Drawio,True,A standalone embedding of the FOSS drawio / mxgraph package..,https://github.com/QuantStack/jupyterlab-drawio,,lab-renderer,19,QuantStack/jupyterlab-drawio,,,https://github.com/QuantStack/jupyterlab-drawio,BSD-3-Clause,2018-01-31 16:38:30.000,2022-11-16 03:35:42.000000,2021-06-29 12:29:51,63.0,40.0,25.0,547.0,,,,4225.0,,835.0,835.0,15.0,,,,,,2.0,,101.0,jupyterlab-drawio,https://www.npmjs.com/package/jupyterlab-drawio,4225.0,,,,,,,,,,,,
89,ipysheet,True,Jupyter handsontable integration.,https://github.com/QuantStack/ipysheet,,widgets,19,QuantStack/ipysheet,ipysheet,conda-forge/ipysheet,https://github.com/QuantStack/ipysheet,MIT,2017-07-10 13:46:31.000,2022-11-09 18:42:43.000000,2022-10-10 08:23:21,63.0,60.0,60.0,509.0,,,,48516.0,14.0,3.0,3.0,12.0,https://pypi.org/project/ipysheet,45302.0,https://anaconda.org/conda-forge/ipysheet,2022-10-10 14:32:11.843,62935.0,3.0,,304.0,ipysheet,https://www.npmjs.com/package/ipysheet,1846.0,,,,,,,,,,,,
90,nb_conda_kernels,True,Package for managing conda environment-based kernels inside of Jupyter.,https://github.com/Anaconda-Platform/nb_conda_kernels,,kernels,19,Anaconda-Platform/nb_conda_kernels,,conda-forge/nb_conda_kernels,https://github.com/Anaconda-Platform/nb_conda_kernels,BSD-3-Clause,2015-12-10 16:11:42.000,2022-10-29 16:32:26.594000,2020-11-30 15:55:07,57.0,36.0,99.0,487.0,2020-09-05 22:35:32,2.3.0,,11515.0,11.0,,,14.0,,,https://anaconda.org/conda-forge/nb_conda_kernels,2022-10-29 16:32:26.594,886722.0,2.0,,335.0,,,,,,,,,,,,,,,
91,pivottablejs,True,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook,..",https://github.com/nicolaskruchten/jupyter_pivottablejs,,widgets,19,nicolaskruchten/jupyter_pivottablejs,pivottablejs,,https://github.com/nicolaskruchten/jupyter_pivottablejs,,2015-09-09 13:39:18.000,2018-12-04 14:43:26.000000,2018-12-04 14:43:25,61.0,18.0,41.0,474.0,2018-01-15 18:11:51,0.9.0,,22392.0,8.0,275.0,275.0,3.0,https://pypi.org/project/pivottablejs,22392.0,,,,3.0,,32.0,,,,,,,,,,,,,,,
92,JupyterLab Templates,True,Support for jupyter notebook templates in jupyterlab.,https://github.com/jpmorganchase/jupyterlab_templates,,lab-extensions,19,jpmorganchase/jupyterlab_templates,jupyterlab_templates,,https://github.com/jpmorganchase/jupyterlab_templates,Apache-2.0,2018-03-17 21:38:11.000,2022-11-16 20:42:43.000000,2022-11-16 20:42:42,54.0,6.0,76.0,318.0,2022-11-16 20:29:42,0.3.2,,8524.0,14.0,4.0,4.0,16.0,https://pypi.org/project/jupyterlab_templates,5583.0,,,,1.0,,,jupyterlab_templates,https://www.npmjs.com/package/jupyterlab_templates,2941.0,,,,,,,,,,,,
93,JupyterLab System Monitor,True,JupyterLab extension to display system metrics.,https://github.com/jtpio/jupyterlab-system-monitor,,lab-extensions,19,jtpio/jupyterlab-system-monitor,,,https://github.com/jtpio/jupyterlab-system-monitor,BSD-3-Clause,2019-07-13 12:31:51.000,2022-11-16 02:51:55.000000,2022-02-15 08:27:46,29.0,22.0,21.0,262.0,2021-02-04 22:39:49,0.8.0,,4374.0,2.0,68.0,68.0,7.0,,,,,,1.0,,,jupyterlab-system-monitor,https://www.npmjs.com/package/jupyterlab-system-monitor,4374.0,,,,,,,,,,,,
